Day fraction since midnight on 10/19/2019	Water Pump Control (rpm)	Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()	Just Water Pump Control (rpm)
0.37561077	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37562236	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37563393	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37564549	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37566169	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37566865	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37568022	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37569181	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37570337	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37571982	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37572653	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37573810	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37574967	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37576124	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37577798	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37578439	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37579596	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37580755	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37581912	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37583612	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37584225	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37585384	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37586541	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37587698	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37589424	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37590014	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37591170	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37592327	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37593486	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37595238	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37595800	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37596957	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37598116	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37599273	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37601052	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37601589	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37602745	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37603902	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37605059	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37606873	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37607375	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37608531	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37609688	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37610847	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37612681	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37613160	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37614320	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37615476	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37616633	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37618498	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37618949	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37620106	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37621263	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37622419	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37624309	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37624735	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37625892	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37627051	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37628210	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37630118	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37630523	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37631680	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37632837	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37633993	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37635939	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37636309	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37637467	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37638623	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37639783	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37641752	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37642097	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37643253	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37644410	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37645569	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37647571	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37647883	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37649040	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37650197	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37651356	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37653387	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37653669	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37654828	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37655987	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37657142	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37659201	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37659457	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37660614	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37661771	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37662930	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37664087	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37665244	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37666401	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37667560	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37668746	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37669873	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37671032	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37672189	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37673346	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37674565	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37675662	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37676819	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37677975	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37679133	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37680291	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37681448	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37682604	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37683762	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37684947	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37686077	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37687236	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37688392	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37689549	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37690759	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37691865	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37693021	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37694178	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37695337	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37696578	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37697652	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37698809	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37699967	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37701145	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37702282	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37703439	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37704596	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37705753	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37706969	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37708068	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37709227	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37710382	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37711544	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37712698	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37713855	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37715011	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37716170	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37717359	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37718484	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37719643	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37720800	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37721956	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37723175	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37724272	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37725429	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37726585	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37727744	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37728991	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37730058	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37731217	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37732373	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37733530	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37734807	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37735846	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37737002	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37738160	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37739319	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37740624	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37741634	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37742790	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37743947	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37745104	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37746401	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37747306	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37748376	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37749446	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37750963	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37751588	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37752925	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37753729	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37754799	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37755869	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37756939	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37758011	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37759455	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37760151	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37761220	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37762292	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37763362	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37764432	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37765985	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37766573	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37767643	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37768713	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37769785	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37770855	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37772513	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37772996	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37774066	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37775136	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37776208	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37777277	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37779043	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37779417	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37780489	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37781559	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37782629	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37783699	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37785569	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37785841	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37786911	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37787981	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37789052	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37790167	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37791192	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37792262	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37793333	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37794403	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37795544	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37796545	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37797615	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37798684	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37799767	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37800826	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37801896	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37802966	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37804037	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37805140	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37806177	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37807247	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37808319	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37809390	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37810459	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37811673	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37812601	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37813671	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37814741	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37815810	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37816882	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37819077	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37820094	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37821163	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37822233	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37823305	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37824450	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37825444	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37826516	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37827586	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37828656	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37829725	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37830975	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37831867	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37832937	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37834009	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37835079	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37836148	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37837503	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37838290	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37839360	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37840430	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37841501	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37842571	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37844028	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37844713	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37845783	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37846854	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37847922	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37848993	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37850551	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37851135	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37852204	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37853276	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37854346	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37855416	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37857078	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37857557	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37858627	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37859698	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37860769	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37861838	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37863603	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37863980	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37865050	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37866119	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37867191	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37868261	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37870131	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37870401	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37871472	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37872542	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37873612	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37874731	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37875753	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37876823	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37877895	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37878965	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37880103	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37881107	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37882176	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37883246	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37884329	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37885386	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37886458	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37887528	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
0.37888598	0.00000000	0.00000000	0.00000000	-999.00000000	0.00000000
