Day fraction since midnight on 10/27/2019,Time (seconds),Time (seconds since start),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
0.41865758,36172.01491,3803.81616,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.97398758
0.41866915,36173.01456,3804.815808,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27837372
0.41868072,36174.01421,3805.815456,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27837372
0.4186923,36175.01472,3806.815968,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27837372
0.41870387,36176.01437,3807.815616,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27837372
0.41871545,36177.01488,3808.816128,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27837372
0.41872702,36178.01453,3809.815776,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.61183548
0.41873861,36179.0159,3810.817152,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.61183548
0.41875017,36180.01469,3811.815936,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.61183548
0.41876174,36181.01434,3812.815584,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.61183548
0.41877332,36182.01485,3813.816096,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.61183548
0.41878489,36183.0145,3814.815744,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.41879645,36184.01328,3815.814528,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.41880805,36185.01552,3816.816768,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.41881962,36186.01517,3817.816416,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.4188312,36187.01568,3818.816928,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.41884277,36188.01533,3819.816576,0.001317,0.654083,41.31050526,3.25185185,8.13333333,11.35719299
0.41885433,36189.01411,3820.81536,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.39980888
0.4188659,36190.01376,3821.815008,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.39980888
0.41887749,36191.01514,3822.816384,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.39980888
0.41888907,36192.01565,3823.816896,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.39980888
0.41890064,36193.0153,3824.816544,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.39980888
0.41891221,36194.01494,3825.816192,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.65399551
0.41892377,36195.01373,3826.814976,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.65399551
0.41893535,36196.01424,3827.815488,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.65399551
0.41894694,36197.01562,3828.816864,0.0006587,0.654083,0,0,0,14.55209351
0.41895851,36198.01526,3829.816512,0.0006587,0.6547413,0,0,0,14.55209351
0.41897007,36199.01405,3830.815296,0.0006587,0.6547413,0,0,0,14.55209351
0.41898164,36200.0137,3831.814944,0.0006587,0.6547413,0,0,0,14.55209351
0.41899324,36201.01594,3832.817184,0.0006587,0.6547413,0,0,0,14.55209351
0.41900481,36202.01558,3833.816832,0.0006587,0.6547413,0,0,0,13.79439545
0.41901638,36203.01523,3834.81648,0.0006587,0.6547413,0,0,0,13.79439545
0.41902794,36204.01402,3835.815264,0.0006587,0.6547413,0,0,0,13.79439545
0.41903953,36205.01539,3836.81664,0.0006587,0.6547413,0,0,0,13.79439545
0.41905111,36206.0159,3837.817152,0.0006587,0.6547413,0,0,0,13.79439545
0.41906267,36207.01469,3838.815936,0.0006587,0.6547413,0,0,0,14.05760956
0.41907424,36208.01434,3839.815584,0.0006587,0.6547413,0,0,0,14.05760956
0.41908583,36209.01571,3840.81696,0.0006587,0.6547413,0,0,0,14.05760956
0.4190974,36210.01536,3841.816608,0.0006587,0.6547413,0,0,0,14.05760956
0.41910898,36211.01587,3842.81712,0.0006587,0.6547413,0,0,0,14.05760956
0.41912055,36212.01552,3843.816768,0.0006587,0.6547413,0,0,0,14.69563293
0.41913212,36213.01517,3844.816416,0.0006587,0.6547413,0,0,0,14.69563293
0.41914369,36214.01482,3845.816064,0.0006587,0.6547413,0,0,0,14.69563293
0.41915526,36215.01446,3846.815712,0.0006587,0.6547413,0,0,0,14.69563293
0.41916683,36216.01411,3847.81536,0.0006587,0.6547413,0,0,0,14.69563293
0.41917842,36217.01549,3848.816736,0.0006587,0.6547413,0,0,0,11.78432465
0.41918999,36218.01514,3849.816384,0.0006587,0.6547413,0,0,0,11.78432465
0.41920156,36219.01478,3850.816032,0.0006587,0.6547413,0,0,0,11.78432465
0.41921315,36220.01616,3851.817408,0.0006587,0.6547413,0,0,0,11.78432465
0.41922471,36221.01494,3852.816192,0.0006587,0.6547413,0,0,0,11.78432465
0.41923628,36222.01459,3853.81584,0.0006587,0.6547413,0,0,0,9.9575882
0.41924785,36223.01424,3854.815488,0.0006587,0.6547413,0,0,0,9.9575882
0.41925944,36224.01562,3855.816864,0.0006587,0.6547413,0,0,0,9.9575882
0.41927101,36225.01526,3856.816512,0.0006587,0.6547413,0,0,0,9.9575882
0.41928258,36226.01491,3857.81616,0.0006587,0.6547413,0,0,0,9.9575882
0.41929415,36227.01456,3858.815808,0.0006587,0.6547413,0,0,0,4.85010624
0.41930572,36228.01421,3859.815456,0.0006587,0.6547413,0,0,0,4.85010624
0.41931731,36229.01558,3860.816832,0.0006587,0.6547413,0,0,0,4.85010624
0.41932888,36230.01523,3861.81648,0.0006587,0.6547413,0,0,0,4.85010624
0.41934045,36231.01488,3862.816128,0.0006587,0.6547413,0,0,0,4.85010624
0.41935202,36232.01453,3863.815776,0.0006587,0.6547413,0,0,0,4.11262226
0.41936361,36233.0159,3864.817152,0.0006587,0.6547413,0,0,0,4.11262226
0.41937518,36234.01555,3865.8168,0.0006587,0.6547413,0,0,0,4.11262226
0.41938675,36235.0152,3866.816448,0.0006587,0.6547413,0,0,0,4.11262226
0.41939831,36236.01398,3867.815232,0.0006587,0.6547413,0,0,0,4.11262226
0.41940991,36237.01622,3868.817472,0.0006587,0.6547413,0,0,0,3.19870114
0.41942148,36238.01587,3869.81712,0.0006587,0.6547413,0,0,0,3.19870114
0.41943305,36239.01552,3870.816768,0.0006587,0.6547413,0,0,0,3.19870114
0.41944462,36240.01517,3871.816416,0.0006587,0.6547413,0,0,0,3.19870114
0.41945619,36241.01482,3872.816064,0.0006587,0.6547413,0,0,0,3.19870114
0.41946776,36242.01446,3873.815712,0.0006587,0.6547413,0,0,0,2.38733912
0.41947935,36243.01584,3874.817088,0.0006587,0.6547413,0,0,0,2.38733912
0.41949093,36244.01635,3875.8176,0.0006587,0.6547413,0,0,0,2.38733912
0.41950249,36245.01514,3876.816384,0.0006587,0.6547413,0,0,0,2.38733912
0.41951407,36246.01565,3877.816896,0.0006587,0.6547413,0,0,0,2.38733912
0.41952563,36247.01443,3878.81568,0.0006587,0.6547413,0,0,0,1.84970474
0.4195372,36248.01408,3879.815328,0.0006587,0.6547413,0,0,0,1.84970474
0.41954879,36249.01546,3880.816704,0.0006587,0.6547413,0,0,0,1.84970474
0.41956036,36250.0151,3881.816352,0.0006587,0.6547413,0,0,0,1.84970474
0.41957194,36251.01562,3882.816864,0.0006587,0.6547413,0,0,0,1.84970474
0.41958351,36252.01526,3883.816512,0.0006587,0.6547413,0,0,0,1.44525373
0.41959508,36253.01491,3884.81616,0.0006587,0.6547413,0,0,0,1.44525373
0.41960667,36254.01629,3885.817536,0.0006587,0.6547413,0,0,0,1.44525373
0.41961822,36255.01421,3886.815456,0.0006587,0.6547413,0,0,0,1.44525373
0.41962981,36256.01558,3887.816832,0.0006587,0.6547413,0,0,0,1.44525373
0.4196414,36257.01696,3888.818208,0.0006587,0.6547413,0,0,0,1.19014668
0.41965295,36258.01488,3889.816128,0.0006587,0.6547413,0,0,0,1.19014668
0.41966452,36259.01453,3890.815776,0.0006587,0.6547413,0,0,0,1.19014668
0.41967611,36260.0159,3891.817152,0.0006587,0.6547413,0,0,0,1.19014668
0.41968768,36261.01555,3892.8168,0.0006587,0.6547413,0,0,0,1.19014668
0.41969926,36262.01606,3893.817312,0.0006587,0.6547413,0,0,0,1.14921069
0.41971082,36263.01485,3894.816096,0.0006587,0.6547413,0,0,0,1.14921069
0.41972239,36264.0145,3895.815744,0.0006587,0.6547413,0,0,0,1.14921069
0.41973396,36265.01414,3896.815392,0.0006587,0.6547413,0,0,0,1.14921069
0.41974556,36266.01638,3897.817632,0.0006587,0.6547413,0,0,0,1.14921069
0.41975712,36267.01517,3898.816416,0.0006587,0.6547413,0,0,0,1.20757627
0.41976869,36268.01482,3899.816064,0.0006587,0.6547413,0,0,0,1.20757627
0.41978029,36269.01706,3900.818304,0.0006587,0.6547413,0,0,0,1.20757627
0.41979186,36270.0167,3901.817952,0.0006587,0.6547413,0,0,0,1.20757627
0.41980342,36271.01549,3902.816736,0.0006587,0.6547413,0,0,0,1.20757627
0.41981499,36272.01514,3903.816384,0.0006587,0.6547413,0,0,0,1.26029813
0.41982656,36273.01478,3904.816032,0.0006587,0.6547413,0,0,0,1.26029813
0.41983815,36274.01616,3905.817408,0.0006587,0.6547413,0,0,0,1.26029813
0.41984972,36275.01581,3906.817056,0.0006587,0.6547413,0,0,0,1.26029813
0.41986128,36276.01459,3907.81584,0.0006587,0.6547413,0,0,0,1.26029813
0.41987286,36277.0151,3908.816352,0.0006587,0.6547413,0,0,0,1.04347801
0.41988445,36278.01648,3909.817728,0.0006587,0.6547413,0,0,0,1.04347801
0.41989602,36279.01613,3910.817376,0.0006587,0.6547413,0,0,0,1.04347801
0.41990758,36280.01491,3911.81616,0.0006587,0.6547413,0,0,0,1.04347801
0.41991915,36281.01456,3912.815808,0.0006587,0.6547413,0,0,0,1.04347801
0.41993074,36282.01594,3913.817184,0.0006587,0.6547413,0,0,0,0.82345247
0.41994231,36283.01558,3914.816832,0.0006587,0.6547413,0,0,0,0.82345247
0.41995388,36284.01523,3915.81648,0.0006587,0.6547413,0,0,0,0.82345247
0.41996545,36285.01488,3916.816128,0.0006587,0.6547413,0,0,0,0.82345247
0.41997704,36286.01626,3917.817504,0.0006587,0.6547413,0,0,0,0.82345247
0.41998862,36287.01677,3918.818016,0.0006587,0.6547413,0,0,0,0.6739158
0.42000019,36288.01642,3919.817664,0.0006587,0.6547413,0,0,0,0.6739158
0.42001175,36289.0152,3920.816448,0.0006587,0.6547413,0,0,0,0.6739158
0.42002333,36290.01571,3921.81696,0.0006587,0.6547413,0,0,0,0.6739158
0.42003489,36291.0145,3922.815744,0.0006587,0.6547413,0,0,0,0.6739158
0.42004648,36292.01587,3923.81712,0.0006587,0.6547413,0,0,0,0.52388483
0.42005805,36293.01552,3924.816768,0.0006587,0.6547413,0,0,0,0.52388483
0.42006962,36294.01517,3925.816416,0.0006587,0.6547413,0,0,0,0.52388483
0.42008119,36295.01482,3926.816064,0.0006587,0.6547413,0,0,0,0.52388483
0.42009278,36296.01619,3927.81744,0.0006587,0.6547413,0,0,0,0.52388483
0.42010435,36297.01584,3928.817088,0.0006587,0.6547413,0,0,0,0.43663809
0.42011592,36298.01549,3929.816736,0.0006587,0.6547413,0,0,0,0.43663809
0.42012749,36299.01514,3930.816384,0.0006587,0.6547413,0,0,0,0.43663809
0.42013908,36300.01651,3931.81776,0.0006587,0.6547413,0,0,0,0.43663809
0.42015065,36301.01616,3932.817408,0.0006587,0.6547413,0,0,0,0.43663809
0.42016222,36302.01581,3933.817056,0.0006587,0.6547413,0,0,0,0.40345836
0.42017379,36303.01546,3934.816704,0.0006587,0.6547413,0,0,0,0.40345836
0.42018538,36304.01683,3935.81808,0.0006587,0.6547413,0,0,0,0.40345836
0.42019695,36305.01648,3936.817728,0.0006587,0.6547413,0,0,0,0.40345836
0.42020852,36306.01613,3937.817376,0.0006587,0.6547413,0,0,0,0.40345836
0.42022009,36307.01578,3938.817024,0.0006587,0.6547413,0,0,0,0.33241057
0.42023166,36308.01542,3939.816672,0.0006587,0.6547413,0,0,0,0.33241057
0.42024325,36309.0168,3940.818048,0.0006587,0.6547413,0,0,0,0.33241057
0.42025482,36310.01645,3941.817696,0.0006587,0.6547413,0,0,0,0.33241057
0.42026639,36311.0161,3942.817344,0.0006587,0.6547413,0,0,0,0.33241057
0.42027795,36312.01488,3943.816128,0.0006587,0.6547413,0,0,0,0.43396959
0.42028954,36313.01626,3944.817504,0.0006587,0.6547413,0,0,0,0.43396959
0.42030112,36314.01677,3945.818016,0.0006587,0.6547413,0,0,0,0.43396959
0.42031269,36315.01642,3946.817664,0.0006587,0.6547413,0,0,0,0.43396959
0.42032426,36316.01606,3947.817312,0.0006587,0.6547413,0,0,0,0.43396959
0.42033583,36317.01571,3948.81696,0.0006587,0.6547413,0,0,0,0.31354749
0.4203474,36318.01536,3949.816608,0.0006587,0.6547413,0,0,0,0.31354749
0.42035899,36319.01674,3950.817984,0.0006587,0.6547413,0,0,0,0.31354749
0.42037056,36320.01638,3951.817632,0.0006587,0.6547413,0,0,0,0.31354749
0.42038213,36321.01603,3952.81728,0.0006587,0.6547413,0,0,0,0.31354749
0.42039369,36322.01482,3953.816064,0.0006587,0.6547413,0,0,0,0.23929505
0.42040527,36323.01533,3954.816576,0.0006587,0.6547413,0,0,0,0.23929505
0.42041686,36324.0167,3955.817952,0.0006587,0.6547413,0,0,0,0.23929505
0.42042843,36325.01635,3956.8176,0.0006587,0.6547413,0,0,0,0.23929505
0.42044,36326.016,3957.817248,0.0006587,0.6547413,0,0,0,0.23929505
0.42045157,36327.01565,3958.816896,0.0006587,0.6547413,0,0,0,0.2229456
0.42046316,36328.01702,3959.818272,0.0006587,0.6547413,0,0,0,0.2229456
0.42047472,36329.01581,3960.817056,0.0006587,0.6547413,0,0,0,0.2229456
0.4204863,36330.01632,3961.817568,0.0006587,0.6547413,0,0,0,0.2229456
0.42049786,36331.0151,3962.816352,0.0006587,0.6547413,0,0,0,0.2229456
0.42050943,36332.01475,3963.816,0.0006587,0.6547413,0,0,0,0.2229456
0.42052103,36333.01699,3964.81824,0.0006587,0.6547413,0,0,0,0.25270879
0.42053259,36334.01578,3965.817024,0.0006587,0.6547413,0,0,0,0.25270879
0.42054417,36335.01629,3966.817536,0.0006587,0.6547413,0,0,0,0.25270879
0.42055574,36336.01594,3967.817184,0.0006587,0.6547413,0,0,0,0.25270879
0.42056731,36337.01558,3968.816832,0.0006587,0.6547413,0,0,0,0.25270879
0.42057888,36338.01523,3969.81648,0.0006587,0.6547413,0,0,0,0.19211428
0.42059047,36339.01661,3970.817856,0.0006587,0.6547413,0,0,0,0.19211428
0.42060204,36340.01626,3971.817504,0.0006587,0.6547413,0,0,0,0.19211428
0.42061361,36341.0159,3972.817152,0.0006587,0.6547413,0,0,0,0.19211428
0.42062518,36342.01555,3973.8168,0.0006587,0.6547413,0,0,0,0.19211428
0.42063677,36343.01693,3974.818176,0.0006587,0.6547413,0,0,0,0.15370294
0.42064834,36344.01658,3975.817824,0.0006587,0.6547413,0,0,0,0.15370294
0.42065991,36345.01622,3976.817472,0.0006587,0.6547413,0,0,0,0.15370294
0.42067148,36346.01587,3977.81712,0.0006587,0.6547413,0,0,0,0.15370294
0.42068305,36347.01552,3978.816768,0.0006587,0.6547413,0,0,0,0.15370294
0.42069462,36348.01517,3979.816416,0.0006587,0.6547413,0,0,0,0.14702286
0.42070621,36349.01654,3980.817792,0.0006587,0.6547413,0,0,0,0.14702286
0.42071778,36350.01619,3981.81744,0.0006587,0.6547413,0,0,0,0.14702286
0.42072935,36351.01584,3982.817088,0.0006587,0.6547413,0,0,0,0.14702286
0.42074093,36352.01635,3983.8176,0.0006587,0.6547413,0,0,0,0.14702286
0.4207525,36353.016,3984.817248,0.0006587,0.6547413,0,0,0,0.12228677
0.42076407,36354.01565,3985.816896,0.0006587,0.6547413,0,0,0,0.12228677
0.42077566,36355.01702,3986.818272,0.0006587,0.6547413,0,0,0,0.12228677
0.42078723,36356.01667,3987.81792,0.0006587,0.6547413,0,0,0,0.12228677
0.4207988,36357.01632,3988.817568,0.0006587,0.6547413,0,0,0,0.12228677
0.42081038,36358.01683,3989.81808,0.0006587,0.6547413,0,0,0,0.11141633
0.42082195,36359.01648,3990.817728,0.0006587,0.6547413,0,0,0,0.11141633
0.42083351,36360.01526,3991.816512,0.0006587,0.6547413,0,0,0,0.11141633
0.4208451,36361.01664,3992.817888,0.0006587,0.6547413,0,0,0,0.11141633
0.42085667,36362.01629,3993.817536,0.0006587,0.6547413,0,0,0,0.11141633
0.42086824,36363.01594,3994.817184,0.0006587,0.6547413,0,0,0,0.09482682
0.42087981,36364.01558,3995.816832,0.0006587,0.6547413,0,0,0,0.09482682
0.4208914,36365.01696,3996.818208,0.0006587,0.6547413,0,0,0,0.09482682
0.42090297,36366.01661,3997.817856,0.0006587,0.6547413,0,0,0,0.09482682
0.42091453,36367.01539,3998.81664,0.0006587,0.6547413,0,0,0,0.09482682
0.42092612,36368.01677,3999.818016,0.0006587,0.6547413,0,0,0,0.09554326
0.42093769,36369.01642,4000.817664,0.0006587,0.6547413,0,0,0,0.09554326
0.42094926,36370.01606,4001.817312,0.0006587,0.6547413,0,0,0,0.09554326
0.42096083,36371.01571,4002.81696,0.0006587,0.6547413,0,0,0,0.09554326
0.42097242,36372.01709,4003.818336,0.0006587,0.6547413,0,0,0,0.09554326
0.42098399,36373.01674,4004.817984,0.0006587,0.6547413,0,0,0,0.08659075
0.42099555,36374.01552,4005.816768,0.0006587,0.6547413,0,0,0,0.08659075
0.42100712,36375.01517,4006.816416,0.0006587,0.6547413,0,0,0,0.08659075
0.42101871,36376.01654,4007.817792,0.0006587,0.6547413,0,0,0,0.08659075
0.42103028,36377.01619,4008.81744,0.0006587,0.6547413,0,0,0,0.08659075
0.42104187,36378.01757,4009.818816,0.0006587,0.6547413,0,0,0,0.08411003
0.42105342,36379.01549,4010.816736,0.0006587,0.6547413,0,0,0,0.08411003
0.42106501,36380.01686,4011.818112,0.0006587,0.6547413,0,0,0,0.08411003
0.42107658,36381.01651,4012.81776,0.0006587,0.6547413,0,0,0,0.08411003
0.42108815,36382.01616,4013.817408,0.0006587,0.6547413,0,0,0,0.08411003
0.42109974,36383.01754,4014.818784,0.0006587,0.6547413,0,0,0,0.12658329
0.4211113,36384.01632,4015.817568,0.0006587,0.6547413,0,0,0,0.12658329
0.42112287,36385.01597,4016.817216,0.0006587,0.6547413,0,0,0,0.12658329
0.42113446,36386.01734,4017.818592,0.0006587,0.6547413,0,0,0,0.12658329
0.42114603,36387.01699,4018.81824,0.0006587,0.6547413,0,0,0,0.12658329
0.4211576,36388.01664,4019.817888,0.0006587,0.6547413,0,0,0,0.10507851
0.42116917,36389.01629,4020.817536,0.0006587,0.6547413,0,0,0,0.10507851
0.42118074,36390.01594,4021.817184,0.0006587,0.6547413,0,0,0,0.10507851
0.42119233,36391.01731,4022.81856,0.0006587,0.6547413,0,0,0,0.10507851
0.4212039,36392.01696,4023.818208,0.0006587,0.6547413,0,0,0,0.10507851
0.42121547,36393.01661,4024.817856,0.0006587,0.6547413,0,0,0,0.08954927
0.42122703,36394.01539,4025.81664,0.0006587,0.6547413,0,0,0,0.08954927
0.42123863,36395.01763,4026.81888,0.0006587,0.6547413,0,0,0,0.08954927
0.4212502,36396.01728,4027.818528,0.0006587,0.6547413,0,0,0,0.08954927
0.42126177,36397.01693,4028.818176,0.0006587,0.6547413,0,0,0,0.08954927
0.42127334,36398.01658,4029.817824,0.0006587,0.6547413,0,0,0,0.08095355
0.42128491,36399.01622,4030.817472,0.0006587,0.6547413,0,0,0,0.08095355
0.4212965,36400.0176,4031.818848,0.0006587,0.6547413,0,0,0,0.08095355
0.42130806,36401.01638,4032.817632,0.0006587,0.6547413,0,0,0,0.08095355
0.42131963,36402.01603,4033.81728,0.0006587,0.6547413,0,0,0,0.08095355
0.4213312,36403.01568,4034.816928,0.0006587,0.6547413,0,0,0,0.08613985
0.42134279,36404.01706,4035.818304,0.0006587,0.6547413,0,0,0,0.08613985
0.42135437,36405.01757,4036.818816,0.0006587,0.6547413,0,0,0,0.08613985
0.42136593,36406.01635,4037.8176,0.0006587,0.6547413,0,0,0,0.08613985
0.4213775,36407.016,4038.817248,0.0006587,0.6547413,0,0,0,0.08613985
0.42138907,36408.01565,4039.816896,0.0006587,0.6547413,0,0,0,0.08001232
0.42140066,36409.01702,4040.818272,0.0006587,0.6547413,0,0,0,0.08001232
0.42141223,36410.01667,4041.81792,0.0006587,0.6547413,0,0,0,0.08001232
0.4214238,36411.01632,4042.817568,0.0006587,0.6547413,0,0,0,0.08001232
0.42143537,36412.01597,4043.817216,0.0006587,0.6547413,0,0,0,0.08001232
0.42144696,36413.01734,4044.818592,0.0006587,0.6547413,0,0,0,0.06898722
0.42145852,36414.01613,4045.817376,0.0006587,0.6547413,0,0,0,0.06898722
0.42147009,36415.01578,4046.817024,0.0006587,0.6547413,0,0,0,0.06898722
0.42148166,36416.01542,4047.816672,0.0006587,0.6547413,0,0,0,0.06898722
0.42149325,36417.0168,4048.818048,0.0006587,0.6547413,0,0,0,0.06898722
0.42150482,36418.01645,4049.817696,0.0006587,0.6547413,0,0,0,0.0653462
0.42151639,36419.0161,4050.817344,0.0006587,0.6547413,0,0,0,0.0653462
0.42152798,36420.01747,4051.81872,0.0006587,0.6547413,0,0,0,0.0653462
0.42153955,36421.01712,4052.818368,0.0006587,0.6547413,0,0,0,0.0653462
0.42155112,36422.01677,4053.818016,0.0006587,0.6547413,0,0,0,0.0653462
0.42156269,36423.01642,4054.817664,0.0006587,0.6547413,0,0,0,0.06149688
0.42157426,36424.01606,4055.817312,0.0006587,0.6547413,0,0,0,0.06149688
0.42158585,36425.01744,4056.818688,0.0006587,0.6547413,0,0,0,0.06149688
0.42159742,36426.01709,4057.818336,0.0006587,0.6547413,0,0,0,0.06149688
0.42160898,36427.01587,4058.81712,0.0006587,0.6547413,0,0,0,0.06149688
0.42162055,36428.01552,4059.816768,0.0006587,0.6547413,0,0,0,0.06650646
0.42163214,36429.0169,4060.818144,0.0006587,0.6547413,0,0,0,0.06650646
0.42164372,36430.01741,4061.818656,0.0006587,0.6547413,0,0,0,0.06650646
0.42165529,36431.01706,4062.818304,0.0006587,0.6547413,0,0,0,0.06650646
0.42166686,36432.0167,4063.817952,0.0006587,0.6547413,0,0,0,0.06650646
0.42167843,36433.01635,4064.8176,0.0006587,0.6547413,0,0,0,0.06122258
0.42169,36434.016,4065.817248,0.0006587,0.6547413,0,0,0,0.06122258
0.42170159,36435.01738,4066.818624,0.0006587,0.6547413,0,0,0,0.06122258
0.42171316,36436.01702,4067.818272,0.0006587,0.6547413,0,0,0,0.06122258
0.42172472,36437.01581,4068.817056,0.0006587,0.6547413,0,0,0,0.06122258
0.42173629,36438.01546,4069.816704,0.0006587,0.6547413,0,0,0,0.05766574
0.42174789,36439.0177,4070.818944,0.0006587,0.6547413,0,0,0,0.05766574
0.42175946,36440.01734,4071.818592,0.0006587,0.6547413,0,0,0,0.05766574
0.42177103,36441.01699,4072.81824,0.0006587,0.6547413,0,0,0,0.05766574
0.4217826,36442.01664,4073.817888,0.0006587,0.6547413,0,0,0,0.05766574
0.42179417,36443.01629,4074.817536,0.0006587,0.6547413,0,0,0,0.06109567
0.42180574,36444.01594,4075.817184,0.0006587,0.6547413,0,0,0,0.06109567
0.42181731,36445.01558,4076.816832,0.0006587,0.6547413,0,0,0,0.06109567
0.42182891,36446.01782,4077.819072,0.0006587,0.6547413,0,0,0,0.06109567
0.42184048,36447.01747,4078.81872,0.0006587,0.6547413,0,0,0,0.06109567
0.42185205,36448.01712,4079.818368,0.0006587,0.6547413,0,0,0,0.05841761
0.42186361,36449.0159,4080.817152,0.0006587,0.6547413,0,0,0,0.05841761
0.4218752,36450.01728,4081.818528,0.0006587,0.6547413,0,0,0,0.05841761
0.42188678,36451.01779,4082.81904,0.0006587,0.6547413,0,0,0,0.05841761
0.42189835,36452.01744,4083.818688,0.0006587,0.6547413,0,0,0,0.05841761
0.42190992,36453.01709,4084.818336,0.0006587,0.6547413,0,0,0,0.06300251
0.42192148,36454.01587,4085.81712,0.0006587,0.6547413,0,0,0,0.06300251
0.42193305,36455.01552,4086.816768,0.0006587,0.6547413,0,0,0,0.06300251
0.42194465,36456.01776,4087.819008,0.0006587,0.6547413,0,0,0,0.06300251
0.42195621,36457.01654,4088.817792,0.0006587,0.6547413,0,0,0,0.06300251
0.42196778,36458.01619,4089.81744,0.0006587,0.6547413,0,0,0,0.05986032
0.42197935,36459.01584,4090.817088,0.0006587,0.6547413,0,0,0,0.05986032
0.42199093,36460.01635,4091.8176,0.0006587,0.6547413,0,0,0,0.05986032
0.42200252,36461.01773,4092.818976,0.0006587,0.6547413,0,0,0,0.05986032
0.42201408,36462.01651,4093.81776,0.0006587,0.6547413,0,0,0,0.05986032
0.42202565,36463.01616,4094.817408,0.0006587,0.6547413,0,0,0,0.05976002
0.42203724,36464.01754,4095.818784,0.0006587,0.6547413,0,0,0,0.05976002
0.42204881,36465.01718,4096.818432,0.0006587,0.6547413,0,0,0,0.05976002
0.42206038,36466.01683,4097.81808,0.0006587,0.6547413,0,0,0,0.05976002
0.42207194,36467.01562,4098.816864,0.0006587,0.6547413,0,0,0,0.05976002
0.42208353,36468.01699,4099.81824,0.0006587,0.6547413,0,0,0,0.06605022
0.4220951,36469.01664,4100.817888,0.0006587,0.6547413,0,0,0,0.06605022
0.42210667,36470.01629,4101.817536,0.0006587,0.6547413,0,0,0,0.06605022
0.42211825,36471.0168,4102.818048,0.0006587,0.6547413,0,0,0,0.06605022
0.42212981,36472.01558,4103.816832,0.0006587,0.6547413,0,0,0,0.06605022
0.42214139,36473.0161,4104.817344,0.0006587,0.6547413,0,0,0,0.05965825
0.42215298,36474.01747,4105.81872,0.0006587,0.6547413,0,0,0,0.05965825
0.42216455,36475.01712,4106.818368,0.0006587,0.6547413,0,0,0,0.05965825
0.42217611,36476.0159,4107.817152,0.0006587,0.6547413,0,0,0,0.05965825
0.4221877,36477.01728,4108.818528,0.0006587,0.6547413,0,0,0,0.05965825
0.42219929,36478.01866,4109.819904,0.0006587,0.6547413,0,0,0,0.07330881
0.42221084,36479.01658,4110.817824,0.0006587,0.6547413,0,0,0,0.07330881
0.42222243,36480.01795,4111.8192,0.0006587,0.6547413,0,0,0,0.07330881
0.42223399,36481.01674,4112.817984,0.0006587,0.6547413,0,0,0,0.07330881
0.42224556,36482.01638,4113.817632,0.0006587,0.6547413,0,0,0,0.07330881
0.42225713,36483.01603,4114.81728,0.0006587,0.6547413,0,0,0,0.06621893
0.42226872,36484.01741,4115.818656,0.0006587,0.6547413,0,0,0,0.06621893
0.4222803,36485.01792,4116.819168,0.0006587,0.6547413,0,0,0,0.06621893
0.42229187,36486.01757,4117.818816,0.0006587,0.6547413,0,0,0,0.06621893
0.42230344,36487.01722,4118.818464,0.0006587,0.6547413,0,0,0,0.06621893
0.42231501,36488.01686,4119.818112,0.0006587,0.6547413,0,0,0,0.06005973
0.42232658,36489.01651,4120.81776,0.0006587,0.6547413,0,0,0,0.06005973
0.42233817,36490.01789,4121.819136,0.0006587,0.6547413,0,0,0,0.06005973
0.42234974,36491.01754,4122.818784,0.0006587,0.6547413,0,0,0,0.06005973
0.4223613,36492.01632,4123.817568,0.0006587,0.6547413,0,0,0,0.06005973
0.42237287,36493.01597,4124.817216,0.0006587,0.6547413,0,0,0,0.05454046
0.42238446,36494.01734,4125.818592,0.0006587,0.6547413,0,0,0,0.05454046
0.42239604,36495.01786,4126.819104,0.0006587,0.6547413,0,0,0,0.05454046
