Day fraction since midnight on 10/27/2019,Time (seconds),Time (seconds since start),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
0.49364497,42650.92541,10282.72666,0.06943339,0.0006587,0.6547413,0,0,0
0.49365655,42651.92592,10283.72717,0.06939169,0.0006587,0.6547413,0,0,0
0.49366811,42652.9247,10284.72595,0.06942187,0.0006587,0.6547413,0,0,0
0.49367968,42653.92435,10285.7256,0.06946995,0.0006587,0.6547413,0,0,0
0.49369126,42654.92486,10286.72611,0.06925333,0.0006587,0.6547413,0,0,0
0.49370285,42655.92624,10287.72749,0.06944177,0.0006587,0.6547413,0,0,0
0.49371442,42656.92589,10288.72714,0.069264,0.0006587,0.6547413,0,0,0
0.49372599,42657.92554,10289.72678,0.06934019,0.0006587,0.6547413,0,0,0
0.49373756,42658.92518,10290.72643,0.06934272,0.0006587,0.6547413,0,0,0
0.49374913,42659.92483,10291.72608,0.06961637,0.0006587,0.6547413,0,0,0
0.49376071,42660.92534,10292.72659,0.06950518,0.0006587,0.6547413,0,0,0
0.49377228,42661.92499,10293.72624,0.06959195,0.0006587,0.6547413,0,0,0
0.49378387,42662.92637,10294.72762,0.06960927,0.0006587,0.6547413,0,0,0
0.49379544,42663.92602,10295.72726,0.06930297,0.0006587,0.6547413,0,0,0
0.493807,42664.9248,10296.72605,0.0695492,0.0006587,0.6547413,0,0,0
0.49381858,42665.92531,10297.72656,0.06941459,0.0006587,0.6547413,0,0,0
0.49383015,42666.92496,10298.72621,0.06959249,0.0006587,0.6547413,0,0,0
0.49384172,42667.92461,10299.72586,0.06968752,0.0006587,0.6547413,0,0,0
0.49385331,42668.92598,10300.72723,0.06957532,0.0006587,0.6547413,0,0,0
0.49386488,42669.92563,10301.72688,0.06943072,0.0006587,0.6547413,0,0,0
0.49387646,42670.92614,10302.72739,0.06960982,0.0006587,0.6547413,0,0,0
0.49388802,42671.92493,10303.72618,0.06948624,0.0006587,0.6547413,0,0,0
0.49389959,42672.92458,10304.72582,0.06964449,0.0006587,0.6547413,0,0,0
0.49391117,42673.92509,10305.72634,0.06976005,0.0006587,0.6547413,0,0,0
0.49392275,42674.9256,10306.72685,0.06956045,0.0006587,0.6547413,0,0,0
0.49393431,42675.92438,10307.72563,0.06954405,0.0006587,0.6547413,0,0,0
0.4939459,42676.92576,10308.72701,0.0696381,0.0006587,0.6547413,0,0,0
0.49395748,42677.92627,10309.72752,0.06954494,0.0006587,0.6547413,0,0,0
0.49396905,42678.92592,10310.72717,0.06964947,0.0006587,0.6547413,0,0,0
0.49398062,42679.92557,10311.72682,0.06971591,0.0006587,0.6547413,0,0,0
0.49399218,42680.92435,10312.7256,0.06955418,0.0006587,0.6547413,0,0,0
0.49400377,42681.92573,10313.72698,0.06964613,0.0006587,0.6547413,0,0,0
0.49401534,42682.92538,10314.72662,0.06969368,0.0006587,0.6547413,0,0,0
0.49402691,42683.92502,10315.72627,0.06965379,0.0006587,0.6547413,0,0,0
0.49403848,42684.92467,10316.72592,0.06951078,0.0006587,0.6547413,0,0,0
0.49405006,42685.92518,10317.72643,0.06971597,0.0006587,0.6547413,0,0,0
0.49406163,42686.92483,10318.72608,0.06976871,0.0006587,0.6547413,0,0,0
0.49407322,42687.92621,10319.72746,0.06959254,0.0006587,0.6547413,0,0,0
0.49408479,42688.92586,10320.7271,0.06982164,0.0006587,0.6547413,0,0,0
0.49409636,42689.9255,10321.72675,0.06981234,0.0006587,0.6547413,0,0,0
0.49410792,42690.92429,10322.72554,0.06972296,0.0006587,0.6547413,0,0,0
0.49411952,42691.92653,10323.72778,0.06946475,0.0006587,0.6547413,0,0,0
0.49413108,42692.92531,10324.72656,0.06974219,0.0006587,0.6547413,0,0,0
0.49414266,42693.92582,10325.72707,0.06980818,0.0006587,0.6547413,0,0,0
0.49415423,42694.92547,10326.72672,0.06983843,0.0006587,0.6547413,0,0,0
0.49416579,42695.92426,10327.7255,0.06973746,0.0006587,0.6547413,0,0,0
0.49417738,42696.92563,10328.72688,0.06958331,0.0006587,0.6547413,0,0,0
0.49418895,42697.92528,10329.72653,0.06974155,0.0006587,0.6547413,0,0,0
0.49420053,42698.92579,10330.72704,0.06996335,0.0006587,0.6547413,0,0,0
0.49421212,42699.92717,10331.72842,0.06995872,0.0006587,0.6547413,0,0,0
0.49422367,42700.92509,10332.72634,0.06979118,0.0006587,0.6547413,0,0,0
0.49423524,42701.92474,10333.72598,0.06986424,0.0006587,0.6547413,0,0,0
0.49424683,42702.92611,10334.72736,0.06968263,0.0006587,0.6547413,0,0,0
0.4942584,42703.92576,10335.72701,0.06969322,0.0006587,0.6547413,0,0,0
0.49426996,42704.92454,10336.72579,0.06977614,0.0006587,0.6547413,0,0,0
0.49428153,42705.92419,10337.72544,0.06972745,0.0006587,0.6547413,0,0,0
0.49429312,42706.92557,10338.72682,0.06960201,0.0006587,0.6547413,0,0,0
0.49430469,42707.92522,10339.72646,0.06966478,0.0006587,0.6547413,0,0,0
0.49431626,42708.92486,10340.72611,0.06977957,0.0006587,0.6547413,0,0,0
0.49432784,42709.92538,10341.72662,0.06965936,0.0006587,0.6547413,0,0,0
0.49433941,42710.92502,10342.72627,0.06956491,0.0006587,0.6547413,0,0,0
0.49435098,42711.92467,10343.72592,0.06974418,0.0006587,0.6547413,0,0,0
0.49436257,42712.92605,10344.7273,0.06969474,0.0006587,0.6547413,0,0,0
0.49437414,42713.9257,10345.72694,0.0696271,0.0006587,0.6547413,0,0,0
0.4943857,42714.92448,10346.72573,0.069553,0.0006587,0.6547413,0,0,0
0.49439729,42715.92586,10347.7271,0.06979254,0.0006587,0.6547413,0,0,0
0.49440886,42716.9255,10348.72675,0.06965941,0.0006587,0.6547413,0,0,0
0.49442044,42717.92602,10349.72726,0.06972363,0.0006587,0.6547413,0,0,0
0.49443201,42718.92566,10350.72691,0.06972491,0.0006587,0.6547413,0,0,0
0.49444358,42719.92531,10351.72656,0.06955846,0.0006587,0.6547413,0,0,0
0.49445514,42720.9241,10352.72534,0.06970447,0.0006587,0.6547413,0,0,0
0.49446672,42721.92461,10353.72586,0.06981142,0.0006587,0.6547413,0,0,0
0.49447829,42722.92426,10354.7255,0.06975474,0.0006587,0.6547413,0,0,0
0.49448988,42723.92563,10355.72688,0.06974484,0.0006587,0.6547413,0,0,0
0.49450145,42724.92528,10356.72653,0.06963669,0.0006587,0.6547413,0,0,0
0.49451302,42725.92493,10357.72618,0.06942133,0.0006587,0.6547413,0,0,0
0.49452461,42726.9263,10358.72755,0.06953964,0.0006587,0.6547413,0,0,0
0.49453618,42727.92595,10359.7272,0.06970546,0.0006587,0.6547413,0,0,0
0.49454775,42728.9256,10360.72685,0.06969941,0.0006587,0.6547413,0,0,0
0.49455931,42729.92438,10361.72563,0.06940447,0.0006587,0.6547413,0,0,0
0.49457089,42730.9249,10362.72614,0.06962246,0.0006587,0.6547413,0,0,0
0.49458246,42731.92454,10363.72579,0.06942031,0.0006587,0.6547413,0,0,0
0.49459405,42732.92592,10364.72717,0.06967684,0.0006587,0.6547413,0,0,0
0.49460562,42733.92557,10365.72682,0.06980997,0.0006587,0.6547413,0,0,0
0.4946172,42734.92608,10366.72733,0.06952245,0.0006587,0.6547413,0,0,0
0.49462877,42735.92573,10367.72698,0.06984897,0.0006587,0.6547413,0,0,0
0.49464034,42736.92538,10368.72662,0.0695414,0.0006587,0.6547413,0,0,0
0.4946519,42737.92416,10369.72541,0.0694757,0.0006587,0.6547413,0,0,0
0.49466349,42738.92554,10370.72678,0.06948511,0.0006587,0.6547413,0,0,0
0.49467506,42739.92518,10371.72643,0.06950917,0.0006587,0.6547413,0,0,0
0.49468663,42740.92483,10372.72608,0.06939887,0.0006587,0.6547413,0,0,0
0.4946982,42741.92448,10373.72573,0.06948308,0.0006587,0.6547413,0,0,0
0.49470977,42742.92413,10374.72538,0.06944925,0.0006587,0.6547413,0,0,0
0.49472137,42743.92637,10375.72762,0.0695045,0.0006587,0.6547413,0,0,0
0.49473294,42744.92602,10376.72726,0.06936833,0.0006587,0.6547413,0,0,0
0.4947445,42745.9248,10377.72605,0.06948364,0.0006587,0.6547413,0,0,0
0.49475607,42746.92445,10378.7257,0.06959917,0.0006587,0.6547413,0,0,0
0.49476766,42747.92582,10379.72707,0.06935656,0.0006587,0.6547413,0,0,0
0.49477923,42748.92547,10380.72672,0.06929668,0.0006587,0.6547413,0,0,0
0.4947908,42749.92512,10381.72637,0.06949621,0.0006587,0.6547413,0,0,0
0.49480237,42750.92477,10382.72602,0.06966918,0.0006587,0.6547413,0,0,0
0.49481395,42751.92528,10383.72653,0.06972704,0.0006587,0.6547413,0,0,0
0.49482551,42752.92406,10384.72531,0.06967735,0.0006587,0.6547413,0,0,0
0.4948371,42753.92544,10385.72669,0.06948547,0.0006587,0.6547413,0,0,0
0.49484867,42754.92509,10386.72634,0.06937838,0.0006587,0.6547413,0,0,0
0.49486024,42755.92474,10387.72598,0.06955849,0.0006587,0.6547413,0,0,0
0.49487181,42756.92438,10388.72563,0.06967305,0.0006587,0.6547413,0,0,0
0.4948834,42757.92576,10389.72701,0.06955762,0.0006587,0.6547413,0,0,0
0.49489497,42758.92541,10390.72666,0.06949642,0.0006587,0.6547413,0,0,0
0.49490653,42759.92419,10391.72544,0.06980206,0.0006587,0.6547413,0,0,0
0.49491811,42760.9247,10392.72595,0.06979366,0.0006587,0.6547413,0,0,0
0.49492968,42761.92435,10393.7256,0.06970515,0.0006587,0.6547413,0,0,0
0.49494127,42762.92573,10394.72698,0.06960062,0.0006587,0.6547413,0,0,0
0.49495284,42763.92538,10395.72662,0.06950864,0.0006587,0.6547413,0,0,0
0.49496443,42764.92675,10396.728,0.06957532,0.0006587,0.6547413,0,0,0
0.494976,42765.9264,10397.72765,0.06966734,0.0006587,0.6547413,0,0,0
0.49498757,42766.92605,10398.7273,0.06972189,0.0006587,0.6547413,0,0,0
0.49499913,42767.92483,10399.72608,0.06955484,0.0006587,0.6547413,0,0,0
0.49501071,42768.92534,10400.72659,0.0694662,0.0006587,0.6547413,0,0,0
0.49502228,42769.92499,10401.72624,0.06953658,0.0006587,0.6547413,0,0,0
0.49503387,42770.92637,10402.72762,0.06966836,0.0006587,0.6547413,0,0,0
0.49504543,42771.92515,10403.7264,0.06950771,0.0006587,0.6547413,0,0,0
0.495057,42772.9248,10404.72605,0.06948495,0.0006587,0.6547413,0,0,0
0.49506857,42773.92445,10405.7257,0.06942389,0.0006587,0.6547413,0,0,0
0.49508014,42774.9241,10406.72534,0.06955471,0.0006587,0.6547413,0,0,0
0.49509173,42775.92547,10407.72672,0.06957775,0.0006587,0.6547413,0,0,0
0.4951033,42776.92512,10408.72637,0.06953269,0.0006587,0.6547413,0,0,0
0.49511487,42777.92477,10409.72602,0.06958075,0.0006587,0.6547413,0,0,0
0.49512646,42778.92614,10410.72739,0.06950306,0.0006587,0.6547413,0,0,0
0.49513802,42779.92493,10411.72618,0.06964909,0.0006587,0.6547413,0,0,0
0.49514959,42780.92458,10412.72582,0.06957291,0.0006587,0.6547413,0,0,0
0.49516116,42781.92422,10413.72547,0.0694259,0.0006587,0.6547413,0,0,0
0.49517275,42782.9256,10414.72685,0.06920822,0.0006587,0.6547413,0,0,0
0.49518432,42783.92525,10415.7265,0.06925834,0.0006587,0.6547413,0,0,0
0.49519589,42784.9249,10416.72614,0.08364833,0.0006587,0.6547413,0,0,0
0.49520746,42785.92454,10417.72579,0.04476575,0.0006587,0.6547413,0,0,0
0.49521905,42786.92592,10418.72717,0.07570173,0.0006587,0.6547413,0,0,0
0.49523062,42787.92557,10419.72682,0.07475877,0.0006587,0.6547413,0,0,0
0.49524218,42788.92435,10420.7256,0.07287052,0.0006587,0.6547413,0,0,0
0.49525377,42789.92573,10421.72698,0.07224666,0.0006587,0.6547413,0,0,0
0.49526534,42790.92538,10422.72662,0.07277338,0.0006587,0.6547413,0,0,0
0.49527691,42791.92502,10423.72627,0.07302856,0.0006587,0.6547413,0,0,0
0.4952885,42792.9264,10424.72765,-0.09070417,0.0006587,0.6547413,0,0,0
0.49530006,42793.92518,10425.72643,0.06845078,0.0006587,0.6547413,0,0,0
0.49531163,42794.92483,10426.72608,0.07376439,0.0006587,0.6547413,0,0,0
0.4953232,42795.92448,10427.72573,0.09657267,0.0006587,0.6547413,0,0,0
0.49533477,42796.92413,10428.72538,0.07957342,0.0006587,0.6547413,0,0,0
0.49534636,42797.9255,10429.72675,0.05837483,0.0006587,0.6547413,0,0,0
0.49535793,42798.92515,10430.7264,0.05651201,0.0006587,0.6547413,0,0,0
0.4953695,42799.9248,10431.72605,0.05609628,0.0006587,0.6547413,0,0,0
0.49538107,42800.92445,10432.7257,0.06296074,0.0006587,0.6547413,0,0,0
0.49539266,42801.92582,10433.72707,0.09488408,0.0006587,0.6547413,0,0,0
0.49540423,42802.92547,10434.72672,0.02943115,0.0006587,0.6547413,0,0,0
0.4954158,42803.92512,10435.72637,0.06166964,0.0006587,0.6547413,0,0,0
0.49542739,42804.9265,10436.72774,0.05806176,0.0006587,0.6547413,0,0,0
0.49543895,42805.92528,10437.72653,0.05582841,0.0006587,0.6547413,0,0,0
0.49545052,42806.92493,10438.72618,0.04816492,0.0006587,0.6547413,0,0,0
0.49546209,42807.92458,10439.72582,0.05206629,0.0006587,0.6547413,0,0,0
0.49547366,42808.92422,10440.72547,0.06381437,0.0006587,0.6547413,0,0,0
0.49548525,42809.9256,10441.72685,0.06188538,0.0006587,0.6547413,0,0,0
0.49549682,42810.92525,10442.7265,0.06114847,0.0006587,0.6547413,0,0,0
0.49550839,42811.9249,10443.72614,0.06090735,0.0006587,0.6547413,0,0,0
0.49551998,42812.92627,10444.72752,0.06438407,0.0006587,0.6547413,0,0,0
0.49553153,42813.92419,10445.72544,0.2189147,0.0006587,0.6547413,0,0,0
0.49554311,42814.9247,10446.72595,-0.02731696,0.0006587,0.6547413,0,0,0
0.4955547,42815.92608,10447.72733,0.26022315,0.0006587,0.6547413,0,0,0
0.49556627,42816.92573,10448.72698,0.12498255,0.0006587,0.6547413,0,0,0
0.49557783,42817.92451,10449.72576,0.32871068,0.0006587,0.6547413,0,0,0
0.4955894,42818.92416,10450.72541,0.50263786,0.0006587,0.6547413,0,0,0
0.49560099,42819.92554,10451.72678,0.56237978,0.0006587,0.6547413,0,0,0
0.49561256,42820.92518,10452.72643,0.57500553,0.0006587,0.6547413,0,0,0
0.49562413,42821.92483,10453.72608,0.57463104,0.0006587,0.6547413,0,0,0
0.4956357,42822.92448,10454.72573,0.51107705,0.0006587,0.6547413,0,0,0
0.49564729,42823.92586,10455.7271,0.37078589,0.0006587,0.6547413,0,0,0
0.49565885,42824.92464,10456.72589,0.57129288,0.0006587,0.6547413,0,0,0
0.49567042,42825.92429,10457.72554,0.47352043,0.0006587,0.6547413,0,0,0
0.49568201,42826.92566,10458.72691,0.55588627,0.0006587,0.6547413,0,0,0
0.49569358,42827.92531,10459.72656,0.56722641,0.0006587,0.6547413,0,0,0
0.49570515,42828.92496,10460.72621,0.56928819,0.0006587,0.6547413,0,0,0
0.49571672,42829.92461,10461.72586,0.56315684,0.0006587,0.6547413,0,0,0
0.4957283,42830.92512,10462.72637,0.5606994,0.0006587,0.6547413,0,0,0
0.49573989,42831.9265,10463.72774,0.55755806,0.0006587,0.6547413,0,0,0
0.49575146,42832.92614,10464.72739,0.55726993,0.0006587,0.6547413,0,0,0
0.49576305,42833.92752,10465.72877,0.56953049,0.0006587,0.6547413,0,0,0
0.49577459,42834.92458,10466.72582,0.57131565,0.0006587,0.6547413,0,0,0
0.49578618,42835.92595,10467.7272,0.55250323,0.0006587,0.6547413,0,0,0
0.49579775,42836.9256,10468.72685,0.53235817,0.0006587,0.6547413,0,0,0
0.49580932,42837.92525,10469.7265,0.56674552,0.0006587,0.6547413,0,0,0
0.49582088,42838.92403,10470.72528,0.53412068,0.0006587,0.6547413,0,0,0
0.49583247,42839.92541,10471.72666,0.50811744,0.0006587,0.6547413,0,0,0
0.49584405,42840.92592,10472.72717,0.48591602,0.0006587,0.6547413,0,0,0
0.49585561,42841.9247,10473.72595,0.56275678,0.0006587,0.6547413,0,0,0
0.49586718,42842.92435,10474.7256,0.4852263,0.0006587,0.6547413,0,0,0
0.49587877,42843.92573,10475.72698,0.42368031,0.0006587,0.6547413,0,0,0
0.49589034,42844.92538,10476.72662,0.4482134,0.0006587,0.6547413,0,0,0
0.4959019,42845.92416,10477.72541,0.4538866,0.0006587,0.6547413,0,0,0
0.49591349,42846.92554,10478.72678,0.44504988,0.0006587,0.6547413,0,0,0
0.49592506,42847.92518,10479.72643,0.44218069,0.0006587,0.6547413,0,0,0
0.49593663,42848.92483,10480.72608,0.5020479,0.0006587,0.6547413,0,0,0
0.4959482,42849.92448,10481.72573,0.50680095,0.0006587,0.6547413,0,0,0
0.49595979,42850.92586,10482.7271,0.4682053,0.0006587,0.6547413,0,0,0
0.49597136,42851.9255,10483.72675,0.40744811,0.0006587,0.6547413,0,0,0
0.49598293,42852.92515,10484.7264,0.42427182,0.0006587,0.6547413,0,0,0
0.4959945,42853.9248,10485.72605,0.4331122,0.0006587,0.6547413,0,0,0
0.49600608,42854.92531,10486.72656,0.41008368,0.0006587,0.6547413,0,0,0
0.49601765,42855.92496,10487.72621,0.42213339,0.0006587,0.6547413,0,0,0
0.49602921,42856.92374,10488.72499,0.4730196,0.0006587,0.6547413,0,0,0
0.49604081,42857.92598,10489.72723,0.52002561,0.0006587,0.6547413,0,0,0
0.49605238,42858.92563,10490.72688,0.45660245,0.0006587,0.6547413,0,0,0
0.49606394,42859.92442,10491.72566,0.18044196,0.0006587,0.6547413,0,0,0
0.49607551,42860.92406,10492.72531,0.18045574,0.0006587,0.6547413,0,0,0
0.49608709,42861.92458,10493.72582,0.17997353,0.0006587,0.6547413,0,0,0
0.49609866,42862.92422,10494.72547,0.36585087,0.0006587,0.6547413,0,0,0
0.49611025,42863.9256,10495.72685,0.3703832,0.0006587,0.6547413,0,0,0
0.49612182,42864.92525,10496.7265,0.502262,0.0006587,0.6547413,0,0,0
0.49613338,42865.92403,10497.72528,0.5299893,0.0006587,0.6547413,0,0,0
0.49614497,42866.92541,10498.72666,0.51297367,0.0006587,0.6547413,0,0,0
0.49615654,42867.92506,10499.7263,0.53289628,0.0006587,0.6547413,0,0,0
0.49616811,42868.9247,10500.72595,0.54125762,0.0006587,0.6547413,0,0,0
0.4961797,42869.92608,10501.72733,0.54566658,0.0006587,0.6547413,0,0,0
0.49619127,42870.92573,10502.72698,0.55192107,0.0006587,0.6547413,0,0,0
0.49620284,42871.92538,10503.72662,0.55931348,0.0006587,0.6547413,0,0,0
0.49621441,42872.92502,10504.72627,0.55527771,0.0006587,0.6547413,0,0,0
0.49622597,42873.92381,10505.72506,0.53032988,0.0006587,0.6547413,0,0,0
0.49623757,42874.92605,10506.7273,0.51201493,0.0006587,0.6547413,0,0,0
0.49624916,42875.92742,10507.72867,0.51849031,0.0006587,0.6547413,0,0,0
0.4962607,42876.92448,10508.72573,0.52919775,0.0006587,0.6547413,0,0,0
0.49627229,42877.92586,10509.7271,0.52260679,0.0006587,0.6547413,0,0,0
0.49628386,42878.9255,10510.72675,0.51344937,0.0006587,0.6547413,0,0,0
0.49629543,42879.92515,10511.7264,0.50020063,0.0006587,0.6547413,0,0,0
0.496307,42880.9248,10512.72605,0.49076697,0.0006587,0.6547413,0,0,0
0.49631857,42881.92445,10513.7257,0.4844276,0.0006587,0.6547413,0,0,0
0.49633014,42882.9241,10514.72534,0.45667785,0.0006587,0.6547413,0,0,0
0.49634174,42883.92634,10515.72758,0.45077831,0.0006587,0.6547413,0,0,0
0.49635331,42884.92598,10516.72723,0.46327528,0.0006587,0.6547413,0,0,0
0.49636488,42885.92563,10517.72688,0.36079189,0.0006587,0.6547413,0,0,0
0.49637645,42886.92528,10518.72653,0.3137728,0.0006587,0.6547413,0,0,0
0.49638801,42887.92406,10519.72531,0.32316518,0.0006587,0.6547413,0,0,0
0.49639961,42888.9263,10520.72755,0.38223353,0.0006587,0.6547413,0,0,0
0.49641117,42889.92509,10521.72634,0.37020642,0.0006587,0.6547413,0,0,0
0.49642274,42890.92474,10522.72598,0.36186495,0.0006587,0.6547413,0,0,0
0.49643431,42891.92438,10523.72563,0.36507523,0.0006587,0.6547413,0,0,0
0.49644588,42892.92403,10524.72528,0.38524958,0.0006587,0.6547413,0,0,0
0.49645747,42893.92541,10525.72666,0.42714989,0.0006587,0.6547413,0,0,0
0.49646904,42894.92506,10526.7263,0.35254979,0.0006587,0.6547413,0,0,0
0.49648061,42895.9247,10527.72595,0.37605149,0.0006587,0.6547413,0,0,0
0.49649218,42896.92435,10528.7256,0.38342923,0.0006587,0.6547413,0,0,0
0.49650375,42897.924,10529.72525,0.375882,0.0006587,0.6547413,0,0,0
0.49651534,42898.92538,10530.72662,0.38545731,0.0006587,0.6547413,0,0,0
0.49652691,42899.92502,10531.72627,0.41227826,0.0006587,0.6547413,0,0,0
0.4965385,42900.9264,10532.72765,0.37461123,0.0006587,0.6547413,0,0,0
0.49655007,42901.92605,10533.7273,0.25794917,0.0006587,0.6547413,0,0,0
0.49656164,42902.9257,10534.72694,0.19746478,0.0006587,0.6547413,0,0,0
0.4965732,42903.92448,10535.72573,0.41617832,0.0006587,0.6547413,0,0,0
0.49658477,42904.92413,10536.72538,0.35852316,0.0006587,0.6547413,0,0,0
0.49659636,42905.9255,10537.72675,0.36686102,0.0006587,0.6547413,0,0,0
0.49660793,42906.92515,10538.7264,0.41339353,0.0006587,0.6547413,0,0,0
0.4966195,42907.9248,10539.72605,0.3854104,0.0006587,0.6547413,0,0,0
0.49663107,42908.92445,10540.7257,0.35879222,0.0006587,0.6547413,0,0,0
0.49664267,42909.92669,10541.72794,0.35832125,0.0006587,0.6547413,0,0,0
0.49665423,42910.92547,10542.72672,0.37875342,0.0006587,0.6547413,0,0,0
0.4966658,42911.92512,10543.72637,0.3985495,0.0006587,0.6547413,0,0,0
0.49667737,42912.92477,10544.72602,0.39140049,0.0006587,0.6547413,0,0,0
0.49668894,42913.92442,10545.72566,0.37373045,0.0006587,0.6547413,0,0,0
0.49670053,42914.92579,10546.72704,0.46419591,0.0006587,0.6547413,0,0,0
0.4967121,42915.92544,10547.72669,0.54460478,0.0006587,0.6547413,0,0,0
0.49672366,42916.92422,10548.72547,0.55361515,0.0006587,0.6547413,0,0,0
0.49673523,42917.92387,10549.72512,0.54588431,0.0006587,0.6547413,0,0,0
0.49674683,42918.92611,10550.72736,0.53322124,0.0006587,0.6547413,0,0,0
0.4967584,42919.92576,10551.72701,0.49275795,0.0006587,0.6547413,0,0,0
0.49676997,42920.92541,10552.72666,0.46289375,0.0006587,0.6547413,0,0,0
0.49678153,42921.92419,10553.72544,0.37295839,0.0006587,0.6547413,0,0,0
0.49679312,42922.92557,10554.72682,-0.13711661,0.0006587,0.6547413,0,0,0
0.49680469,42923.92522,10555.72646,0.04825544,0.0006587,0.6547413,0,0,0
0.49681626,42924.92486,10556.72611,0.27117899,0.0006587,0.6547413,0,0,0
0.49682783,42925.92451,10557.72576,0.26981053,0.0006587,0.6547413,0,0,0
0.49683942,42926.92589,10558.72714,0.06068783,0.0006587,0.6547413,0,0,0
0.49685099,42927.92554,10559.72678,0.06073116,0.0006587,0.6547413,0,0,0
0.49686256,42928.92518,10560.72643,0.06014257,0.0006587,0.6547413,0,0,0
0.49687412,42929.92397,10561.72522,0.06014974,0.0006587,0.6547413,0,0,0
0.4968857,42930.92448,10562.72573,0.06046356,0.0006587,0.6547413,0,0,0
0.49689729,42931.92586,10563.7271,0.0605199,0.0006587,0.6547413,0,0,0
0.49690884,42932.92378,10564.72502,0.06135381,0.0006587,0.6547413,0,0,0
0.49692043,42933.92515,10565.7264,0.06155074,0.0006587,0.6547413,0,0,0
0.496932,42934.9248,10566.72605,0.06012307,0.0006587,0.6547413,0,0,0
0.49694358,42935.92531,10567.72656,0.06012404,0.0006587,0.6547413,0,0,0
0.49695515,42936.92496,10568.72621,0.05939242,0.0006587,0.6547413,0,0,0
0.49696672,42937.92461,10569.72586,0.05906128,0.0006587,0.6547413,0,0,0
0.49697831,42938.92598,10570.72723,0.06030276,0.0006587,0.6547413,0,0,0
0.49698987,42939.92477,10571.72602,0.05876914,0.0006587,0.6547413,0,0,0
0.49700145,42940.92528,10572.72653,0.05515996,0.0006587,0.6547413,0,0,0
0.49701302,42941.92493,10573.72618,0.05487819,0.0006587,0.6547413,0,0,0
0.49702459,42942.92458,10574.72582,0.05608117,0.0006587,0.6547413,0,0,0
0.49703616,42943.92422,10575.72547,0.05836826,0.0006587,0.6547413,0,0,0
0.49704775,42944.9256,10576.72685,0.18101469,0.0006587,0.6547413,0,0,0
0.49705932,42945.92525,10577.7265,0.58630717,0.0006587,0.6547413,0,0,0
0.49707089,42946.9249,10578.72614,0.5819155,0.0006587,0.6547413,0,0,0
0.49708246,42947.92454,10579.72579,0.06382684,0.0006587,0.6547413,0,0,0
0.49709405,42948.92592,10580.72717,0.12129968,0.0006587,0.6547413,0,0,0
0.49710562,42949.92557,10581.72682,0.05604973,0.0006587,0.6547413,0,0,0
0.49711718,42950.92435,10582.7256,0.05964238,0.0006587,0.6547413,0,0,0
0.49712878,42951.92659,10583.72784,0.05896468,0.0006587,0.6547413,0,0,0
0.49714034,42952.92538,10584.72662,0.05804505,0.0006587,0.6547413,0,0,0
0.49715191,42953.92502,10585.72627,0.05807879,0.0006587,0.6547413,0,0,0
0.49716348,42954.92467,10586.72592,0.05808632,0.0006587,0.6547413,0,0,0
0.49717505,42955.92432,10587.72557,0.05799991,0.0006587,0.6547413,0,0,0
0.49718664,42956.9257,10588.72694,0.05790716,0.0006587,0.6547413,0,0,0
0.49719821,42957.92534,10589.72659,0.05784979,0.0006587,0.6547413,0,0,0
0.49720978,42958.92499,10590.72624,0.05778706,0.0006587,0.6547413,0,0,0
0.49722137,42959.92637,10591.72762,0.05781309,0.0006587,0.6547413,0,0,0
0.49723293,42960.92515,10592.7264,0.05775175,0.0006587,0.6547413,0,0,0
0.4972445,42961.9248,10593.72605,0.05760903,0.0006587,0.6547413,0,0,0
0.49725607,42962.92445,10594.7257,0.05750916,0.0006587,0.6547413,0,0,0
0.49726766,42963.92582,10595.72707,0.05740675,0.0006587,0.6547413,0,0,0
0.49727923,42964.92547,10596.72672,0.05728602,0.0006587,0.6547413,0,0,0
0.49729079,42965.92426,10597.7255,0.05720096,0.0006587,0.6547413,0,0,0
0.49730237,42966.92477,10598.72602,0.05718072,0.0006587,0.6547413,0,0,0
0.49731394,42967.92442,10599.72566,0.05717217,0.0006587,0.6547413,0,0,0
0.49732553,42968.92579,10600.72704,0.0571394,0.0006587,0.6547413,0,0,0
0.4973371,42969.92544,10601.72669,0.05708276,0.0006587,0.6547413,0,0,0
0.49734867,42970.92509,10602.72634,0.05705844,0.0006587,0.6547413,0,0,0
0.49736023,42971.92387,10603.72512,0.05701389,0.0006587,0.6547413,0,0,0
0.49737181,42972.92438,10604.72563,0.05698478,0.0006587,0.6547413,0,0,0
0.4973834,42973.92576,10605.72701,0.0569658,0.0006587,0.6547413,0,0,0
0.49739497,42974.92541,10606.72666,0.05699689,0.0006587,0.6547413,0,0,0
0.49740654,42975.92506,10607.7263,0.05691913,0.0006587,0.6547413,0,0,0
0.49741811,42976.9247,10608.72595,0.05694702,0.0006587,0.6547413,0,0,0
0.49742968,42977.92435,10609.7256,0.05687741,0.0006587,0.6547413,0,0,0
0.49744127,42978.92573,10610.72698,0.05685753,0.0006587,0.6547413,0,0,0
0.49745283,42979.92451,10611.72576,0.05686192,0.0006587,0.6547413,0,0,0
