Day fraction since midnight on 10/27/2019	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.41474546	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.96424580
0.41475703	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.96424580
0.41476861	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.96424580
0.41478018	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.33361435
0.41479175	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.33361435
0.41480332	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.33361435
0.41481491	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.33361435
0.41482648	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.33361435
0.41483805	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	7.83055067
0.41484962	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	7.83055067
0.41486119	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	7.83055067
0.41487278	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	7.83055067
0.41488435	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	7.83055067
0.41489592	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	8.47382641
0.41490749	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	8.47382641
0.41491906	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	8.47382641
0.41493065	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	8.47382641
0.41494222	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	8.47382641
0.41495379	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.87982464
0.41496536	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.87982464
0.41497693	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.87982464
0.41498852	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.87982464
0.41500010	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.87982464
0.41501167	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.95745754
0.41502326	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.95745754
0.41503481	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.95745754
0.41504638	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.95745754
0.41505797	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.95745754
0.41506954	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.01163483
0.41508111	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.01163483
0.41509267	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.01163483
0.41510425	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.01163483
0.41511584	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.01163483
0.41512741	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.19194126
0.41513898	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.19194126
0.41515055	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.19194126
0.41516212	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.19194126
0.41517369	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.19194126
0.41518528	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.64490414
0.41519685	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.64490414
0.41520843	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.64490414
0.41522000	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.64490414
0.41523157	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.64490414
0.41524314	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.44407558
0.41525473	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.44407558
0.41526630	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.44407558
0.41527787	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.44407558
0.41528945	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.44407558
0.41530101	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.37126541
0.41531261	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.37126541
0.41532418	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.37126541
0.41533575	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.37126541
0.41534732	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.37126541
0.41535889	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.92213631
0.41537046	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.92213631
0.41538203	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.92213631
0.41539362	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.92213631
0.41540519	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.92213631
0.41541676	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.81816006
0.41542833	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.81816006
0.41543992	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.81816006
0.41545149	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.81816006
0.41546306	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	9.81816006
0.41547463	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	104.21047211
0.41548622	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	104.21047211
0.41549779	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	104.21047211
0.41550936	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	104.21047211
0.41552094	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	104.21047211
0.41553251	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.87598419
0.41554410	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.87598419
0.41555566	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.87598419
0.41556723	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.87598419
0.41557880	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.87598419
0.41559037	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.65734482
0.41560196	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.65734482
0.41561353	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.65734482
0.41562510	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.65734482
0.41563669	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.65734482
0.41564825	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.87952042
0.41565982	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.87952042
0.41567140	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.87952042
0.41568298	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.87952042
0.41569454	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.87952042
0.41570611	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.31499863
0.41571771	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.31499863
0.41572927	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.31499863
0.41574085	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.31499863
0.41575242	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.31499863
0.41576401	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.09575081
0.41577557	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.09575081
0.41578714	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.09575081
0.41579871	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.09575081
0.41581030	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.09575081
0.41582187	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.95824814
0.41583343	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.95824814
0.41584500	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.95824814
0.41585659	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.95824814
0.41586816	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.95824814
0.41587974	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18362999
0.41589131	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18362999
0.41590288	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18362999
0.41591447	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18362999
0.41592603	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18362999
0.41593760	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.40655708
0.41594919	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.40655708
0.41596076	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.40655708
0.41597233	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.40655708
0.41598391	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.40655708
0.41599547	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.03100204
0.41600705	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.03100204
0.41601864	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.03100204
0.41603020	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.03100204
0.41604178	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.03100204
0.41605334	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	16.69733047
0.41606493	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	16.69733047
0.41607650	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	16.69733047
0.41608807	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	16.69733047
0.41609964	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	16.69733047
0.41611123	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.09731483
0.41612281	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.09731483
0.41613438	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.09731483
0.41614595	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.09731483
0.41615752	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.09731483
0.41616909	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92246437
0.41618068	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92246437
0.41619225	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92246437
0.41620384	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92246437
0.41621539	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92246437
0.41622698	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.55768967
0.41623855	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.55768967
0.41625011	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.55768967
0.41626169	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.55768967
0.41627326	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.55768967
0.41628485	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.34894753
0.41629642	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.34894753
0.41630799	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.34894753
0.41631956	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.34894753
0.41633113	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.34894753
0.41634270	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.96474648
0.41635429	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.96474648
0.41636586	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.96474648
0.41637743	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.96474648
0.41638902	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.96474648
0.41640059	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.72449303
0.41641215	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.72449303
0.41642373	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.72449303
0.41643532	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.72449303
0.41644687	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.72449303
0.41645846	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.84111214
0.41647003	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.84111214
0.41648160	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.84111214
0.41649317	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.84111214
0.41650476	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.84111214
0.41651633	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.09380341
0.41652789	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.09380341
0.41653947	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.09380341
0.41655106	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.09380341
0.41656263	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.09380341
0.41657420	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.47387695
0.41658577	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.47387695
0.41659734	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.47387695
0.41660892	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.47387695
0.41662050	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.47387695
0.41663207	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.45236397
0.41664364	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.45236397
0.41665521	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.45236397
0.41666680	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.45236397
0.41667837	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.45236397
0.41668994	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.83294868
0.41670151	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.83294868
0.41671310	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.83294868
0.41672467	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.83294868
0.41673623	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.83294868
0.41674782	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.78255653
0.41675939	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.78255653
0.41677095	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.78255653
0.41678254	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.78255653
0.41679411	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.78255653
0.41680568	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41681727	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41682884	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41684043	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41685198	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41686355	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.56514168
0.41687514	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.26344109
0.41688670	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.26344109
0.41689827	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.26344109
0.41690986	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.26344109
0.41692143	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.26344109
0.41693300	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	23.20407677
0.41694458	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	23.20407677
0.41695614	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	23.20407677
0.41696773	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	23.20407677
0.41697929	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	23.20407677
0.41699088	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	18.05608749
0.41700245	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	18.05608749
0.41701401	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	18.05608749
0.41702561	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	18.05608749
0.41703717	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	18.05608749
0.41704877	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.86002731
0.41706032	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.86002731
0.41707190	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.86002731
0.41708347	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.86002731
0.41709504	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	15.86002731
0.41710661	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.15109825
0.41711820	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.15109825
0.41712977	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.15109825
0.41714134	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.15109825
0.41715294	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.15109825
0.41716448	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.24341774
0.41717607	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.24341774
0.41718764	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.24341774
0.41719920	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.24341774
0.41721080	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.24341774
0.41722236	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.91172218
0.41723393	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.91172218
0.41724550	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.91172218
0.41725709	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.91172218
0.41726866	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.91172218
0.41728024	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.86089897
0.41729181	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.86089897
0.41730337	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.86089897
0.41731496	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.86089897
0.41732653	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.86089897
0.41733810	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.80299377
0.41734968	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.80299377
0.41736124	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.80299377
0.41737283	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.80299377
0.41738440	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.80299377
0.41739597	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.37119102
0.41740756	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.37119102
0.41741913	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.37119102
0.41743070	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.37119102
0.41744227	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.37119102
0.41745386	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.18284607
0.41746543	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.18284607
0.41747699	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.18284607
0.41748856	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.18284607
0.41750014	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.18284607
0.41751173	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.19910622
0.41752330	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.19910622
0.41753487	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.19910622
0.41754644	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.19910622
0.41755801	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.19910622
0.41756960	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46848679
0.41758116	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46848679
0.41759273	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46848679
0.41760432	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46848679
0.41761589	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46848679
0.41762746	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.61667633
0.41763903	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.61667633
0.41765062	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.61667633
0.41766219	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.61667633
0.41767378	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.61667633
0.41768535	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.62740326
0.41769691	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.62740326
0.41770847	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.62740326
0.41772006	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.62740326
0.41773163	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.62740326
0.41774321	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18585396
0.41775477	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18585396
0.41776636	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18585396
0.41777793	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18585396
0.41778952	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.18585396
0.41780107	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.12298775
0.41781266	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.12298775
0.41782423	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.12298775
0.41783581	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.12298775
0.41784738	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	14.12298775
0.41785894	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92288971
0.41787053	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92288971
0.41788210	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92288971
0.41789367	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92288971
0.41790524	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.92288971
0.41791681	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.91818428
0.41792840	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.91818428
0.41793997	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.91818428
0.41795154	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.91818428
0.41796311	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.91818428
0.41797470	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.01487541
0.41798627	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.01487541
0.41799784	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.01487541
0.41800941	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.01487541
0.41802098	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.01487541
0.41803257	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46125603
0.41804414	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46125603
0.41805571	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46125603
0.41806730	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46125603
0.41807887	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.46125603
0.41809043	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.51052475
0.41810200	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.51052475
0.41811359	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.51052475
0.41812516	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.51052475
0.41813674	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.51052475
0.41814830	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.99930000
0.41815989	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.99930000
0.41817146	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.99930000
0.41818303	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.99930000
0.41819460	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	10.99930000
0.41820617	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.68561363
0.41821776	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.68561363
0.41822933	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.68561363
0.41824091	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.68561363
0.41825248	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.68561363
0.41826405	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.53837395
0.41827562	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.53837395
0.41828721	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.53837395
0.41829878	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.53837395
0.41831035	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	11.53837395
0.41832191	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.36129189
0.41833350	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.36129189
0.41834507	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.36129189
0.41835664	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.36129189
0.41836821	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.36129189
0.41837978	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.69394302
0.41839137	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.69394302
0.41840295	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.69394302
0.41841451	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.69394302
0.41842608	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.69394302
0.41843767	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.67125130
0.41844924	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.67125130
0.41846084	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.67125130
0.41847238	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.67125130
0.41848397	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.67125130
0.41849554	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.48866653
0.41850713	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.48866653
0.41851868	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.48866653
0.41853025	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.48866653
0.41854184	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	13.48866653
0.41855341	0.00131700	0.65408300	41.31050526	3.25185185	8.13333333	12.74832726
