Day fraction since midnight on 10/27/2019	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.45946730	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.68468297
0.45947887	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.68468297
0.45949044	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.68468297
0.45950200	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.68468297
0.45951358	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.70172071
0.45952515	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.70172071
0.45953672	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.70172071
0.45954830	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.70172071
0.45955986	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.70172071
0.45957143	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.71178508
0.45958302	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.71178508
0.45959458	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.71178508
0.45960615	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.71178508
0.45961774	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.71178508
0.45962930	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.72216469
0.45964087	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.72216469
0.45965246	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.72216469
0.45966403	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.72216469
0.45967559	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.72216469
0.45968716	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74373031
0.45969873	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74373031
0.45971030	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74373031
0.45972188	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74373031
0.45973345	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74373031
0.45974501	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74784148
0.45975661	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74784148
0.45976817	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74784148
0.45977976	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74784148
0.45979130	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.74784148
0.45980289	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.75432640
0.45981446	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.75432640
0.45982603	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.75432640
0.45983761	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.75432640
0.45984917	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.75432640
0.45986075	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45987232	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45988388	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45989546	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45990703	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45991860	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76021105
0.45993017	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76917142
0.45994176	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76917142
0.45995333	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76917142
0.45996489	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76917142
0.45997646	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.76917142
0.45998803	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.77837324
0.45999962	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.77837324
0.46001118	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.77837324
0.46002275	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.77837324
0.46003433	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.77837324
0.46004590	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79038703
0.46005748	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79038703
0.46006905	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79038703
0.46008062	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79038703
0.46009219	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79038703
0.46010376	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79659796
0.46011532	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79659796
0.46012689	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79659796
0.46013848	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79659796
0.46015005	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.79659796
0.46016163	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.80073053
0.46017319	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.80073053
0.46018476	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.80073053
0.46019635	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.80073053
0.46020792	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.80073053
0.46021948	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81655896
0.46023107	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81655896
0.46024264	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81655896
0.46025421	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81655896
0.46026578	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81655896
0.46027735	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81182224
0.46028893	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81182224
0.46030050	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81182224
0.46031207	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81182224
0.46032365	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81182224
0.46033522	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81589973
0.46034680	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81589973
0.46035837	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81589973
0.46036995	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81589973
0.46038152	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.81589973
0.46039308	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82547867
0.46040465	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82547867
0.46041624	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82547867
0.46042782	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82547867
0.46043939	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82547867
0.46045094	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82574135
0.46046253	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82574135
0.46047410	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82574135
0.46048567	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82574135
0.46049726	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.82574135
0.46050882	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84278649
0.46052038	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84278649
0.46053196	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84278649
0.46054353	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84278649
0.46055512	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84278649
0.46056669	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84357190
0.46057826	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84357190
0.46058982	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84357190
0.46060141	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84357190
0.46061299	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84357190
0.46062455	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84863245
0.46063612	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84863245
0.46064769	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84863245
0.46065928	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84863245
0.46067085	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.84863245
0.46068241	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.86055106
0.46069398	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.86055106
0.46070557	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.86055106
0.46071714	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.86055106
0.46072874	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.86055106
0.46074030	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.87187797
0.46075187	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.87187797
0.46076343	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.87187797
0.46077500	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.87187797
0.46078657	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.87187797
0.46079816	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.88727236
0.46080972	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.88727236
0.46082132	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.88727236
0.46083286	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.88727236
0.46084444	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.88727236
0.46085602	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.90480131
0.46086759	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.90480131
0.46087916	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.90480131
0.46089074	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.90480131
0.46090231	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.90480131
0.46091388	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.92289501
0.46092547	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.92289501
0.46093704	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.92289501
0.46094861	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.92289501
0.46096017	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.92289501
Day fraction since midnight on 10/27/2019	 (volts)	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.46097176	0.31698579	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.93929136
0.46098333	0.46075478	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.93929136
0.46099490	0.39284346	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.93929136
0.46100647	0.15393281	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.93929136
0.46101803	0.17810491	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.93929136
0.46102963	0.41901281	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.95464361
0.46104119	0.47602588	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.95464361
0.46105276	0.41221115	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.95464361
0.46106434	0.54499924	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.95464361
0.46107591	0.26785266	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.95464361
0.46108748	0.41581705	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.97170377
0.46109907	0.58807784	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.97170377
0.46111064	0.58798873	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.97170377
0.46112220	0.58807784	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.97170377
0.46113377	0.48762262	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.97170377
0.46114536	0.29887491	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.99561471
0.46115693	0.58662045	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.99561471
0.46116849	0.58808994	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.99561471
0.46118008	0.58800620	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.99561471
0.46119165	0.47895816	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	0.99561471
0.46120322	0.45649970	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.02036583
0.46121479	0.58783841	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.02036583
0.46122636	0.58551389	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.02036583
0.46123795	0.56446570	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.02036583
0.46124952	0.46528959	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.02036583
0.46126108	0.57139903	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.04171026
0.46127265	0.51634079	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.04171026
0.46128422	0.56659186	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.04171026
0.46129581	0.58717674	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.04171026
0.46130738	0.30244204	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.04171026
0.46131895	0.47773194	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.06104004
0.46133052	0.52159077	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.06104004
0.46134209	0.41808367	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.06104004
0.46135366	0.31694272	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.06104004
0.46136525	0.30133256	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.06104004
0.46137682	0.52216297	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.07756615
0.46138839	0.39247054	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.07756615
0.46139996	0.28647417	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.07756615
0.46141153	0.30686823	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.07756615
0.46142312	0.46335414	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.07756615
0.46143469	0.57730693	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.09446490
0.46144626	0.30402082	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.09446490
0.46145783	0.46440777	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.09446490
0.46146939	0.33578748	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.09446490
0.46148098	0.57019162	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.09446490
0.46149255	0.48430234	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.11760533
0.46150412	0.44683617	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.11760533
0.46151568	0.53815007	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.11760533
0.46152728	0.44057471	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.11760533
0.46153884	0.55910718	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.11760533
0.46155041	0.57949167	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.15912437
0.46156198	0.39673477	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.15912437
0.46157357	0.40512609	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.15912437
0.46158513	0.48381397	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.15912437
0.46159670	0.41103002	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.15912437
0.46160829	0.41743553	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.18703377
0.46161986	0.53451657	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.18703377
0.46163142	0.52771372	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.18703377
0.46164299	0.54170734	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.18703377
0.46165456	0.54546171	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.18703377
0.46166616	0.42924225	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46167772	0.04272056	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46168929	0.22629045	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46170086	0.33275178	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46171245	0.23509620	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46172401	0.45361722	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.21374154
0.46173558	0.25268313	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.25875199
0.46174717	0.56795889	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.25875199
0.46175874	0.48605445	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.25875199
0.46177030	0.48288071	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.25875199
0.46178187	0.51431561	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.25875199
0.46179346	0.51341707	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.27627468
0.46180505	0.52127314	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.27627468
0.46181659	0.53610981	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.27627468
0.46182818	0.57200158	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.27627468
0.46183975	0.58078253	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.27627468
0.46185132	0.56749409	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.30783844
0.46186288	0.57446080	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.30783844
0.46187449	0.46683788	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.30783844
0.46188603	0.50309354	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.30783844
0.46189762	0.58249354	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.30783844
0.46190919	0.56509215	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.34732723
0.46192076	0.54448116	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.34732723
0.46193233	0.50618744	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.34732723
0.46194390	0.49061379	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.34732723
0.46195549	0.51830226	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.34732723
0.46196705	0.34611958	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.40148938
0.46197862	0.20622981	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.40148938
0.46199020	0.26612648	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.40148938
0.46200176	0.30304226	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.40148938
0.46201333	0.35939455	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.40148938
0.46202493	0.37532476	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.43665564
0.46203650	0.21842468	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.43665564
0.46204807	0.22990941	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.43665564
0.46205966	0.24335203	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.43665564
0.46207120	0.30058897	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.43665564
0.46208279	0.26493907	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.48611498
0.46209437	0.25935847	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.48611498
0.46210594	0.27987394	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.48611498
0.46211751	0.28567132	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.48611498
0.46212907	0.29664046	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.48611498
0.46214065	0.30666560	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.51662290
0.46215222	0.32378069	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.51662290
0.46216379	0.32984549	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.51662290
0.46217538	0.34241650	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.51662290
0.46218695	0.35298416	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.51662290
0.46219852	0.37110847	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.55497336
0.46221009	0.37982565	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.55497336
0.46222166	0.39004126	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.55497336
0.46223325	0.39968640	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.55497336
0.46224482	0.41946617	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.55497336
0.46225638	0.41740343	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57898653
0.46226796	0.44120380	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57898653
0.46227953	0.48512632	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57898653
0.46229109	0.47060168	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57898653
0.46230269	0.47401494	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57898653
0.46231425	0.47967643	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57842982
0.46232582	0.48438916	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57842982
0.46233740	0.48837674	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57842982
0.46234897	0.49196905	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57842982
0.46236053	0.49782714	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.57842982
0.46237211	0.51700938	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.58921921
0.46238370	0.48808387	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.58921921
0.46239526	0.50476408	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.58921921
0.46240683	0.51097357	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.58921921
0.46241840	0.51753521	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.58921921
0.46242998	0.52038145	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61051440
0.46244155	0.52733910	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61051440
0.46245314	0.53366470	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61051440
0.46246471	0.53141677	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61051440
0.46247627	0.53326577	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61051440
0.46248786	0.53926933	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61577010
0.46249943	0.54250753	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61577010
0.46251100	0.54606164	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61577010
0.46252257	0.54789710	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61577010
0.46253413	0.55340701	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61577010
0.46254570	0.55832070	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61842048
0.46255730	0.55407602	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61842048
0.46256887	0.55531079	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61842048
0.46258043	0.55331773	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61842048
0.46259200	0.55322921	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61842048
0.46260359	0.55286676	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63158560
0.46261517	0.55592513	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63158560
0.46262673	0.55110216	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63158560
0.46263830	0.55191642	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63158560
0.46264987	0.55663037	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63158560
0.46266144	0.55820745	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63661838
0.46267303	0.55697179	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63661838
0.46268460	0.55587411	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63661838
0.46269617	0.55718702	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63661838
0.46270774	0.55939037	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.63661838
0.46271931	0.56302536	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62979448
0.46273088	0.56277549	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62979448
0.46274247	0.56199008	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62979448
0.46275404	0.56329262	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62979448
0.46276561	0.56541431	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62979448
0.46277717	0.56543994	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62263465
0.46278876	0.56730747	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62263465
0.46280033	0.56555969	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62263465
0.46281190	0.56558144	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62263465
0.46282347	0.56367493	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.62263465
0.46283506	0.56145054	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61604691
0.46284663	0.55953693	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61604691
0.46285820	0.55999750	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61604691
0.46286977	0.56013227	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61604691
0.46288133	0.55875272	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.61604691
0.46289292	0.55875343	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.59489405
0.46290449	0.55931133	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.59489405
0.46291606	0.55903411	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.59489405
0.46292763	0.55799985	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.59489405
0.46293920	0.55534011	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.59489405
0.46295079	0.55708009	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.60711861
0.46296236	0.55763608	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	1.60711861
