Coagulant mL/s	Turbidity	Fluoride Voltage	Fluoride Conc
0.0052668	1.27546465	0.1326154	0.9046733501
0.0052668	1.27546465	0.13173106	0.9466808722
0.0052668	1.67518616	0.13198327	0.9345055379
0.0052668	1.67518616	0.13230911	0.9190072868
0.0052668	1.67518616	0.13253784	0.9082817703
0.0052668	1.67518616	0.13264547	0.9032782256
0.0052668	1.67518616	0.13231091	0.9189223895
0.0052668	1.23055828	0.13195968	0.935637666
0.0052668	1.23055828	0.13203803	0.9318827814
0.0052668	1.23055828	0.13259226	0.905748418
0.0052668	1.23055828	0.13219789	0.9242682443
0.0052668	1.23055828	0.13364297	0.8581978392
0.0052668	1.94030416	0.13332114	0.8724910062
0.0052668	1.94030416	0.13275418	0.8982524528
0.0052668	1.94030416	0.13272321	0.8996813719
0.0052668	1.94030416	0.1330198	0.8860898912
0.0052668	1.94030416	0.1327567	0.8981362829
0.0052668	2.20078993	0.1323837	0.9154957976
0.0052668	2.20078993	0.13277699	0.8972014779
0.0052668	2.20078993	0.1327548	0.8982238699
0.0052668	2.20078993	0.13263117	0.9039414184
0.0052668	2.20078993	0.13311915	0.8815831596
0.0052668	1.78782737	0.13318671	0.8785315919
0.0052668	1.78782737	0.13224858	0.9218667679
0.0052668	1.78782737	0.13306592	0.88399493
0.0052668	1.78782737	0.13283162	0.8946893873
0.0052668	1.78782737	0.13277785	0.8971618773
0.0052668	1.72332287	0.1322145	0.9234806449
0.0052668	1.72332287	0.13282768	0.8948703276
0.0052668	1.72332287	0.1329987	0.8870499951
0.0052668	1.72332287	0.13255703	0.9073876323
0.0052668	1.72332287	0.13257127	0.9067247034
0.0052668	1.42409611	0.13259427	0.9056549842
0.0052668	1.42409611	0.1321961	0.9243531611
0.0052668	1.42409611	0.1320498	0.9313200134
0.0052668	1.42409611	0.13231236	0.9188540056
0.0052668	1.42409611	0.13273911	0.898947481
0.0052668	1.49045992	0.1324905	0.9104912976
0.0052668	1.49045992	0.1325644	0.9070444688
0.0052668	1.49045992	0.13191079	0.937988357
0.0052668	1.49045992	0.13172424	0.9470122984
0.0052668	1.49045992	0.13222209	0.9231209719
0.0052668	1.44675303	0.13226752	0.9209710734
0.0052668	1.44675303	0.13152368	0.9568108052
0.0052668	1.44675303	0.13221936	0.9232503243
0.0052668	1.44675303	0.13169938	0.9482213829
0.0052668	1.44675303	0.13149665	0.9581391054
0.0052668	1.33673143	0.13123126	0.9712791563
0.0052668	1.33673143	0.13180929	0.9428874763
0.0052668	1.33673143	0.13127947	0.968878849
0.0052668	1.33673143	0.13142271	0.9617820716
0.0052668	1.33673143	0.13251731	0.9092393197
0.0052668	1.33673143	0.13142069	0.9618817896
0.0052668	1.02421105	0.13164261	0.9509882245
0.0052668	1.02421105	0.13193646	0.9367533766
0.0052668	1.02421105	0.13198082	0.9346230542
0.0052668	1.02421105	0.13236059	0.916582315
0.0052668	1.02421105	0.13103756	0.9809832966
0.0052668	0.82825094	0.1313761	0.9640856244
0.0052668	0.82825094	0.13193087	0.9370221722
0.0052668	0.82825094	0.13205121	0.9312526187
0.0052668	0.82825094	0.13238549	0.9154116944
0.0052668	0.82825094	0.13194031	0.9365682939
0.0052668	0.80555862	0.1315473	0.955651586
0.0052668	0.80555862	0.13173205	0.9466327716
0.0052668	0.80555862	0.1317656	0.9450041394
0.0052668	0.80555862	0.13161878	0.9521520493
0.0052668	0.80555862	0.13178602	0.9440142545
0.0052668	0.67787182	0.13177371	0.9446108728
0.0052668	0.67787182	0.13271216	0.9001917558
0.0052668	0.67787182	0.13260482	0.9051647309
0.0052668	0.67787182	0.13224946	0.9218251324
0.0052668	0.67787182	0.13271049	0.9002689159
0.0052668	0.50806248	0.13170585	0.9479065611
0.0052668	0.50806248	0.13267663	0.9018347994
0.0052668	0.50806248	0.13173509	0.946485084
0.0052668	0.50806248	0.13122214	0.9717338965
0.0052668	0.50806248	0.13245513	0.9121456496
0.0052668	0.52712792	0.13273737	0.8990277644
0.0052668	0.52712792	0.13258401	0.9061320159
0.0052668	0.52712792	0.13285387	0.8936682664
0.0052668	0.52712792	0.13164392	0.9509242872
0.0052668	0.52712792	0.13316526	0.8794993049
0.0052668	0.64023662	0.13245918	0.9119560677
0.0052668	0.64023662	0.13261625	0.904633884
0.0052668	0.64023662	0.13319004	0.8783814551
0.0052668	0.64023662	0.13192822	0.9371496246
0.0052668	0.64023662	0.13217017	0.9255841448
0.0052668	0.7745688	0.13212878	0.927552464
0.0052668	0.7745688	0.13341226	0.8684201819
0.0052668	0.7745688	0.13175814	0.945366031
0.0052668	0.7745688	0.13270153	0.9006830137
0.0052668	0.7745688	0.13331528	0.8727534563
0.0052668	1.00246489	0.13244858	0.9124523408
0.0052668	1.00246489	0.13388248	0.8477128667
0.0052668	1.00246489	0.13232787	0.9181228526
0.0052668	1.00246489	0.13359457	0.8603323341
0.0052668	1.00246489	0.13240078	0.9146936086
0.0052668	1.24512672	0.13299792	0.8870855071
0.0052668	1.24512672	0.13256335	0.9070933512
0.0052668	1.24512672	0.13215271	0.9264139527
0.0052668	1.24512672	0.13236998	0.9161406884
0.0052668	1.24512672	0.13361616	0.8593795355
0.0052668	1.08528364	0.13323344	0.8764270611
0.0052668	1.08528364	0.13215311	0.9263949339
0.0052668	1.08528364	0.13301799	0.8861722101
0.0052668	1.08528364	0.13258713	0.9059869271
0.0052668	1.08528364	0.1322978	0.9195409048
0.0052668	2.02657676	0.13229737	0.9195611988
0.0052668	2.02657676	0.13264872	0.9031275678
0.0052668	2.02657676	0.13275144	0.8983787816
0.0052668	2.02657676	0.13237903	0.9157152539
0.0052668	2.02657676	0.13270947	0.9003160469
0.0052668	1.74249935	0.13236953	0.9161618477
0.0052668	1.74249935	0.13281147	0.8956151395
0.0052668	1.74249935	0.13225454	0.9215848187
0.0052668	1.74249935	0.13295299	0.8891334863
0.0052668	1.74249935	0.13226113	0.9212731666
0.0052668	1.49255562	0.13248692	0.9106586074
0.0052668	1.49255562	0.13200741	0.9333484324
0.0052668	1.49255562	0.13281415	0.895491957
0.0052668	1.49255562	0.13251537	0.9093298563
0.0052668	1.49255562	0.1327159	0.9000189781
0.0052668	2.35603333	0.13296512	0.8885801166
0.0052668	2.35603333	0.13286641	0.8930932809
0.0052668	2.35603333	0.13271566	0.9000300644
0.0052668	2.35603333	0.13259393	0.9056707882
0.0052668	2.35603333	0.13223228	0.9226383111
0.0052668	2.5900054	0.1330528	0.8845903901
0.0052668	2.5900054	0.13295329	0.8891197962
0.0052668	2.5900054	0.13238631	0.9153731693
0.0052668	2.5900054	0.13246419	0.9117216024
0.0052668	2.5900054	0.13247018	0.9114413527
0.0052668	2.36619306	0.13236976	0.9161510329
0.0052668	2.36619306	0.13322911	0.8766218548
0.0052668	2.36619306	0.13209632	0.9290990413
0.0052668	2.36619306	0.13259022	0.9058432562
0.0052668	2.36619306	0.13213095	0.9274491648
0.0052668	3.09768128	0.13322416	0.8768445934
0.0052668	3.09768128	0.13293736	0.889847034
0.0052668	3.09768128	0.13290645	0.8912598373
0.0052668	3.09768128	0.13234323	0.9173993441
0.0052668	3.09768128	0.13230777	0.9190704933
0.0052668	3.75171685	0.13325842	0.8753041312
0.0052668	3.75171685	0.13255127	0.907655921
0.0052668	3.75171685	0.13275905	0.8980279633
0.0052668	3.75171685	0.13374317	0.8537957209
0.0052668	3.75171685	0.13271138	0.9002277938
0.0052668	4.04610443	0.13264479	0.903309751
0.0052668	4.04610443	0.13343598	0.8673636003
0.0052668	4.04610443	0.13266304	0.9024640458
0.0052668	4.04610443	0.13280174	0.8960625082
0.0052668	4.04610443	0.13273638	0.8990734461
0.0052668	3.8672781	0.13333209	0.8720008034
0.0052668	3.8672781	0.13279229	0.8964972168
0.0052668	3.8672781	0.13269329	0.901064004
0.0052668	3.8672781	0.13333619	0.8718173279
0.0052668	3.8672781	0.13350514	0.8642902756
0.0052668	5.99140882	0.13277471	0.897306474
0.0052668	5.99140882	0.13289233	0.8919059663
0.0052668	5.99140882	0.13280244	0.8960303159
0.0052668	5.99140882	0.13307346	0.8836529034
0.0052668	5.99140882	0.1333555	0.8709537225
0.0052668	6.42596531	0.13308045	0.8833359438
0.0052668	6.42596531	0.13330913	0.8730289794
0.0052668	6.42596531	0.13327903	0.8743787299
0.0052668	6.42596531	0.13331971	0.872555044
0.0052668	6.42596531	0.13312428	0.8813510751
0.0052668	7.33979654	0.13332981	0.8721028503
0.0052668	7.33979654	0.13355809	0.8619446515
0.0052668	7.33979654	0.13347334	0.8657020458
0.0052668	7.33979654	0.13349441	0.8647663795
0.0052668	7.33979654	0.13286157	0.8933151613
0.0052668	8.27739429	0.13394336	0.8450682184
0.0052668	8.27739429	0.13372628	0.8545361691
0.0052668	8.27739429	0.1337685	0.8526864702
0.0052668	8.27739429	0.13362284	0.8590849511
0.0052668	8.27739429	0.13444361	0.8236472864
0.0052668	9.38935471	0.13361394	0.8594774587
0.0052668	9.38935471	0.13324627	0.8758501323
0.0052668	9.38935471	0.13345097	0.8666965499
0.0052668	9.38935471	0.13359046	0.8605138342
0.0052668	9.38935471	0.13338988	0.8694182548
0.0052668	9.38935471	0.1335642	0.8616743955
0.0052668	10.83075142	0.1337914	0.8516848744
0.0052668	10.83075142	0.13385926	0.8487237304
0.0052668	10.83075142	0.13295577	0.8890066325
0.0052668	10.83075142	0.13335861	0.8708147132
0.0052668	10.83075142	0.13352977	0.8631984019
0.0052668	16.98466873	0.13358477	0.8607651711
0.0052668	16.98466873	0.13399948	0.8426376551
0.0052668	16.98466873	0.13344255	0.8670711741
0.0052668	16.98466873	0.13321388	0.8773073505
0.0052668	16.98466873	0.13383476	0.8497916248
0.0052668	15.50285912	0.13424581	0.8320514927
0.0052668	15.50285912	0.13368353	0.8564131762
0.0052668	15.50285912	0.13351433	0.8638827119
0.0052668	15.50285912	0.13330373	0.8732709739
0.0052668	15.50285912	0.13289133	0.8919517439
0.0052668	12.88001442	0.13394094	0.8451731864
0.0052668	12.88001442	0.13349555	0.8647157838
0.0052668	12.88001442	0.1338993	0.8469813737
0.0052668	12.88001442	0.13353851	0.8628112803
0.0052668	12.88001442	0.13369919	0.8557251208
0.0052668	11.78675842	0.13333464	0.8718866861
0.0052668	11.78675842	0.13423973	0.8323111762
0.0052668	11.78675842	0.13316643	0.8794464931
0.0052668	11.78675842	0.13404924	0.8404883919
0.0052668	11.78675842	0.13377041	0.852602886
0.0052668	11.37416458	0.13317941	0.8788608106
0.0052668	11.37416458	0.13334191	0.8715614219
0.0052668	11.37416458	0.13378264	0.8520678786
0.0052668	11.37416458	0.134138	0.8366682193
0.0052668	11.37416458	0.13339853	0.8690323579
0.0052668	11.60177612	0.13405663	0.8401696665
0.0052668	11.60177612	0.13334572	0.8713910086
0.0052668	11.60177612	0.13376097	0.8530160731
0.0052668	11.60177612	0.13274166	0.8988298372
0.0052668	11.60177612	0.13348894	0.8650091914
0.0052668	11.42234612	0.13329865	0.8734986892
0.0052668	11.42234612	0.13280316	0.8959972051
0.0052668	11.42234612	0.13329567	0.8736322978
0.0052668	11.42234612	0.13324672	0.8758299039
0.0052668	11.42234612	0.13300209	0.8868956714
0.0052668	7.43255377	0.13343474	0.8674188029
0.0052668	7.43255377	0.13341749	0.8681871067
0.0052668	7.43255377	0.13333149	0.8720276567
0.0052668	7.43255377	0.13319659	0.8780862157
0.0052668	7.43255377	0.13319841	0.8780041973
0.0052668	9.46998596	0.13265197	0.9029769352
0.0052668	9.46998596	0.1331107	0.8819655765
0.0052668	9.46998596	0.13219459	0.924424801
0.0052668	9.46998596	0.13318184	0.8787512077
0.0052668	9.46998596	0.13285714	0.8935182943
0.0052668	10.32320309	0.13221322	0.923541315
0.0052668	10.32320309	0.13238838	0.9152759241
0.0052668	10.32320309	0.13262229	0.9043534922
0.0052668	10.32320309	0.13221431	0.9234896504
0.0052668	10.32320309	0.13251509	0.9093429242
0.0052668	16.75981522	0.13248421	0.9107852786
0.0052668	16.75981522	0.13262114	0.9044068714
0.0052668	16.75981522	0.13358419	0.8607907948
0.0052668	16.75981522	0.13241588	0.9139849988
0.0052668	16.75981522	0.13209927	0.9289583802
0.0052668	14.46610069	0.13241053	0.9142359997
0.0052668	14.46610069	0.13250045	0.9100264497
0.0052668	14.46610069	0.13213293	0.9273549203
0.0052668	14.46610069	0.13196431	0.9354153556
0.0052668	14.46610069	0.13213392	0.9273078016
0.0052668	13.52065659	0.13210876	0.928506025
0.0052668	13.52065659	0.13191818	0.9376326583
0.0052668	13.52065659	0.13225386	0.9216169831
0.0052668	13.52065659	0.13247743	0.9111022676
0.0052668	13.52065659	0.13157612	0.954239064
0.0052668	13.70520592	0.13220389	0.9239836637
0.0052668	13.70520592	0.13229662	0.9195965963
0.0052668	13.70520592	0.13067578	0.999368449
0.0052668	13.70520592	0.13139907	0.9629497156
0.0052668	13.70520592	0.13188146	0.9394014126
0.0052668	13.94663811	0.13127895	0.9689047074
0.0052668	13.94663811	0.13129534	0.9680900028
0.0052668	13.94663811	0.13198414	0.9344638112
0.0052668	13.94663811	0.13124217	0.9707354428
0.0052668	13.94663811	0.13167237	0.949536784
0.0052668	14.51561928	0.13162798	0.9517025652
0.0052668	14.51561928	0.1303826	1.014519905
0.0052668	14.51561928	0.13113546	0.9760665651
0.0052668	14.51561928	0.13055857	1.005398487
0.0052668	14.51561928	0.13129942	0.967887303
0.0052668	13.91988564	0.13089924	0.9879722459
0.0052668	13.91988564	0.13065258	1.000559129
0.0052668	13.91988564	0.13022026	1.02300818
0.0052668	13.91988564	0.12961115	1.055494747
0.0052668	13.91988564	0.13081467	0.9922698535
0.0052668	13.51551819	0.1310178	0.9819786828
0.0052668	13.51551819	0.13062623	1.001913195
0.0052668	13.51551819	0.13031159	1.018224106
0.0052668	13.51551819	0.13117595	0.9740402879
0.0052668	13.51551819	0.13041028	1.013079644
0.0052668	14.30365753	0.13088235	0.9888290577
0.0052668	14.30365753	0.13042457	1.0123369
0.0052668	14.30365753	0.12946327	1.063536255
0.0052668	14.30365753	0.13055536	1.005564141
0.0052668	14.30365753	0.1309851	0.9836281251
0.0052668	13.19355583	0.13043529	1.011780069
0.0052668	13.19355583	0.13048978	1.008954418
0.0052668	13.19355583	0.13036926	1.01521475
0.0052668	13.19355583	0.1301388	1.027294203
0.0052668	13.19355583	0.13026233	1.020801671
0.0052668	11.44887352	0.12961298	1.055395616
0.0052668	11.44887352	0.12974855	1.048077629
0.0052668	11.44887352	0.12913352	1.08168891
0.0052668	11.44887352	0.12994841	1.037381746
0.0052668	11.44887352	0.12875205	1.103075619
0.0052668	12.07631111	0.12973133	1.049004333
0.0052668	12.07631111	0.12908553	1.084356449
0.0052668	12.07631111	0.12947586	1.062849249
0.0052668	12.07631111	0.12917182	1.079564701
0.0052668	12.07631111	0.12951173	1.060894342
0.0052668	12.28126335	0.12916189	1.080115041
0.0052668	12.28126335	0.12950142	1.061455866
0.0052668	12.28126335	0.12849925	1.117481031
0.0052668	12.28126335	0.12875181	1.103089207
0.0052668	12.28126335	0.12835108	1.126011553
0.0052668	12.52923965	0.12783122	1.156459552
0.0052668	12.52923965	0.1286698	1.107742009
0.0052668	12.52923965	0.12836689	1.125098237
0.0052668	12.52923965	0.12885009	1.09753907
0.0052668	12.52923965	0.12887476	1.096150278
0.0052668	11.94583511	0.12920444	1.077758808
0.0052668	11.94583511	0.12929229	1.072910308
0.0052668	11.94583511	0.12849835	1.11753265
0.0052668	11.94583511	0.12811182	1.139924048
0.0052668	11.94583511	0.12809411	1.140960657
0.0052668	13.16260529	0.12894855	1.092006769
0.0052668	13.16260529	0.12940897	1.066504367
0.0052668	13.16260529	0.12901919	1.088054816
0.0052668	13.16260529	0.12823141	1.132948771
0.0052668	13.16260529	0.12886909	1.096469314
0.0052668	14.07200813	0.12842356	1.12183059
0.0052668	14.07200813	0.12993355	1.038173237
0.0052668	14.07200813	0.12877549	1.101749372
0.0052668	14.07200813	0.1283505	1.126045073
0.0052668	14.07200813	0.12782654	1.156737364
0.0052668	13.17287636	0.12907252	1.085080747
0.0052668	13.17287636	0.12871696	1.105064014
0.0052668	13.17287636	0.12796597	1.148489133
0.0052668	13.17287636	0.12824488	1.132165792
0.0052668	13.17287636	0.12829672	1.129157498
0.0052668	11.9462471	0.12851566	1.116540249
0.0052668	11.9462471	0.12831537	1.128077188
0.0052668	11.9462471	0.12768181	1.165361789
0.0052668	11.9462471	0.12868384	1.106944066
0.0052668	11.9462471	0.12963459	1.054225707
0.0052668	12.10608864	0.12800103	1.146424367
0.0052668	12.10608864	0.12827592	1.130363568
0.0052668	12.10608864	0.1285554	1.114265245
0.0052668	12.10608864	0.1283554	1.125761921
0.0052668	12.10608864	0.12806886	1.14244023
0.0052668	11.40693855	0.12822388	1.133386709
0.0052668	11.40693855	0.12811302	1.139853844
0.0052668	11.40693855	0.12695332	1.209758567
0.0052668	11.40693855	0.12881471	1.09953385
0.0052668	11.40693855	0.12792797	1.150731243
0.0052668	11.60689926	0.12814516	1.137975134
0.0052668	11.60689926	0.12844454	1.120623272
0.0052668	11.60689926	0.12774861	1.161373232
0.0052668	11.60689926	0.12706751	1.202689248
0.0052668	11.60689926	0.12731706	1.187383464
0.0052668	11.15235138	0.12728901	1.189094107
0.0052668	11.15235138	0.12748159	1.177398959
0.0052668	11.15235138	0.1275126	1.175526542
0.0052668	11.15235138	0.12779021	1.158896241
0.0052668	11.15235138	0.12784247	1.155792007
0.0052668		0.12820145	1.134692219
0.0052668		0.12741226	1.181595975
0.0052668		0.12903081	1.087406106
0.0052668		0.12822908	1.133084264
0.0052668		0.12799251	1.146925788
0.0052668		0.12765263	1.167108392
0.0052668	14.55467415	0.12808096	1.141730967
0.0052668	14.55467415	0.12782742	1.156685121
0.0052668	14.55467415	0.12757722	1.171634278
0.0052668	14.55467415	0.12783316	1.15634441
0.0052668	14.55467415	0.12761696	1.169247017
0.0052668	13.10723305	0.1280881	1.141312651
0.0052668	13.10723305	0.12762566	1.16872504
0.0052668	13.10723305	0.12744419	1.17966118
0.0052668	13.10723305	0.12737937	1.183592258
0.0052668	13.10723305	0.1275177	1.175218883
0.0052668	12.00849152	0.12775578	1.160945931
0.0052668	12.00849152	0.12729496	1.188731037
0.0052668	12.00849152	0.12812777	1.138991263
0.0052668	12.00849152	0.12727018	1.190243846
0.0052668	12.00849152	0.12696345	1.209129759
0.0052668	12.27174568	0.12658903	1.2325901
0.0052668	12.27174568	0.12712759	1.198986392
0.0052668	12.27174568	0.12562411	1.295169464
0.0052668	12.27174568	0.12706897	1.202599129
0.0052668	12.27174568	0.12677857	1.220657594
0.0052668	12.27155113	0.1265839	1.232914676
0.0052668	12.27155113	0.12627977	1.252310535
0.0052668	12.27155113	0.12642194	1.243205968
0.0052668	12.27155113	0.12646212	1.240644858
0.0052668	12.27155113	0.12677245	1.221041068
0.0052668	11.94553375	0.12700292	1.20668282
0.0052668	11.94553375	0.12657958	1.233188069
0.0052668	11.94553375	0.12683801	1.21693939
0.0052668	11.94553375	0.126615	1.230948286
0.0052668	11.94553375	0.12591921	1.2757009
0.0052668	10.75331879	0.1257246	1.288506725
0.0052668	10.75331879	0.12676434	1.22154942
0.0052668	10.75331879	0.12614287	1.261140621
0.0052668	10.75331879	0.12614463	1.261026706
0.0052668	10.75331879	0.12659626	1.232132802
0.0052668	11.26058388	0.12559076	1.297388258
0.0052668	11.26058388	0.12598042	1.2716995
