Day fraction since midnight on 10/27/2019,Time (seconds),Time (seconds since start),Coag Flow mL/s (),Water Flow mL/s (),Turbidity ()
start expt w/o fluoride probe,,,,,
0.49568201,42826.92566,7784.909568,0.55588627,0.0006587,0
0.49569358,42827.92531,7785.909216,0.56722641,0.0006587,0
0.49570515,42828.92496,7786.908864,0.56928819,0.0006587,0
0.49571672,42829.92461,7787.908512,0.56315684,0.0006587,0
0.4957283,42830.92512,7788.909024,0.5606994,0.0006587,0
0.49573989,42831.9265,7789.9104,0.55755806,0.0006587,0
0.49575146,42832.92614,7790.910048,0.55726993,0.0006587,0
0.49576305,42833.92752,7791.911424,0.56953049,0.0006587,0
0.49577459,42834.92458,7792.90848,0.57131565,0.0006587,0
0.49578618,42835.92595,7793.909856,0.55250323,0.0006587,0
0.49579775,42836.9256,7794.909504,0.53235817,0.0006587,0
0.49580932,42837.92525,7795.909152,0.56674552,0.0006587,0
0.49582088,42838.92403,7796.907936,0.53412068,0.0006587,0
0.49583247,42839.92541,7797.909312,0.50811744,0.0006587,0
0.49584405,42840.92592,7798.909824,0.48591602,0.0006587,0
0.49585561,42841.9247,7799.908608,0.56275678,0.0006587,0
0.49586718,42842.92435,7800.908256,0.4852263,0.0006587,0
0.49587877,42843.92573,7801.909632,0.42368031,0.0006587,0
0.49589034,42844.92538,7802.90928,0.4482134,0.0006587,0
0.4959019,42845.92416,7803.908064,0.4538866,0.0006587,0
0.49591349,42846.92554,7804.90944,0.44504988,0.0006587,0
0.49592506,42847.92518,7805.909088,0.44218069,0.0006587,0
0.49593663,42848.92483,7806.908736,0.5020479,0.0006587,0
0.4959482,42849.92448,7807.908384,0.50680095,0.0006587,0
0.49595979,42850.92586,7808.90976,0.4682053,0.0006587,0
0.49597136,42851.9255,7809.909408,0.40744811,0.0006587,0
0.49598293,42852.92515,7810.909056,0.42427182,0.0006587,0
0.4959945,42853.9248,7811.908704,0.4331122,0.0006587,0
0.49600608,42854.92531,7812.909216,0.41008368,0.0006587,0
0.49601765,42855.92496,7813.908864,0.42213339,0.0006587,0
0.49602921,42856.92374,7814.907648,0.4730196,0.0006587,0
0.49604081,42857.92598,7815.909888,0.52002561,0.0006587,0
0.49605238,42858.92563,7816.909536,0.45660245,0.0006587,0
0.49606394,42859.92442,7817.90832,0.18044196,0.0006587,0
0.49607551,42860.92406,7818.907968,0.18045574,0.0006587,0
0.49608709,42861.92458,7819.90848,0.17997353,0.0006587,0
0.49609866,42862.92422,7820.908128,0.36585087,0.0006587,0
0.49611025,42863.9256,7821.909504,0.3703832,0.0006587,0
0.49612182,42864.92525,7822.909152,0.502262,0.0006587,0
0.49613338,42865.92403,7823.907936,0.5299893,0.0006587,0
0.49614497,42866.92541,7824.909312,0.51297367,0.0006587,0
0.49615654,42867.92506,7825.90896,0.53289628,0.0006587,0
0.49616811,42868.9247,7826.908608,0.54125762,0.0006587,0
0.4961797,42869.92608,7827.909984,0.54566658,0.0006587,0
0.49619127,42870.92573,7828.909632,0.55192107,0.0006587,0
0.49620284,42871.92538,7829.90928,0.55931348,0.0006587,0
0.49621441,42872.92502,7830.908928,0.55527771,0.0006587,0
0.49622597,42873.92381,7831.907712,0.53032988,0.0006587,0
0.49623757,42874.92605,7832.909952,0.51201493,0.0006587,0
0.49624916,42875.92742,7833.911328,0.51849031,0.0006587,0
0.4962607,42876.92448,7834.908384,0.52919775,0.0006587,0
0.49627229,42877.92586,7835.90976,0.52260679,0.0006587,0
0.49628386,42878.9255,7836.909408,0.51344937,0.0006587,0
0.49629543,42879.92515,7837.909056,0.50020063,0.0006587,0
0.496307,42880.9248,7838.908704,0.49076697,0.0006587,0
0.49631857,42881.92445,7839.908352,0.4844276,0.0006587,0
0.49633014,42882.9241,7840.908,0.45667785,0.0006587,0
0.49634174,42883.92634,7841.91024,0.45077831,0.0006587,0
0.49635331,42884.92598,7842.909888,0.46327528,0.0006587,0
0.49636488,42885.92563,7843.909536,0.36079189,0.0006587,0
0.49637645,42886.92528,7844.909184,0.3137728,0.0006587,0
0.49638801,42887.92406,7845.907968,0.32316518,0.0006587,0
0.49639961,42888.9263,7846.910208,0.38223353,0.0006587,0
0.49641117,42889.92509,7847.908992,0.37020642,0.0006587,0
0.49642274,42890.92474,7848.90864,0.36186495,0.0006587,0
0.49643431,42891.92438,7849.908288,0.36507523,0.0006587,0
0.49644588,42892.92403,7850.907936,0.38524958,0.0006587,0
0.49645747,42893.92541,7851.909312,0.42714989,0.0006587,0
0.49646904,42894.92506,7852.90896,0.35254979,0.0006587,0
0.49648061,42895.9247,7853.908608,0.37605149,0.0006587,0
0.49649218,42896.92435,7854.908256,0.38342923,0.0006587,0
0.49650375,42897.924,7855.907904,0.375882,0.0006587,0
0.49651534,42898.92538,7856.90928,0.38545731,0.0006587,0
0.49652691,42899.92502,7857.908928,0.41227826,0.0006587,0
0.4965385,42900.9264,7858.910304,0.37461123,0.0006587,0
0.49655007,42901.92605,7859.909952,0.25794917,0.0006587,0
0.49656164,42902.9257,7860.9096,0.19746478,0.0006587,0
0.4965732,42903.92448,7861.908384,0.41617832,0.0006587,0
0.49658477,42904.92413,7862.908032,0.35852316,0.0006587,0
0.49659636,42905.9255,7863.909408,0.36686102,0.0006587,0
0.49660793,42906.92515,7864.909056,0.41339353,0.0006587,0
0.4966195,42907.9248,7865.908704,0.3854104,0.0006587,0
0.49663107,42908.92445,7866.908352,0.35879222,0.0006587,0
0.49664267,42909.92669,7867.910592,0.35832125,0.0006587,0
0.49665423,42910.92547,7868.909376,0.37875342,0.0006587,0
0.4966658,42911.92512,7869.909024,0.3985495,0.0006587,0
0.49667737,42912.92477,7870.908672,0.39140049,0.0006587,0
0.49668894,42913.92442,7871.90832,0.37373045,0.0006587,0
0.49670053,42914.92579,7872.909696,0.46419591,0.0006587,0
0.4967121,42915.92544,7873.909344,0.54460478,0.0006587,0
0.49672366,42916.92422,7874.908128,0.55361515,0.0006587,0
0.49673523,42917.92387,7875.907776,0.54588431,0.0006587,0
0.49674683,42918.92611,7876.910016,0.53322124,0.0006587,0
0.4967584,42919.92576,7877.909664,0.49275795,0.0006587,0
0.49676997,42920.92541,7878.909312,0.46289375,0.0006587,0
0.49678153,42921.92419,7879.908096,0.37295839,0.0006587,0
0.49679312,42922.92557,7880.909472,-0.13711661,0.0006587,0
0.49680469,42923.92522,7881.90912,0.04825544,0.0006587,0
0.49681626,42924.92486,7882.908768,0.27117899,0.0006587,0
0.49682783,42925.92451,7883.908416,0.26981053,0.0006587,0
0.49683942,42926.92589,7884.909792,0.06068783,0.0006587,0
0.49685099,42927.92554,7885.90944,0.06073116,0.0006587,0
0.49686256,42928.92518,7886.909088,0.06014257,0.0006587,0
0.49687412,42929.92397,7887.907872,0.06014974,0.0006587,0
0.4968857,42930.92448,7888.908384,0.06046356,0.0006587,0
0.49689729,42931.92586,7889.90976,0.0605199,0.0006587,0
0.49690884,42932.92378,7890.90768,0.06135381,0.0006587,0
0.49692043,42933.92515,7891.909056,0.06155074,0.0006587,0
0.496932,42934.9248,7892.908704,0.06012307,0.0006587,0
0.49694358,42935.92531,7893.909216,0.06012404,0.0006587,0
0.49695515,42936.92496,7894.908864,0.05939242,0.0006587,0
0.49696672,42937.92461,7895.908512,0.05906128,0.0006587,0
0.49697831,42938.92598,7896.909888,0.06030276,0.0006587,0
0.49698987,42939.92477,7897.908672,0.05876914,0.0006587,0
0.49700145,42940.92528,7898.909184,0.05515996,0.0006587,0
0.49701302,42941.92493,7899.908832,0.05487819,0.0006587,0
0.49702459,42942.92458,7900.90848,0.05608117,0.0006587,0
0.49703616,42943.92422,7901.908128,0.05836826,0.0006587,0
0.49704775,42944.9256,7902.909504,0.18101469,0.0006587,0
0.49705932,42945.92525,7903.909152,0.58630717,0.0006587,0
0.49707089,42946.9249,7904.9088,0.5819155,0.0006587,0
0.49708246,42947.92454,7905.908448,0.06382684,0.0006587,0
0.49709405,42948.92592,7906.909824,0.12129968,0.0006587,0
0.49710562,42949.92557,7907.909472,0.05604973,0.0006587,0
0.49711718,42950.92435,7908.908256,0.05964238,0.0006587,0
0.49712878,42951.92659,7909.910496,0.05896468,0.0006587,0
0.49714034,42952.92538,7910.90928,0.05804505,0.0006587,0
0.49715191,42953.92502,7911.908928,0.05807879,0.0006587,0
0.49716348,42954.92467,7912.908576,0.05808632,0.0006587,0
0.49717505,42955.92432,7913.908224,0.05799991,0.0006587,0
0.49718664,42956.9257,7914.9096,0.05790716,0.0006587,0
0.49719821,42957.92534,7915.909248,0.05784979,0.0006587,0
0.49720978,42958.92499,7916.908896,0.05778706,0.0006587,0
0.49722137,42959.92637,7917.910272,0.05781309,0.0006587,0
0.49723293,42960.92515,7918.909056,0.05775175,0.0006587,0
0.4972445,42961.9248,7919.908704,0.05760903,0.0006587,0
0.49725607,42962.92445,7920.908352,0.05750916,0.0006587,0
0.49726766,42963.92582,7921.909728,0.05740675,0.0006587,0
0.49727923,42964.92547,7922.909376,0.05728602,0.0006587,0
0.49729079,42965.92426,7923.90816,0.05720096,0.0006587,0
0.49730237,42966.92477,7924.908672,0.05718072,0.0006587,0
0.49731394,42967.92442,7925.90832,0.05717217,0.0006587,0
0.49732553,42968.92579,7926.909696,0.0571394,0.0006587,0
0.4973371,42969.92544,7927.909344,0.05708276,0.0006587,0
0.49734867,42970.92509,7928.908992,0.05705844,0.0006587,0
0.49736023,42971.92387,7929.907776,0.05701389,0.0006587,0
0.49737181,42972.92438,7930.908288,0.05698478,0.0006587,0
0.4973834,42973.92576,7931.909664,0.0569658,0.0006587,0
0.49739497,42974.92541,7932.909312,0.05699689,0.0006587,0
0.49740654,42975.92506,7933.90896,0.05691913,0.0006587,0
0.49741811,42976.9247,7934.908608,0.05694702,0.0006587,0
0.49742968,42977.92435,7935.908256,0.05687741,0.0006587,0
0.49744127,42978.92573,7936.909632,0.05685753,0.0006587,0
0.49745283,42979.92451,7937.908416,0.05686192,0.0006587,0
0.49746441,42980.92502,7938.908928,0.05681933,0.0006587,0
0.49747597,42981.92381,7939.907712,0.05678383,0.0006587,0
0.49748756,42982.92518,7940.909088,0.05674135,0.0006587,0
0.49749913,42983.92483,7941.908736,0.05671069,0.0006587,0
0.49751072,42984.92621,7942.910112,0.0566845,0.0006587,0
0.49752227,42985.92413,7943.908032,0.05665732,0.0006587,0
0.49753387,42986.92637,7944.910272,0.05659609,0.0006587,0
0.49754544,42987.92602,7945.90992,0.05659853,0.0006587,0
0.49755701,42988.92566,7946.909568,0.05655452,0.0006587,0
0.49756857,42989.92445,7947.908352,0.05652056,0.0006587,0
0.49758014,42990.9241,7948.908,0.05649495,0.0006587,0
0.49759171,42991.92374,7949.907648,0.05646247,0.0006587,0
0.4976033,42992.92512,7950.909024,0.05646132,0.0006587,0
0.49761487,42993.92477,7951.908672,0.05640886,0.0006587,0
0.49762644,42994.92442,7952.90832,0.05636162,0.0006587,0
0.49763803,42995.92579,7953.909696,0.05636426,0.0006587,0
0.4976496,42996.92544,7954.909344,0.05631063,0.0006587,0
0.49766116,42997.92422,7955.908128,0.05633567,0.0006587,0
0.49767273,42998.92387,7956.907776,0.05631236,0.0006587,0
0.49768432,42999.92525,7957.909152,0.05626323,0.0006587,0
0.49769589,43000.9249,7958.9088,0.05623902,0.0006587,0
0.49770746,43001.92454,7959.908448,0.05622518,0.0006587,0
0.49771905,43002.92592,7960.909824,0.05618613,0.0006587,0
0.49773062,43003.92557,7961.909472,0.0561418,0.0006587,0
0.49774218,43004.92435,7962.908256,0.05619515,0.0006587,0
0.49775375,43005.924,7963.907904,0.05614332,0.0006587,0
0.49776534,43006.92538,7964.90928,0.0561153,0.0006587,0
0.49777691,43007.92502,7965.908928,0.05610506,0.0006587,0
0.49778848,43008.92467,7966.908576,0.05606782,0.0006587,0
0.49780005,43009.92432,7967.908224,0.05602849,0.0006587,0
0.49781164,43010.9257,7968.9096,0.05602842,0.0006587,0
0.4978232,43011.92448,7969.908384,0.05604897,0.0006587,0
0.49783477,43012.92413,7970.908032,0.0559839,0.0006587,0
0.49784636,43013.9255,7971.909408,0.0559766,0.0006587,0
0.49785794,43014.92602,7972.90992,0.05594389,0.0006587,0
0.49786951,43015.92566,7973.909568,0.05594481,0.0006587,0
0.49788107,43016.92445,7974.908352,0.05594298,0.0006587,0
0.49789264,43017.9241,7975.908,0.05588939,0.0006587,0
0.49790423,43018.92547,7976.909376,0.05592138,0.0006587,0
0.4979158,43019.92512,7977.909024,0.05586619,0.0006587,0
0.49792737,43020.92477,7978.908672,0.05588287,0.0006587,0
0.49793894,43021.92442,7979.90832,0.05585977,0.0006587,0
0.49795053,43022.92579,7980.909696,0.05582624,0.0006587,0
0.49796212,43023.92717,7981.911072,0.05791572,0.0006587,0
0.49797366,43024.92422,7982.908128,0.02217698,0.0006587,0
0.49798525,43025.9256,7983.909504,0.09091163,0.0006587,0
0.49799682,43026.92525,7984.909152,0.05709176,0.0006587,0
0.49800839,43027.9249,7985.9088,0.05744372,0.0006587,0
0.49801995,43028.92368,7986.907584,0.07032412,0.0006587,0
0.49803154,43029.92506,7987.90896,0.08891088,0.0006587,0
0.49804311,43030.9247,7988.908608,0.16104093,0.0006587,0
0.49805468,43031.92435,7989.908256,0.48584083,0.0006587,0
0.49806627,43032.92573,7990.909632,0.53369731,0.0006587,0
0.49807784,43033.92538,7991.90928,0.43457609,0.0006587,0
0.49808941,43034.92502,7992.908928,0.22853887,0.0006587,0
0.49810097,43035.92381,7993.907712,0.2500079,0.0006587,0
0.49811256,43036.92518,7994.909088,0.56458974,0.0006587,0
0.49812413,43037.92483,7995.908736,0.58027154,0.0006587,0
0.4981357,43038.92448,7996.908384,0.43750003,0.0006587,0
0.49814727,43039.92413,7997.908032,0.12968819,0.0006587,0
0.49815886,43040.9255,7998.909408,0.12920786,0.0006587,0
0.49817043,43041.92515,7999.909056,-0.06676677,0.0006587,0
0.49818199,43042.92394,8000.90784,-0.04871498,0.0006587,0
0.49819358,43043.92531,8001.909216,-0.09270018,0.0006587,0
0.49820515,43044.92496,8002.908864,-0.15253846,0.0006587,0
0.49821672,43045.92461,8003.908512,0.58417404,0.0006587,0
0.49822829,43046.92426,8004.90816,0.58275431,0.0006587,0
0.49823988,43047.92563,8005.909536,0.57884616,0.0006587,0
0.49825145,43048.92528,8006.909184,0.57966489,0.0006587,0
0.49826302,43049.92493,8007.908832,0.57362509,0.0006587,0
0.49827459,43050.92458,8008.90848,0.57158273,0.0006587,0
0.49828616,43051.92422,8009.908128,0.57525289,0.0006587,0
0.49829775,43052.9256,8010.909504,0.57625091,0.0006587,0
0.49830932,43053.92525,8011.909152,0.5771395,0.0006587,0
0.49832088,43054.92403,8012.907936,0.57862234,0.0006587,0
0.49833247,43055.92541,8013.909312,0.58011258,0.0006587,0
0.49834404,43056.92506,8014.90896,0.5004487,0.0006587,0
0.49835561,43057.9247,8015.908608,-0.23606373,0.0006587,0
0.49836718,43058.92435,8016.908256,-0.10092334,0.0006587,0
0.49837875,43059.924,8017.907904,0.14372951,0.0006587,0
0.49839034,43060.92538,8018.90928,0.08425994,0.0006587,0
0.49840191,43061.92502,8019.908928,0.51380944,0.0006587,0
0.49841348,43062.92467,8020.908576,0.20201813,0.0006587,0
0.49842505,43063.92432,8021.908224,-0.09252661,0.0006587,0
0.49843664,43064.9257,8022.9096,0.5043242,0.0006587,0
0.49844819,43065.92362,8023.90752,0.51450616,0.0006587,0
0.49845978,43066.92499,8024.908896,0.36614028,0.0006587,0
0.49847134,43067.92378,8025.90768,0.11460244,0.0006587,0
0.49848291,43068.92342,8026.907328,0.56930524,0.0006587,0
0.4984945,43069.9248,8027.908704,0.40745553,0.0006587,0
0.49850607,43070.92445,8028.908352,0.15161495,0.0006587,0
0.49851764,43071.9241,8029.908,0.21987088,0.0006587,0
0.49852921,43072.92374,8030.907648,0.22399871,0.0006587,0
0.49854077,43073.92253,8031.906432,0.18463713,0.0006587,0
0.49855237,43074.92477,8032.908672,0.1834508,0.0006587,0
0.49856393,43075.92355,8033.907456,0.17504835,0.0006587,0
0.4985755,43076.9232,8034.907104,0.24590206,0.0006587,0
0.49858708,43077.92371,8035.907616,0.25107038,0.0006587,0
0.49859865,43078.92336,8036.907264,0.13196199,0.0006587,0
0.49861024,43079.92474,8037.90864,0.27793059,0.0006587,0
0.49862181,43080.92438,8038.908288,0.15634178,0.0006587,0
0.49863337,43081.92317,8039.907072,0.13212878,0.0006587,0
0.49864494,43082.92282,8040.90672,0.12240748,0.0006587,0
0.49865652,43083.92333,8041.907232,0.10970921,0.0006587,0
0.49866809,43084.92298,8042.90688,0.11717952,0.0006587,0
0.49867966,43085.92262,8043.906528,0.11020055,0.0006587,0
0.49869124,43086.92314,8044.90704,0.11558095,0.0006587,0
0.49870281,43087.92278,8045.906688,0.11169437,0.0006587,0
0.49871438,43088.92243,8046.906336,0.11178186,0.0006587,0
0.49872597,43089.92381,8047.907712,0.11077322,0.0006587,0
0.49873754,43090.92346,8048.90736,0.11208584,0.0006587,0
0.49874911,43091.9231,8049.907008,0.11013464,0.0006587,0
0.49876068,43092.92275,8050.906656,0.11832947,0.0006587,0
0.49877224,43093.92154,8051.90544,0.12474474,0.0006587,0
0.49878383,43094.92291,8052.906816,0.10888388,0.0006587,0
0.4987954,43095.92256,8053.906464,0.11177931,0.0006587,0
0.49880697,43096.92221,8054.906112,0.10361243,0.0006587,0
0.49881854,43097.92186,8055.90576,0.11393321,0.0006587,0
0.49883013,43098.92323,8056.907136,0.20152625,0.0006587,0
0.49884169,43099.92202,8057.90592,0.25351602,0.0006587,0
0.49885326,43100.92166,8058.905568,0.37049639,0.0006587,0
0.49886483,43101.92131,8059.905216,0.00704022,0.0006587,0
0.49887642,43102.92269,8060.906592,0.12260383,0.0006587,0
0.49888799,43103.92234,8061.90624,0.29435086,0.0006587,0
0.49889956,43104.92198,8062.905888,0.20955169,0.0006587,0
0.49891113,43105.92163,8063.905536,0.14184631,0.0006587,0
0.49892272,43106.92301,8064.906912,0.11640508,0.0006587,0
0.49893429,43107.92266,8065.90656,0.1167352,0.0006587,0
0.49894585,43108.92144,8066.905344,0.13745064,0.0006587,0
0.49895744,43109.92282,8067.90672,0.13323139,0.0006587,0
0.49896899,43110.92074,8068.90464,0.1198926,0.0006587,0
0.49898058,43111.92211,8069.906016,0.11909629,0.0006587,0
0.49899215,43112.92176,8070.905664,0.11362307,0.0006587,0
0.49900372,43113.92141,8071.905312,0.11320827,0.0006587,0
0.49901529,43114.92106,8072.90496,0.10537577,0.0006587,0
0.49902688,43115.92243,8073.906336,0.11013053,0.0006587,0
0.49903845,43116.92208,8074.905984,0.12032375,0.0006587,0
0.49905001,43117.92086,8075.904768,0.14944878,0.0006587,0
0.49906159,43118.92138,8076.90528,0.11980378,0.0006587,0
0.49907316,43119.92102,8077.904928,0.14873125,0.0006587,0
0.49908475,43120.9224,8078.906304,0.23509626,0.0006587,0
0.49909631,43121.92118,8079.905088,0.26050892,0.0006587,0
0.49910788,43122.92083,8080.904736,0.2680724,0.0006587,0
0.49911947,43123.92221,8081.906112,0.30220112,0.0006587,0
0.49913104,43124.92186,8082.90576,0.2961871,0.0006587,0
0.4991426,43125.92064,8083.904544,0.32017544,0.0006587,0
0.49915417,43126.92029,8084.904192,0.30664691,0.0006587,0
0.49916574,43127.91994,8085.90384,0.31834096,0.0006587,0
0.49917733,43128.92131,8086.905216,0.28185174,0.0006587,0
0.4991889,43129.92096,8087.904864,0.25831753,0.0006587,0
0.49920047,43130.92061,8088.904512,0.29052272,0.0006587,0
0.49921204,43131.92026,8089.90416,0.21591704,0.0006587,0
0.49922361,43132.9199,8090.903808,0.2532253,0.0006587,0
0.4992352,43133.92128,8091.905184,0.24602732,0.0006587,0
0.49924677,43134.92093,8092.904832,0.21481746,0.0006587,0
0.49925833,43135.91971,8093.903616,0.18262471,0.0006587,0
0.49926992,43136.92109,8094.904992,0.19236811,0.0006587,0
0.49928149,43137.92074,8095.90464,0.20459297,0.0006587,0
0.49929305,43138.91952,8096.903424,0.13909088,0.0006587,0
0.49930462,43139.91917,8097.903072,0.20519178,0.0006587,0
0.49931622,43140.92141,8098.905312,0.22929049,0.0006587,0
0.49932778,43141.92019,8099.904096,0.26909247,0.0006587,0
0.49933935,43142.91984,8100.903744,0.21165998,0.0006587,0
0.49935091,43143.91862,8101.902528,0.26291031,0.0006587,0
0.4993625,43144.92,8102.903904,0.25218686,0.0006587,0
0.49937407,43145.91965,8103.903552,0.19990391,0.0006587,0
0.49938564,43146.9193,8104.9032,0.15628859,0.0006587,0
0.49939721,43147.91894,8105.902848,0.30833513,0.0006587,0
0.4994088,43148.92032,8106.904224,0.34493521,0.0006587,0
0.49942037,43149.91997,8107.903872,0.31607676,0.0006587,0
0.49943193,43150.91875,8108.902656,0.28098762,0.0006587,0
0.49944352,43151.92013,8109.904032,0.29018763,0.0006587,0
0.49945509,43152.91978,8110.90368,0.21219942,0.0006587,0
0.49946665,43153.91856,8111.902464,0.13674471,0.0006587,0
0.49947824,43154.91994,8112.90384,0.27718687,0.0006587,0
0.49948981,43155.91958,8113.903488,0.24268509,0.0006587,0
0.4995014,43156.92096,8114.904864,0.25011069,0.0006587,0
0.49951294,43157.91802,8115.90192,0.27009377,0.0006587,0
0.49952453,43158.91939,8116.903296,0.28206375,0.0006587,0
0.49953612,43159.92077,8117.904672,0.33861873,0.0006587,0
0.49954767,43160.91869,8118.902592,0.37931225,0.0006587,0
0.49955924,43161.91834,8119.90224,0.3713533,0.0006587,0
0.49957081,43162.91798,8120.901888,0.28887925,0.0006587,0
0.4995824,43163.91936,8121.903264,0.25861824,0.0006587,0
0.49959399,43164.92074,8122.90464,0.32477382,0.0006587,0
0.49960553,43165.91779,8123.901696,0.30250078,0.0006587,0
0.49961712,43166.91917,8124.903072,0.23782851,0.0006587,0
0.49962869,43167.91882,8125.90272,0.16077237,0.0006587,0
0.49964026,43168.91846,8126.902368,0.17391844,0.0006587,0
0.49965183,43169.91811,8127.902016,0.18561053,0.0006587,0
0.49966342,43170.91949,8128.903392,0.19971935,0.0006587,0
0.49967499,43171.91914,8129.90304,0.2081936,0.0006587,0
0.49968655,43172.91792,8130.901824,0.21448536,0.0006587,0
0.49969815,43173.92016,8131.904064,0.22530946,0.0006587,0
0.49970971,43174.91894,8132.902848,0.22972006,0.0006587,0
0.49972128,43175.91859,8133.902496,0.23559685,0.0006587,0
0.49973285,43176.91824,8134.902144,0.27841812,0.0006587,0
0.49974442,43177.91789,8135.901792,0.427118,0.0006587,0
0.49975599,43178.91754,8136.90144,0.38050061,0.0006587,0
0.49976758,43179.91891,8137.902816,0.40352055,0.0006587,0
0.49977915,43180.91856,8138.902464,0.44048405,0.0006587,0
0.49979071,43181.91734,8139.901248,0.43789101,0.0006587,0
0.49980228,43182.91699,8140.900896,0.43842685,0.0006587,0
0.49981385,43183.91664,8141.900544,0.43092209,0.0006587,0
0.49982545,43184.91888,8142.902784,0.24935032,0.0006587,0
0.49983701,43185.91766,8143.901568,0.21865429,0.0006587,0
0.49984858,43186.91731,8144.901216,0.27354795,0.0006587,0
0.49986015,43187.91696,8145.900864,0.35246816,0.0006587,0
0.49987172,43188.91661,8146.900512,0.30846843,0.0006587,0
0.49988331,43189.91798,8147.901888,0.34310684,0.0006587,0
0.49989488,43190.91763,8148.901536,0.40672022,0.0006587,0
0.49990645,43191.91728,8149.901184,0.39998829,0.0006587,0
0.49991802,43192.91693,8150.900832,0.41041976,0.0006587,0
0.49992959,43193.91658,8151.90048,0.40580595,0.0006587,0
0.49994117,43194.91709,8152.900992,0.38105649,0.0006587,0
0.49995274,43195.91674,8153.90064,0.33281478,0.0006587,0
0.49996431,43196.91638,8154.900288,0.32987514,0.0006587,0
0.4999759,43197.91776,8155.901664,0.32474536,0.0006587,0
0.49998747,43198.91741,8156.901312,0.33476961,0.0006587,0
0.49999906,43199.91878,8157.902688,0.35350144,0.0006587,0
0.5000106,43200.91584,8158.899744,0.35035557,0.0006587,0
0.50002219,43201.91722,8159.90112,0.38552159,0.0006587,0
0.50003376,43202.91686,8160.900768,0.41952807,0.0006587,0
0.50004533,43203.91651,8161.900416,0.40965965,0.0006587,0
0.5000569,43204.91616,8162.900064,0.42062324,0.0006587,0
0.50006847,43205.91581,8163.899712,0.42255512,0.0006587,0
0.50008006,43206.91718,8164.901088,0.36329913,0.0006587,0
0.50009163,43207.91683,8165.900736,0.27076218,0.0006587,0
0.5001032,43208.91648,8166.900384,0.21041811,0.0006587,0
0.50011476,43209.91526,8167.899168,0.35676289,0.0006587,0
0.50012635,43210.91664,8168.900544,0.35592282,0.0006587,0
0.50013792,43211.91629,8169.900192,0.46073827,0.0006587,0
0.50014949,43212.91594,8170.89984,0.3685984,0.0006587,0
0.50016106,43213.91558,8171.899488,0.37380376,0.0006587,0
0.50017265,43214.91696,8172.900864,0.38910794,0.0006587,0
0.50018421,43215.91574,8173.899648,0.37490478,0.0006587,0
0.50019579,43216.91626,8174.90016,0.38170683,0.0006587,0
0.50020736,43217.9159,8175.899808,0.09664882,0.0006587,0
0.50021894,43218.91642,8176.90032,0.15277177,0.0006587,0
0.5002305,43219.9152,8177.899104,0.23051652,0.0006587,0
0.50024207,43220.91485,8178.898752,0.26921311,0.0006587,0
0.50025366,43221.91622,8179.900128,0.29979658,0.0006587,0
0.50026523,43222.91587,8180.899776,0.32064345,0.0006587,0
0.5002768,43223.91552,8181.899424,0.33316776,0.0006587,0
0.50028837,43224.91517,8182.899072,0.34405741,0.0006587,0
0.50029996,43225.91654,8183.900448,0.35110146,0.0006587,0
0.50031152,43226.91533,8184.899232,0.35861775,0.0006587,0
0.50032309,43227.91498,8185.89888,0.36364496,0.0006587,0
0.50033467,43228.91549,8186.899392,0.36581901,0.0006587,0
0.50034623,43229.91427,8187.898176,0.36739016,0.0006587,0
0.50035782,43230.91565,8188.899552,0.3687833,0.0006587,0
0.50036939,43231.9153,8189.8992,0.3661513,0.0006587,0
0.50038096,43232.91494,8190.898848,0.36618158,0.0006587,0
0.50039253,43233.91459,8191.898496,0.36432832,0.0006587,0
0.5004041,43234.91424,8192.898144,0.35862651,0.0006587,0
0.50041569,43235.91562,8193.89952,0.35019946,0.0006587,0
0.50042726,43236.91526,8194.899168,0.34912521,0.0006587,0
0.50043882,43237.91405,8195.897952,0.34754893,0.0006587,0
0.50045039,43238.9137,8196.8976,0.35061494,0.0006587,0
0.50046197,43239.91421,8197.898112,0.34904769,0.0006587,0
0.50047354,43240.91386,8198.89776,0.34847367,0.0006587,0
0.50048512,43241.91437,8199.898272,0.34970334,0.0006587,0
0.50049671,43242.91574,8200.899648,0.35058406,0.0006587,0
0.50050827,43243.91453,8201.898432,0.35193086,0.0006587,0
0.50051984,43244.91418,8202.89808,0.35318258,0.0006587,0
0.50053141,43245.91382,8203.897728,0.35588703,0.0006587,0
0.500543,43246.9152,8204.899104,0.35668102,0.0006587,0
0.50055457,43247.91485,8205.898752,0.35709423,0.0006587,0
0.50056613,43248.91363,8206.897536,0.35643995,0.0006587,0
0.5005777,43249.91328,8207.897184,0.35662222,0.0006587,0
0.50058929,43250.91466,8208.89856,0.35450906,0.0006587,0
0.50060086,43251.9143,8209.898208,0.35489699,0.0006587,0
0.50061242,43252.91309,8210.896992,0.35166794,0.0006587,0
0.50062402,43253.91533,8211.899232,0.35226414,0.0006587,0
0.50063558,43254.91411,8212.898016,0.35074705,0.0006587,0
0.50064715,43255.91376,8213.897664,0.34968603,0.0006587,0
0.50065871,43256.91254,8214.896448,0.35114014,0.0006587,0
0.5006703,43257.91392,8215.897824,0.34897014,0.0006587,0
0.50068187,43258.91357,8216.897472,0.34474379,0.0006587,0
0.50069344,43259.91322,8217.89712,0.34003931,0.0006587,0
0.50070501,43260.91286,8218.896768,0.33361623,0.0006587,0
