Day fraction since midnight on 10/27/2019,Time (seconds),Time (seconds since start),Coag Flow mL/s (),Water Flow mL/s (),Turbidity ()
start expt w/o fluoride probe,,,,,
0.43375021,37476.01814,2434.002048,0.001317,0.654083,0.62527901
0.43376179,37477.01866,2435.00256,0.001317,0.654083,0.62370944
0.43377335,37478.01744,2436.001344,0.001317,0.654083,0.62370944
0.43378492,37479.01709,2437.000992,0.001317,0.654083,0.62370944
0.43379651,37480.01846,2438.002368,0.001317,0.654083,0.62370944
0.43380808,37481.01811,2439.002016,0.001317,0.654083,0.62370944
0.43381965,37482.01776,2440.001664,0.001317,0.654083,0.60704517
0.43383122,37483.01741,2441.001312,0.001317,0.654083,0.60704517
0.43384279,37484.01706,2442.00096,0.001317,0.654083,0.60704517
0.43385438,37485.01843,2443.002336,0.001317,0.654083,0.60704517
0.43386595,37486.01808,2444.001984,0.001317,0.654083,0.60704517
0.43387754,37487.01946,2445.00336,0.001317,0.654083,0.60704517
0.43388911,37488.0191,2446.003008,0.001317,0.654083,0.54891694
0.43390068,37489.01875,2447.002656,0.001317,0.654083,0.54891694
0.43391224,37490.01754,2448.00144,0.001317,0.654083,0.54891694
0.43392381,37491.01718,2449.001088,0.001317,0.654083,0.54891694
0.43393539,37492.0177,2450.0016,0.001317,0.654083,0.54891694
0.43394698,37493.01907,2451.002976,0.001317,0.654083,0.5579958
0.43395853,37494.01699,2452.000896,0.001317,0.654083,0.5579958
0.43397012,37495.01837,2453.002272,0.001317,0.654083,0.5579958
0.43398169,37496.01802,2454.00192,0.001317,0.654083,0.5579958
0.43399326,37497.01766,2455.001568,0.001317,0.654083,0.5579958
0.43400485,37498.01904,2456.002944,0.001317,0.654083,0.53683794
0.43401642,37499.01869,2457.002592,0.001317,0.654083,0.53683794
0.43402798,37500.01747,2458.001376,0.001317,0.654083,0.53683794
0.43403955,37501.01712,2459.001024,0.001317,0.654083,0.53683794
0.43405113,37502.01763,2460.001536,0.001317,0.654083,0.53683794
0.4340627,37503.01728,2461.001184,0.001317,0.654083,0.70633101
0.43407428,37504.01779,2462.001696,0.001317,0.654083,0.70633101
0.43408585,37505.01744,2463.001344,0.001317,0.654083,0.70633101
0.43409745,37506.01968,2464.003584,0.001317,0.654083,0.70633101
0.434109,37507.0176,2465.001504,0.001317,0.654083,0.70633101
0.43412057,37508.01725,2466.001152,0.001317,0.654083,0.64017409
0.43413216,37509.01862,2467.002528,0.001317,0.654083,0.64017409
0.43414373,37510.01827,2468.002176,0.001317,0.654083,0.64017409
0.43415531,37511.01878,2469.002688,0.001317,0.654083,0.64017409
0.43416687,37512.01757,2470.001472,0.001317,0.654083,0.64017409
0.43417844,37513.01722,2471.00112,0.001317,0.654083,0.54680777
0.43419003,37514.01859,2472.002496,0.001317,0.654083,0.54680777
0.4342016,37515.01824,2473.002144,0.001317,0.654083,0.54680777
0.43421317,37516.01789,2474.001792,0.001317,0.654083,0.54680777
0.43422475,37517.0184,2475.002304,0.001317,0.654083,0.54680777
0.43423632,37518.01805,2476.001952,0.001317,0.654083,0.6686675
0.43424789,37519.0177,2477.0016,0.001317,0.654083,0.6686675
0.43425946,37520.01734,2478.001248,0.001317,0.654083,0.6686675
0.43427105,37521.01872,2479.002624,0.001317,0.654083,0.6686675
0.43428262,37522.01837,2480.002272,0.001317,0.654083,0.6686675
0.43429419,37523.01802,2481.00192,0.001317,0.654083,1.06453466
0.43430576,37524.01766,2482.001568,0.001317,0.654083,1.06453466
0.43431735,37525.01904,2483.002944,0.001317,0.654083,1.06453466
0.43432891,37526.01782,2484.001728,0.001317,0.654083,1.06453466
0.43434048,37527.01747,2485.001376,0.001317,0.654083,1.06453466
0.43435207,37528.01885,2486.002752,0.001317,0.654083,1.10724461
0.43436364,37529.0185,2487.0024,0.001317,0.654083,1.10724461
0.43437521,37530.01814,2488.002048,0.001317,0.654083,1.10724461
0.43438678,37531.01779,2489.001696,0.001317,0.654083,1.10724461
0.43439837,37532.01917,2490.003072,0.001317,0.654083,1.10724461
0.43440993,37533.01795,2491.001856,0.001317,0.654083,1.01421607
0.4344215,37534.0176,2492.001504,0.001317,0.654083,1.01421607
0.43443307,37535.01725,2493.001152,0.001317,0.654083,1.01421607
0.43444464,37536.0169,2494.0008,0.001317,0.654083,1.01421607
0.43445623,37537.01827,2495.002176,0.001317,0.654083,1.01421607
0.4344678,37538.01792,2496.001824,0.001317,0.654083,1.00450921
0.43447937,37539.01757,2497.001472,0.001317,0.654083,1.00450921
0.43449095,37540.01808,2498.001984,0.001317,0.654083,1.00450921
0.43450251,37541.01686,2499.000768,0.001317,0.654083,1.00450921
0.4345141,37542.01824,2500.002144,0.001317,0.654083,1.00450921
0.43452568,37543.01875,2501.002656,0.001317,0.654083,1.0488013
0.43453725,37544.0184,2502.002304,0.001317,0.654083,1.0488013
0.43454881,37545.01718,2503.001088,0.001317,0.654083,1.0488013
0.43456038,37546.01683,2504.000736,0.001317,0.654083,1.0488013
0.43457197,37547.01821,2505.002112,0.001317,0.654083,1.0488013
0.43458354,37548.01786,2506.00176,0.001317,0.654083,0.76441276
0.43459511,37549.0175,2507.001408,0.001317,0.654083,0.76441276
0.43460668,37550.01715,2508.001056,0.001317,0.654083,0.76441276
0.43461825,37551.0168,2509.000704,0.001317,0.654083,0.76441276
0.43462984,37552.01818,2510.00208,0.001317,0.654083,0.76441276
0.43464141,37553.01782,2511.001728,0.001317,0.654083,1.02927077
0.43465301,37554.02006,2512.003968,0.001317,0.654083,1.02927077
0.43466455,37555.01712,2513.001024,0.001317,0.654083,1.02927077
0.43467613,37556.01763,2514.001536,0.001317,0.654083,1.02927077
0.43468772,37557.01901,2515.002912,0.001317,0.654083,1.02927077
0.43469927,37558.01693,2516.000832,0.001317,0.654083,1.28758657
0.43471086,37559.0183,2517.002208,0.001317,0.654083,1.28758657
0.43472243,37560.01795,2518.001856,0.001317,0.654083,1.28758657
0.434734,37561.0176,2519.001504,0.001317,0.654083,1.28758657
0.43474559,37562.01898,2520.00288,0.001317,0.654083,1.28758657
0.43475716,37563.01862,2521.002528,0.001317,0.654083,1.39289308
0.43476873,37564.01827,2522.002176,0.001317,0.654083,1.39289308
0.4347803,37565.01792,2523.001824,0.001317,0.654083,1.39289308
0.43479189,37566.0193,2524.0032,0.001317,0.654083,1.39289308
0.43480346,37567.01894,2525.002848,0.001317,0.654083,1.39289308
0.43481503,37568.01859,2526.002496,0.001317,0.654083,1.27767491
0.43482662,37569.01997,2527.003872,0.001317,0.654083,1.27767491
0.43483816,37570.01702,2528.000928,0.001317,0.654083,1.27767491
0.43484975,37571.0184,2529.002304,0.001317,0.654083,1.27767491
0.43486132,37572.01805,2530.001952,0.001317,0.654083,1.27767491
0.4348729,37573.01856,2531.002464,0.001317,0.654083,1.13483644
0.43488447,37574.01821,2532.002112,0.001317,0.654083,1.13483644
0.43489605,37575.01872,2533.002624,0.001317,0.654083,1.13483644
0.43490764,37576.0201,2534.004,0.001317,0.654083,1.13483644
0.43491918,37577.01715,2535.001056,0.001317,0.654083,1.13483644
0.43493077,37578.01853,2536.002432,0.001317,0.654083,1.03977382
0.43494234,37579.01818,2537.00208,0.001317,0.654083,1.03977382
0.43495391,37580.01782,2538.001728,0.001317,0.654083,1.03977382
0.43496547,37581.01661,2539.000512,0.001317,0.654083,1.03977382
0.43497706,37582.01798,2540.001888,0.001317,0.654083,1.03977382
0.43498863,37583.01763,2541.001536,0.001317,0.654083,1.12240386
0.4350002,37584.01728,2542.001184,0.001317,0.654083,1.12240386
0.43501179,37585.01866,2543.00256,0.001317,0.654083,1.12240386
0.43502336,37586.0183,2544.002208,0.001317,0.654083,1.12240386
0.43503493,37587.01795,2545.001856,0.001317,0.654083,1.12240386
0.4350465,37588.0176,2546.001504,0.001317,0.654083,0.99521941
0.43505809,37589.01898,2547.00288,0.001317,0.654083,0.99521941
0.43506965,37590.01776,2548.001664,0.001317,0.654083,0.99521941
0.43508123,37591.01827,2549.002176,0.001317,0.654083,0.99521941
0.43509282,37592.01965,2550.003552,0.001317,0.654083,0.99521941
0.43510439,37593.0193,2551.0032,0.001317,0.654083,1.77390182
0.43511596,37594.01894,2552.002848,0.001317,0.654083,1.77390182
0.43512752,37595.01773,2553.001632,0.001317,0.654083,1.77390182
0.43513909,37596.01738,2554.00128,0.001317,0.654083,1.77390182
0.43515066,37597.01702,2555.000928,0.001317,0.654083,1.77390182
0.43516224,37598.01754,2556.00144,0.001317,0.654083,1.69683158
0.43517383,37599.01891,2557.002816,0.001317,0.654083,1.69683158
0.4351854,37600.01856,2558.002464,0.001317,0.654083,1.69683158
0.43519697,37601.01821,2559.002112,0.001317,0.654083,1.69683158
0.43520854,37602.01786,2560.00176,0.001317,0.654083,1.69683158
0.43522011,37603.0175,2561.001408,0.001317,0.654083,1.63292491
0.4352317,37604.01888,2562.002784,0.001317,0.654083,1.63292491
0.43524326,37605.01766,2563.001568,0.001317,0.654083,1.63292491
0.43525483,37606.01731,2564.001216,0.001317,0.654083,1.63292491
0.4352664,37607.01696,2565.000864,0.001317,0.654083,1.63292491
0.43527799,37608.01834,2566.00224,0.001317,0.654083,2.10634089
0.43528957,37609.01885,2567.002752,0.001317,0.654083,2.10634089
0.43530113,37610.01763,2568.001536,0.001317,0.654083,2.10634089
0.4353127,37611.01728,2569.001184,0.001317,0.654083,2.10634089
0.43532428,37612.01779,2570.001696,0.001317,0.654083,2.10634089
0.43533585,37613.01744,2571.001344,0.001317,0.654083,2.03066897
0.43534744,37614.01882,2572.00272,0.001317,0.654083,2.03066897
0.43535901,37615.01846,2573.002368,0.001317,0.654083,2.03066897
0.43537058,37616.01811,2574.002016,0.001317,0.654083,2.03066897
0.43538215,37617.01776,2575.001664,0.001317,0.654083,2.03066897
0.43539372,37618.01741,2576.001312,0.001317,0.654083,1.63929605
0.43540531,37619.01878,2577.002688,0.001317,0.654083,1.63929605
0.43541687,37620.01757,2578.001472,0.001317,0.654083,1.63929605
0.43542844,37621.01722,2579.00112,0.001317,0.654083,1.63929605
0.43544003,37622.01859,2580.002496,0.001317,0.654083,1.63929605
0.4354516,37623.01824,2581.002144,0.001317,0.654083,1.47758722
0.43546317,37624.01789,2582.001792,0.001317,0.654083,1.47758722
0.43547476,37625.01926,2583.003168,0.001317,0.654083,1.47758722
0.43548634,37626.01978,2584.00368,0.001317,0.654083,1.47758722
0.4354979,37627.01856,2585.002464,0.001317,0.654083,1.47758722
0.43550947,37628.01821,2586.002112,0.001317,0.654083,1.4788022
0.43552104,37629.01786,2587.00176,0.001317,0.654083,1.4788022
0.43553261,37630.0175,2588.001408,0.001317,0.654083,1.4788022
0.43554418,37631.01715,2589.001056,0.001317,0.654083,1.4788022
0.43555575,37632.0168,2590.000704,0.001317,0.654083,1.4788022
0.43556734,37633.01818,2591.00208,0.001317,0.654083,1.53416884
0.43557891,37634.01782,2592.001728,0.001317,0.654083,1.53416884
0.43559048,37635.01747,2593.001376,0.001317,0.654083,1.53416884
0.43560205,37636.01712,2594.001024,0.001317,0.654083,1.53416884
0.43561364,37637.0185,2595.0024,0.001317,0.654083,1.53416884
0.43562522,37638.01901,2596.002912,0.001317,0.654083,1.34031355
0.43563679,37639.01866,2597.00256,0.001317,0.654083,1.34031355
0.43564835,37640.01744,2598.001344,0.001317,0.654083,1.34031355
0.43565992,37641.01709,2599.000992,0.001317,0.654083,1.34031355
0.43567149,37642.01674,2600.00064,0.001317,0.654083,1.34031355
0.43568309,37643.01898,2601.00288,0.001317,0.654083,1.75172353
0.43569465,37644.01776,2602.001664,0.001317,0.654083,1.75172353
0.43570622,37645.01741,2603.001312,0.001317,0.654083,1.75172353
0.43571781,37646.01878,2604.002688,0.001317,0.654083,1.75172353
0.43572938,37647.01843,2605.002336,0.001317,0.654083,1.75172353
0.43574095,37648.01808,2606.001984,0.001317,0.654083,1.3768239
0.43575252,37649.01773,2607.001632,0.001317,0.654083,1.3768239
0.43576411,37650.0191,2608.003008,0.001317,0.654083,1.3768239
0.43577568,37651.01875,2609.002656,0.001317,0.654083,1.3768239
0.43578725,37652.0184,2610.002304,0.001317,0.654083,1.3768239
0.43579882,37653.01805,2611.001952,0.001317,0.654083,1.69278502
0.43581039,37654.0177,2612.0016,0.001317,0.654083,1.69278502
0.43582198,37655.01907,2613.002976,0.001317,0.654083,1.69278502
0.43583355,37656.01872,2614.002624,0.001317,0.654083,1.69278502
0.43584512,37657.01837,2615.002272,0.001317,0.654083,1.69278502
0.43585671,37658.01974,2616.003648,0.001317,0.654083,1.54109359
0.43586825,37659.0168,2617.000704,0.001317,0.654083,1.54109359
0.43587984,37660.01818,2618.00208,0.001317,0.654083,1.54109359
0.43589141,37661.01782,2619.001728,0.001317,0.654083,1.54109359
0.43590298,37662.01747,2620.001376,0.001317,0.654083,1.54109359
0.43591457,37663.01885,2621.002752,0.001317,0.654083,1.73482883
0.43592614,37664.0185,2622.0024,0.001317,0.654083,1.73482883
0.43593771,37665.01814,2623.002048,0.001317,0.654083,1.73482883
0.43594928,37666.01779,2624.001696,0.001317,0.654083,1.73482883
0.43596084,37667.01658,2625.00048,0.001317,0.654083,1.73482883
0.43597244,37668.01882,2626.00272,0.001317,0.654083,2.0336256
0.435984,37669.0176,2627.001504,0.001317,0.654083,2.0336256
0.43599557,37670.01725,2628.001152,0.001317,0.654083,2.0336256
0.43600714,37671.0169,2629.0008,0.001317,0.654083,2.0336256
0.43601873,37672.01827,2630.002176,0.001317,0.654083,2.0336256
0.43603031,37673.01878,2631.002688,0.001317,0.654083,1.83912516
0.43604188,37674.01843,2632.002336,0.001317,0.654083,1.83912516
0.43605344,37675.01722,2633.00112,0.001317,0.654083,1.83912516
0.43606501,37676.01686,2634.000768,0.001317,0.654083,1.83912516
0.4360766,37677.01824,2635.002144,0.001317,0.654083,1.83912516
0.43608817,37678.01789,2636.001792,0.001317,0.654083,2.05733943
0.43609977,37679.02013,2637.004032,0.001317,0.654083,2.05733943
0.43611132,37680.01805,2638.001952,0.001317,0.654083,2.05733943
0.43612288,37681.01683,2639.000736,0.001317,0.654083,2.05733943
0.43613448,37682.01907,2640.002976,0.001317,0.654083,2.05733943
0.43614605,37683.01872,2641.002624,0.001317,0.654083,2.05733943
0.43615762,37684.01837,2642.002272,0.001317,0.654083,2.6942718
0.43616918,37685.01715,2643.001056,0.001317,0.654083,2.6942718
0.43618076,37686.01766,2644.001568,0.001317,0.654083,2.6942718
0.43619233,37687.01731,2645.001216,0.001317,0.654083,2.6942718
0.43620392,37688.01869,2646.002592,0.001317,0.654083,2.6942718
0.43621549,37689.01834,2647.00224,0.001317,0.654083,2.09983373
0.43622708,37690.01971,2648.003616,0.001317,0.654083,2.09983373
0.43623863,37691.01763,2649.001536,0.001317,0.654083,2.09983373
0.4362502,37692.01728,2650.001184,0.001317,0.654083,2.09983373
0.43626179,37693.01866,2651.00256,0.001317,0.654083,2.09983373
0.43627336,37694.0183,2652.002208,0.001317,0.654083,1.75142324
0.43628493,37695.01795,2653.001856,0.001317,0.654083,1.75142324
0.4362965,37696.0176,2654.001504,0.001317,0.654083,1.75142324
0.43630809,37697.01898,2655.00288,0.001317,0.654083,1.75142324
0.43631966,37698.01862,2656.002528,0.001317,0.654083,1.75142324
0.43633123,37699.01827,2657.002176,0.001317,0.654083,2.11530089
0.4363428,37700.01792,2658.001824,0.001317,0.654083,2.11530089
0.43635439,37701.0193,2659.0032,0.001317,0.654083,2.11530089
0.43636595,37702.01808,2660.001984,0.001317,0.654083,2.11530089
0.43637752,37703.01773,2661.001632,0.001317,0.654083,2.11530089
0.43638909,37704.01738,2662.00128,0.001317,0.654083,2.17650247
0.43640068,37705.01875,2663.002656,0.001317,0.654083,2.17650247
0.43641225,37706.0184,2664.002304,0.001317,0.654083,2.17650247
0.43642382,37707.01805,2665.001952,0.001317,0.654083,2.17650247
0.43643539,37708.0177,2666.0016,0.001317,0.654083,2.17650247
0.43644698,37709.01907,2667.002976,0.001317,0.654083,2.76183343
0.43645854,37710.01786,2668.00176,0.001317,0.654083,2.76183343
0.43647012,37711.01837,2669.002272,0.001317,0.654083,2.76183343
0.43648169,37712.01802,2670.00192,0.001317,0.654083,2.76183343
0.43649325,37713.0168,2671.000704,0.001317,0.654083,2.76183343
0.43650484,37714.01818,2672.00208,0.001317,0.654083,2.56923985
0.43651641,37715.01782,2673.001728,0.001317,0.654083,2.56923985
0.43652798,37716.01747,2674.001376,0.001317,0.654083,2.56923985
0.43653957,37717.01885,2675.002752,0.001317,0.654083,2.56923985
0.43655112,37718.01677,2676.000672,0.001317,0.654083,2.56923985
0.43656271,37719.01814,2677.002048,0.001317,0.654083,2.58638167
0.4365743,37720.01952,2678.003424,0.001317,0.654083,2.58638167
0.43658585,37721.01744,2679.001344,0.001317,0.654083,2.58638167
0.43659744,37722.01882,2680.00272,0.001317,0.654083,2.58638167
0.436609,37723.0176,2681.001504,0.001317,0.654083,2.58638167
0.43662058,37724.01811,2682.002016,0.001317,0.654083,2.56027818
0.43663214,37725.0169,2683.0008,0.001317,0.654083,2.56027818
0.43664374,37726.01914,2684.00304,0.001317,0.654083,2.56027818
0.43665531,37727.01878,2685.002688,0.001317,0.654083,2.56027818
0.43666687,37728.01757,2686.001472,0.001317,0.654083,2.56027818
0.43667844,37729.01722,2687.00112,0.001317,0.654083,2.89508939
0.43669003,37730.01859,2688.002496,0.001317,0.654083,2.89508939
0.4367016,37731.01824,2689.002144,0.001317,0.654083,2.89508939
0.43671317,37732.01789,2690.001792,0.001317,0.654083,2.89508939
0.43672474,37733.01754,2691.00144,0.001317,0.654083,2.89508939
0.43673631,37734.01718,2692.001088,0.001317,0.654083,4.08551979
0.4367479,37735.01856,2693.002464,0.001317,0.654083,4.08551979
0.43675947,37736.01821,2694.002112,0.001317,0.654083,4.08551979
0.43677103,37737.01699,2695.000896,0.001317,0.654083,4.08551979
0.43678262,37738.01837,2696.002272,0.001317,0.654083,4.08551979
0.43679419,37739.01802,2697.00192,0.001317,0.654083,3.70604825
0.43680576,37740.01766,2698.001568,0.001317,0.654083,3.70604825
0.43681736,37741.0199,2699.003808,0.001317,0.654083,3.70604825
0.4368289,37742.01696,2700.000864,0.001317,0.654083,3.70604825
0.43684049,37743.01834,2701.00224,0.001317,0.654083,3.70604825
0.43685206,37744.01798,2702.001888,0.001317,0.654083,4.70673656
0.43686363,37745.01763,2703.001536,0.001317,0.654083,4.70673656
0.43687523,37746.01987,2704.003776,0.001317,0.654083,4.70673656
0.43688677,37747.01693,2705.000832,0.001317,0.654083,4.70673656
0.43689834,37748.01658,2706.00048,0.001317,0.654083,4.70673656
0.43690993,37749.01795,2707.001856,0.001317,0.654083,5.1351862
0.4369215,37750.0176,2708.001504,0.001317,0.654083,5.1351862
0.43693307,37751.01725,2709.001152,0.001317,0.654083,5.1351862
0.43694466,37752.01862,2710.002528,0.001317,0.654083,5.1351862
0.43695623,37753.01827,2711.002176,0.001317,0.654083,5.1351862
0.43696782,37754.01965,2712.003552,0.001317,0.654083,4.93574619
0.43697937,37755.01757,2713.001472,0.001317,0.654083,4.93574619
0.43699096,37756.01894,2714.002848,0.001317,0.654083,4.93574619
0.43700252,37757.01773,2715.001632,0.001317,0.654083,4.93574619
0.43701409,37758.01738,2716.00128,0.001317,0.654083,4.93574619
0.43702566,37759.01702,2717.000928,0.001317,0.654083,6.57207537
0.43703725,37760.0184,2718.002304,0.001317,0.654083,6.57207537
0.43704882,37761.01805,2719.001952,0.001317,0.654083,6.57207537
0.43706039,37762.0177,2720.0016,0.001317,0.654083,6.57207537
0.43707196,37763.01734,2721.001248,0.001317,0.654083,6.57207537
0.43708355,37764.01872,2722.002624,0.001317,0.654083,7.38371658
0.43709512,37765.01837,2723.002272,0.001317,0.654083,7.38371658
0.43710669,37766.01802,2724.00192,0.001317,0.654083,7.38371658
0.43711826,37767.01766,2725.001568,0.001317,0.654083,7.38371658
0.43712983,37768.01731,2726.001216,0.001317,0.654083,7.38371658
0.43714142,37769.01869,2727.002592,0.001317,0.654083,7.44431257
0.43715299,37770.01834,2728.00224,0.001317,0.654083,7.44431257
0.43716455,37771.01712,2729.001024,0.001317,0.654083,7.44431257
0.43717613,37772.01763,2730.001536,0.001317,0.654083,7.44431257
0.4371877,37773.01728,2731.001184,0.001317,0.654083,7.44431257
0.43719929,37774.01866,2732.00256,0.001317,0.654083,6.03400421
0.43721086,37775.0183,2733.002208,0.001317,0.654083,6.03400421
0.43722242,37776.01709,2734.000992,0.001317,0.654083,6.03400421
0.43723401,37777.01846,2735.002368,0.001317,0.654083,6.03400421
0.43724558,37778.01811,2736.002016,0.001317,0.654083,6.03400421
0.43725715,37779.01776,2737.001664,0.001317,0.654083,7.34470415
0.43726871,37780.01654,2738.000448,0.001317,0.654083,7.34470415
0.4372803,37781.01792,2739.001824,0.001317,0.654083,7.34470415
0.43729187,37782.01757,2740.001472,0.001317,0.654083,7.34470415
0.43730344,37783.01722,2741.00112,0.001317,0.654083,7.34470415
0.43731501,37784.01686,2742.000768,0.001317,0.654083,6.79584599
0.4373266,37785.01824,2743.002144,0.001317,0.654083,6.79584599
0.43733818,37786.01875,2744.002656,0.001317,0.654083,6.79584599
0.43734974,37787.01754,2745.00144,0.001317,0.654083,6.79584599
0.43736132,37788.01805,2746.001952,0.001317,0.654083,6.79584599
0.43737291,37789.01942,2747.003328,0.001317,0.654083,7.51329327
0.43738448,37790.01907,2748.002976,0.001317,0.654083,7.51329327
0.43739605,37791.01872,2749.002624,0.001317,0.654083,7.51329327
0.43740762,37792.01837,2750.002272,0.001317,0.654083,7.51329327
0.43741918,37793.01715,2751.001056,0.001317,0.654083,7.51329327
0.43743075,37794.0168,2752.000704,0.001317,0.654083,7.62966156
0.43744232,37795.01645,2753.000352,0.001317,0.654083,7.62966156
0.43745391,37796.01782,2754.001728,0.001317,0.654083,7.62966156
0.43746548,37797.01747,2755.001376,0.001317,0.654083,7.62966156
0.43747705,37798.01712,2756.001024,0.001317,0.654083,7.62966156
0.43748862,37799.01677,2757.000672,0.001317,0.654083,7.14810562
0.4375002,37800.01728,2758.001184,0.001317,0.654083,7.14810562
0.43751179,37801.01866,2759.00256,0.001317,0.654083,7.14810562
0.43752336,37802.0183,2760.002208,0.001317,0.654083,7.14810562
0.43753493,37803.01795,2761.001856,0.001317,0.654083,7.14810562
0.4375465,37804.0176,2762.001504,0.001317,0.654083,7.47467947
0.43755807,37805.01725,2763.001152,0.001317,0.654083,7.47467947
0.43756966,37806.01862,2764.002528,0.001317,0.654083,7.47467947
0.43758123,37807.01827,2765.002176,0.001317,0.654083,7.47467947
0.4375928,37808.01792,2766.001824,0.001317,0.654083,7.47467947
0.43760436,37809.0167,2767.000608,0.001317,0.654083,7.21149397
0.43761596,37810.01894,2768.002848,0.001317,0.654083,7.21149397
0.43762753,37811.01859,2769.002496,0.001317,0.654083,7.21149397
0.4376391,37812.01824,2770.002144,0.001317,0.654083,7.21149397
0.43765067,37813.01789,2771.001792,0.001317,0.654083,7.21149397
0.43766224,37814.01754,2772.00144,0.001317,0.654083,7.71507978
0.43767383,37815.01891,2773.002816,0.001317,0.654083,7.71507978
0.43768539,37816.0177,2774.0016,0.001317,0.654083,7.71507978
0.43769696,37817.01734,2775.001248,0.001317,0.654083,7.71507978
0.43770853,37818.01699,2776.000896,0.001317,0.654083,7.71507978
0.43772012,37819.01837,2777.002272,0.001317,0.654083,7.16862297
0.43773169,37820.01802,2778.00192,0.001317,0.654083,7.16862297
0.43774326,37821.01766,2779.001568,0.001317,0.654083,7.16862297
0.43775485,37822.01904,2780.002944,0.001317,0.654083,7.16862297
0.4377664,37823.01696,2781.000864,0.001317,0.654083,7.16862297
0.43777799,37824.01834,2782.00224,0.001317,0.654083,8.45090008
0.43778956,37825.01798,2783.001888,0.001317,0.654083,8.45090008
0.43780112,37826.01677,2784.000672,0.001317,0.654083,8.45090008
0.43781271,37827.01814,2785.002048,0.001317,0.654083,8.45090008
0.43782428,37828.01779,2786.001696,0.001317,0.654083,8.45090008
0.43783585,37829.01744,2787.001344,0.001317,0.654083,8.65540504
0.43784742,37830.01709,2788.000992,0.001317,0.654083,8.65540504
0.43785901,37831.01846,2789.002368,0.001317,0.654083,8.65540504
0.43787058,37832.01811,2790.002016,0.001317,0.654083,8.65540504
0.43788215,37833.01776,2791.001664,0.001317,0.654083,8.65540504
0.43789371,37834.01654,2792.000448,0.001317,0.654083,7.66205597
0.43790531,37835.01878,2793.002688,0.001317,0.654083,7.66205597
0.43791688,37836.01843,2794.002336,0.001317,0.654083,7.66205597
0.43792844,37837.01722,2795.00112,0.001317,0.654083,7.66205597
0.43794001,37838.01686,2796.000768,0.001317,0.654083,7.66205597
0.43795159,37839.01738,2797.00128,0.001317,0.654083,8.70538616
0.43796318,37840.01875,2798.002656,0.001317,0.654083,8.70538616
0.43797475,37841.0184,2799.002304,0.001317,0.654083,8.70538616
0.43798631,37842.01718,2800.001088,0.001317,0.654083,8.70538616
0.43799788,37843.01683,2801.000736,0.001317,0.654083,8.70538616
0.43800948,37844.01907,2802.002976,0.001317,0.654083,9.21542835
0.43802104,37845.01786,2803.00176,0.001317,0.654083,9.21542835
0.43803261,37846.0175,2804.001408,0.001317,0.654083,9.21542835
0.43804418,37847.01715,2805.001056,0.001317,0.654083,9.21542835
0.43805577,37848.01853,2806.002432,0.001317,0.654083,9.21542835
0.43806734,37849.01818,2807.00208,0.001317,0.654083,10.33795547
0.43807891,37850.01782,2808.001728,0.001317,0.654083,10.33795547
0.43809048,37851.01747,2809.001376,0.001317,0.654083,10.33795547
0.43810205,37852.01712,2810.001024,0.001317,0.654083,10.33795547
0.43811364,37853.0185,2811.0024,0.001317,0.654083,10.33795547
0.43812521,37854.01814,2812.002048,0.001317,0.654083,9.96289635
0.43813677,37855.01693,2813.000832,0.001317,0.654083,9.96289635
0.43814834,37856.01658,2814.00048,0.001317,0.654083,9.96289635
0.43815993,37857.01795,2815.001856,0.001317,0.654083,9.96289635
0.4381715,37858.0176,2816.001504,0.001317,0.654083,9.96289635
0.43818309,37859.01898,2817.00288,0.001317,0.654083,8.898592
0.43819466,37860.01862,2818.002528,0.001317,0.654083,8.898592
0.43820622,37861.01741,2819.001312,0.001317,0.654083,8.898592
0.43821779,37862.01706,2820.00096,0.001317,0.654083,8.898592
0.43822938,37863.01843,2821.002336,0.001317,0.654083,8.898592
0.43824095,37864.01808,2822.001984,0.001317,0.654083,9.81569099
0.43825251,37865.01686,2823.000768,0.001317,0.654083,9.81569099
0.4382641,37866.01824,2824.002144,0.001317,0.654083,9.81569099
0.43827567,37867.01789,2825.001792,0.001317,0.654083,9.81569099
0.43828727,37868.02013,2826.004032,0.001317,0.654083,9.81569099
0.43829881,37869.01718,2827.001088,0.001317,0.654083,10.0386734
0.43831041,37870.01942,2828.003328,0.001317,0.654083,10.0386734
0.43832195,37871.01648,2829.000384,0.001317,0.654083,10.0386734
0.43833354,37872.01786,2830.00176,0.001317,0.654083,10.0386734
0.43834511,37873.0175,2831.001408,0.001317,0.654083,10.0386734
0.43835668,37874.01715,2832.001056,0.001317,0.654083,105.7564468
0.43836825,37875.0168,2833.000704,0.001317,0.654083,105.7564468
0.43837984,37876.01818,2834.00208,0.001317,0.654083,105.7564468
0.43839141,37877.01782,2835.001728,0.001317,0.654083,105.7564468
0.43840298,37878.01747,2836.001376,0.001317,0.654083,105.7564468
0.43841455,37879.01712,2837.001024,0.001317,0.654083,12.65163612
0.43842614,37880.0185,2838.0024,0.001317,0.654083,12.65163612
0.43843771,37881.01814,2839.002048,0.001317,0.654083,12.65163612
0.43844928,37882.01779,2840.001696,0.001317,0.654083,12.65163612
0.43846084,37883.01658,2841.00048,0.001317,0.654083,12.65163612
0.43847243,37884.01795,2842.001856,0.001317,0.654083,10.91573334
