0.55	0.1964286	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23790039			
0.55	0.19630879	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.27195677		Average Turbidity	11.89301131
0.55	0.19610192	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.27195677			
0.55	0.19581231	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.27195677			
0.55	0.19704114	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.27195677			
0.55	0.19561504	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.27195677			
0.55	0.19534074	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.25434959			
0.55	0.19738124	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.25434959			
0.55	0.19640812	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.25434959			
0.55	0.19524851	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.25434959			
0.55	0.1960205	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.25434959			
0.55	0.19525367	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.268619			
0.55	0.19487222	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.268619			
0.55	0.19594695	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.268619			
0.55	0.1951492	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.268619			
0.55	0.19587556	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.268619			
0.55	0.1970387	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.26093829			
0.55	0.195997	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.26093829			
0.55	0.1959154	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.26093829			
0.55	0.1969929	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.26093829			
0.55	0.1957863	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.26093829			
0.55	0.19619557	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24867953			
0.55	0.19623394	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24867953			
0.55	0.19580653	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24867953			
0.55	0.19641867	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24867953			
0.55	0.19560014	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24867953			
0.55	0.19573304	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24695159			
0.55	0.19534445	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24695159			
0.55	0.19563739	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24695159			
0.55	0.19629027	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24695159			
0.55	0.1955267	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.24695159			
0.55	0.1960552	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23802502			
0.55	0.19572961	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23802502			
0.55	0.19609787	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23802502			
0.55	0.19672772	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23802502			
0.55	0.19559279	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23802502			
0.55	0.196099	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23939021			
0.55	0.19629838	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23939021			
0.55	0.19566695	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23939021			
0.55	0.19516905	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23939021			
0.55	0.19601952	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23939021			
0.55	0.19550855	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23346995			
0.55	0.19610256	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23346995			
0.55	0.19525722	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23346995			
0.55	0.19669145	0.001317	0.654083	41.31050526	3.25185185	8.13333333	0.23346995			
