Coagulant mL/s	Turbidity										
0.0019753	2.70366192										
0.0019753	2.70366192										
0.0019753	2.67623973										
0.0019753	2.67623973										
0.0019753	2.67623973										
0.0019753	2.67623973										
0.0019753	2.67623973										
0.0019753	2.58817697										
0.0019753	2.58817697										
0.0019753	2.58817697										
0.0019753	2.58817697										
0.0019753	2.58817697										
0.0019753	2.46671414										
0.0019753	2.46671414										
0.0019753	2.46671414										
0.0019753	2.46671414										
0.0019753	2.46671414										
0.0019753	2.95888853										
0.0019753	2.95888853										
0.0019753	2.95888853										
0.0019753	2.95888853										
0.0019753	2.95888853										
0.0019753	3.12535572										
0.0019753	3.12535572										
0.0019753	3.12535572										
0.0019753	3.12535572										
0.0019753	3.12535572										
0.0019753	3.043962										
0.0019753	3.043962										
0.0019753	3.043962										
0.0019753	3.043962										
0.0019753	3.043962										
0.0019753	3.043962										
0.0019753	3.40539527										
0.0019753	3.40539527										
0.0019753	3.40539527										
0.0019753	3.40539527										
0.0019753	3.40539527										
0.0019753	4.19878912										
0.0019753	4.19878912										
0.0019753	4.19878912										
0.0019753	4.19878912										
0.0019753	4.19878912										
0.0019753	4.10747004										
0.0019753	4.10747004										
0.0019753	4.10747004										
0.0019753	4.10747004										
0.0019753	4.10747004										
0.0019753	4.1765871										
0.0019753	4.1765871										
0.0019753	4.1765871										
0.0019753	4.1765871										
0.0019753	4.1765871										
0.0019753	3.64307833										
0.0019753	3.64307833										
0.0019753	3.64307833										
0.0019753	3.64307833										
0.0019753	3.64307833										
0.0019753	3.86839509										
0.0019753	3.86839509										
0.0019753	3.86839509										
0.0019753	3.86839509										
0.0019753	3.86839509										
0.0019753	4.22796631										
0.0019753	4.22796631										
0.0019753	4.22796631										
0.0019753	4.22796631										
0.0019753	4.22796631										
0.0019753	3.9645555										
0.0019753	3.9645555										
0.0019753	3.9645555										
0.0019753	3.9645555										
0.0019753	3.9645555										
0.0019753	4.45194626										
0.0019753	4.45194626										
0.0019753	4.45194626										
0.0019753	4.45194626										
0.0019753	4.45194626										
0.0019753	4.14048052										
0.0019753	4.14048052										
0.0019753	4.14048052										
0.0019753	4.14048052										
0.0019753	4.14048052										
0.0019753	3.78107691										
0.0019753	3.78107691										
0.0019753	3.78107691										
0.0019753	3.78107691										
0.0019753	3.78107691										
0.0019753	3.76020789										
0.0019753	3.76020789										
0.0019753	3.76020789										
0.0019753	3.76020789										
0.0019753	3.76020789										
0.0019753	3.97583413										
0.0019753	3.97583413										
0.0019753	3.97583413										
0.0019753	3.97583413										
0.0019753	3.97583413										
0.0019753	4.54708481										
0.0019753	4.54708481										
0.0019753	4.54708481										
0.0019753	4.54708481										
0.0019753	4.54708481										
0.0019753	4.37605143										
0.0019753	4.37605143										
0.0019753	4.37605143										
0.0019753	4.37605143										
0.0019753	4.37605143										
0.0019753	4.21536684										
0.0019753	4.21536684										
0.0019753	4.21536684										
0.0019753	4.21536684										
0.0019753	4.21536684										
0.0019753	4.99422073										
0.0019753	4.99422073										
0.0019753	4.99422073										
0.0019753	4.99422073										
0.0019753	4.99422073										
0.0019753	4.57158613										
0.0019753	4.57158613										
0.0019753	4.57158613										
0.0019753	4.57158613										
0.0019753	4.57158613										
0.0019753	5.07346582										
0.0019753	5.07346582										
0.0019753	5.07346582										
0.0019753	5.07346582										
0.0019753	5.07346582										
0.0019753	5.18900061										
0.0019753	5.18900061										
0.0019753	5.18900061										
0.0019753	5.18900061										
0.0019753	5.18900061										
0.0019753	6.03672838										
0.0019753	6.03672838										
0.0019753	6.03672838										
0.0019753	6.03672838										
0.0019753	6.03672838										
0.0019753	6.37820768										
0.0019753	6.37820768										
0.0019753	6.37820768										
0.0019753	6.37820768										
0.0019753	6.37820768										
0.0019753	5.92964792										
0.0019753	5.92964792										
0.0019753	5.92964792										
0.0019753	5.92964792										
0.0019753	5.92964792										
0.0019753	5.49573231										
0.0019753	5.49573231										
0.0019753	5.49573231										
0.0019753	5.49573231										
0.0019753	5.49573231										
0.0019753	5.03158045										
0.0019753	5.03158045										
0.0019753	5.03158045										
0.0019753	5.03158045										
0.0019753	5.03158045										
0.0019753	4.70342588										
0.0019753	4.70342588										
0.0019753	4.70342588										
0.0019753	4.70342588										
0.0019753	4.70342588										
0.0019753	4.82266617										
0.0019753	4.82266617										
0.0019753	4.82266617										
0.0019753	4.82266617										
0.0019753	4.82266617										
0.0019753	5.56586552										
0.0019753	5.56586552										
0.0019753	5.56586552										
0.0019753	5.56586552										
0.0019753	5.56586552										
0.0019753	6.2129302										
0.0019753	6.2129302										
0.0019753	6.2129302										
0.0019753	6.2129302										
0.0019753	6.2129302										
0.0019753	6.1507616										
0.0019753	6.1507616										
0.0019753	6.1507616										
0.0019753	6.1507616										
0.0019753	6.1507616										
0.0019753	5.96276522										
0.0019753	5.96276522										
0.0019753	5.96276522										
0.0019753	5.96276522										
0.0019753	5.96276522										
0.0019753	6.25304508										
0.0019753	6.25304508										
0.0019753	6.25304508										
0.0019753	6.25304508										
0.0019753	6.25304508										
0.0019753	6.80972195										
0.0019753	6.80972195										
0.0019753	6.80972195										
0.0019753	6.80972195										
0.0019753	6.80972195										
0.0019753	6.70986319										
0.0019753	6.70986319										
0.0019753	6.70986319										
0.0019753	6.70986319										
0.0019753	6.70986319										
0.0019753	6.36610699										
0.0019753	6.36610699										
0.0019753	6.36610699										
0.0019753	6.36610699										
0.0019753	6.36610699										
0.0019753	6.36610699										
0.0019753	6.67312956										
0.0019753	6.67312956										
0.0019753	6.67312956										
0.0019753	6.67312956										
0.0019753	6.67312956										
0.0019753	6.88225126										
0.0019753	6.88225126										
0.0019753	6.88225126										
0.0019753	6.88225126										
0.0019753	6.88225126										
0.0019753	7.41625738										
0.0019753	7.41625738										
0.0019753	7.41625738										
0.0019753	7.41625738										
0.0019753	7.41625738										
0.0019753	6.60785103										
0.0019753	6.60785103										
0.0019753	6.60785103										
0.0019753	6.60785103										
0.0019753	6.60785103										
0.0019753	6.65737534										
0.0019753	6.65737534										
0.0019753	6.65737534										
0.0019753	6.65737534										
0.0019753	6.65737534										
0.0019753	6.57720613										
0.0019753	6.57720613										
0.0019753	6.57720613										
0.0019753	6.57720613										
0.0019753	6.57720613										
0.0019753	6.36770105										
0.0019753	6.36770105										
0.0019753	6.36770105										
0.0019753	6.36770105										
0.0019753	6.36770105										
0.0019753	6.75139904										
0.0019753	6.75139904										
0.0019753	6.75139904										
0.0019753	6.75139904										
0.0019753	6.75139904										
0.0019753	6.56538248										
0.0019753	6.56538248										
0.0019753	6.56538248										
0.0019753	6.56538248										
0.0019753	6.56538248										
0.0019753	7.07845116										
0.0019753	7.07845116										
0.0019753	7.07845116										
0.0019753	7.07845116										
0.0019753	7.07845116										
0.0019753	8.32127094										
0.0019753	8.32127094										
0.0019753	8.32127094										
0.0019753	8.32127094										
0.0019753	8.32127094										
0.0019753	7.88212585										
0.0019753	7.88212585										
0.0019753	7.88212585										
0.0019753	7.88212585										
0.0019753	7.88212585										
0.0019753	8.7423315										
0.0019753	8.7423315										
0.0019753	8.7423315										
0.0019753	8.7423315										
0.0019753	8.7423315										
0.0019753	8.43097496										
0.0019753	8.43097496										
0.0019753	8.43097496										
0.0019753	8.43097496										
0.0019753	8.43097496										
0.0019753	8.75023842										
0.0019753	8.75023842										
0.0019753	8.75023842										
0.0019753	8.75023842										
0.0019753	8.75023842										
0.0019753	8.84179401										
0.0019753	8.84179401										
0.0019753	8.84179401										
0.0019753	8.84179401										
0.0019753	8.84179401										
0.0019753	8.96302891										
0.0019753	8.96302891										
0.0019753	8.96302891										
0.0019753	8.96302891										
0.0019753	8.96302891										
0.0019753	9.494977										
0.0019753	9.494977										
0.0019753	9.494977										
0.0019753	9.494977										
0.0019753	9.494977										
0.0019753	9.08927155										
0.0019753	9.08927155										
0.0019753	9.08927155										
0.0019753	9.08927155										
0.0019753	9.08927155										
0.0019753	9.70051289										
0.0019753	9.70051289										
0.0019753	9.70051289										
0.0019753	9.70051289										
0.0019753	9.70051289										
0.0019753	9.53206635										
0.0019753	9.53206635										
0.0019753	9.53206635										
0.0019753	9.53206635										
0.0019753	9.53206635										
0.0019753	7.87658262										
0.0019753	7.87658262										
0.0019753	7.87658262										
0.0019753	7.87658262										
0.0019753	7.87658262										
0.0019753	8.35947895										
0.0019753	8.35947895										
0.0019753	8.35947895										
0.0019753	8.35947895										
0.0019753	8.35947895										
0.0019753	8.32209301										
0.0019753	8.32209301										
0.0019753	8.32209301										
0.0019753	8.32209301										
0.0019753	8.32209301										
0.0019753	8.9211235										
0.0019753	8.9211235										
0.0019753	8.9211235										
0.0019753	8.9211235										
0.0019753	8.9211235										
0.0019753	8.50719643										
0.0019753	8.50719643										
0.0019753	8.50719643										
0.0019753	8.50719643										
0.0019753	8.50719643										
0.0019753	8.84187317										
0.0019753	8.84187317										
0.0019753	8.84187317										
0.0019753	8.84187317										
0.0019753	8.84187317										
0.0019753	9.06343937										
0.0019753	9.06343937										
0.0019753	9.06343937										
0.0019753	9.06343937										
0.0019753	9.06343937										
0.0019753	8.26318359										
0.0019753	8.26318359										
0.0019753	8.26318359										
0.0019753	8.26318359										
0.0019753	8.26318359										
0.0019753	8.21433449										
0.0019753	8.21433449										
0.0019753	8.21433449										
0.0019753	8.21433449										
0.0019753	8.21433449										
0.0019753	7.99545765										
0.0019753	7.99545765										
0.0019753	7.99545765										
0.0019753	7.99545765										
0.0019753	7.99545765										
0.0019753	8.26928234										
0.0019753	8.26928234										
0.0019753	8.26928234										
0.0019753	8.26928234										
0.0019753	8.26928234										
0.0019753	8.69417667										
0.0019753	8.69417667										
0.0019753	8.69417667										
0.0019753	8.69417667										
0.0019753	8.69417667										
0.0019753	8.46424866										
0.0019753	8.46424866										
0.0019753	8.46424866										
0.0019753	8.46424866										
0.0019753	8.46424866										
0.0019753	7.58489227										
0.0019753	7.58489227										
0.0019753	7.58489227										
0.0019753	7.58489227										
0.0019753	7.58489227										
0.0019753	8.81029892										
0.0019753	8.81029892										
0.0019753	8.81029892										
0.0019753	8.81029892										
0.0019753	8.81029892										
0.0019753	9.3260622										
0.0019753	9.3260622										
0.0019753	9.3260622										
0.0019753	9.3260622										
0.0019753	9.3260622										
0.0019753	9.06344509										
0.0019753	9.06344509										
0.0019753	9.06344509										
0.0019753	9.06344509										
0.0019753	9.06344509										
0.0019753	9.369277										
0.0019753	9.369277										
0.0019753	9.369277										
0.0019753	9.369277										
0.0019753	9.369277										
0.0019753	9.60611725										
0.0019753	9.60611725										
0.0019753	9.60611725										
0.0019753	9.60611725										
0.0019753	9.60611725										
0.0019753	10.71409225										
0.0019753	10.71409225										
0.0019753	10.71409225										
0.0019753	10.71409225										
0.0019753	10.71409225										
0.0019753	14.5585804										
0.0019753	14.5585804										
0.0019753	14.5585804										
0.0019753	14.5585804										
0.0019753	14.5585804										
0.0019753	13.07858658										
0.0019753	13.07858658										
0.0019753	13.07858658										
0.0019753	13.07858658										
0.0019753	13.07858658										
0.0019753	10.78934288										
0.0019753	10.78934288										
0.0019753	10.78934288										
0.0019753	10.78934288										
0.0019753	10.78934288										
0.0019753	11.30665016										
0.0019753	11.30665016										
0.0019753	11.30665016										
0.0019753	11.30665016										
0.0019753	11.30665016										
0.0019753	10.12030411										
0.0019753	10.12030411										
0.0019753	10.12030411										
0.0019753	10.12030411										
0.0019753	10.12030411										
0.0019753	13.85996246										
0.0019753	13.85996246										
0.0019753	13.85996246										
0.0019753	13.85996246										
0.0019753	13.85996246										
0.0019753	12.76744461										
0.0019753	12.76744461										
0.0019753	12.76744461										
0.0019753	12.76744461										
0.0019753	12.76744461										
0.0019753	11.47965813										
0.0019753	11.47965813										
0.0019753	11.47965813										
0.0019753	11.47965813										
0.0019753	11.47965813										
0.0019753	11.75463486										
0.0019753	11.75463486										
0.0019753	11.75463486										
0.0019753	11.75463486										
0.0019753	11.75463486										
0.0019753	10.90261841										
0.0019753	10.90261841										
0.0019753	10.90261841										
0.0019753	10.90261841										
0.0019753	10.90261841										
											
											
											
											
											
0.0019753	10.9605732										
0.0019753	10.9605732										
0.0019753	10.9605732										
0.0019753	10.9605732										
0.0019753	10.9605732										
0.0019753	16.36684608										
0.0019753	16.36684608										
0.0019753	16.36684608										
0.0019753	16.36684608										
0.0019753	16.36684608										
0.0019753	13.15961075										
0.0019753	13.15961075										
0.0019753	13.15961075										
0.0019753	13.15961075										
0.0019753	13.15961075										
0.0019753	11.68733597										
0.0019753	11.68733597										
0.0019753	11.68733597										
0.0019753	11.68733597										
0.0019753	11.68733597										
0.0019753	11.95629311										
0.0019753	11.95629311										
0.0019753	11.95629311										
0.0019753	11.95629311										
0.0019753	11.95629311										
0.0019753	11.74434853										
0.0019753	11.74434853										
0.0019753	11.74434853										
0.0019753	11.74434853										
0.0019753	11.74434853										
0.0019753	11.99547577										
0.0019753	11.99547577										
0.0019753	11.99547577										
0.0019753	11.99547577										
0.0019753	11.99547577										
0.0019753	11.99547577										
0.0019753	11.18866158										
0.0019753	11.18866158										
0.0019753	11.18866158										
0.0019753	11.18866158										
0.0019753	11.18866158										
0.0019753	10.46183395										
0.0019753	10.46183395										
0.0019753	10.46183395										
0.0019753	10.46183395										
0.0019753	10.46183395										
0.0019753	10.89644814										
0.0019753	10.89644814										
0.0019753	10.89644814										
0.0019753	10.89644814										
0.0019753	10.89644814										
0.0019753	11.12021255										
0.0019753	11.12021255										
0.0019753	11.12021255										
0.0019753	11.12021255										
0.0019753	11.12021255										
0.0019753	11.83498573										
0.0019753	11.83498573										
0.0019753	11.83498573										
0.0019753	11.83498573										
0.0019753	11.83498573										
0.0019753	10.79944992										
0.0019753	10.79944992										
0.0019753	10.79944992										
0.0019753	10.79944992										
0.0019753	10.79944992										
0.0019753	11.21783161										
0.0019753	11.21783161										
0.0019753	11.21783161										
0.0019753	11.21783161										
0.0019753	11.21783161										
0.0019753	11.67653275										
0.0019753	11.67653275										
0.0019753	11.67653275										
0.0019753	11.67653275										
0.0019753	11.67653275										
0.0019753	10.85142326										
0.0019753	10.85142326										
0.0019753	10.85142326										
0.0019753	10.85142326										
0.0019753	10.85142326										
0.0019753	10.60000038										
0.0019753	10.60000038										
0.0019753	10.60000038										
0.0019753	10.60000038										
0.0019753	10.60000038										
											
											
											
											
											
0.0019753	17.37121391										
0.0019753	17.37121391										
0.0019753	17.37121391										
0.0019753	17.37121391										
0.0019753	17.37121391										
0.0019753	15.73073196										
0.0019753	15.73073196										
0.0019753	15.73073196										
0.0019753	15.73073196										
0.0019753	15.73073196										
0.0019753	14.0965271										
0.0019753	14.0965271										
0.0019753	14.0965271										
0.0019753	14.0965271										
0.0019753	14.0965271										
0.0019753	13.1172123										
0.0019753	13.1172123										
0.0019753	13.1172123										
0.0019753	13.1172123										
0.0019753	13.1172123										
0.0019753	12.55867004										
0.0019753	12.55867004										
0.0019753	12.55867004										
0.0019753	12.55867004										
0.0019753	12.55867004										
0.0019753	13.01073647										
0.0019753	13.01073647										
0.0019753	13.01073647										
0.0019753	13.01073647										
0.0019753	13.01073647										
0.0019753	12.24912834										
0.0019753	12.24912834										
0.0019753	12.24912834										
0.0019753	12.24912834										
0.0019753	12.24912834										
0.0019753	12.34476852										
0.0019753	12.34476852										
0.0019753	12.34476852										
