Coagulant mL/s	Turbidity										
0.0019753	12.34476852										
0.0019753	12.34476852										
0.0019753	11.63576508										
0.0019753	11.63576508										
0.0019753	11.63576508										
0.0019753	11.63576508										
0.0019753	11.63576508										
0.0019753	12.07040787										
0.0019753	12.07040787										
0.0019753	12.07040787										
0.0019753	12.07040787										
0.0019753	12.07040787										
0.0019753	11.43084908										
0.0019753	11.43084908										
0.0019753	11.43084908										
0.0019753	11.43084908										
0.0019753	11.43084908										
0.0019753	11.52060127										
0.0019753	11.52060127										
0.0019753	11.52060127										
0.0019753	11.52060127										
0.0019753	11.52060127										
0.0019753	11.26705551										
0.0019753	11.26705551										
0.0019753	11.26705551										
0.0019753	11.26705551										
0.0019753	11.26705551										
0.0019753	11.8777504										
0.0019753	11.8777504										
0.0019753	11.8777504										
0.0019753	11.8777504										
0.0019753	11.8777504										
0.0019753	11.60012054										
0.0019753	11.60012054										
0.0019753	11.60012054										
0.0019753	11.60012054										
0.0019753	11.60012054										
0.0019753	10.50425339										
0.0019753	10.50425339										
0.0019753	10.50425339										
0.0019753	10.50425339										
0.0019753	10.50425339										
											
											
											
											
											
											
											
											
											
											
0.0019753	12.5237751										
0.0019753	12.5237751										
0.0019753	12.5237751										
0.0019753	12.5237751										
0.0019753	12.5237751										
0.0019753	13.20004845										
0.0019753	13.20004845										
0.0019753	13.20004845										
0.0019753	13.20004845										
0.0019753	13.20004845										
0.0019753	11.60107803										
0.0019753	11.60107803										
0.0019753	11.60107803										
0.0019753	11.60107803										
0.0019753	11.60107803										
0.0019753	11.20471573										
0.0019753	11.20471573										
0.0019753	11.20471573										
0.0019753	11.20471573										
0.0019753	11.20471573										
0.0019753	12.32773781										
0.0019753	12.32773781										
0.0019753	12.32773781										
0.0019753	12.32773781										
0.0019753	12.32773781										
0.0019753	11.94506836										
0.0019753	11.94506836										
0.0019753	11.94506836										
0.0019753	11.94506836										
0.0019753	11.94506836										
0.0019753	11.1864624										
0.0019753	11.1864624										
0.0019753	11.1864624										
0.0019753	11.1864624										
0.0019753	11.1864624										
0.0019753	11.58923912										
0.0019753	11.58923912										
0.0019753	11.58923912										
0.0019753	11.58923912										
0.0019753	11.58923912										
0.0019753	11.55440903										
0.0019753	11.55440903										
0.0019753	11.55440903										
0.0019753	11.55440903										
0.0019753	11.55440903										
0.0019753	10.48411751										
0.0019753	10.48411751										
0.0019753	10.48411751										
0.0019753	10.48411751										
0.0019753	10.48411751										
0.0019753	10.40048599										
0.0019753	10.40048599										
0.0019753	10.40048599										
0.0019753	10.40048599										
0.0019753	10.40048599										
0.0019753	9.59472275										
0.0019753	9.59472275										
0.0019753	9.59472275										
0.0019753	9.59472275										
0.0019753	9.59472275										
0.0019753	10.60635185										
0.0019753	10.60635185										
0.0019753	10.60635185										
0.0019753	10.60635185										
0.0019753	10.60635185										
0.0019753	9.83347797										
0.0019753	9.83347797										
0.0019753	9.83347797										
0.0019753	9.83347797										
0.0019753	9.83347797										
0.0019753	10.49146175										
0.0019753	10.49146175										
0.0019753	10.49146175										
0.0019753	10.49146175										
0.0019753	10.49146175										
0.0019753	18.19195175										
0.0019753	18.19195175										
0.0019753	18.19195175										
0.0019753	18.19195175										
0.0019753	18.19195175										
0.0019753	15.62477493										
0.0019753	15.62477493										
0.0019753	15.62477493										
0.0019753	15.62477493										
0.0019753	15.62477493										
0.0019753	13.34647369										
0.0019753	13.34647369										
0.0019753	13.34647369										
0.0019753	13.34647369										
0.0019753	13.34647369										
0.0019753	11.78802109										
0.0019753	11.78802109										
0.0019753	11.78802109										
0.0019753	11.78802109										
0.0019753	11.78802109										
0.0019753	11.69138336										
0.0019753	11.69138336										
0.0019753	11.69138336										
0.0019753	11.69138336										
0.0019753	11.69138336										
0.0019753	11.82853508										
0.0019753	11.82853508										
0.0019753	11.82853508										
0.0019753	11.82853508										
0.0019753	11.82853508										
0.0019753	12.07926559										
0.0019753	12.07926559										
0.0019753	12.07926559										
0.0019753	12.07926559										
0.0019753	12.07926559										
0.0019753	11.13670921										
0.0019753	11.13670921										
0.0019753	11.13670921										
0.0019753	11.13670921										
0.0019753	11.13670921										
0.0019753	11.13670921										
0.0019753	11.2605629										
0.0019753	11.2605629										
0.0019753	11.2605629										
0.0019753	11.2605629										
0.0019753	11.2605629										
0.0019753	11.08636856										
0.0019753	11.08636856										
0.0019753	11.08636856										
0.0019753	11.08636856										
0.0019753	11.08636856										
0.0019753	11.60429192										
0.0019753	11.60429192										
0.0019753	11.60429192										
0.0019753	11.60429192										
0.0019753	11.60429192										
0.0019753	11.01251793										
0.0019753	11.01251793										
0.0019753	11.01251793										
0.0019753	11.01251793										
0.0019753	11.01251793										
0.0019753	11.58247757										
0.0019753	11.58247757										
0.0019753	11.58247757										
0.0019753	11.58247757										
0.0019753	11.58247757										
0.0019753	12.11367035										
0.0019753	12.11367035										
0.0019753	12.11367035										
0.0019753	12.11367035										
0.0019753	12.11367035										
0.0019753	12.08951569										
0.0019753	12.08951569										
0.0019753	12.08951569										
0.0019753	12.08951569										
0.0019753	12.08951569										
0.0019753	11.47892761										
0.0019753	11.47892761										
0.0019753	11.47892761										
0.0019753	11.47892761										
0.0019753	11.47892761										
0.0019753	12.12218666										
0.0019753	12.12218666										
0.0019753	12.12218666										
0.0019753	12.12218666										
0.0019753	12.12218666										
0.0019753	11.80588913										
0.0019753	11.80588913										
0.0019753	11.80588913										
0.0019753	11.80588913										
0.0019753	11.80588913										
0.0019753	11.86792755										
0.0019753	11.86792755										
0.0019753	11.86792755										
0.0019753	11.86792755										
0.0019753	11.86792755										
0.0019753	11.52648735										
0.0019753	11.52648735										
0.0019753	11.52648735										
0.0019753	11.52648735										
0.0019753	11.52648735										
0.0019753	12.03417969										
0.0019753	12.03417969										
0.0019753	12.03417969										
0.0019753	12.03417969										
0.0019753	12.03417969										
0.0019753	10.92610168										
0.0019753	10.92610168										
0.0019753	10.92610168										
0.0019753	10.92610168										
0.0019753	10.92610168										
0.0019753	11.12829208										
0.0019753	11.12829208										
0.0019753	11.12829208										
0.0019753	11.12829208										
0.0019753	11.12829208										
0.0019753	10.57518959										
0.0019753	10.57518959										
0.0019753	10.57518959										
0.0019753	10.57518959										
0.0019753	10.57518959										
0.0019753	10.87206459										
0.0019753	10.87206459										
0.0019753	10.87206459										
0.0019753	10.87206459										
0.0019753	10.87206459										
0.0019753	10.95675278										
0.0019753	10.95675278										
0.0019753	10.95675278										
0.0019753	10.95675278										
0.0019753	10.95675278										
0.0019753	12.24432755										
0.0019753	12.24432755										
0.0019753	12.24432755										
0.0019753	12.24432755										
0.0019753	12.24432755										
0.0019753	11.65054321										
0.0019753	11.65054321										
0.0019753	11.65054321										
0.0019753	11.65054321										
0.0019753	11.65054321										
0.0019753	10.49070358										
0.0019753	10.49070358										
0.0019753	10.49070358										
0.0019753	10.49070358										
0.0019753	10.49070358										
0.0019753	11.29116058										
0.0019753	11.29116058										
0.0019753	11.29116058										
0.0019753	11.29116058										
0.0019753	11.29116058										
0.0019753	12.89444351										
0.0019753	12.89444351										
0.0019753	12.89444351										
0.0019753	12.89444351										
0.0019753	12.89444351										
0.0019753	12.46777344										
0.0019753	12.46777344										
0.0019753	12.46777344										
0.0019753	12.46777344										
0.0019753	12.46777344										
0.0019753	12.15517807										
0.0019753	12.15517807										
0.0019753	12.15517807										
0.0019753	12.15517807										
0.0019753	12.15517807										
0.0019753	11.49990654										
0.0019753	11.49990654										
0.0019753	11.49990654										
0.0019753	11.49990654										
0.0019753	11.49990654										
0.0019753	11.66952896										
0.0019753	11.66952896										
0.0019753	11.66952896										
0.0019753	11.66952896										
0.0019753	11.66952896										
0.0019753	11.01748085										
0.0019753	11.01748085										
0.0019753	11.01748085										
0.0019753	11.01748085										
0.0019753	11.01748085										
0.0019753	10.63211441										
0.0019753	10.63211441										
0.0019753	10.63211441										
0.0019753	10.63211441										
0.0019753	10.63211441										
0.0019753	11.14522552										
0.0019753	11.14522552										
0.0019753	11.14522552										
0.0019753	11.14522552										
0.0019753	11.14522552										
0.0019753	10.92572784										
0.0019753	10.92572784										
0.0019753	10.92572784										
0.0019753	10.92572784										
0.0019753	10.92572784										
0.0019753	10.26896286										
0.0019753	10.26896286										
0.0019753	10.26896286										
0.0019753	10.26896286										
0.0019753	10.26896286										
0.0019753	16.92920876										
0.0019753	16.92920876										
0.0019753	16.92920876										
0.0019753	16.92920876										
0.0019753	16.92920876										
0.0019753	14.96651649										
0.0019753	14.96651649										
0.0019753	14.96651649										
0.0019753	14.96651649										
0.0019753	14.96651649										
0.0019753	12.6221714										
0.0019753	12.6221714										
0.0019753	12.6221714										
0.0019753	12.6221714										
0.0019753	12.6221714										
0.0019753	11.88199997										
0.0019753	11.88199997										
0.0019753	11.88199997										
0.0019753	11.88199997										
0.0019753	11.88199997										
0.0019753	11.89681816										
0.0019753	11.89681816										
0.0019753	11.89681816										
0.0019753	11.89681816										
0.0019753	11.89681816										
0.0019753	12.50103188										
0.0019753	12.50103188										
0.0019753	12.50103188										
0.0019753	12.50103188										
0.0019753	12.50103188										
0.0019753	12.55007744										
0.0019753	12.55007744										
0.0019753	12.55007744										
0.0019753	12.55007744										
0.0019753	12.55007744										
0.0019753	12.4274559										
0.0019753	12.4274559										
0.0019753	12.4274559										
0.0019753	12.4274559										
0.0019753	12.4274559										
0.0019753	12.07166672										
0.0019753	12.07166672										
0.0019753	12.07166672										
0.0019753	12.07166672										
0.0019753	12.07166672										
0.0019753	12.7857151										
0.0019753	12.7857151										
0.0019753	12.7857151										
0.0019753	12.7857151										
0.0019753	12.7857151										
0.0019753	13.22672081										
0.0019753	13.22672081										
0.0019753	13.22672081										
0.0019753	13.22672081										
0.0019753	13.22672081										
0.0019753	12.44614983										
0.0019753	12.44614983										
0.0019753	12.44614983										
0.0019753	12.44614983										
0.0019753	12.44614983										
0.0019753	11.93824387										
0.0019753	11.93824387										
0.0019753	11.93824387										
0.0019753	11.93824387										
0.0019753	11.93824387										
0.0019753	11.60057831										
0.0019753	11.60057831										
0.0019753	11.60057831										
0.0019753	11.60057831										
0.0019753	11.60057831										
0.0019753	12.1955452										
0.0019753	12.1955452										
0.0019753	12.1955452										
0.0019753	12.1955452										
0.0019753	12.1955452										
0.0019753	11.51247978										
0.0019753	11.51247978										
0.0019753	11.51247978										
0.0019753	11.51247978										
0.0019753	11.51247978										
0.0019753	11.0494957										
0.0019753	11.0494957										
0.0019753	11.0494957										
0.0019753	11.0494957										
0.0019753	11.0494957										
0.0019753	11.19590569										
0.0019753	11.19590569										
0.0019753	11.19590569										
0.0019753	11.19590569										
0.0019753	11.19590569										
0.0019753	11.7773304										
0.0019753	11.7773304										
0.0019753	11.7773304										
0.0019753	11.7773304										
0.0019753	11.7773304										
0.0019753	10.76605225										
0.0019753	10.76605225										
0.0019753	10.76605225										
0.0019753	10.76605225										
0.0019753	10.76605225										
0.0019753	14.5590086										
0.0019753	14.5590086										
0.0019753	14.5590086										
0.0019753	14.5590086										
0.0019753	14.5590086										
0.0019753	14.5590086										
0.0019753	13.88150406										
0.0019753	13.88150406										
0.0019753	13.88150406										
0.0019753	13.88150406										
0.0019753	13.88150406										
0.0019753	13.79035378										
0.0019753	13.79035378										
0.0019753	13.79035378										
0.0019753	13.79035378										
0.0019753	13.79035378										
0.0019753	14.10982704										
0.0019753	14.10982704										
0.0019753	14.10982704										
0.0019753	14.10982704										
0.0019753	14.10982704										
0.0019753	14.21346092										
0.0019753	14.21346092										
0.0019753	14.21346092										
0.0019753	14.21346092										
0.0019753	14.21346092										
0.0019753	14.13554764										
0.0019753	14.13554764										
0.0019753	14.13554764										
0.0019753	14.13554764										
0.0019753	14.13554764										
0.0019753	12.92561531										
0.0019753	12.92561531										
0.0019753	12.92561531										
0.0019753	12.92561531										
0.0019753	12.92561531										
0.0019753	12.40446472										
0.0019753	12.40446472										
0.0019753	12.40446472										
0.0019753	12.40446472										
0.0019753	12.40446472										
0.0019753	13.26508713										
0.0019753	13.26508713										
0.0019753	13.26508713										
0.0019753	13.26508713										
0.0019753	13.26508713										
0.0019753	11.78423691										
0.0019753	11.78423691										
0.0019753	11.78423691										
0.0019753	11.78423691										
0.0019753	11.78423691										
0.0019753	11.83901787										
0.0019753	11.83901787										
0.0019753	11.83901787										
0.0019753	11.83901787										
0.0019753	11.83901787										
0.0019753	11.58861923										
0.0019753	11.58861923										
0.0019753	11.58861923										
0.0019753	11.58861923										
0.0019753	11.58861923										
0.0019753	12.15738869										
0.0019753	12.15738869										
0.0019753	12.15738869										
0.0019753	12.15738869										
0.0019753	12.15738869										
0.0019753	11.69406509										
0.0019753	11.69406509										
0.0019753	11.69406509										
0.0019753	11.69406509										
0.0019753	11.69406509										
0.0019753	11.88602638										
0.0019753	11.88602638										
0.0019753	11.88602638										
0.0019753	11.88602638										
0.0019753	11.88602638										
0.0019753	10.90790558										
0.0019753	10.90790558										
0.0019753	10.90790558										
0.0019753	10.90790558										
0.0019753	10.90790558										
0.0019753	11.67235756										
0.0019753	11.67235756										
0.0019753	11.67235756										
0.0019753	11.67235756										
0.0019753	11.67235756										
0.0019753	11.92842293										
0.0019753	11.92842293										
0.0019753	11.92842293										
0.0019753	11.92842293										
0.0019753	11.92842293										
0.0019753	10.30531693										
0.0019753	10.30531693										
0.0019753	10.30531693										
0.0019753	10.30531693										
0.0019753	10.30531693										
0.0019753	9.42837429										
0.0019753	9.42837429										
0.0019753	9.42837429										
0.0019753	9.42837429										
0.0019753	9.42837429										
0.0019753	11.09523487										
0.0019753	11.09523487										
0.0019753	11.09523487										
0.0019753	11.09523487										
0.0019753	11.09523487										
0.0019753	14.53350258										
0.0019753	14.53350258										
0.0019753	14.53350258										
0.0019753	14.53350258										
0.0019753	14.53350258										
0.0019753	13.90233231										
0.0019753	13.90233231										
0.0019753	13.90233231										
0.0019753	13.90233231										
0.0019753	13.90233231										
0.0019753	12.95562172										
0.0019753	12.95562172										
0.0019753	12.95562172										
0.0019753	12.95562172										
0.0019753	12.95562172										
0.0019753	11.58522224										
0.0019753	11.58522224										
0.0019753	11.58522224										
0.0019753	11.58522224										
0.0019753	11.58522224										
0.0019753	10.99196815										
0.0019753	10.99196815										
0.0019753	10.99196815										
0.0019753	10.99196815										
0.0019753	10.99196815										
0.0019753	11.29619598										
0.0019753	11.29619598										
0.0019753	11.29619598										
0.0019753	11.29619598										
0.0019753	11.29619598										
0.0019753	10.8646431										
0.0019753	10.8646431										
0.0019753	10.8646431										
0.0019753	10.8646431										
0.0019753	10.8646431										
0.0019753	11.07089806										
0.0019753	11.07089806										
0.0019753	11.07089806										
0.0019753	11.07089806										
0.0019753	11.07089806										
0.0019753	10.57613945										
0.0019753	10.57613945										
0.0019753	10.57613945										
0.0019753	10.57613945										
0.0019753	10.57613945										
0.0019753	10.86995125										
0.0019753	10.86995125										
0.0019753	10.86995125										
0.0019753	10.86995125										
0.0019753	10.86995125										
0.0019753	11.92759895										
0.0019753	11.92759895										
0.0019753	11.92759895										
0.0019753	11.92759895										
0.0019753	11.92759895										
0.0019753	10.9883976										
0.0019753	10.9883976										
0.0019753	10.9883976										
0.0019753	10.9883976										
0.0019753	10.9883976										
0.0019753	11.10246086										
0.0019753	11.10246086										
0.0019753	11.10246086										
0.0019753	11.10246086										
0.0019753	11.10246086										
0.0019753	10.29903221										
0.0019753	10.29903221										
0.0019753	10.29903221										
0.0019753	10.29903221										
0.0019753	10.29903221										
											
											
											
											
											
0.0019753	12.12844467										
0.0019753	12.12844467										
0.0019753	12.12844467										
0.0019753	12.12844467										
0.0019753	12.12844467										
0.0019753	11.91978073										
0.0019753	11.91978073										
0.0019753	11.91978073										
0.0019753	11.91978073										
0.0019753	11.91978073										
0.0019753	10.75580978										
0.0019753	10.75580978										
0.0019753	10.75580978										
0.0019753	10.75580978										
0.0019753	10.75580978										
											
											
											
											
											
0.0019753	9.3862772										
0.0019753	9.3862772										
0.0019753	9.3862772										
0.0019753	9.3862772										
0.0019753	9.3862772										
0.0019753	10.26700401										
0.0019753	10.26700401										
0.0019753	10.26700401										
0.0019753	10.26700401										
0.0019753	10.26700401										
0.0019753	10.87949848										
0.0019753	10.87949848										
0.0019753	10.87949848										
0.0019753	10.87949848										
0.0019753	10.87949848										
0.0019753	10.87949848										
0.0019753	17.83699989										
0.0019753	17.83699989										
0.0019753	17.83699989										
0.0019753	17.83699989										
0.0019753	17.83699989										
0.0019753	16.6131115										
0.0019753	16.6131115										
0.0019753	16.6131115										
0.0019753	16.6131115										
0.0019753	16.6131115										
0.0019753	15.57994843										
0.0019753	15.57994843										
0.0019753	15.57994843										
0.0019753	15.57994843										
0.0019753	15.57994843										
0.0019753	15.26219177										
0.0019753	15.26219177										
0.0019753	15.26219177										
0.0019753	15.26219177										
0.0019753	15.26219177										
0.0019753	13.81757355										
0.0019753	13.81757355										
0.0019753	13.81757355										
0.0019753	13.81757355										
0.0019753	13.81757355										
0.0019753	12.78914833										
0.0019753	12.78914833										
0.0019753	12.78914833										
0.0019753	12.78914833										
0.0019753	12.78914833										
0.0019753	11.27199173										
0.0019753	11.27199173										
0.0019753	11.27199173										
0.0019753	11.27199173										
0.0019753	11.27199173										
0.0019753	11.65442657										
0.0019753	11.65442657										
0.0019753	11.65442657										
0.0019753	11.65442657										
0.0019753	11.65442657										
0.0019753	12.45717049										
0.0019753	12.45717049										
0.0019753	12.45717049										
0.0019753	12.45717049										
0.0019753	12.45717049										
0.0019753	11.62930298										
0.0019753	11.62930298										
0.0019753	11.62930298										
0.0019753	11.62930298										
0.0019753	11.62930298										
0.0019753	12.33244514										
0.0019753	12.33244514										
0.0019753	12.33244514										
0.0019753	12.33244514										
0.0019753	12.33244514										
0.0019753	12.19058609										
0.0019753	12.19058609										
0.0019753	12.19058609										
0.0019753	12.19058609										
0.0019753	12.19058609										
0.0019753	11.56618309										
0.0019753	11.56618309										
0.0019753	11.56618309										
0.0019753	11.56618309										
0.0019753	11.56618309										
0.0019753	11.1119194										
0.0019753	11.1119194										
0.0019753	11.1119194										
0.0019753	11.1119194										
0.0019753	11.1119194										
0.0019753	9.51556778										
0.0019753	9.58501053										
0.0019753	9.58501053										
0.0019753	9.58501053										
0.0019753	9.58501053										
0.0019753	9.58501053										
0.0019753	10.42085552										
0.0019753	10.42085552										
0.0019753	10.42085552										
0.0019753	10.42085552										
0.0019753	10.42085552										
0.0019753	9.4976511										
0.0019753	9.4976511										
0.0019753	9.4976511										
0.0019753	9.4976511										
0.0019753	9.4976511										
0.0019753	10.41431713										
0.0019753	10.41431713										
0.0019753	10.41431713										
0.0019753	10.41431713										
0.0019753	10.41431713										
0.0019753	10.41431713										
0.0019753	10.04449749										
0.0019753	10.04449749										
0.0019753	10.04449749										
0.0019753	10.04449749										
0.0019753	10.04449749										
0.0019753	10.81736183										
0.0019753	10.81736183										
0.0019753	10.81736183										
0.0019753	10.81736183										
0.0019753	10.81736183										
0.0019753	15.16996956										
0.0019753	15.16996956										
0.0019753	15.16996956										
0.0019753	15.16996956										
0.0019753	15.16996956										
0.0019753	13.28264618										
0.0019753	13.28264618										
0.0019753	13.28264618										
0.0019753	13.28264618										
0.0019753	13.28264618										
0.0019753	12.3752861										
0.0019753	12.3752861										
0.0019753	12.3752861										
0.0019753	12.3752861										
0.0019753	12.3752861										
0.0019753	12.04346466										
0.0019753	12.04346466										
0.0019753	12.04346466										
0.0019753	12.04346466										
0.0019753	12.04346466										
0.0019753	11.11593437										
0.0019753	11.11593437										
0.0019753	11.11593437										
0.0019753	11.11593437										
0.0019753	11.11593437										
0.0019753	10.71211624										
0.0019753	10.71211624										
0.0019753	10.71211624										
0.0019753	10.71211624										
0.0019753	10.71211624										
0.0019753	8.08245754										
0.0019753	8.08245754										
0.0019753	8.08245754										
0.0019753	8.08245754										
0.0019753	8.08245754										
0.0019753	9.03386307										
0.0019753	9.03386307										
0.0019753	9.03386307										
0.0019753	9.03386307										
0.0019753	9.03386307										
0.0019753	9.45614624										
0.0019753	9.45614624										
0.0019753	9.45614624										
0.0019753	9.45614624										
0.0019753	9.45614624										
0.0019753	9.31340504										
0.0019753	9.31340504										
0.0019753	9.31340504										
0.0019753	9.31340504										
0.0019753	9.31340504										
0.0019753	9.05353451										
0.0019753	9.05353451										
0.0019753	9.05353451										
0.0019753	9.05353451										
0.0019753	9.05353451										
0.0019753	8.84058189										
0.0019753	8.84058189										
0.0019753	8.84058189										
0.0019753	8.84058189										
0.0019753	8.84058189										
0.0019753	8.74294186										
0.0019753	8.74294186										
0.0019753	8.74294186										
0.0019753	8.74294186										
0.0019753	8.74294186										
0.0019753	8.28647995										
0.0019753	8.28647995										
0.0019753	8.28647995										
0.0019753	8.28647995										
0.0019753	8.28647995										
0.0019753	8.2372179										
0.0019753	8.2372179										
0.0019753	8.2372179										
0.0019753	8.2372179										
0.0019753	8.2372179										
0.0019753	7.94998932										
0.0019753	7.94998932										
0.0019753	7.94998932										
0.0019753	7.94998932										
0.0019753	7.94998932										
0.0019753	7.36468983										
0.0019753	7.36468983										
0.0019753	7.36468983										
0.0019753	7.36468983										
0.0019753	7.36468983										
0.0019753	7.7611084										
0.0019753	7.7611084										
0.0019753	7.7611084										
0.0019753	7.7611084										
0.0019753	7.7611084										
0.0019753	7.7611084										
0.0019753	8.40129948										
0.0019753	8.40129948										
0.0019753	8.40129948										
0.0019753	8.40129948										
0.0019753	8.40129948										
0.0019753	7.77889729										
0.0019753	7.77889729										
0.0019753	7.77889729										
0.0019753	7.77889729										
0.0019753	7.77889729										
0.0019753	7.41832399										
0.0019753	7.41832399										
0.0019753	7.41832399										
0.0019753	7.41832399										
0.0019753	7.41832399										
0.0019753	7.17760515										
0.0019753	7.17760515										
0.0019753	7.17760515										
0.0019753	7.17760515										
0.0019753	7.17760515										
0.0019753	6.73324394										
0.0019753	6.73324394										
0.0019753	6.73324394										
0.0019753	6.73324394										
0.0019753	6.73324394										
0.0019753	6.54384184										
0.0019753	6.54384184										
0.0019753	6.54384184										
0.0019753	6.54384184										
0.0019753	6.54384184										
0.0019753	6.20060301										
0.0019753	6.20060301										
0.0019753	6.20060301										
0.0019753	6.20060301										
0.0019753	6.20060301										
0.0019753	5.76474142										
0.0019753	5.76474142										
0.0019753	5.76474142										
0.0019753	5.76474142										
0.0019753	5.76474142										
0.0019753	5.24171448										
0.0019753	5.24171448										
0.0019753	5.24171448										
0.0019753	5.24171448										
0.0019753	5.24171448										
0.0019753	4.99812174										
0.0019753	4.99812174										
0.0019753	4.99812174										
0.0019753	4.99812174										
0.0019753	4.99812174										
0.0019753	4.83499193										
0.0019753	4.83499193										
0.0019753	4.83499193										
0.0019753	4.83499193										
0.0019753	4.83499193										
0.0019753	5.04469728										
0.0019753	5.04469728										
0.0019753	5.04469728										
0.0019753	5.04469728										
0.0019753	5.04469728										
0.0019753	4.75096941										
0.0019753	4.75096941										
0.0019753	4.75096941										
0.0019753	4.75096941										
0.0019753	4.75096941										
0.0019753	4.68659067										
0.0019753	4.68659067										
0.0019753	4.68659067										
0.0019753	4.68659067										
0.0019753	4.68659067										
0.0019753	4.17963123										
0.0019753	4.17963123										
0.0019753	4.17963123										
0.0019753	4.17963123										
0.0019753	4.17963123										
0.0019753	4.05809116										
0.0019753	4.05809116										
0.0019753	4.05809116										
0.0019753	4.05809116										
0.0019753	4.05809116										
0.0019753	3.60052061										
0.0019753	3.60052061										
0.0019753	3.60052061										
0.0019753	3.60052061										
0.0019753	3.60052061										
0.0019753	3.43929148										
0.0019753	3.43929148										
0.0019753	3.43929148										
0.0019753	3.43929148										
0.0019753	3.43929148										
0.0019753	3.54838157										
0.0019753	3.54838157										
0.0019753	3.54838157										
0.0019753	3.54838157										
0.0019753	3.54838157										
0.0019753	3.27958798										
0.0019753	3.27958798										
0.0019753	3.27958798										
0.0019753	3.27958798										
0.0019753	3.27958798										
0.0019753	2.91429472										
0.0019753	2.91429472										
0.0019753	2.91429472										
0.0019753	2.91429472										
0.0019753	2.91429472										
0.0019753	2.90427327										
0.0019753	2.90427327										
0.0019753	2.90427327										
0.0019753	2.90427327										
0.0019753	2.90427327										
0.0019753	2.94031692										
0.0019753	2.94031692										
0.0019753	2.94031692										
0.0019753	2.94031692										
0.0019753	2.94031692										
0.0019753	2.92220211										
0.0019753	2.92220211										
0.0019753	2.92220211										
0.0019753	2.92220211										
0.0019753	2.92220211										
0.0019753	3.50419545										
0.0019753	3.50419545										
0.0019753	3.50419545										
0.0019753	3.50419545										
0.0019753	3.50419545										
0.0019753	3.74294615										
0.0019753	3.74294615										
0.0019753	3.74294615										
0.0019753	3.74294615										
0.0019753	3.74294615										
0.0019753	3.55173254										
0.0019753	3.55173254										
0.0019753	3.55173254										
0.0019753	3.55173254										
0.0019753	3.55173254										
0.0019753	3.43455553										
0.0019753	3.43455553										
0.0019753	3.43455553										
0.0019753	3.43455553										
0.0019753	3.43455553										
0.0019753	3.26145673										
0.0019753	3.26145673										
0.0019753	3.26145673										
0.0019753	3.26145673										
0.0019753	3.26145673										
0.0019753	2.93002033										
0.0019753	2.93002033										
0.0019753	2.93002033										
0.0019753	2.93002033										
0.0019753	2.93002033										
0.0019753	2.81938505										
0.0019753	2.81938505										
0.0019753	2.81938505										
0.0019753	2.81938505										
0.0019753	2.81938505										
0.0019753	2.53876829										
0.0019753	2.53876829										
0.0019753	2.53876829										
0.0019753	2.53876829										
0.0019753	2.53876829										
0.0019753	2.64626837										
0.0019753	2.64626837										
0.0019753	2.64626837										
0.0019753	2.64626837										
0.0019753	2.64626837										
0.0019753	2.4961009										
0.0019753	2.4961009										
0.0019753	2.4961009										
0.0019753	2.4961009										
0.0019753	2.4961009										
0.0019753	2.21179223										
0.0019753	2.21179223										
0.0019753	2.21179223										
0.0019753	2.21179223										
0.0019753	2.21179223										
0.0019753	1.96445405										
0.0019753	1.96445405										
0.0019753	1.96445405										
0.0019753	1.96445405										
0.0019753	1.96445405										
0.0019753	1.86874723										
0.0019753	1.86874723										
0.0019753	1.86874723										
0.0019753	1.86874723										
0.0019753	1.86874723										
0.0019753	1.86947715										
0.0019753	1.86947715										
0.0019753	1.86947715										
0.0019753	1.86947715										
0.0019753	1.86947715										
0.0019753	1.67212689										
0.0019753	1.67212689										
0.0019753	1.67212689										
0.0019753	1.67212689										
0.0019753	1.67212689										
0.0019753	1.3832041										
0.0019753	1.3832041										
0.0019753	1.3832041										
0.0019753	1.3832041										
0.0019753	1.3832041										
0.0019753	1.10933781										
0.0019753	1.10933781										
0.0019753	1.10933781										
0.0019753	1.10933781										
0.0019753	1.10933781										
0.0019753	1.0804013										
0.0019753	1.0804013										
0.0019753	1.0804013										
0.0019753	1.0804013										
0.0019753	1.0804013										
0.0019753	1.05393338										
0.0019753	1.05393338										
0.0019753	1.05393338										
0.0019753	1.05393338										
0.0019753	1.05393338										
0.0019753	0.94146955										
0.0019753	0.94146955										
0.0019753	0.94146955										
0.0019753	0.94146955										
0.0019753	0.94146955										
0.0019753	0.90479243										
0.0019753	0.90479243										
0.0019753	0.90479243										
0.0019753	0.90479243										
0.0019753	0.90479243										
0.0019753	0.8554967										
0.0019753	0.8554967										
0.0019753	0.8554967										
0.0019753	0.8554967										
0.0019753	0.8554967										
0.0019753	1.02261233										
0.0019753	1.02261233										
0.0019753	1.02261233										
0.0019753	1.02261233										
0.0019753	1.02261233										
0.0019753	0.95288026										
0.0019753	0.95288026										
0.0019753	0.95288026										
0.0019753	0.95288026										
0.0019753	0.95288026										
0.0019753	0.95288026										
0.0019753	0.95722109										
0.0019753	0.95722109										
0.0019753	0.95722109										
0.0019753	0.95722109										
0.0019753	0.95722109										
0.0019753	0.83784115										
0.0019753	0.83784115										
0.0019753	0.83784115										
0.0019753	0.83784115										
0.0019753	0.83784115										
0.0019753	0.69403547										
0.0019753	0.69403547										
0.0019753	0.69403547										
