Coagulant mL/s	Turbidity	Average Turbidity
0.0052668	3.09768128	
0.0052668	3.09768128	
0.0052668	3.09768128	
0.0052668	3.75171685	
0.0052668	3.75171685	
0.0052668	3.75171685	
0.0052668	3.75171685	
0.0052668	3.75171685	
0.0052668	4.04610443	
0.0052668	4.04610443	
0.0052668	4.04610443	
0.0052668	4.04610443	
0.0052668	4.04610443	
0.0052668	3.8672781	
0.0052668	3.8672781	
0.0052668	3.8672781	
0.0052668	3.8672781	
0.0052668	3.8672781	
0.0052668	5.99140882	
0.0052668	5.99140882	
0.0052668	5.99140882	
0.0052668	5.99140882	
0.0052668	5.99140882	
0.0052668	6.42596531	
0.0052668	6.42596531	
0.0052668	6.42596531	
0.0052668	6.42596531	
0.0052668	6.42596531	
0.0052668	7.33979654	
0.0052668	7.33979654	
0.0052668	7.33979654	
0.0052668	7.33979654	
0.0052668	7.33979654	
0.0052668	8.27739429	
0.0052668	8.27739429	
0.0052668	8.27739429	
0.0052668	8.27739429	
0.0052668	8.27739429	
0.0052668	9.38935471	
0.0052668	9.38935471	
0.0052668	9.38935471	
0.0052668	9.38935471	
0.0052668	9.38935471	
0.0052668	9.38935471	
0.0052668	10.83075142	
0.0052668	10.83075142	
0.0052668	10.83075142	
0.0052668	10.83075142	
0.0052668	10.83075142	
0.0052668	16.98466873	
0.0052668	16.98466873	
0.0052668	16.98466873	
0.0052668	16.98466873	
0.0052668	16.98466873	
0.0052668	15.50285912	
0.0052668	15.50285912	
0.0052668	15.50285912	
0.0052668	15.50285912	
0.0052668	15.50285912	
0.0052668	12.88001442	
0.0052668	12.88001442	
0.0052668	12.88001442	
0.0052668	12.88001442	
0.0052668	12.88001442	
0.0052668	11.78675842	
0.0052668	11.78675842	
0.0052668	11.78675842	
0.0052668	11.78675842	
0.0052668	11.78675842	
0.0052668	11.37416458	
0.0052668	11.37416458	
0.0052668	11.37416458	
0.0052668	11.37416458	
0.0052668	11.37416458	
0.0052668	11.60177612	
0.0052668	11.60177612	
0.0052668	11.60177612	
0.0052668	11.60177612	
0.0052668	11.60177612	
0.0052668	11.42234612	
0.0052668	11.42234612	
0.0052668	11.42234612	
0.0052668	11.42234612	
0.0052668	11.42234612	
0.0052668	7.43255377	
0.0052668	7.43255377	
0.0052668	7.43255377	
0.0052668	7.43255377	
0.0052668	7.43255377	
0.0052668	9.46998596	
0.0052668	9.46998596	
0.0052668	9.46998596	
0.0052668	9.46998596	
0.0052668	9.46998596	
0.0052668	10.32320309	
0.0052668	10.32320309	
0.0052668	10.32320309	
0.0052668	10.32320309	
0.0052668	10.32320309	
0.0052668	16.75981522	
0.0052668	16.75981522	
0.0052668	16.75981522	
0.0052668	16.75981522	
0.0052668	16.75981522	
0.0052668	14.46610069	
0.0052668	14.46610069	
0.0052668	14.46610069	
0.0052668	14.46610069	
0.0052668	14.46610069	
0.0052668	13.52065659	
0.0052668	13.52065659	
0.0052668	13.52065659	
0.0052668	13.52065659	
0.0052668	13.52065659	
0.0052668	13.70520592	
0.0052668	13.70520592	
0.0052668	13.70520592	
0.0052668	13.70520592	
0.0052668	13.70520592	
0.0052668	13.94663811	
0.0052668	13.94663811	
0.0052668	13.94663811	
0.0052668	13.94663811	
0.0052668	13.94663811	
0.0052668	14.51561928	
0.0052668	14.51561928	
0.0052668	14.51561928	
0.0052668	14.51561928	
0.0052668	14.51561928	
0.0052668	13.91988564	
0.0052668	13.91988564	
0.0052668	13.91988564	
0.0052668	13.91988564	
0.0052668	13.91988564	
0.0052668	13.51551819	
0.0052668	13.51551819	
0.0052668	13.51551819	
0.0052668	13.51551819	
0.0052668	13.51551819	
0.0052668	14.30365753	
0.0052668	14.30365753	
0.0052668	14.30365753	
0.0052668	14.30365753	
0.0052668	14.30365753	
0.0052668	13.19355583	
0.0052668	13.19355583	
0.0052668	13.19355583	
0.0052668	13.19355583	
0.0052668	13.19355583	
0.0052668	11.44887352	
0.0052668	11.44887352	
0.0052668	11.44887352	
0.0052668	11.44887352	
0.0052668	11.44887352	
0.0052668	12.07631111	
0.0052668	12.07631111	
0.0052668	12.07631111	
0.0052668	12.07631111	
0.0052668	12.07631111	
0.0052668	12.28126335	
0.0052668	12.28126335	
0.0052668	12.28126335	
0.0052668	12.28126335	
0.0052668	12.28126335	
0.0052668	12.52923965	
0.0052668	12.52923965	
0.0052668	12.52923965	
0.0052668	12.52923965	
0.0052668	12.52923965	
0.0052668	11.94583511	
0.0052668	11.94583511	
0.0052668	11.94583511	
0.0052668	11.94583511	
0.0052668	11.94583511	
0.0052668	13.16260529	
0.0052668	13.16260529	
0.0052668	13.16260529	
0.0052668	13.16260529	
0.0052668	13.16260529	
0.0052668	14.07200813	
0.0052668	14.07200813	
0.0052668	14.07200813	
0.0052668	14.07200813	
0.0052668	14.07200813	
0.0052668	13.17287636	
0.0052668	13.17287636	
0.0052668	13.17287636	
0.0052668	13.17287636	
0.0052668	13.17287636	
0.0052668	11.9462471	
0.0052668	11.9462471	
0.0052668	11.9462471	
0.0052668	11.9462471	
0.0052668	11.9462471	
0.0052668	12.10608864	
0.0052668	12.10608864	
0.0052668	12.10608864	
0.0052668	12.10608864	
0.0052668	12.10608864	
0.0052668	11.40693855	
0.0052668	11.40693855	
0.0052668	11.40693855	
0.0052668	11.40693855	
0.0052668	11.40693855	
0.0052668	11.60689926	
0.0052668	11.60689926	
0.0052668	11.60689926	
0.0052668	11.60689926	
0.0052668	11.60689926	
0.0052668	11.15235138	
0.0052668	11.15235138	
0.0052668	11.15235138	
0.0052668	11.15235138	
0.0052668	11.15235138	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	14.55467415	
0.0052668	14.55467415	
0.0052668	14.55467415	
0.0052668	14.55467415	
0.0052668	14.55467415	
0.0052668	13.10723305	
0.0052668	13.10723305	
0.0052668	13.10723305	
0.0052668	13.10723305	
0.0052668	13.10723305	
0.0052668	12.00849152	
0.0052668	12.00849152	
0.0052668	12.00849152	
0.0052668	12.00849152	
0.0052668	12.00849152	
0.0052668	12.27174568	
0.0052668	12.27174568	
0.0052668	12.27174568	
0.0052668	12.27174568	
0.0052668	12.27174568	
0.0052668	12.27155113	
0.0052668	12.27155113	
0.0052668	12.27155113	
0.0052668	12.27155113	
0.0052668	12.27155113	
0.0052668	11.94553375	
0.0052668	11.94553375	
0.0052668	11.94553375	
0.0052668	11.94553375	
0.0052668	11.94553375	
0.0052668	10.75331879	
0.0052668	10.75331879	
0.0052668	10.75331879	
0.0052668	10.75331879	
0.0052668	10.75331879	
0.0052668	11.26058388	
0.0052668	11.26058388	
0.0052668	11.26058388	
0.0052668	11.26058388	
0.0052668	11.26058388	
0.0052668	10.06731415	
0.0052668	10.06731415	
0.0052668	10.06731415	
0.0052668	10.06731415	
0.0052668	10.06731415	
0.0052668	8.78568268	
0.0052668	8.78568268	
0.0052668	8.78568268	
0.0052668	8.78568268	
0.0052668	8.78568268	
0.0052668	10.61254597	
0.0052668	10.61254597	
0.0052668	10.61254597	
0.0052668	10.61254597	
0.0052668	10.61254597	
0.0052668	9.98026276	
0.0052668	9.98026276	
0.0052668	9.98026276	
0.0052668	9.98026276	
0.0052668	9.98026276	
0.0052668	9.30160809	
0.0052668	9.30160809	
0.0052668	9.30160809	
0.0052668	9.30160809	
0.0052668	9.30160809	
0.0052668	10.98840809	
0.0052668	10.98840809	
0.0052668	10.98840809	
0.0052668	10.98840809	
0.0052668	10.98840809	
0.0052668	13.9943161	
0.0052668	13.9943161	
0.0052668	13.9943161	
0.0052668	13.9943161	
0.0052668	13.9943161	
0.0052668	12.23373222	
0.0052668	12.23373222	
0.0052668	12.23373222	
0.0052668	12.23373222	
0.0052668	12.23373222	
0.0052668	12.05492401	
0.0052668	12.05492401	
0.0052668	12.05492401	
0.0052668	12.05492401	
0.0052668	12.05492401	
0.0052668	11.397192	
0.0052668	11.397192	
0.0052668	11.397192	
0.0052668	11.397192	
0.0052668	11.397192	
0.0052668	12.02523422	
0.0052668	12.02523422	
0.0052668	12.02523422	
0.0052668	12.02523422	
0.0052668	12.02523422	
0.0052668	13.25296402	
0.0052668	13.25296402	
0.0052668	13.25296402	
0.0052668	13.25296402	
0.0052668	13.25296402	
0.0052668	12.93391037	
0.0052668	12.93391037	
0.0052668	12.93391037	
0.0052668	12.93391037	
0.0052668	12.93391037	
0.0052668	11.27636147	
0.0052668	11.27636147	
0.0052668	11.27636147	
0.0052668	11.27636147	
0.0052668	11.27636147	
0.0052668	10.74045372	
0.0052668	10.74045372	
0.0052668	10.74045372	
0.0052668	10.74045372	
0.0052668	10.74045372	
0.0052668	11.57933998	
0.0052668	11.57933998	
0.0052668	11.57933998	
0.0052668	11.57933998	
0.0052668	11.57933998	
0.0052668	11.85655975	
0.0052668	11.85655975	
0.0052668	11.85655975	
0.0052668	11.85655975	
0.0052668	11.85655975	
0.0052668	11.04384995	
0.0052668	11.04384995	
0.0052668	11.04384995	
0.0052668	11.04384995	
0.0052668	11.04384995	
0.0052668	10.41737556	
0.0052668	10.41737556	
0.0052668	10.41737556	
0.0052668	10.41737556	
0.0052668	10.41737556	
0.0052668	14.31218338	
0.0052668	14.31218338	
0.0052668	14.31218338	
0.0052668	14.31218338	
0.0052668	14.31218338	
0.0052668	12.38763809	
0.0052668	12.38763809	
0.0052668	12.38763809	
0.0052668	12.38763809	
0.0052668	12.38763809	
0.0052668	11.61617279	
0.0052668	11.61617279	
0.0052668	11.61617279	
0.0052668	11.61617279	
0.0052668	11.61617279	
0.0052668	11.78814316	
0.0052668	11.78814316	
0.0052668	11.78814316	
0.0052668	11.78814316	
0.0052668	11.78814316	
0.0052668	11.74024963	
0.0052668	11.74024963	
0.0052668	11.74024963	
0.0052668	11.74024963	
0.0052668	11.74024963	
0.0052668	10.26380539	
0.0052668	10.26380539	
0.0052668	10.26380539	
0.0052668	10.26380539	
0.0052668	10.26380539	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	15.42877007	
0.0052668	15.42877007	
0.0052668	15.42877007	
0.0052668	15.42877007	
0.0052668	15.42877007	
0.0052668	14.2684803	
0.0052668	14.2684803	
0.0052668	14.2684803	
0.0052668	14.2684803	
0.0052668	14.2684803	
0.0052668	12.08134842	
0.0052668	12.08134842	
0.0052668	12.08134842	
0.0052668	12.08134842	
0.0052668	12.08134842	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	11.82912064	
0.0052668	11.82912064	
0.0052668	11.82912064	
0.0052668	11.82912064	
0.0052668	11.82912064	
0.0052668	11.82912064	
0.0052668	11.61016846	
0.0052668	11.61016846	
0.0052668	11.61016846	
0.0052668	11.61016846	
0.0052668	11.61016846	
0.0052668	10.7774868	
0.0052668	10.7774868	
0.0052668	10.7774868	
0.0052668	10.7774868	
0.0052668	10.7774868	
0.0052668	8.39690304	
0.0052668	8.39690304	
0.0052668	8.39690304	
0.0052668	8.39690304	
0.0052668	8.39690304	
0.0052668	9.11067963	
0.0052668	9.11067963	
0.0052668	9.11067963	
0.0052668	9.11067963	
0.0052668	9.11067963	
0.0052668	10.47951317	
0.0052668	10.47951317	
0.0052668	10.47951317	
0.0052668	10.47951317	
0.0052668	10.47951317	
0.0052668	9.73699379	
0.0052668	9.73699379	
0.0052668	9.73699379	
0.0052668	9.73699379	
0.0052668	9.73699379	
0.0052668	9.24835014	
0.0052668	9.24835014	
0.0052668	9.24835014	
0.0052668	9.24835014	
0.0052668	9.24835014	
0.0052668	10.81101513	
0.0052668	10.81101513	
0.0052668	10.81101513	
0.0052668	10.81101513	
0.0052668	10.81101513	
0.0052668	21.0787468	
0.0052668	21.0787468	
0.0052668	21.0787468	
0.0052668	21.0787468	
0.0052668	21.0787468	
0.0052668	16.79934883	
0.0052668	16.79934883	
0.0052668	16.79934883	
0.0052668	16.79934883	
0.0052668	16.79934883	
0.0052668	14.77642441	
0.0052668	14.77642441	
0.0052668	14.77642441	
0.0052668	14.77642441	
0.0052668	14.77642441	
0.0052668	13.62256622	
0.0052668	13.62256622	
0.0052668	13.62256622	
0.0052668	13.62256622	
0.0052668	13.62256622	
0.0052668	12.12597084	
0.0052668	12.12597084	
0.0052668	12.12597084	
0.0052668	12.12597084	
0.0052668	12.12597084	
0.0052668	10.86595154	
0.0052668	10.86595154	
0.0052668	10.86595154	
0.0052668	10.86595154	
0.0052668	10.86595154	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	18.93095398	
0.0052668	18.93095398	
0.0052668	18.93095398	
0.0052668	18.93095398	
0.0052668	18.93095398	
0.0052668	16.84738159	
0.0052668	16.84738159	
0.0052668	16.84738159	
0.0052668	16.84738159	
0.0052668	16.84738159	
0.0052668	14.77946091	
0.0052668	14.77946091	
0.0052668	14.77946091	
0.0052668	14.77946091	
0.0052668	14.77946091	
0.0052668	14.53462029	
0.0052668	14.53462029	
0.0052668	14.53462029	
0.0052668	14.53462029	
0.0052668	14.53462029	
0.0052668	13.83049774	
0.0052668	13.83049774	
0.0052668	13.83049774	
0.0052668	13.83049774	
0.0052668	13.83049774	
0.0052668	12.78800201	
0.0052668	12.78800201	
0.0052668	12.78800201	
0.0052668	12.78800201	
0.0052668	12.78800201	
0.0052668	12.0009079	
0.0052668	12.0009079	
0.0052668	12.0009079	
0.0052668	12.0009079	
0.0052668	12.0009079	
0.0052668	12.49565125	
0.0052668	12.49565125	
0.0052668	12.49565125	
0.0052668	12.49565125	
0.0052668	12.49565125	
0.0052668	11.30718994	
0.0052668	11.30718994	
0.0052668	11.30718994	
0.0052668	11.30718994	
0.0052668	11.30718994	
0.0052668	9.99845886	
0.0052668	9.99845886	
0.0052668	9.99845886	
0.0052668	9.99845886	
0.0052668	9.99845886	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	19.05957031	
0.0052668	19.05957031	
0.0052668	19.05957031	
0.0052668	19.05957031	
0.0052668	19.05957031	
0.0052668	17.65483475	
0.0052668	17.65483475	
0.0052668	17.65483475	
0.0052668	17.65483475	
0.0052668	17.65483475	
0.0052668	15.3207016	
0.0052668	15.3207016	
0.0052668	15.3207016	
0.0052668	15.3207016	
0.0052668	15.3207016	
0.0052668	14.79275894	
0.0052668	14.79275894	
0.0052668	14.79275894	
0.0052668	14.79275894	
0.0052668	14.79275894	
0.0052668	12.49118614	
0.0052668	12.49118614	
0.0052668	12.49118614	
0.0052668	12.49118614	
0.0052668	12.49118614	
0.0052668	12.28514862	
0.0052668	12.28514862	
0.0052668	12.28514862	
0.0052668	12.28514862	
0.0052668	12.28514862	
0.0052668	12.0088253	
0.0052668	12.0088253	
0.0052668	12.0088253	
0.0052668	12.0088253	
0.0052668	12.0088253	
0.0052668	9.8885479	
0.0052668	9.8885479	
0.0052668	9.8885479	
0.0052668	9.8885479	
0.0052668	9.8885479	
0.0052668	6.5404973	
0.0052668	6.5404973	
0.0052668	6.5404973	
0.0052668	6.5404973	
0.0052668	6.5404973	
0.0052668	8.4278717	
0.0052668	8.4278717	
0.0052668	8.4278717	
0.0052668	8.4278717	
0.0052668	8.4278717	
0.0052668	9.55537605	
0.0052668	9.55537605	
0.0052668	9.55537605	
0.0052668	9.55537605	
0.0052668	9.55537605	
0.0052668	10.14324856	
0.0052668	10.14324856	
0.0052668	10.14324856	
0.0052668	10.14324856	
0.0052668	10.14324856	
0.0052668	10.70079803	
0.0052668	10.70079803	
0.0052668	10.70079803	
0.0052668	10.70079803	
0.0052668	10.70079803	
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668		
0.0052668	9.1633873	
0.0052668	9.1633873	
0.0052668	9.1633873	
0.0052668	9.1633873	
0.0052668	9.1633873	
0.0052668	6.0188942	
0.0052668	6.0188942	
0.0052668	6.0188942	
0.0052668	6.0188942	
0.0052668	6.0188942	
0.0052668	7.4119916	
0.0052668	7.4119916	
0.0052668	7.4119916	
0.0052668	7.4119916	
0.0052668	7.4119916	
0.0052668	9.09274006	
0.0052668	9.09274006	
0.0052668	9.09274006	
0.0052668	9.09274006	
0.0052668	9.09274006	
0.0052668	10.48034191	
0.0052668	10.48034191	
0.0052668	10.48034191	
0.0052668	10.48034191	
0.0052668	10.48034191	
0.0052668	21.59354019	
0.0052668	21.59354019	
0.0052668	21.59354019	
0.0052668	21.59354019	
0.0052668	21.59354019	
0.0052668	16.29320908	
0.0052668	16.29320908	
0.0052668	16.29320908	
0.0052668	16.29320908	
0.0052668	16.29320908	
0.0052668	13.81839943	
0.0052668	13.81839943	
0.0052668	13.81839943	
0.0052668	13.81839943	
0.0052668	13.81839943	
0.0052668	12.90677834	
0.0052668	12.90677834	
0.0052668	12.90677834	
0.0052668	12.90677834	
0.0052668	12.90677834	
0.0052668	10.2387886	
0.0052668	10.2387886	
0.0052668	10.2387886	
0.0052668	10.2387886	
0.0052668	10.2387886	
0.0052668	7.72900105	
0.0052668	7.72900105	
0.0052668	7.72900105	
0.0052668	7.72900105	
0.0052668	7.72900105	
0.0052668	9.6114378	
0.0052668	9.6114378	
0.0052668	9.6114378	
0.0052668	9.6114378	
0.0052668	9.6114378	
0.0052668	9.73978329	
0.0052668	9.73978329	
0.0052668	9.73978329	
0.0052668	9.73978329	
0.0052668	9.73978329	
0.0052668	10.50396061	
0.0052668	10.50396061	
0.0052668	10.50396061	
0.0052668	10.50396061	
0.0052668	10.50396061	
0.0052668	10.44086838	
0.0052668	10.44086838	
0.0052668	10.44086838	
0.0052668	10.44086838	
0.0052668	10.44086838	
0.0052668	10.44086838	
0.0052668	15.12805367	
0.0052668	15.12805367	
0.0052668	15.12805367	
0.0052668	15.12805367	
0.0052668	15.12805367	
0.0052668	11.30035973	
0.0052668	11.30035973	
0.0052668	11.30035973	
0.0052668	11.30035973	
0.0052668	11.30035973	
0.0052668	12.08006668	
0.0052668	12.08006668	
0.0052668	12.08006668	
0.0052668	12.08006668	
0.0052668	12.08006668	
0.0052668	12.51828766	
0.0052668	12.51828766	
0.0052668	12.51828766	
0.0052668	12.51828766	
0.0052668	12.51828766	
0.0052668	12.36682701	
0.0052668	12.36682701	
0.0052668	12.36682701	
0.0052668	12.36682701	
0.0052668	12.36682701	
0.0052668	11.80828285	
0.0052668	11.80828285	
0.0052668	11.80828285	
0.0052668	11.80828285	
0.0052668	11.80828285	
0.0052668	11.9400425	
0.0052668	11.9400425	
0.0052668	11.9400425	
0.0052668	11.9400425	
0.0052668	11.9400425	
0.0052668	11.38866234	
0.0052668	11.38866234	
0.0052668	11.38866234	
0.0052668	11.38866234	
0.0052668	11.38866234	
0.0052668	10.57485199	
0.0052668	10.57485199	
0.0052668	10.57485199	
0.0052668	10.57485199	
0.0052668	10.57485199	
0.0052668	11.33626366	
0.0052668	11.33626366	
0.0052668	11.33626366	
0.0052668	11.33626366	
0.0052668	11.33626366	
0.0052668	12.17439079	
0.0052668	12.17439079	
0.0052668	12.17439079	
0.0052668	12.17439079	
0.0052668	12.17439079	
0.0052668	12.50746536	
0.0052668	12.50746536	
0.0052668	12.50746536	
0.0052668	12.50746536	
0.0052668	12.50746536	
0.0052668	11.98713493	
0.0052668	11.98713493	
0.0052668	11.98713493	
0.0052668	11.98713493	
0.0052668	11.98713493	
0.0052668	12.69146347	
0.0052668	12.69146347	
0.0052668	12.69146347	
0.0052668	12.69146347	
0.0052668	12.69146347	
0.0052668	12.55288506	
0.0052668	12.55288506	
0.0052668	12.55288506	
0.0052668	12.55288506	
0.0052668	12.55288506	
0.0052668	13.26095009	
0.0052668	13.26095009	
0.0052668	13.26095009	
0.0052668	13.26095009	
0.0052668	13.26095009	
0.0052668	13.42616081	
0.0052668	13.42616081	
0.0052668	13.42616081	
0.0052668	13.42616081	
0.0052668	13.42616081	
0.0052668	11.58050919	
