Day fraction since midnight on 10/27/2019	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()	new set point ()
0.47680473	0.04236747	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47681630	0.07460462	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47682786	0.06559634	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47683945	0.03976095	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47685102	0.03695846	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47686259	0.04285999	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47687418	0.02690420	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47688574	0.07469954	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47689731	0.07124706	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47690888	0.07928852	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47692045	0.07942283	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47693205	0.03371300	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47694362	0.05241746	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47695518	0.01892168	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47696675	0.09280054	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47697833	0.34734628	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47698990	0.01984074	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47700149	-0.13692628	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47701306	-0.06157594	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47702463	-0.14942949	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47703619	-0.14466362	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47704779	-0.14768386	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47705935	-0.00415159	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47707092	0.23073657	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47708250	-0.15768677	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47709409	0.08009145	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47710565	0.07053316	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47711722	0.09182968	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47712879	0.10074371	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47714036	0.23046188	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47715195	0.26960152	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47716352	-0.04844793	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47717509	0.03460642	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47718666	0.19926748	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47719823	0.20758922	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47720980	-0.27999339	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47722139	-0.02703025	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47723296	0.08543199	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47724453	0.25681058	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47725612	0.46965209	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47726769	0.43876323	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47727925	0.24719141	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47729082	0.13878308	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47730240	0.12119422	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47731399	0.16363856	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47732555	0.15609671	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47733713	0.22293131	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47734869	0.36903495	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47736028	0.22632560	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47737185	-0.09675532	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47738344	0.17524514	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47739501	0.06725828	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47740658	0.43428016	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47741815	0.20836586	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47742972	-0.07241721	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47744131	0.17143546	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47745287	0.25374559	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47746444	0.14688066	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47747601	0.26059163	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47748760	0.39034006	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47749917	0.40575355	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47751073	0.23425175	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47752231	0.06378502	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47753390	0.26944393	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47754546	0.21106324	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47755703	0.06939024	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47756862	0.06722902	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47758019	0.06648752	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47759176	0.07073378	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47760332	0.07873224	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47761491	0.08048340	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47762648	0.07188722	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47763805	0.04512776	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47764964	-0.16629711	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47766121	-0.04578425	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47767277	0.06231109	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47768434	0.07421615	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47769591	0.12764697	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47770751	0.02293983	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47771908	-0.14022160	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47773065	0.00251818	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47774222	0.06385430	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47775378	0.07431172	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47776538	0.07255446	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47777695	0.08298938	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47778851	0.07921608	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47780009	0.07752126	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47781168	0.08556785	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47782323	0.07995749	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47783481	0.08919924	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47784640	0.08503903	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47785796	0.09359163	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47786953	0.08675276	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47788110	0.08116610	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47789269	0.08175048	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47790426	0.08198992	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47791583	0.08675620	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47792740	0.08807204	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47793897	0.08401935	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47795056	0.08316448	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47796213	0.09037572	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47797369	0.08381422	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47798528	0.05957426	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47799685	0.07156409	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47800842	0.08108735	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47801999	0.09171122	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47803158	0.08686560	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47804315	0.08633607	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47805472	0.09250851	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47806629	0.09567381	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47807788	0.10268756	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47808944	0.10987843	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47810102	0.11375704	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47811261	0.11310229	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47812416	0.12189601	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47813575	0.12142298	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47814731	0.14129649	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47815888	0.06609235	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47817047	0.01287601	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47818204	0.52874452	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47819360	0.52537000	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47820517	0.41544259	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47821676	0.35040152	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47822833	0.32303548	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47823990	0.26728773	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47825149	0.25615519	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47826305	0.34484646	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47827462	0.39560875	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47828619	0.39447474	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47829778	0.40181270	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47830935	0.39296648	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47832092	0.39996651	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47833249	0.39551106	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47834408	0.40840349	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47835564	0.36637101	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47836722	0.39078510	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47837879	0.38484329	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47839036	0.30916786	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47840195	0.27079725	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47841352	0.24851741	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47842511	-0.10204402	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47843665	-0.37628657	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47844824	-0.02890463	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47845981	0.26519123	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47847138	0.12985326	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47848295	0.03426025	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47849454	0.13010684	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47850611	0.17751132	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47851768	0.04876514	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47852925	-0.05956084	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47854082	-0.00794399	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47855239	0.04886466	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47856398	0.15468983	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47857555	0.03705941	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47858712	0.08012963	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47859871	0.11153543	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47861028	0.17927061	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47862185	0.15959357	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47863341	0.15446305	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47864500	0.14775686	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47865657	0.14283083	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47866814	0.13997778	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47867971	0.13816412	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47869130	0.13790347	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47870286	0.14312172	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47871443	0.13978983	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47872602	0.13178290	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47873759	0.13008176	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47874916	0.13038944	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47876072	0.12746572	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47877231	0.12544940	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47878388	0.12363044	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47879545	0.12200975	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47880704	0.11542069	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47881861	0.13500741	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47883020	0.40952313	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47884175	0.57592750	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47885334	0.57772005	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47886491	0.40663660	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47887647	0.34391841	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47888804	0.49492502	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47889963	0.52868623	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47891120	0.29537874	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47892277	0.04153868	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47893434	0.21240766	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47894593	0.16144922	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47895749	0.16584899	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47896906	0.12647319	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47898063	0.13739283	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47899222	0.13296656	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47900379	0.13009638	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47901536	0.13458931	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47902695	0.13073605	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47903852	0.13149792	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47905009	0.12954640	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47906166	0.12882124	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47907325	0.12928340	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47908480	0.12761913	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47909639	0.36369771	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47910796	0.16741176	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47911953	-0.01112061	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47913112	-0.27830693	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47914269	-0.30481178	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47915426	-0.07323090	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47916583	0.07736792	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47917740	0.04069754	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47918897	0.03662559	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47920056	-0.09766779	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47921212	0.05171041	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47922369	0.04614889	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47923526	0.04704446	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47924685	0.04602578	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47925842	0.06950854	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47926999	-0.05003132	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47928158	0.26251411	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47929315	-0.01428650	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47930471	-0.27312216	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47931628	0.00842274	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47932787	0.17093320	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47933944	-0.01788766	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47935101	-0.01925457	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47936258	0.04638021	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47937417	0.05292438	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47938574	0.04279662	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47939731	0.07505273	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47940888	0.06165041	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47942047	0.05755704	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47943203	0.04549880	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47944360	0.03890948	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47945519	0.02701991	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47946676	0.02047904	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47947832	0.04868953	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47948989	0.07735235	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47950148	-0.07457696	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47951305	-0.02780875	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47952464	0.21372600	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47953619	-0.02187859	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47954776	0.00703243	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47955935	-0.14159179	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47957092	-0.10853560	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47958249	-0.16147934	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47959406	-0.14989454	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47960563	-0.12820905	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47961722	-0.11850731	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47962881	-0.20123750	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47964036	-0.23691526	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47965195	-0.16373754	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47966352	-0.07099851	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47967511	-0.10810018	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47968665	-0.05135352	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47969824	-0.01194844	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47970981	-0.03507525	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47972138	-0.01082835	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47973295	0.00399524	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47974454	-0.01370385	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47975610	-0.05769549	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47976767	-0.03997615	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47977926	-0.02890886	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47979083	-0.02133049	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47980240	-0.04023539	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47981397	-0.01692473	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47982556	0.02985640	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47983712	-0.02952630	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47984870	0.01052413	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47986026	0.16270396	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47987186	0.02250246	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47988342	-0.02475830	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47989499	0.00133946	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47990658	0.00410911	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47991815	0.00847729	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47992971	-0.01627951	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47994128	0.00001220	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47995287	-0.00012885	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47996444	-0.02186712	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47997601	-0.03210689	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47998758	-0.08549613	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.47999917	-0.17924447	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.48001074	-0.06597965	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.48002231	-0.08592862	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.48003388	-0.03148437	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.48004545	-0.02171941	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.48005704	-0.01653253	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
