Day fraction since midnight on 11/3/2019,Time (seconds),Time Elapsed (seconds),Fluoride Probe (volts),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
start expt,,,,,,,,,
0.68,58940.44272,15909.64243,0.12810919,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.72433472
0.68,58941.44237,15910.64208,0.12847501,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.72433472
0.68,58942.44202,15911.64173,0.12793781,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.72433472
0.68,58943.44166,15912.64138,0.12924752,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.11652565
0.68,58944.44304,15913.64275,0.12771347,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.11652565
0.68,58945.44269,15914.6424,0.1283026,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.11652565
0.68,58946.44234,15915.64205,0.12806618,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.11652565
0.68,58947.44198,15916.6417,0.12788241,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.11652565
0.68,58948.44336,15917.64307,0.12810591,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.64547348
0.68,58949.44301,15918.64272,0.12757254,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.64547348
0.68,58950.44266,15919.64237,0.1272839,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.64547348
0.68,58951.44144,15920.64115,0.12795623,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.64547348
0.68,58952.44282,15921.64253,0.12747028,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.64547348
0.68,58953.44246,15922.64218,0.12720066,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.55451965
0.68,58954.44211,15923.64182,0.12736326,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.55451965
0.68,58955.44349,15924.6432,0.12714465,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.55451965
0.68,58956.44314,15925.64285,0.12758876,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.55451965
0.68,58957.44278,15926.6425,0.12775078,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.55451965
0.68,58958.44157,15927.64128,0.1272662,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.42534828
0.68,58959.44381,15928.64352,0.1270622,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.42534828
0.68,58960.44346,15929.64317,0.12732957,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.42534828
0.68,58961.44224,15930.64195,0.12742268,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.42534828
0.68,58962.44189,15931.6416,0.12664737,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.42534828
0.68,58963.44326,15932.64298,0.12691972,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.26031303
0.68,58964.44291,15933.64262,0.12786314,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.26031303
0.68,58965.44256,15934.64227,0.12674886,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.26031303
0.68,58966.44221,15935.64192,0.12728377,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.26031303
0.68,58967.44186,15936.64157,0.12763199,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.26031303
0.68,58968.44323,15937.64294,0.12712449,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.2093029
0.68,58969.44202,15938.64173,0.12648842,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.2093029
0.68,58970.44166,15939.64138,0.12719807,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.2093029
0.68,58971.44304,15940.64275,0.12645498,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.2093029
0.68,58972.44269,15941.6424,0.12695819,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.2093029
0.68,58973.44234,15942.64205,0.12658724,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.03396797
0.68,58974.44198,15943.6417,0.12545756,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.03396797
0.68,58975.44163,15944.64134,0.12657192,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.03396797
0.68,58976.44301,15945.64272,0.12677683,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.03396797
0.68,58977.44266,15946.64237,0.12609607,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.03396797
0.68,58978.4423,15947.64202,0.12694316,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.19260979
0.68,58979.44109,15948.6408,0.12652953,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.19260979
0.68,58980.44333,15949.64304,0.12670606,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.19260979
0.68,58981.44211,15950.64182,0.12627147,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.19260979
0.68,58982.44349,15951.6432,0.12621187,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.19260979
0.68,58983.44314,15952.64285,0.1265948,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.80132675
0.68,58984.44278,15953.6425,0.12600407,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.80132675
0.68,58985.44416,15954.64387,0.12522779,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.80132675
0.68,58986.44122,15955.64093,0.12626806,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.80132675
0.68,58987.44259,15956.6423,0.12538435,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.80132675
0.68,58988.44224,15957.64195,0.12544791,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.93185043
0.68,58989.44189,15958.6416,0.12554787,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.93185043
0.68,58990.44154,15959.64125,0.12431807,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.93185043
0.68,58991.44118,15960.6409,0.12487674,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.93185043
0.68,58992.44083,15961.64054,0.12497658,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.93185043
0.68,58993.44221,15962.64192,0.12407234,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.37809753
0.68,58994.44186,15963.64157,0.1230237,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.37809753
0.68,58995.4415,15964.64122,0.12371676,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.37809753
0.68,58996.44115,15965.64086,0.12380397,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.37809753
0.68,58997.44253,15966.64224,0.1241398,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.37809753
0.68,58998.44218,15967.64189,0.12379394,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.36187553
0.68,58999.44182,15968.64154,0.12452426,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.36187553
0.68,59000.44147,15969.64118,0.12285022,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.36187553
0.68,59001.44112,15970.64083,0.12321547,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.36187553
0.68,59002.44077,15971.64048,0.12341237,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.36187553
0.68,59003.44301,15972.64272,0.12422618,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.46463776
0.68,59004.44266,15973.64237,0.12389584,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.46463776
0.68,59005.44144,15974.64115,0.12355165,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.46463776
0.68,59006.44109,15975.6408,0.12288605,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.46463776
0.68,59007.44246,15976.64218,0.12360414,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.46463776
0.68,59008.44211,15977.64182,0.12355547,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.91751862
0.68,59009.44176,15978.64147,0.12343386,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.91751862
0.68,59010.44141,15979.64112,0.12324128,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.91751862
0.68,59011.44278,15980.6425,0.12244171,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.91751862
0.68,59012.44157,15981.64128,0.12256853,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.91751862
0.68,59013.44122,15982.64093,0.12251571,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.05005264
0.68,59014.44086,15983.64058,0.12289426,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.05005264
0.68,59015.44224,15984.64195,0.12198615,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.05005264
0.68,59016.44189,15985.6416,0.12219686,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.05005264
0.68,59017.44154,15986.64125,0.12239323,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.05005264
0.68,59018.44118,15987.6409,0.12146175,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59019.44256,15988.64227,0.12164569,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59020.44221,15989.64192,0.12222479,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59021.44099,15990.6407,0.12183863,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59022.44237,15991.64208,0.12218909,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59023.44202,15992.64173,0.12258129,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.4517765
0.68,59024.44253,15993.64224,0.12237536,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.84900093
0.68,59025.44131,15994.64102,0.1217005,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.84900093
0.68,59026.44096,15995.64067,0.12185919,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.84900093
0.68,59027.44234,15996.64205,0.12169945,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.84900093
0.68,59028.44198,15997.6417,0.12190409,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.84900093
0.68,59029.44163,15998.64134,0.12162279,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.6936512
0.68,59030.44128,15999.64099,0.12146834,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.6936512
0.68,59031.44093,16000.64064,0.12156788,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.6936512
0.68,59032.4423,16001.64202,0.12223357,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.6936512
0.68,59033.44195,16002.64166,0.12121356,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.6936512
0.68,59034.4416,16003.64131,0.12161393,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.63929176
0.68,59035.44125,16004.64096,0.12156456,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.63929176
0.68,59036.4409,16005.64061,0.12190618,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.63929176
0.68,59037.44227,16006.64198,0.12173122,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.63929176
0.68,59038.44192,16007.64163,0.12150589,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.63929176
0.68,59039.4407,16008.64042,0.12173358,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.77944374
0.68,59040.44208,16009.64179,0.12059966,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.77944374
0.68,59041.44173,16010.64144,0.12104262,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.77944374
0.68,59042.44138,16011.64109,0.12075385,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.77944374
0.68,59043.44102,16012.64074,0.12100629,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.77944374
0.68,59044.44067,16013.64038,0.120669,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.49995995
0.68,59045.44205,16014.64176,0.11987608,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.49995995
0.68,59046.4417,16015.64141,0.1175365,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.49995995
0.68,59047.44134,16016.64106,0.12040091,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.49995995
0.68,59048.44186,16017.64157,0.12132403,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.49995995
0.68,59049.44064,16018.64035,0.12124556,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.08830833
0.68,59050.44202,16019.64173,0.12136245,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.08830833
0.68,59051.44166,16020.64138,0.12233981,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.08830833
0.68,59052.44131,16021.64102,0.12204598,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.08830833
0.68,59053.44096,16022.64067,0.12192342,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.08830833
0.68,59054.44234,16023.64205,0.12295624,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.96102905
0.68,59055.44112,16024.64083,0.12352373,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.96102905
0.68,59056.44077,16025.64048,0.12365469,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.96102905
0.68,59057.44042,16026.64013,0.12422463,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.96102905
0.68,59058.44179,16027.6415,0.12289109,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.96102905
0.68,59059.44144,16028.64115,0.1238864,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.35069656
0.68,59060.44109,16029.6408,0.12360828,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.35069656
0.68,59061.44074,16030.64045,0.12357139,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.35069656
0.68,59062.44038,16031.6401,0.12362732,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.35069656
0.68,59063.44176,16032.64147,0.12222412,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.35069656
0.68,59064.44141,16033.64112,0.123197,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.00225449
0.68,59065.44278,16034.6425,0.12249289,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.00225449
0.68,59066.4407,16035.64042,0.12268695,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.00225449
0.68,59067.44208,16036.64179,0.12269653,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.00225449
0.68,59068.44173,16037.64144,0.12309124,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.00225449
0.68,59069.44051,16038.64022,0.12366562,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.08885956
0.68,59070.44016,16039.63987,0.12210701,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.08885956
0.68,59071.44154,16040.64125,0.12371451,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.08885956
0.68,59072.44118,16041.6409,0.12410095,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.08885956
0.68,59073.44083,16042.64054,0.12278061,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.08885956
0.68,59074.44048,16043.64019,0.12388954,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.94717789
0.68,59075.44186,16044.64157,0.1233118,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.94717789
0.68,59076.44064,16045.64035,0.12350486,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.94717789
0.68,59077.44288,16046.64259,0.12311012,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.94717789
0.68,59078.4408,16047.64051,0.12213537,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.94717789
0.68,59079.44218,16048.64189,0.12217669,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.87488747
0.68,59080.4401,16049.63981,0.12248328,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.87488747
0.68,59081.44147,16050.64118,0.12342814,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.87488747
0.68,59082.44112,16051.64083,0.12318122,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.87488747
0.68,59083.4425,16052.64221,0.12293033,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.87488747
0.68,59084.44042,16053.64013,0.12224971,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.75279045
0.68,59085.44179,16054.6415,0.11909322,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.75279045
0.68,59086.44144,16055.64115,0.1205662,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.75279045
0.68,59087.44022,16056.63994,0.12035658,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.75279045
0.68,59088.4416,16057.64131,0.12329413,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,13.75279045
0.68,59089.44125,16058.64096,0.1192164,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.01971436
0.68,59090.4409,16059.64061,0.11519694,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.01971436
0.68,59091.44054,16060.64026,0.11614467,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.01971436
0.68,59092.44192,16061.64163,0.11642802,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.01971436
0.68,59093.43984,16062.63955,0.11651032,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.01971436
0.68,59094.44122,16063.64093,0.12068602,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.38055611
0.68,59095.44086,16064.64058,0.12228905,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.38055611
0.68,59096.43965,16065.63936,0.12266489,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.38055611
0.68,59097.44102,16066.64074,0.12210605,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.38055611
0.68,59098.44067,16067.64038,0.12230361,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.38055611
0.68,59099.44032,16068.64003,0.1224987,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.37224388
0.68,59100.43997,16069.63968,0.12262312,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.37224388
0.68,59101.44048,16070.64019,0.1225687,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.37224388
0.68,59102.44186,16071.64157,0.1219741,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.37224388
0.68,59103.44064,16072.64035,0.12260634,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.37224388
0.68,59104.44115,16073.64086,0.1224389,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.30329132
0.68,59105.43994,16074.63965,0.12232064,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.30329132
0.68,59106.44131,16075.64102,0.12274092,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.30329132
0.68,59107.44096,16076.64067,0.12186942,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.30329132
0.68,59108.44061,16077.64032,0.12285671,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.30329132
0.68,59109.44198,16078.6417,0.12208187,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.2979393
0.68,59110.44077,16079.64048,0.12240774,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.2979393
0.68,59111.44042,16080.64013,0.12179185,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.2979393
0.68,59112.44006,16081.63978,0.12279569,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.2979393
0.68,59113.44144,16082.64115,0.12159839,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,15.2979393
0.68,59114.44109,16083.6408,0.12162068,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.27533531
0.68,59115.44074,16084.64045,0.12109839,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.27533531
0.68,59116.44038,16085.6401,0.12180591,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.27533531
0.68,59117.43917,16086.63888,0.12169235,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.27533531
0.68,59118.44054,16087.64026,0.12160074,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,14.27533531
0.68,59119.44019,16088.6399,0.12161916,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.34523964
0.68,59120.43984,16089.63955,0.12161494,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.34523964
0.68,59121.44122,16090.64093,0.12133414,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.34523964
0.68,59122.44086,16091.64058,0.1215126,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.34523964
0.68,59123.44051,16092.64022,0.12148478,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.34523964
0.68,59124.44016,16093.63987,0.12108769,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.27885246
0.68,59125.4424,16094.64211,0.12064432,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.27885246
0.68,59126.43946,16095.63917,0.12124126,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.27885246
0.68,59127.4417,16096.64141,0.1210855,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.27885246
0.68,59128.43962,16097.63933,0.12095711,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.27885246
0.68,59129.44099,16098.6407,0.1209176,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.54068565
0.68,59130.44064,16099.64035,0.12183838,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.54068565
0.68,59131.44029,16100.64,0.12189779,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.54068565
0.68,59132.43907,16101.63878,0.12149468,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.54068565
0.68,59133.44045,16102.64016,0.12084553,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.54068565
0.68,59134.4401,16103.63981,0.12041946,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.57253456
0.68,59135.43974,16104.63946,0.12076109,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.57253456
0.68,59136.43939,16105.6391,0.12148045,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.57253456
0.68,59137.44163,16106.64134,0.1207309,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.57253456
0.68,59138.44128,16107.64099,0.12106277,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.57253456
0.68,59139.44093,16108.64064,0.12028,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.70364189
0.68,59140.44058,16109.64029,0.12023833,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.70364189
0.68,59141.44022,16110.63994,0.12033632,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.70364189
0.68,59142.43987,16111.63958,0.12031513,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.70364189
0.68,59143.44125,16112.64096,0.11984689,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.70364189
0.68,59144.4409,16113.64061,0.11987801,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.5632534
0.68,59145.44054,16114.64026,0.12023712,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.5632534
0.68,59146.44019,16115.6399,0.12030184,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.5632534
0.68,59147.43984,16116.63955,0.11973184,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.5632534
0.68,59148.44122,16117.64093,0.12031703,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.5632534
0.68,59149.44086,16118.64058,0.1191003,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.83031464
0.68,59150.43965,16119.63936,0.11988784,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.83031464
0.68,59151.44189,16120.6416,0.11995242,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.83031464
0.68,59152.43894,16121.63866,0.11983097,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.83031464
0.68,59153.44032,16122.64003,0.11998734,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.83031464
0.68,59154.43997,16123.63968,0.12018682,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.82711029
0.68,59155.43962,16124.63933,0.11975545,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.82711029
0.68,59156.44099,16125.6407,0.11962518,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.82711029
0.68,59157.44064,16126.64035,0.11979668,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.82711029
0.68,59158.44029,16127.64,0.12017832,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,12.82711029
0.68,59159.43907,16128.63878,0.11968436,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.97913933
0.68,59160.43872,16129.63843,0.11949614,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.97913933
0.68,59161.4401,16130.63981,0.11918326,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.97913933
0.68,59162.43974,16131.63946,0.11867937,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.97913933
0.68,59163.43939,16132.6391,0.11957768,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.97913933
0.68,59164.44077,16133.64048,0.11912975,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.03992653
0.68,59165.44214,16134.64186,0.11996977,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.03992653
0.68,59166.4392,16135.63891,0.1185897,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.03992653
0.68,59167.44058,16136.64029,0.11916121,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.03992653
0.68,59168.44022,16137.63994,0.12041442,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.03992653
0.68,59169.43987,16138.63958,0.11967453,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,10.48075867
0.68,59170.43952,16139.63923,0.11939955,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,10.48075867
0.68,59171.4409,16140.64061,0.11839398,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,10.48075867
0.68,59172.44054,16141.64026,0.11915299,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,10.48075867
0.68,59173.43933,16142.63904,0.11895651,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,10.48075867
0.68,59174.43898,16143.63869,0.11969423,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.33224106
0.68,59175.43862,16144.63834,0.11915156,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.33224106
0.68,59176.44,16145.63971,0.11900187,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.33224106
0.68,59177.43965,16146.63936,0.11843204,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.33224106
0.68,59178.4393,16147.63901,0.11921966,0.0039502,0.6514498,41.14419789,9.75358025,8.13333333,11.33224106
