Day fraction since midnight on 11/3/2019,Time (seconds),Time Elapsed (seconds),Fluoride Probe (volts),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
start expt,,,,,,,,,
0.51,44032.73875,1001.938464,0.19819306,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.75029755
0.51,44033.74013,1002.93984,0.19143744,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.75029755
0.51,44034.73978,1003.939488,0.19084746,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.75029755
0.51,44035.73856,1004.938272,0.19730903,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.75029755
0.51,44036.73994,1005.939648,0.19487871,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.75029755
0.51,44037.73958,1006.939296,0.19006702,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44038.7401,1007.939808,0.19407713,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44039.73888,1008.938592,0.1962146,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44040.73853,1009.93824,0.1924047,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44041.73904,1010.938752,0.19155824,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44042.74042,1011.940128,0.19759522,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.22929573
0.51,44043.7392,1012.938912,0.19177006,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27655029
0.51,44044.73885,1013.93856,0.19030286,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27655029
0.51,44045.73936,1014.939072,0.19454613,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27655029
0.51,44046.73901,1015.93872,0.19830623,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27655029
0.51,44047.73866,1016.938368,0.18819074,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.27655029
0.51,44048.74003,1017.939744,0.19519024,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.56560898
0.51,44049.73882,1018.938528,0.1995116,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.56560898
0.51,44050.73846,1019.938176,0.19069937,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.56560898
0.51,44051.73811,1020.937824,0.19810535,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.56560898
0.51,44052.73776,1021.937472,0.2050335,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.56560898
0.51,44053.74,1022.939712,0.20061252,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.22441101
0.51,44054.73965,1023.93936,0.19754729,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.22441101
0.51,44055.73843,1024.938144,0.20406656,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.22441101
0.51,44056.73808,1025.937792,0.20482808,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.22441101
0.51,44057.73773,1026.93744,0.19777,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.22441101
0.51,44058.73997,1027.93968,0.20044152,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.72218513
0.51,44059.73875,1028.938464,0.20649531,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.72218513
0.51,44060.7384,1029.938112,0.19904292,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.72218513
0.51,44061.73805,1030.93776,0.19992898,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.72218513
0.51,44062.7377,1031.937408,0.2058609,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.72218513
0.51,44063.73907,1032.938784,0.19992414,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.69031715
0.51,44064.73872,1033.938432,0.19915344,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.69031715
0.51,44065.73837,1034.93808,0.20502156,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.69031715
0.51,44066.73802,1035.937728,0.1978713,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.69031715
0.51,44067.73939,1036.939104,0.20233667,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.69031715
0.51,44068.73904,1037.938752,0.20411612,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.87426567
0.51,44069.73869,1038.9384,0.19718215,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.87426567
0.51,44070.73747,1039.937184,0.20333962,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.87426567
0.51,44071.73712,1040.936832,0.20199493,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.87426567
0.51,44072.73936,1041.939072,0.20080295,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.87426567
0.51,44073.73901,1042.93872,0.20402853,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.15346336
0.51,44074.73779,1043.937504,0.19993299,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.15346336
0.51,44075.73744,1044.937152,0.20499799,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.15346336
0.51,44076.73882,1045.938528,0.19898234,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.15346336
0.51,44077.73846,1046.938176,0.20551546,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.15346336
0.51,44078.73811,1047.937824,0.20069744,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.1957531
0.51,44079.73776,1048.937472,0.20447412,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.1957531
0.51,44080.73914,1049.938848,0.20168014,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.1957531
0.51,44081.73878,1050.938496,0.20272399,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.1957531
0.51,44082.73757,1051.93728,0.20298485,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.1957531
0.51,44083.73808,1052.937792,0.20020202,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.20775795
0.51,44084.73686,1053.936576,0.20456108,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.20775795
0.51,44085.7391,1054.938816,0.19963843,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.20775795
0.51,44086.73789,1055.9376,0.20512985,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.20775795
0.51,44087.73754,1056.937248,0.19894189,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.20775795
0.51,44088.73718,1057.936896,0.20483425,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.67640495
0.51,44089.73856,1058.938272,0.19986498,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.67640495
0.51,44090.73821,1059.93792,0.20362487,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.67640495
0.51,44091.73786,1060.937568,0.19885238,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.67640495
0.51,44092.7375,1061.937216,0.20463195,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.67640495
0.51,44093.73715,1062.936864,0.19973214,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.86743736
0.51,44094.73853,1063.93824,0.20489548,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.86743736
0.51,44095.73818,1064.937888,0.19978108,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.86743736
0.51,44096.73782,1065.937536,0.20357352,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.86743736
0.51,44097.73661,1066.93632,0.20115183,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.86743736
0.51,44098.73798,1067.937696,0.20329663,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.81496239
0.51,44099.73763,1068.937344,0.20255895,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.81496239
0.51,44100.73728,1069.936992,0.19943967,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.81496239
0.51,44101.73693,1070.93664,0.20409869,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.81496239
0.51,44102.7383,1071.938016,0.19901089,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.81496239
0.51,44103.73622,1072.935936,0.20297903,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.64289284
0.51,44104.7376,1073.937312,0.20340133,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.64289284
0.51,44105.73811,1074.937824,0.19981186,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.64289284
0.51,44106.7369,1075.936608,0.20170115,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.64289284
0.51,44107.73741,1076.93712,0.20446184,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.64289284
0.51,44108.73878,1077.938496,0.19979037,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.16816521
0.51,44109.73843,1078.938144,0.20254996,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.16816521
0.51,44110.73722,1079.936928,0.20399709,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.16816521
0.51,44111.73686,1080.936576,0.20070611,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.16816521
0.51,44112.73651,1081.936224,0.20232858,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.16816521
0.51,44113.73789,1082.9376,0.20479739,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.82546806
0.51,44114.73754,1083.937248,0.19975093,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.82546806
0.51,44115.73718,1084.936896,0.20312165,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.82546806
0.51,44116.73683,1085.936544,0.20351116,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.82546806
0.51,44117.73821,1086.93792,0.20057395,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.82546806
0.51,44118.73613,1087.93584,0.20419759,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.34386063
0.51,44119.7375,1088.937216,0.20098852,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.34386063
0.51,44120.73715,1089.936864,0.20127189,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.34386063
0.51,44121.7368,1090.936512,0.20438485,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.34386063
0.51,44122.73818,1091.937888,0.20216332,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.34386063
0.51,44123.73696,1092.936672,0.2019259,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.76305389
0.51,44124.73661,1093.93632,0.2046411,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.76305389
0.51,44125.73626,1094.935968,0.20311445,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.76305389
0.51,44126.73677,1095.93648,0.2025023,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.76305389
0.51,44127.73814,1096.937856,0.20369597,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.76305389
0.51,44128.73779,1097.937504,0.20164393,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.56448364
0.51,44129.73744,1098.937152,0.20127125,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.56448364
0.51,44130.73709,1099.9368,0.20362554,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.56448364
0.51,44131.73674,1100.936448,0.20239954,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.56448364
0.51,44132.73638,1101.936096,0.2005879,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.56448364
0.51,44133.73776,1102.937472,0.20215605,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.9091301
0.51,44134.73654,1103.936256,0.20403075,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.9091301
0.51,44135.73619,1104.935904,0.20306443,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.9091301
0.51,44136.73843,1105.938144,0.20106995,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.9091301
0.51,44137.73549,1106.9352,0.20296487,0.001317,0.654083,41.31050526,3.25185185,8.13333333,12.9091301
0.51,44138.73686,1107.936576,0.20330262,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.27630997
0.51,44139.73651,1108.936224,0.2027012,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.27630997
0.51,44140.73702,1109.936736,0.20107529,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.27630997
0.51,44141.73667,1110.936384,0.20126253,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.27630997
0.51,44142.73718,1111.936896,0.20317748,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.27630997
0.51,44143.73597,1112.93568,0.2032963,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66639328
0.51,44144.73562,1113.935328,0.20058392,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66639328
0.51,44145.73786,1114.937568,0.20106858,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66639328
0.51,44146.7375,1115.937216,0.20213333,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66639328
0.51,44147.73715,1116.936864,0.20348616,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66639328
0.51,44148.7368,1117.936512,0.20129451,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66297722
0.51,44149.73645,1118.93616,0.20061703,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66297722
0.51,44150.73696,1119.936672,0.20334893,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66297722
0.51,44151.73574,1120.935456,0.20250639,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66297722
0.51,44152.73712,1121.936832,0.2009051,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.66297722
0.51,44153.7359,1122.935616,0.20113322,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.04575729
0.51,44154.73814,1123.937856,0.20227975,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.04575729
0.51,44155.7352,1124.934912,0.20376952,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.04575729
0.51,44156.73658,1125.936288,0.20131591,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.04575729
0.51,44157.73622,1126.935936,0.20077187,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.04575729
0.51,44158.73587,1127.935584,0.20238815,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.36598778
0.51,44159.73725,1128.93696,0.20271018,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.36598778
0.51,44160.73603,1129.935744,0.20199557,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.36598778
0.51,44161.73568,1130.935392,0.20031774,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.36598778
0.51,44162.73706,1131.936768,0.20205037,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.36598778
0.51,44163.7367,1132.936416,0.20232785,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.25284958
0.51,44164.73808,1133.937792,0.20374753,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.25284958
0.51,44165.736,1134.935712,0.20201211,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.25284958
0.51,44166.73738,1135.937088,0.2011608,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.25284958
0.51,44167.73616,1136.935872,0.20260078,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.25284958
0.51,44168.73581,1137.93552,0.2031118,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.29507065
0.51,44169.73546,1138.935168,0.20173973,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.29507065
0.51,44170.73683,1139.936544,0.20065504,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.29507065
0.51,44171.73562,1140.935328,0.20183393,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.29507065
0.51,44172.73526,1141.934976,0.20253029,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.29507065
0.51,44173.73664,1142.936352,0.20302615,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.70441246
0.51,44174.73629,1143.936,0.2024966,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.70441246
0.51,44175.73594,1144.935648,0.20139161,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.70441246
0.51,44176.73472,1145.934432,0.2025885,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.70441246
0.51,44177.73696,1146.936672,0.20327029,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.70441246
0.51,44178.73574,1147.935456,0.20336658,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.09810257
0.51,44179.73539,1148.935104,0.20479561,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.09810257
0.51,44180.73677,1149.93648,0.20342234,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.09810257
0.51,44181.73555,1150.935264,0.20225592,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.09810257
0.51,44182.7352,1151.934912,0.2022264,0.001317,0.654083,41.31050526,3.25185185,8.13333333,16.09810257
0.51,44183.73485,1152.93456,0.20231207,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.27849007
0.51,44184.73536,1153.935072,0.20249122,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.27849007
0.51,44185.73674,1154.936448,0.20195962,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.27849007
0.51,44186.73552,1155.935232,0.20334968,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.27849007
0.51,44187.73603,1156.935744,0.20196475,0.001317,0.654083,41.31050526,3.25185185,8.13333333,15.27849007
0.51,44188.73482,1157.934528,0.20307085,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.23876953
0.51,44189.73619,1158.935904,0.20235439,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.23876953
0.51,44190.73584,1159.935552,0.20164511,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.23876953
0.51,44191.73549,1160.9352,0.2021212,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.23876953
0.51,44192.736,1161.935712,0.20238881,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.23876953
0.51,44193.73565,1162.93536,0.20230009,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.73271179
0.51,44194.7353,1163.935008,0.20270513,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.73271179
0.51,44195.73408,1164.933792,0.2047419,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.73271179
0.51,44196.73546,1165.935168,0.20436281,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.73271179
0.51,44197.73597,1166.93568,0.20323239,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.73271179
0.51,44198.73475,1167.934464,0.20331858,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.67668152
0.51,44199.7344,1168.934112,0.20192888,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.67668152
0.51,44200.73578,1169.935488,0.20154506,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.67668152
0.51,44201.73542,1170.935136,0.20299207,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.67668152
0.51,44202.73507,1171.934784,0.20321819,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.67668152
0.51,44203.73472,1172.934432,0.20316304,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.1926403
0.51,44204.7361,1173.935808,0.2037911,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.1926403
0.51,44205.73574,1174.935456,0.20267442,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.1926403
0.51,44206.73453,1175.93424,0.2033691,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.1926403
0.51,44207.73418,1176.933888,0.20259105,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.1926403
0.51,44208.73555,1177.935264,0.20313376,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.04870605
0.51,44209.7352,1178.934912,0.20308323,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.04870605
0.51,44210.73485,1179.93456,0.20249185,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.04870605
0.51,44211.7345,1180.934208,0.20344785,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.04870605
0.51,44212.73587,1181.935584,0.20254481,0.001317,0.654083,41.31050526,3.25185185,8.13333333,13.04870605
0.51,44213.73552,1182.935232,0.20440175,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.42448807
0.51,44214.7343,1183.934016,0.20470451,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.42448807
0.51,44215.73395,1184.933664,0.20481552,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.42448807
0.51,44216.73533,1185.93504,0.20556897,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.42448807
0.51,44217.73498,1186.934688,0.20409265,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.42448807
0.51,44218.73462,1187.934336,0.20387675,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.29930305
0.51,44219.73427,1188.933984,0.20329851,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.29930305
0.51,44220.73565,1189.93536,0.20286529,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.29930305
0.51,44221.73443,1190.934144,0.20296617,0.001317,0.654083,41.31050526,3.25185185,8.13333333,14.29930305
0.51,44222.73408,1191.933792,0.20404597,0.001317,0.654083,50.52631579,0,0,12.58058357
0.51,44223.73373,1192.93344,0.20445949,0.001317,0.654083,50.52631579,0,0,12.58058357
0.51,44224.73597,1193.93568,0.20564948,0.001317,0.654083,50.52631579,0,0,12.58058357
0.51,44225.73562,1194.935328,0.20522262,0.001317,0.654083,50.52631579,0,0,12.58058357
0.51,44226.73526,1195.934976,0.20425072,0.001317,0.654083,50.52631579,0,0,12.58058357
0.51,44227.73405,1196.93376,0.20572107,0.001317,0.654083,50.52631579,0,0,12.52450752
0.51,44228.73456,1197.934272,0.20575827,0.001317,0.654083,50.52631579,0,0,12.52450752
0.51,44229.73421,1198.93392,0.20552716,0.001317,0.654083,50.52631579,0,0,12.52450752
0.51,44230.73558,1199.935296,0.20408078,0.001317,0.654083,50.52631579,0,0,12.52450752
0.51,44231.73523,1200.934944,0.20566657,0.001317,0.654083,50.52631579,0,0,12.52450752
0.51,44232.73402,1201.933728,0.20549998,0.001317,0.654083,50.52631579,0,0,14.35749817
0.51,44233.73366,1202.933376,0.20375875,0.001317,0.654083,50.52631579,0,0,14.35749817
0.51,44234.73504,1203.934752,0.19933821,0.001317,0.654083,50.52631579,0,0,14.35749817
0.51,44235.73469,1204.9344,0.20016927,0.001317,0.654083,50.52631579,0,0,14.35749817
0.51,44236.73434,1205.934048,0.19688202,0.001317,0.654083,50.52631579,0,0,14.35749817
0.51,44237.73398,1206.933696,0.19860193,0.001317,0.654083,50.52631579,0,0,13.89262199
0.51,44238.73363,1207.933344,0.19850439,0.001317,0.654083,50.52631579,0,0,13.89262199
0.51,44239.73501,1208.93472,0.20051925,0.001317,0.654083,50.52631579,0,0,13.89262199
0.51,44240.73466,1209.934368,0.2003734,0.001317,0.654083,50.52631579,0,0,13.89262199
0.51,44241.7343,1210.934016,0.20315228,0.001317,0.654083,50.52631579,0,0,13.89262199
0.51,44242.73568,1211.935392,0.20451468,0.001317,0.654083,50.52631579,0,0,14.77146339
0.51,44243.73533,1212.93504,0.20366247,0.001317,0.654083,50.52631579,0,0,14.77146339
0.51,44244.73411,1213.933824,0.20480278,0.001317,0.654083,50.52631579,0,0,14.77146339
0.51,44245.73376,1214.933472,0.20527288,0.001317,0.654083,50.52631579,0,0,14.77146339
0.51,44246.73341,1215.93312,0.20452337,0.001317,0.654083,50.52631579,0,0,14.77146339
0.51,44247.73306,1216.932768,0.2040464,0.001317,0.654083,50.52631579,0,0,15.61722755
0.51,44248.73443,1217.934144,0.20388362,0.001317,0.654083,50.52631579,0,0,15.61722755
0.51,44249.73408,1218.933792,0.20391856,0.001317,0.654083,50.52631579,0,0,15.61722755
0.51,44250.73373,1219.93344,0.20430945,0.001317,0.654083,50.52631579,0,0,15.61722755
0.51,44251.7351,1220.934816,0.20530704,0.001317,0.654083,50.52631579,0,0,15.61722755
0.51,44252.73475,1221.934464,0.20505869,0.001317,0.654083,50.52631579,0,0,15.15815926
0.51,44253.7344,1222.934112,0.20467639,0.001317,0.654083,50.52631579,0,0,15.15815926
0.51,44254.73405,1223.93376,0.20345068,0.001317,0.654083,50.52631579,0,0,15.15815926
0.51,44255.7337,1224.933408,0.20491286,0.001317,0.654083,50.52631579,0,0,15.15815926
0.51,44256.73507,1225.934784,0.20411646,0.001317,0.654083,50.52631579,0,0,15.15815926
0.51,44257.73472,1226.934432,0.20636436,0.001317,0.654083,50.52631579,0,0,15.02994347
0.51,44258.7335,1227.933216,0.20515507,0.001317,0.654083,50.52631579,0,0,15.02994347
0.51,44259.73315,1228.932864,0.20511863,0.001317,0.654083,50.52631579,0,0,15.02994347
0.51,44260.73453,1229.93424,0.20444366,0.001317,0.654083,50.52631579,0,0,15.02994347
0.51,44261.73418,1230.933888,0.20497552,0.001317,0.654083,50.52631579,0,0,15.02994347
0.51,44262.73382,1231.933536,0.2048908,0.001317,0.654083,50.52631579,0,0,15.55651474
0.51,44263.73347,1232.933184,0.2057969,0.001317,0.654083,50.52631579,0,0,15.55651474
0.51,44264.73312,1233.932832,0.2054538,0.001317,0.654083,50.52631579,0,0,15.55651474
0.51,44265.73277,1234.93248,0.20717859,0.001317,0.654083,50.52631579,0,0,15.55651474
0.51,44266.73501,1235.93472,0.20480874,0.001317,0.654083,50.52631579,0,0,15.55651474
0.51,44267.73466,1236.934368,0.20535503,0.001317,0.654083,50.52631579,0,0,14.63663864
0.51,44268.73344,1237.933152,0.20584919,0.001317,0.654083,50.52631579,0,0,14.63663864
0.51,44269.73309,1238.9328,0.2056082,0.001317,0.654083,50.52631579,0,0,14.63663864
0.51,44270.73446,1239.934176,0.20567982,0.001317,0.654083,50.52631579,0,0,14.63663864
0.51,44271.73411,1240.933824,0.20514283,0.001317,0.654083,50.52631579,0,0,14.63663864
0.51,44272.73376,1241.933472,0.20377296,0.001317,0.654083,50.52631579,0,0,13.84649658
0.51,44273.73341,1242.93312,0.20376858,0.001317,0.654083,50.52631579,0,0,13.84649658
0.51,44274.73478,1243.934496,0.20489503,0.001317,0.654083,50.52631579,0,0,13.84649658
0.51,44275.73443,1244.934144,0.2055351,0.001317,0.654083,50.52631579,0,0,13.84649658
0.51,44276.73408,1245.933792,0.20485461,0.001317,0.654083,50.52631579,0,0,13.84649658
0.51,44277.73286,1246.932576,0.20505504,0.001317,0.654083,50.52631579,0,0,12.42413139
0.51,44278.73424,1247.933952,0.20468879,0.001317,0.654083,50.52631579,0,0,12.42413139
0.51,44279.73389,1248.9336,0.20469126,0.001317,0.654083,50.52631579,0,0,12.42413139
0.51,44280.73354,1249.933248,0.20317109,0.001317,0.654083,50.52631579,0,0,12.42413139
0.51,44281.73491,1250.934624,0.20346905,0.001317,0.654083,50.52631579,0,0,12.42413139
0.51,44282.7337,1251.933408,0.20590524,0.001317,0.654083,50.52631579,0,0,13.28397942
0.51,44283.73334,1252.933056,0.20519096,0.001317,0.654083,50.52631579,0,0,13.28397942
0.51,44284.73386,1253.933568,0.20440249,0.001317,0.654083,50.52631579,0,0,13.28397942
0.51,44285.7335,1254.933216,0.20566884,0.001317,0.654083,50.52631579,0,0,13.28397942
0.51,44286.73488,1255.934592,0.2073434,0.001317,0.654083,50.52631579,0,0,13.28397942
0.51,44287.73366,1256.933376,0.20626242,0.001317,0.654083,50.52631579,0,0,13.33414841
0.51,44288.73331,1257.933024,0.2069172,0.001317,0.654083,50.52631579,0,0,13.33414841
