Day fraction since midnight on 10/20/2019,Time (seconds),Time since start (seconds),Water Pump Control (rpm),Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity (),Just Water Pump Control (rpm)
start 1st expt 10,,,,,,,
0.47232721,40809.07094,1391.941152,0,0,0,1.18950832,0
0.47233877,40810.06973,1392.939936,0,0,0,1.18950832,0
0.47235034,40811.06938,1393.939584,0,0,0,1.18950832,0
0.47236191,40812.06902,1394.939232,0,0,0,1.18950832,0
0.4723735,40813.0704,1395.940608,0,0,0,1.76130331,0
0.47238507,40814.07005,1396.940256,0,0,0,1.76130331,0
0.47239663,40815.06883,1397.93904,0,0,0,1.76130331,0
0.47240822,40816.07021,1398.940416,0,0,0,1.76130331,0
0.47241979,40817.06986,1399.940064,0,0,0,1.76130331,0
0.47243136,40818.0695,1400.939712,0,0,0,2.74848962,0
0.47244293,40819.06915,1401.93936,0,0,0,2.74848962,0
0.47245452,40820.07053,1402.940736,0,0,0,2.74848962,0
0.47246608,40821.06931,1403.93952,0,0,0,2.74848962,0
0.47247765,40822.06896,1404.939168,0,0,0,2.74848962,0
0.47248924,40823.07034,1405.940544,0,0,0,2.74848962,0
0.47250081,40824.06998,1406.940192,0,0,0,3.77896953,0
0.47251238,40825.06963,1407.93984,0,0,0,3.77896953,0
0.47252395,40826.06928,1408.939488,0,0,0,3.77896953,0
0.47253551,40827.06806,1409.938272,0,0,0,3.77896953,0
0.4725471,40828.06944,1410.939648,0,0,0,3.77896953,0
0.47255867,40829.06909,1411.939296,0,0,0,3.77896953,0
0.47257024,40830.06874,1412.938944,0,0,0,4.20408344,0
0.47258181,40831.06838,1413.938592,0,0,0,4.20408344,0
0.4725934,40832.06976,1414.939968,0,0,0,4.20408344,0
0.47260497,40833.06941,1415.939616,0,0,0,4.20408344,0
0.47261654,40834.06906,1416.939264,0,0,0,4.20408344,0
0.47262811,40835.0687,1417.938912,0,0,0,4.09265757,0
0.4726397,40836.07008,1418.940288,0,0,0,4.09265757,0
0.47265126,40837.06886,1419.939072,0,0,0,4.09265757,0
0.47266283,40838.06851,1420.93872,0,0,0,4.09265757,0
0.47267442,40839.06989,1421.940096,0,0,0,4.09265757,0
0.47268599,40840.06954,1422.939744,0,0,0,4.09265757,0
0.47269757,40841.07005,1423.940256,0,0,0,4.15569305,0
0.47270914,40842.0697,1424.939904,0,0,0,4.15569305,0
0.4727207,40843.06848,1425.938688,0,0,0,4.15569305,0
0.47273229,40844.06986,1426.940064,0,0,0,4.15569305,0
0.47274386,40845.0695,1427.939712,0,0,0,4.15569305,0
0.47275543,40846.06915,1428.93936,0,0,0,3.41402411,0
0.47276702,40847.07053,1429.940736,0,0,0,3.41402411,0
0.47277857,40848.06845,1430.938656,0,0,0,3.41402411,0
0.47279016,40849.06982,1431.940032,0,0,0,3.41402411,0
0.47280173,40850.06947,1432.93968,0,0,0,3.41402411,0
0.4728133,40851.06912,1433.939328,0,0,0,3.41402411,0
0.47282487,40852.06877,1434.938976,0,0,0,3.61461449,0
0.47283646,40853.07014,1435.940352,0,0,0,3.61461449,0
0.47284803,40854.06979,1436.94,0,0,0,3.61461449,0
0.47285959,40855.06858,1437.938784,0,0,0,3.61461449,0
0.47287117,40856.06909,1438.939296,0,0,0,3.61461449,0
0.47288274,40857.06874,1439.938944,0,0,0,2.7143724,0
0.47289431,40858.06838,1440.938592,0,0,0,2.7143724,0
0.4729059,40859.06976,1441.939968,0,0,0,2.7143724,0
0.47291747,40860.06941,1442.939616,0,0,0,2.7143724,0
0.47292904,40861.06906,1443.939264,0,0,0,2.7143724,0
0.4729406,40862.06784,1444.938048,0,0,0,2.7143724,0
0.47295219,40863.06922,1445.939424,0,0,0,2.9173255,0
0.47296378,40864.07059,1446.9408,0,0,0,2.9173255,0
0.47297533,40865.06851,1447.93872,0,0,0,2.9173255,0
0.4729869,40866.06816,1448.938368,0,0,0,2.9173255,0
0.47299849,40867.06954,1449.939744,0,0,0,2.9173255,0
0.47301005,40868.06832,1450.938528,0,0,0,3.69583416,0
0.47302162,40869.06797,1451.938176,0,0,0,3.69583416,0
0.47303321,40870.06934,1452.939552,0,0,0,3.69583416,0
0.47304478,40871.06899,1453.9392,0,0,0,3.69583416,0
0.47305634,40872.06778,1454.937984,0,0,0,3.69583416,0
0.47306793,40873.06915,1455.93936,0,0,0,3.69583416,0
0.4730795,40874.0688,1456.939008,0,0,0,4.62308168,0
0.47309107,40875.06845,1457.938656,0,0,0,4.62308168,0
0.47310263,40876.06723,1458.93744,0,0,0,4.62308168,0
0.47311422,40877.06861,1459.938816,0,0,0,4.62308168,0
0.4731258,40878.06912,1460.939328,0,0,0,4.62308168,0
0.47313737,40879.06877,1461.938976,0,0,0,4.62308168,0
0.47314893,40880.06755,1462.93776,0,0,0,4.64372587,0
0.47316052,40881.06893,1463.939136,0,0,0,4.64372587,0
0.47317209,40882.06858,1464.938784,0,0,0,4.64372587,0
0.47318366,40883.06822,1465.938432,0,0,0,4.64372587,0
0.47319525,40884.0696,1466.939808,0,0,0,4.64372587,0
0.47320682,40885.06925,1467.939456,0,0,0,4.64372587,0
0.47321838,40886.06803,1468.93824,0,0,0,4.75643206,0
0.47322995,40887.06768,1469.937888,0,0,0,4.75643206,0
0.47324154,40888.06906,1470.939264,0,0,0,4.75643206,0
0.47325311,40889.0687,1471.938912,0,0,0,4.75643206,0
0.47326468,40890.06835,1472.93856,0,0,0,4.75643206,0
0.47327624,40891.06714,1473.937344,0,0,0,4.9607172,0
0.47328783,40892.06851,1474.93872,0,0,0,4.9607172,0
0.4732994,40893.06816,1475.938368,0,0,0,4.9607172,0
0.47331097,40894.06781,1476.938016,0,0,0,4.9607172,0
0.47332256,40895.06918,1477.939392,0,0,0,4.9607172,0
0.47333412,40896.06797,1478.938176,0,0,0,4.9607172,0
0.47334569,40897.06762,1479.937824,0,0,0,4.7752409,0
0.47335728,40898.06899,1480.9392,0,0,0,4.7752409,0
0.47336885,40899.06864,1481.938848,0,0,0,4.7752409,0
0.47338042,40900.06829,1482.938496,0,0,0,4.7752409,0
0.47339199,40901.06794,1483.938144,0,0,0,4.7752409,0
0.47340358,40902.06931,1484.93952,0,0,0,4.84140539,0
0.47341515,40903.06896,1485.939168,0,0,0,4.84140539,0
0.47342671,40904.06774,1486.937952,0,0,0,4.84140539,0
0.47343828,40905.06739,1487.9376,0,0,0,4.84140539,0
0.47344987,40906.06877,1488.938976,0,0,0,4.84140539,0
0.47346144,40907.06842,1489.938624,0,0,0,4.84140539,0
0.473473,40908.0672,1490.937408,0,0,0,4.18469286,0
0.47348459,40909.06858,1491.938784,0,0,0,4.18469286,0
0.47349616,40910.06822,1492.938432,0,0,0,4.18469286,0
0.47350773,40911.06787,1493.93808,0,0,0,4.18469286,0
0.47351932,40912.06925,1494.939456,0,0,0,4.18469286,0
0.47353089,40913.0689,1495.939104,0,0,0,4.04039621,0
0.47354246,40914.06854,1496.938752,0,0,0,4.04039621,0
0.47355402,40915.06733,1497.937536,0,0,0,4.04039621,0
0.47356561,40916.0687,1498.938912,0,0,0,4.04039621,0
0.47357718,40917.06835,1499.93856,0,0,0,4.04039621,0
0.47358877,40918.06973,1500.939936,0,0,0,4.04039621,0
0.47360032,40919.06765,1501.937856,0,0,0,4.03999758,0
0.47361191,40920.06902,1502.939232,0,0,0,4.03999758,0
0.47362347,40921.06781,1503.938016,0,0,0,4.03999758,0
0.47363504,40922.06746,1504.937664,0,0,0,4.03999758,0
0.47364661,40923.0671,1505.937312,0,0,0,4.03999758,0
0.4736582,40924.06848,1506.938688,0,0,0,3.67243552,0
0.47366977,40925.06813,1507.938336,0,0,0,3.67243552,0
0.47368134,40926.06778,1508.937984,0,0,0,3.67243552,0
0.47369293,40927.06915,1509.93936,0,0,0,3.67243552,0
0.47370449,40928.06794,1510.938144,0,0,0,3.67243552,0
0.47371606,40929.06758,1511.937792,0,0,0,3.67243552,0
0.47372763,40930.06723,1512.93744,0,0,0,4.97060537,0
0.47373922,40931.06861,1513.938816,0,0,0,4.97060537,0
0.47375079,40932.06826,1514.938464,0,0,0,4.97060537,0
0.47376236,40933.0679,1515.938112,0,0,0,4.97060537,0
0.47377392,40934.06669,1516.936896,0,0,0,4.97060537,0
0.47378551,40935.06806,1517.938272,0,0,0,4.30792665,0
0.47379708,40936.06771,1518.93792,0,0,0,4.30792665,0
0.47380865,40937.06736,1519.937568,0,0,0,4.30792665,0
0.47382024,40938.06874,1520.938944,0,0,0,4.30792665,0
0.47383181,40939.06838,1521.938592,0,0,0,4.30792665,0
0.4738434,40940.06976,1522.939968,0,0,0,4.30792665,0
0.47385494,40941.06682,1523.937024,0,0,0,3.79774714,0
0.47386653,40942.06819,1524.9384,0,0,0,3.79774714,0
0.4738781,40943.06784,1525.938048,0,0,0,3.79774714,0
0.47388966,40944.06662,1526.936832,0,0,0,3.79774714,0
0.47390125,40945.068,1527.938208,0,0,0,3.79774714,0
0.47391282,40946.06765,1528.937856,0,0,0,3.79774714,0
0.47392439,40947.0673,1529.937504,0,0,0,3.54651451,0
0.47393598,40948.06867,1530.93888,0,0,0,3.54651451,0
0.47394755,40949.06832,1531.938528,0,0,0,3.54651451,0
0.47395912,40950.06797,1532.938176,0,0,0,3.54651451,0
0.47397069,40951.06762,1533.937824,0,0,0,3.54651451,0
0.47398225,40952.0664,1534.936608,0,0,0,3.54651451,0
0.47399384,40953.06778,1535.937984,0,0,0,3.07668233,0
0.47400541,40954.06742,1536.937632,0,0,0,3.07668233,0
0.47401699,40955.06794,1537.938144,0,0,0,3.07668233,0
0.47402855,40956.06672,1538.936928,0,0,0,3.07668233,0
0.47404012,40957.06637,1539.936576,0,0,0,3.07668233,0
0.47405171,40958.06774,1540.937952,0,0,0,2.58949065,0
0.47406328,40959.06739,1541.9376,0,0,0,2.58949065,0
0.47407484,40960.06618,1542.936384,0,0,0,2.58949065,0
0.47408643,40961.06755,1543.93776,0,0,0,2.58949065,0
0.474098,40962.0672,1544.937408,0,0,0,2.58949065,0
0.47410957,40963.06685,1545.937056,0,0,0,2.58949065,0
0.47412116,40964.06822,1546.938432,0,0,0,3.64543223,0
0.47413273,40965.06787,1547.93808,0,0,0,3.64543223,0
0.47414429,40966.06666,1548.936864,0,0,0,3.64543223,0
0.47415586,40967.0663,1549.936512,0,0,0,3.64543223,0
0.47416745,40968.06768,1550.937888,0,0,0,3.64543223,0
0.47417902,40969.06733,1551.937536,0,0,0,3.19345093,0
0.47419059,40970.06698,1552.937184,0,0,0,3.19345093,0
0.47420218,40971.06835,1553.93856,0,0,0,3.19345093,0
0.47421374,40972.06714,1554.937344,0,0,0,3.19345093,0
0.47422532,40973.06765,1555.937856,0,0,0,3.19345093,0
0.47423688,40974.06643,1556.93664,0,0,0,3.19345093,0
0.47424847,40975.06781,1557.938016,0,0,0,4.15666485,0
0.47426004,40976.06746,1558.937664,0,0,0,4.15666485,0
0.47427163,40977.06883,1559.93904,0,0,0,4.15666485,0
0.47428317,40978.06589,1560.936096,0,0,0,4.15666485,0
0.47429476,40979.06726,1561.937472,0,0,0,4.15666485,0
0.47430633,40980.06691,1562.93712,0,0,0,4.18790722,0
0.4743179,40981.06656,1563.936768,0,0,0,4.18790722,0
0.47432949,40982.06794,1564.938144,0,0,0,4.18790722,0
0.47434106,40983.06758,1565.937792,0,0,0,4.18790722,0
0.47435263,40984.06723,1566.93744,0,0,0,4.18790722,0
0.4743642,40985.06688,1567.937088,0,0,0,4.18790722,0
0.47437577,40986.06653,1568.936736,0,0,0,4.0392046,0
0.47438734,40987.06618,1569.936384,0,0,0,4.0392046,0
0.47439893,40988.06755,1570.93776,0,0,0,4.0392046,0
0.4744105,40989.0672,1571.937408,0,0,0,4.0392046,0
0.47442207,40990.06685,1572.937056,0,0,0,4.0392046,0
0.47443364,40991.0665,1573.936704,0,0,0,4.05863237,0
0.47444523,40992.06787,1574.93808,0,0,0,4.05863237,0
0.47445679,40993.06666,1575.936864,0,0,0,4.05863237,0
0.47446836,40994.0663,1576.936512,0,0,0,4.05863237,0
0.47448002,40995.07373,1577.943936,0,0,0,4.05863237,0
0.47449152,40996.06733,1578.937536,0,0,0,4.05863237,0
0.47450309,40997.06698,1579.937184,0,0,0,4.27280712,0
0.47451466,40998.06662,1580.936832,0,0,0,4.27280712,0
0.47452625,40999.068,1581.938208,0,0,0,4.27280712,0
0.47453782,41000.06765,1582.937856,0,0,0,4.27280712,0
0.47454938,41001.06643,1583.93664,0,0,0,4.27280712,0
0.47456095,41002.06608,1584.936288,0,0,0,3.55987239,0
0.47457254,41003.06746,1585.937664,0,0,0,3.55987239,0
0.47458411,41004.0671,1586.937312,0,0,0,3.55987239,0
0.47459568,41005.06675,1587.93696,0,0,0,3.55987239,0
0.47460724,41006.06554,1588.935744,0,0,0,3.55987239,0
0.47461884,41007.06778,1589.937984,0,0,0,3.55987239,0
0.47463041,41008.06742,1590.937632,0,0,0,2.97009254,0
0.47464198,41009.06707,1591.93728,0,0,0,2.97009254,0
0.47465355,41010.06672,1592.936928,0,0,0,2.97009254,0
0.47466512,41011.06637,1593.936576,0,0,0,2.97009254,0
0.47467669,41012.06602,1594.936224,0,0,0,2.97009254,0
0.47468828,41013.06739,1595.9376,0,0,0,2.97009254,0
0.47469985,41014.06704,1596.937248,0,0,0,3.57984471,0
0.47471142,41015.06669,1597.936896,0,0,0,3.57984471,0
0.47472299,41016.06634,1598.936544,0,0,0,3.57984471,0
0.47473458,41017.06771,1599.93792,0,0,0,3.57984471,0
0.47474615,41018.06736,1600.937568,0,0,0,3.57984471,0
0.47475772,41019.06701,1601.937216,0,0,0,3.33049107,0
0.47476928,41020.06579,1602.936,0,0,0,3.33049107,0
0.47478087,41021.06717,1603.937376,0,0,0,3.33049107,0
0.47479244,41022.06682,1604.937024,0,0,0,3.33049107,0
0.47480401,41023.06646,1605.936672,0,0,0,3.33049107,0
0.47481558,41024.06611,1606.93632,0,0,0,3.33049107,0
0.47482717,41025.06749,1607.937696,0,0,0,3.04547119,0
0.47483873,41026.06627,1608.93648,0,0,0,3.04547119,0
0.4748503,41027.06592,1609.936128,0,0,0,3.04547119,0
0.47486189,41028.0673,1610.937504,0,0,0,3.04547119,0
0.47487346,41029.06694,1611.937152,0,0,0,3.04547119,0
0.47488503,41030.06659,1612.9368,0,0,0,3.37402487,0
0.47489662,41031.06797,1613.938176,0,0,0,3.37402487,0
0.47490818,41032.06675,1614.93696,0,0,0,3.37402487,0
0.47491977,41033.06813,1615.938336,0,0,0,3.37402487,0
0.47493132,41034.06605,1616.936256,0,0,0,3.37402487,0
0.47494291,41035.06742,1617.937632,0,0,0,3.37402487,0
0.47495447,41036.06621,1618.936416,0,0,0,3.47086024,0
0.47496604,41037.06586,1619.936064,0,0,0,3.47086024,0
0.47497763,41038.06723,1620.93744,0,0,0,3.47086024,0
0.4749892,41039.06688,1621.937088,0,0,0,3.47086024,0
0.47500077,41040.06653,1622.936736,0,0,0,3.47086024,0
0.47501233,41041.06531,1623.93552,0,0,0,3.14623499,0
0.47502392,41042.06669,1624.936896,0,0,0,3.14623499,0
0.47503549,41043.06634,1625.936544,0,0,0,3.14623499,0
0.47504706,41044.06598,1626.936192,0,0,0,3.14623499,0
0.47505865,41045.06736,1627.937568,0,0,0,3.14623499,0
0.47507022,41046.06701,1628.937216,0,0,0,3.14623499,0
0.47508179,41047.06666,1629.936864,0,0,0,3.47146702,0
0.47509336,41048.0663,1630.936512,0,0,0,3.47146702,0
0.47510495,41049.06768,1631.937888,0,0,0,3.47146702,0
0.47511652,41050.06733,1632.937536,0,0,0,3.47146702,0
0.47512809,41051.06698,1633.937184,0,0,0,3.47146702,0
0.47513965,41052.06576,1634.935968,0,0,0,3.75738549,0
0.47515122,41053.06541,1635.935616,0,0,0,3.75738549,0
0.47516281,41054.06678,1636.936992,0,0,0,3.75738549,0
0.47517438,41055.06643,1637.93664,0,0,0,3.75738549,0
0.47518595,41056.06608,1638.936288,0,0,0,3.75738549,0
0.47519754,41057.06746,1639.937664,0,0,0,3.75738549,0
0.47520911,41058.0671,1640.937312,0,0,0,3.7564888,0
0.47522067,41059.06589,1641.936096,0,0,0,3.7564888,0
0.47523224,41060.06554,1642.935744,0,0,0,3.7564888,0
0.47524383,41061.06691,1643.93712,0,0,0,3.7564888,0
0.47525541,41062.06742,1644.937632,0,0,0,3.7564888,0
0.47526697,41063.06621,1645.936416,0,0,0,3.59319925,0
0.47527854,41064.06586,1646.936064,0,0,0,3.59319925,0
0.47529013,41065.06723,1647.93744,0,0,0,3.59319925,0
0.4753017,41066.06688,1648.937088,0,0,0,3.59319925,0
0.47531326,41067.06566,1649.935872,0,0,0,3.59319925,0
0.47532485,41068.06704,1650.937248,0,0,0,3.59319925,0
0.47533642,41069.06669,1651.936896,0,0,0,3.95167756,0
0.47534801,41070.06806,1652.938272,0,0,0,3.95167756,0
0.47535958,41071.06771,1653.93792,0,0,0,3.95167756,0
0.47537114,41072.0665,1654.936704,0,0,0,3.95167756,0
0.47538272,41073.06701,1655.937216,0,0,0,3.95167756,0
0.47539428,41074.06579,1656.936,0,0,0,3.30172205,0
0.47540585,41075.06544,1657.935648,0,0,0,3.30172205,0
0.47541743,41076.06595,1658.93616,0,0,0,3.30172205,0
0.47542902,41077.06733,1659.937536,0,0,0,3.30172205,0
0.47544058,41078.06611,1660.93632,0,0,0,3.30172205,0
0.47545215,41079.06576,1661.935968,0,0,0,3.30172205,0
0.47546372,41080.06541,1662.935616,0,0,0,3.53719854,0
0.47547531,41081.06678,1663.936992,0,0,0,3.53719854,0
0.47548688,41082.06643,1664.93664,0,0,0,3.53719854,0
0.47549844,41083.06522,1665.935424,0,0,0,3.53719854,0
0.47551004,41084.06746,1666.937664,0,0,0,3.53719854,0
0.4755216,41085.06624,1667.936448,0,0,0,3.43859339,0
0.47553318,41086.06675,1668.93696,0,0,0,3.43859339,0
0.47554475,41087.0664,1669.936608,0,0,0,3.43859339,0
0.47555632,41088.06605,1670.936256,0,0,0,3.43859339,0
0.47556789,41089.0657,1671.935904,0,0,0,3.43859339,0
0.47557948,41090.06707,1672.93728,0,0,0,3.43859339,0
0.47559104,41091.06586,1673.936064,0,0,0,3.43351507,0
0.47560261,41092.0655,1674.935712,0,0,0,3.43351507,0
0.4756142,41093.06688,1675.937088,0,0,0,3.43351507,0
0.47562577,41094.06653,1676.936736,0,0,0,3.43351507,0
0.47563734,41095.06618,1677.936384,0,0,0,3.43351507,0
0.47564891,41096.06582,1678.936032,0,0,0,4.04374886,0
0.4756605,41097.0672,1679.937408,0,0,0,4.04374886,0
0.47567207,41098.06685,1680.937056,0,0,0,4.04374886,0
0.47568363,41099.06563,1681.93584,0,0,0,4.04374886,0
0.4756952,41100.06528,1682.935488,0,0,0,4.04374886,0
0.47570678,41101.06579,1683.936,0,0,0,4.04374886,0
0.47571837,41102.06717,1684.937376,0,0,0,3.79415154,0
0.47572994,41103.06682,1685.937024,0,0,0,3.79415154,0
0.47574151,41104.06646,1686.936672,0,0,0,3.79415154,0
0.47575307,41105.06525,1687.935456,0,0,0,3.79415154,0
0.47576465,41106.06576,1688.935968,0,0,0,3.79415154,0
0.47577622,41107.06541,1689.935616,0,0,0,3.41523576,0
0.47578781,41108.06678,1690.936992,0,0,0,3.41523576,0
0.47579938,41109.06643,1691.93664,0,0,0,3.41523576,0
0.47581095,41110.06608,1692.936288,0,0,0,3.41523576,0
0.47582251,41111.06486,1693.935072,0,0,0,3.41523576,0
0.47583411,41112.0671,1694.937312,0,0,0,3.41523576,0
0.47584567,41113.06589,1695.936096,0,0,0,3.47308874,0
0.47585724,41114.06554,1696.935744,0,0,0,3.47308874,0
0.47586881,41115.06518,1697.935392,0,0,0,3.47308874,0
0.4758804,41116.06656,1698.936768,0,0,0,3.47308874,0
0.47589199,41117.06794,1699.938144,0,0,0,3.47308874,0
0.47590353,41118.06499,1700.9352,0,0,0,2.82811308,0
0.47591512,41119.06637,1701.936576,0,0,0,2.82811308,0
0.47592669,41120.06602,1702.936224,0,0,0,2.82811308,0
0.47593826,41121.06566,1703.935872,0,0,0,2.82811308,0
0.47594985,41122.06704,1704.937248,0,0,0,2.82811308,0
0.47596141,41123.06582,1705.936032,0,0,0,2.82811308,0
0.47597298,41124.06547,1706.93568,0,0,0,3.14627838,0
0.47598455,41125.06512,1707.935328,0,0,0,3.14627838,0
0.47599614,41126.0665,1708.936704,0,0,0,3.14627838,0
0.47600771,41127.06614,1709.936352,0,0,0,3.14627838,0
0.47601927,41128.06493,1710.935136,0,0,0,3.14627838,0
0.47603084,41129.06458,1711.934784,0,0,0,3.14627838,0
0.47604243,41130.06595,1712.93616,0,0,0,4.45660591,0
0.476054,41131.0656,1713.935808,0,0,0,4.45660591,0
0.47606559,41132.06698,1714.937184,0,0,0,4.45660591,0
0.47607713,41133.06403,1715.93424,0,0,0,4.45660591,0
0.47608872,41134.06541,1716.935616,0,0,0,4.45660591,0
0.47610029,41135.06506,1717.935264,0,0,0,4.44872189,0
0.47611185,41136.06384,1718.934048,0,0,0,4.44872189,0
0.47612344,41137.06522,1719.935424,0,0,0,4.44872189,0
0.47613503,41138.06659,1720.9368,0,0,0,4.44872189,0
0.47614658,41139.06451,1721.93472,0,0,0,4.44872189,0
0.47615817,41140.06589,1722.936096,0,0,0,4.44872189,0
0.47616973,41141.06467,1723.93488,0,0,0,3.79072857,0
0.4761813,41142.06432,1724.934528,0,0,0,3.79072857,0
0.47619286,41143.0631,1725.933312,0,0,0,3.79072857,0
0.47620445,41144.06448,1726.934688,0,0,0,3.79072857,0
0.47621602,41145.06413,1727.934336,0,0,0,3.79072857,0
0.47622758,41146.06291,1728.93312,0,0,0,3.60742044,0
0.47623917,41147.06429,1729.934496,0,0,0,3.60742044,0
0.47625074,41148.06394,1730.934144,0,0,0,3.60742044,0
0.47626233,41149.06531,1731.93552,0,0,0,3.60742044,0
0.4762739,41150.06496,1732.935168,0,0,0,3.60742044,0
0.47628546,41151.06374,1733.933952,0,0,0,3.60742044,0
0.47629703,41152.06339,1734.9336,0,0,0,3.34849286,0
0.47630859,41153.06218,1735.932384,0,0,0,3.34849286,0
0.47632018,41154.06355,1736.93376,0,0,0,3.34849286,0
0.47633175,41155.0632,1737.933408,0,0,0,3.34849286,0
0.47634332,41156.06285,1738.933056,0,0,0,3.34849286,0
0.47635491,41157.06422,1739.934432,0,0,0,2.94827342,0
0.47636648,41158.06387,1740.93408,0,0,0,2.94827342,0
0.47637804,41159.06266,1741.932864,0,0,0,2.94827342,0
0.47638961,41160.0623,1742.932512,0,0,0,2.94827342,0
0.4764012,41161.06368,1743.933888,0,0,0,2.94827342,0
0.47641277,41162.06333,1744.933536,0,0,0,2.94827342,0
0.47642433,41163.06211,1745.93232,0,0,0,3.4948163,0
0.4764359,41164.06176,1746.931968,0,0,0,3.4948163,0
0.47644749,41165.06314,1747.933344,0,0,0,3.4948163,0
0.47645906,41166.06278,1748.932992,0,0,0,3.4948163,0
0.47647063,41167.06243,1749.93264,0,0,0,3.4948163,0
0.47648219,41168.06122,1750.931424,0,0,0,3.81328011,0
0.47649378,41169.06259,1751.9328,0,0,0,3.81328011,0
0.47650535,41170.06224,1752.932448,0,0,0,3.81328011,0
0.47651692,41171.06189,1753.932096,0,0,0,3.81328011,0
0.47652848,41172.06067,1754.93088,0,0,0,3.81328011,0
0.47654008,41173.06291,1755.93312,0,0,0,3.81328011,0
0.47655164,41174.0617,1756.931904,0,0,0,3.14781785,0
0.47656321,41175.06134,1757.931552,0,0,0,3.14781785,0
0.4765748,41176.06272,1758.932928,0,0,0,3.14781785,0
0.47658636,41177.0615,1759.931712,0,0,0,3.14781785,0
0.47659793,41178.06115,1760.93136,0,0,0,3.14781785,0
0.47660952,41179.06253,1761.932736,0,0,0,3.14781785,0
0.47662109,41180.06218,1762.932384,0,0,0,3.3321867,0
0.47663265,41181.06096,1763.931168,0,0,0,3.3321867,0
0.47664422,41182.06061,1764.930816,0,0,0,3.3321867,0
0.47665581,41183.06198,1765.932192,0,0,0,3.3321867,0
0.47666737,41184.06077,1766.930976,0,0,0,3.3321867,0
0.47667896,41185.06214,1767.932352,0,0,0,3.3321867,0
0.47669051,41186.06006,1768.930272,0,0,0,2.5946703,0
0.4767021,41187.06144,1769.931648,0,0,0,2.5946703,0
0.47671367,41188.06109,1770.931296,0,0,0,2.5946703,0
0.47672526,41189.06246,1771.932672,0,0,0,2.5946703,0
0.47673683,41190.06211,1772.93232,0,0,0,2.5946703,0
0.4767484,41191.06176,1773.931968,0,0,0,2.71809292,0
0.47675996,41192.06054,1774.930752,0,0,0,2.71809292,0
0.47677153,41193.06019,1775.9304,0,0,0,2.71809292,0
0.4767831,41194.05984,1776.930048,0,0,0,2.71809292,0
0.47679469,41195.06122,1777.931424,0,0,0,2.71809292,0
0.47680625,41196.06,1778.930208,0,0,0,2.71809292,0
0.47681782,41197.05965,1779.929856,0,0,0,2.41742229,0
0.47682941,41198.06102,1780.931232,0,0,0,2.41742229,0
0.47684097,41199.05981,1781.930016,0,0,0,2.41742229,0
0.47685254,41200.05946,1782.929664,0,0,0,2.41742229,0
0.47686413,41201.06083,1783.93104,0,0,0,2.41742229,0
0.4768757,41202.06048,1784.930688,0,0,0,2.71571112,0
0.47688726,41203.05926,1785.929472,0,0,0,2.71571112,0
0.47689883,41204.05891,1786.92912,0,0,0,2.71571112,0
0.4769104,41205.05856,1787.928768,0,0,0,2.71571112,0
0.47692199,41206.05994,1788.930144,0,0,0,2.71571112,0
0.47693356,41207.05958,1789.929792,0,0,0,2.71571112,0
0.47694512,41208.05837,1790.928576,0,0,0,3.15175891,0
0.47695671,41209.05974,1791.929952,0,0,0,3.15175891,0
0.47696828,41210.05939,1792.9296,0,0,0,3.15175891,0
0.47697984,41211.05818,1793.928384,0,0,0,3.15175891,0
0.47699143,41212.05955,1794.92976,0,0,0,3.15175891,0
0.477003,41213.0592,1795.929408,0,0,0,3.12423134,0
0.47701457,41214.05885,1796.929056,0,0,0,3.12423134,0
0.47702614,41215.0585,1797.928704,0,0,0,3.12423134,0
0.47703773,41216.05987,1798.93008,0,0,0,3.12423134,0
0.47704929,41217.05866,1799.928864,0,0,0,3.12423134,0
0.47706086,41218.0583,1800.928512,0,0,0,3.12423134,0
0.47707243,41219.05795,1801.92816,0,0,0,3.5522387,0
0.47708402,41220.05933,1802.929536,0,0,0,3.5522387,0
0.47709558,41221.05811,1803.92832,0,0,0,3.5522387,0
0.47710715,41222.05776,1804.927968,0,0,0,3.5522387,0
0.47711874,41223.05914,1805.929344,0,0,0,3.5522387,0
0.47713031,41224.05878,1806.928992,0,0,0,3.774616,0
0.47714188,41225.05843,1807.92864,0,0,0,3.774616,0
0.47715344,41226.05722,1808.927424,0,0,0,3.774616,0
0.47716503,41227.05859,1809.9288,0,0,0,3.774616,0
0.4771766,41228.05824,1810.928448,0,0,0,3.774616,0
0.47718817,41229.05789,1811.928096,0,0,0,3.774616,0
0.47719974,41230.05754,1812.927744,0,0,0,3.51127338,0
0.47721131,41231.05718,1813.927392,0,0,0,3.51127338,0
0.4772229,41232.05856,1814.928768,0,0,0,3.51127338,0
0.47723446,41233.05734,1815.927552,0,0,0,3.51127338,0
0.47724603,41234.05699,1816.9272,0,0,0,3.51127338,0
0.4772576,41235.05664,1817.926848,0,0,0,2.38926935,0
0.47726917,41236.05629,1818.926496,0,0,0,2.38926935,0
0.47728076,41237.05766,1819.927872,0,0,0,2.38926935,0
0.47729233,41238.05731,1820.92752,0,0,0,2.38926935,0
0.47730389,41239.0561,1821.926304,0,0,0,2.38926935,0
0.47731546,41240.05574,1822.925952,0,0,0,2.38926935,0
0.47732705,41241.05712,1823.927328,0,0,0,1.51224351,0
0.47733862,41242.05677,1824.926976,0,0,0,1.51224351,0
