Day fraction since midnight on 10/20/2019,Time (seconds),Time since start (seconds),Water Pump Control (rpm),Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity (),Just Water Pump Control (rpm)
start 1st expt 10,,,,,,,
0.49979196,43182.02534,3764.895552,37.245,28.50375,9.5025,0.20021638,60
0.49980355,43183.02672,3765.896928,37.245,28.50375,9.5025,0.20021638,60
0.49981511,43184.0255,3766.895712,37.245,28.50375,9.5025,0.20021638,60
0.49982668,43185.02515,3767.89536,37.245,28.50375,9.5025,0.20021638,60
0.49983825,43186.0248,3768.895008,37.245,28.50375,9.5025,0.20021638,60
0.49984984,43187.02618,3769.896384,37.245,28.50375,9.5025,0.19920996,60
0.49986141,43188.02582,3770.896032,37.245,28.50375,9.5025,0.19920996,60
0.49987297,43189.02461,3771.894816,37.245,28.50375,9.5025,0.19920996,60
0.49988454,43190.02426,3772.894464,37.245,28.50375,9.5025,0.19920996,60
0.49989612,43191.02477,3773.894976,37.245,28.50375,9.5025,0.19920996,60
0.49990769,43192.02442,3774.894624,37.245,28.50375,9.5025,0.19680457,60
0.49991928,43193.02579,3775.896,37.245,28.50375,9.5025,0.19680457,60
0.49993085,43194.02544,3776.895648,37.245,28.50375,9.5025,0.19680457,60
0.49994242,43195.02509,3777.895296,37.245,28.50375,9.5025,0.19680457,60
0.49995401,43196.02646,3778.896672,37.245,28.50375,9.5025,0.19680457,60
0.49996558,43197.02611,3779.89632,37.245,28.50375,9.5025,0.19680457,60
0.49997714,43198.0249,3780.895104,37.245,28.50375,9.5025,0.1971062,60
0.49998871,43199.02454,3781.894752,37.245,28.50375,9.5025,0.1971062,60
0.5000003,43200.02592,3782.896128,37.245,28.50375,9.5025,0.1971062,60
0.50001187,43201.02557,3783.895776,37.245,28.50375,9.5025,0.1971062,60
0.50002343,43202.02435,3784.89456,37.245,28.50375,9.5025,0.1971062,60
0.50003502,43203.02573,3785.895936,37.245,28.50375,9.5025,0.19426851,60
0.50004659,43204.02538,3786.895584,37.245,28.50375,9.5025,0.19426851,60
0.50005816,43205.02502,3787.895232,37.245,28.50375,9.5025,0.19426851,60
0.50006975,43206.0264,3788.896608,37.245,28.50375,9.5025,0.19426851,60
0.50008132,43207.02605,3789.896256,37.245,28.50375,9.5025,0.19426851,60
0.50009289,43208.0257,3790.895904,37.245,28.50375,9.5025,0.19426851,60
0.50010448,43209.02707,3791.89728,37.245,28.50375,9.5025,0.19345923,60
0.50011604,43210.02586,3792.896064,37.245,28.50375,9.5025,0.19345923,60
0.50012761,43211.0255,3793.895712,37.245,28.50375,9.5025,0.19345923,60
0.50013918,43212.02515,3794.89536,37.245,28.50375,9.5025,0.19345923,60
0.50015077,43213.02653,3795.896736,37.245,28.50375,9.5025,0.19345923,60
0.50016233,43214.02531,3796.89552,37.245,28.50375,9.5025,0.1928868,60
0.5001739,43215.02496,3797.895168,37.245,28.50375,9.5025,0.1928868,60
0.50018547,43216.02461,3798.894816,37.245,28.50375,9.5025,0.1928868,60
0.50019706,43217.02598,3799.896192,37.245,28.50375,9.5025,0.1928868,60
0.50020863,43218.02563,3800.89584,37.245,28.50375,9.5025,0.1928868,60
0.5002202,43219.02528,3801.895488,37.245,28.50375,9.5025,0.1928868,60
0.50023177,43220.02493,3802.895136,37.245,28.50375,9.5025,0.19594383,60
0.50024336,43221.0263,3803.896512,37.245,28.50375,9.5025,0.19594383,60
0.50025492,43222.02509,3804.895296,37.245,28.50375,9.5025,0.19594383,60
0.50026649,43223.02474,3805.894944,37.245,28.50375,9.5025,0.19594383,60
0.50027808,43224.02611,3806.89632,37.245,28.50375,9.5025,0.19594383,60
0.50028965,43225.02576,3807.895968,37.245,28.50375,9.5025,0.19532585,60
0.50030122,43226.02541,3808.895616,37.245,28.50375,9.5025,0.19532585,60
0.50031279,43227.02506,3809.895264,37.245,28.50375,9.5025,0.19532585,60
0.50032437,43228.02557,3810.895776,37.245,28.50375,9.5025,0.19532585,60
0.50033593,43229.02435,3811.89456,37.245,28.50375,9.5025,0.19532585,60
0.50034752,43230.02573,3812.895936,37.245,28.50375,9.5025,0.19532585,60
0.50035909,43231.02538,3813.895584,37.245,28.50375,9.5025,0.19411784,60
0.50037066,43232.02502,3814.895232,37.245,28.50375,9.5025,0.19411784,60
0.50038223,43233.02467,3815.89488,37.245,28.50375,9.5025,0.19411784,60
0.50039382,43234.02605,3816.896256,37.245,28.50375,9.5025,0.19411784,60
0.50040539,43235.0257,3817.895904,37.245,28.50375,9.5025,0.19411784,60
0.50041696,43236.02534,3818.895552,37.245,28.50375,9.5025,0.19235557,60
0.50042895,43237.06128,3819.931488,37.245,28.50375,9.5025,0.19235557,60
0.50044012,43238.02637,3820.896576,37.245,28.50375,9.5025,0.19235557,60
0.50045169,43239.02602,3821.896224,37.245,28.50375,9.5025,0.19235557,60
0.50046325,43240.0248,3822.895008,37.245,28.50375,9.5025,0.19235557,60
0.50047482,43241.02445,3823.894656,37.245,28.50375,9.5025,0.19235557,60
0.50048641,43242.02582,3824.896032,37.245,28.50375,9.5025,0.19140868,60
0.50049798,43243.02547,3825.89568,37.245,28.50375,9.5025,0.19140868,60
0.50050955,43244.02512,3826.895328,37.245,28.50375,9.5025,0.19140868,60
0.50052112,43245.02477,3827.894976,37.245,28.50375,9.5025,0.19140868,60
0.50053271,43246.02614,3828.896352,37.245,28.50375,9.5025,0.19140868,60
0.50054427,43247.02493,3829.895136,37.245,28.50375,9.5025,0.19140868,60
0.50055658,43248.08851,3830.95872,37.245,28.50375,9.5025,0.19140868,60
0.50056743,43249.02595,3831.89616,37.245,28.50375,9.5025,0.19378048,60
0.500579,43250.0256,3832.895808,37.245,28.50375,9.5025,0.19378048,60
0.50059057,43251.02525,3833.895456,37.245,28.50375,9.5025,0.19378048,60
0.50060214,43252.0249,3834.895104,37.245,28.50375,9.5025,0.19378048,60
0.50061373,43253.02627,3835.89648,37.245,28.50375,9.5025,0.19378048,60
0.5006253,43254.02592,3836.896128,37.245,28.50375,9.5025,0.19271825,60
0.50063686,43255.0247,3837.894912,37.245,28.50375,9.5025,0.19271825,60
0.50064843,43256.02435,3838.89456,37.245,28.50375,9.5025,0.19271825,60
0.50066002,43257.02573,3839.895936,37.245,28.50375,9.5025,0.19271825,60
0.50067159,43258.02538,3840.895584,37.245,28.50375,9.5025,0.19271825,60
0.50068316,43259.02502,3841.895232,37.245,28.50375,9.5025,0.19271825,60
0.50069473,43260.02467,3842.89488,37.245,28.50375,9.5025,0.19316876,60
0.50070632,43261.02605,3843.896256,37.245,28.50375,9.5025,0.19316876,60
0.50071789,43262.0257,3844.895904,37.245,28.50375,9.5025,0.19316876,60
0.50072946,43263.02534,3845.895552,37.245,28.50375,9.5025,0.19316876,60
0.50074103,43264.02499,3846.8952,37.245,28.50375,9.5025,0.19316876,60
0.50075262,43265.02637,3847.896576,37.245,28.50375,9.5025,0.19152588,60
0.50076419,43266.02602,3848.896224,37.245,28.50375,9.5025,0.19152588,60
0.50077576,43267.02566,3849.895872,37.245,28.50375,9.5025,0.19152588,60
0.50078732,43268.02445,3850.894656,37.245,28.50375,9.5025,0.19152588,60
0.50079891,43269.02582,3851.896032,37.245,28.50375,9.5025,0.19152588,60
0.50081048,43270.02547,3852.89568,37.245,28.50375,9.5025,0.19152588,60
0.50082205,43271.02512,3853.895328,37.245,28.50375,9.5025,0.19155192,60
0.50083362,43272.02477,3854.894976,37.245,28.50375,9.5025,0.19155192,60
0.50084519,43273.02442,3855.894624,37.245,28.50375,9.5025,0.19155192,60
0.50085678,43274.02579,3856.896,37.245,28.50375,9.5025,0.19155192,60
0.50086835,43275.02544,3857.895648,37.245,28.50375,9.5025,0.19155192,60
0.50087992,43276.02509,3858.895296,37.245,28.50375,9.5025,0.19457866,60
0.50089149,43277.02474,3859.894944,37.245,28.50375,9.5025,0.19457866,60
0.50090308,43278.02611,3860.89632,37.245,28.50375,9.5025,0.19457866,60
0.50091465,43279.02576,3861.895968,37.245,28.50375,9.5025,0.19457866,60
0.50092622,43280.02541,3862.895616,37.245,28.50375,9.5025,0.19457866,60
0.50093778,43281.02419,3863.8944,37.245,28.50375,9.5025,0.19457866,60
0.50094937,43282.02557,3864.895776,37.245,28.50375,9.5025,0.19417267,60
0.50096094,43283.02522,3865.895424,37.245,28.50375,9.5025,0.19417267,60
0.50097251,43284.02486,3866.895072,37.245,28.50375,9.5025,0.19417267,60
0.50098408,43285.02451,3867.89472,37.245,28.50375,9.5025,0.19417267,60
0.50099567,43286.02589,3868.896096,37.245,28.50375,9.5025,0.19417267,60
0.50100724,43287.02554,3869.895744,37.245,28.50375,9.5025,0.19306695,60
0.5010188,43288.02432,3870.894528,37.245,28.50375,9.5025,0.19306695,60
0.50103039,43289.0257,3871.895904,37.245,28.50375,9.5025,0.19306695,60
0.50104196,43290.02534,3872.895552,37.245,28.50375,9.5025,0.19306695,60
0.50105353,43291.02499,3873.8952,37.245,28.50375,9.5025,0.19306695,60
0.5010651,43292.02464,3874.894848,37.245,28.50375,9.5025,0.19306695,60
0.50107669,43293.02602,3875.896224,37.245,28.50375,9.5025,0.19351226,60
0.50108826,43294.02566,3876.895872,37.245,28.50375,9.5025,0.19351226,60
0.50109983,43295.02531,3877.89552,37.245,28.50375,9.5025,0.19351226,60
0.5011114,43296.02496,3878.895168,37.245,28.50375,9.5025,0.19351226,60
0.50112299,43297.02634,3879.896544,37.245,28.50375,9.5025,0.19351226,60
0.50113455,43298.02512,3880.895328,37.245,28.50375,9.5025,0.19383286,60
0.50114612,43299.02477,3881.894976,37.245,28.50375,9.5025,0.19383286,60
0.50115769,43300.02442,3882.894624,37.245,28.50375,9.5025,0.19383286,60
0.50116926,43301.02406,3883.894272,37.245,28.50375,9.5025,0.19383286,60
0.50118086,43302.0263,3884.896512,37.245,28.50375,9.5025,0.19383286,60
0.50119242,43303.02509,3885.895296,37.245,28.50375,9.5025,0.19383286,60
0.50120399,43304.02474,3886.894944,37.245,28.50375,9.5025,0.19510566,60
0.50121556,43305.02438,3887.894592,37.245,28.50375,9.5025,0.19510566,60
0.50122715,43306.02576,3888.895968,37.245,28.50375,9.5025,0.19510566,60
0.50123872,43307.02541,3889.895616,37.245,28.50375,9.5025,0.19510566,60
0.50125028,43308.02419,3890.8944,37.245,28.50375,9.5025,0.19510566,60
0.50126187,43309.02557,3891.895776,37.245,28.50375,9.5025,0.19562271,60
0.50127344,43310.02522,3892.895424,37.245,28.50375,9.5025,0.19562271,60
0.50128501,43311.02486,3893.895072,37.245,28.50375,9.5025,0.19562271,60
0.5012966,43312.02624,3894.896448,37.245,28.50375,9.5025,0.19562271,60
0.50130817,43313.02589,3895.896096,37.245,28.50375,9.5025,0.19562271,60
0.50131973,43314.02467,3896.89488,37.245,28.50375,9.5025,0.19562271,60
0.5013313,43315.02432,3897.894528,37.245,28.50375,9.5025,0.19601743,60
0.50134288,43316.02483,3898.89504,37.245,28.50375,9.5025,0.19601743,60
0.50135445,43317.02448,3899.894688,37.245,28.50375,9.5025,0.19601743,60
0.50136604,43318.02586,3900.896064,37.245,28.50375,9.5025,0.19601743,60
0.5013776,43319.02464,3901.894848,37.245,28.50375,9.5025,0.19601743,60
0.50138917,43320.02429,3902.894496,37.245,28.50375,9.5025,0.19495699,60
0.50140076,43321.02566,3903.895872,37.245,28.50375,9.5025,0.19495699,60
0.50141233,43322.02531,3904.89552,37.245,28.50375,9.5025,0.19495699,60
0.50142389,43323.0241,3905.894304,37.245,28.50375,9.5025,0.19495699,60
0.50143549,43324.02634,3906.896544,37.245,28.50375,9.5025,0.19495699,60
0.50144705,43325.02512,3907.895328,37.245,28.50375,9.5025,0.19495699,60
0.50145862,43326.02477,3908.894976,37.245,28.50375,9.5025,0.19534789,60
0.50147021,43327.02614,3909.896352,37.245,28.50375,9.5025,0.19534789,60
0.50148178,43328.02579,3910.896,37.245,28.50375,9.5025,0.19534789,60
0.50149335,43329.02544,3911.895648,37.245,28.50375,9.5025,0.19534789,60
0.50150491,43330.02422,3912.894432,37.245,28.50375,9.5025,0.19534789,60
0.5015165,43331.0256,3913.895808,37.245,28.50375,9.5025,0.19526511,60
0.50152807,43332.02525,3914.895456,37.245,28.50375,9.5025,0.19526511,60
0.50153964,43333.0249,3915.895104,37.245,28.50375,9.5025,0.19526511,60
0.50155121,43334.02454,3916.894752,37.245,28.50375,9.5025,0.19526511,60
0.50156278,43335.02419,3917.8944,37.245,28.50375,9.5025,0.19526511,60
0.50157437,43336.02557,3918.895776,37.245,28.50375,9.5025,0.19526511,60
0.50158594,43337.02522,3919.895424,37.245,28.50375,9.5025,0.20028032,60
0.50159751,43338.02486,3920.895072,37.245,28.50375,9.5025,0.20028032,60
0.5016091,43339.02624,3921.896448,37.245,28.50375,9.5025,0.20028032,60
0.50162067,43340.02589,3922.896096,37.245,28.50375,9.5025,0.20028032,60
0.50163223,43341.02467,3923.89488,37.245,28.50375,9.5025,0.20028032,60
0.5016438,43342.02432,3924.894528,37.245,28.50375,9.5025,0.19820538,60
0.50165539,43343.0257,3925.895904,37.245,28.50375,9.5025,0.19820538,60
0.50166696,43344.02534,3926.895552,37.245,28.50375,9.5025,0.19820538,60
0.50167853,43345.02499,3927.8952,37.245,28.50375,9.5025,0.19820538,60
0.50169012,43346.02637,3928.896576,37.245,28.50375,9.5025,0.19820538,60
0.50170168,43347.02515,3929.89536,37.245,28.50375,9.5025,0.19820538,60
0.50171325,43348.0248,3930.895008,37.245,28.50375,9.5025,0.19590436,60
0.50172482,43349.02445,3931.894656,37.245,28.50375,9.5025,0.19590436,60
0.50173641,43350.02582,3932.896032,37.245,28.50375,9.5025,0.19590436,60
0.50174798,43351.02547,3933.89568,37.245,28.50375,9.5025,0.19590436,60
0.50175954,43352.02426,3934.894464,37.245,28.50375,9.5025,0.19590436,60
0.50177114,43353.0265,3935.896704,37.245,28.50375,9.5025,0.19590436,60
0.50178271,43354.02614,3936.896352,37.245,28.50375,9.5025,0.19695495,60
0.50179427,43355.02493,3937.895136,37.245,28.50375,9.5025,0.19695495,60
0.50180586,43356.0263,3938.896512,37.245,28.50375,9.5025,0.19695495,60
0.50181743,43357.02595,3939.89616,37.245,28.50375,9.5025,0.19695495,60
0.501829,43358.0256,3940.895808,37.245,28.50375,9.5025,0.19695495,60
0.50184057,43359.02525,3941.895456,37.245,28.50375,9.5025,0.19924779,60
0.50185214,43360.0249,3942.895104,37.245,28.50375,9.5025,0.19924779,60
0.50186371,43361.02454,3943.894752,37.245,28.50375,9.5025,0.19924779,60
0.5018753,43362.02592,3944.896128,37.245,28.50375,9.5025,0.19924779,60
0.50188689,43363.0273,3945.897504,37.245,28.50375,9.5025,0.19924779,60
0.50189843,43364.02435,3946.89456,37.245,28.50375,9.5025,0.19924779,60
0.50191002,43365.02573,3947.895936,37.245,28.50375,9.5025,0.19973753,60
0.50192159,43366.02538,3948.895584,37.245,28.50375,9.5025,0.19973753,60
0.50193316,43367.02502,3949.895232,37.245,28.50375,9.5025,0.19973753,60
0.50194475,43368.0264,3950.896608,37.245,28.50375,9.5025,0.19973753,60
0.50195631,43369.02518,3951.895392,37.245,28.50375,9.5025,0.19973753,60
0.50196788,43370.02483,3952.89504,37.245,28.50375,9.5025,0.20147102,60
0.50197945,43371.02448,3953.894688,37.245,28.50375,9.5025,0.20147102,60
0.50199104,43372.02586,3954.896064,37.245,28.50375,9.5025,0.20147102,60
0.50200261,43373.0255,3955.895712,37.245,28.50375,9.5025,0.20147102,60
0.50201418,43374.02515,3956.89536,37.245,28.50375,9.5025,0.20147102,60
0.50202575,43375.0248,3957.895008,37.245,28.50375,9.5025,0.20147102,60
0.50203734,43376.02618,3958.896384,37.245,28.50375,9.5025,0.20147102,60
0.50204891,43377.02582,3959.896032,37.245,28.50375,9.5025,0.20232271,60
0.50206047,43378.02461,3960.894816,37.245,28.50375,9.5025,0.20232271,60
0.50207204,43379.02426,3961.894464,37.245,28.50375,9.5025,0.20232271,60
0.50208363,43380.02563,3962.89584,37.245,28.50375,9.5025,0.20232271,60
0.5020952,43381.02528,3963.895488,37.245,28.50375,9.5025,0.20232271,60
0.50210677,43382.02493,3964.895136,37.245,28.50375,9.5025,0.20258969,60
0.50211836,43383.0263,3965.896512,37.245,28.50375,9.5025,0.20258969,60
0.50212992,43384.02509,3966.895296,37.245,28.50375,9.5025,0.20258969,60
0.50214149,43385.02474,3967.894944,37.245,28.50375,9.5025,0.20258969,60
0.50215306,43386.02438,3968.894592,37.245,28.50375,9.5025,0.20258969,60
0.50216465,43387.02576,3969.895968,37.245,28.50375,9.5025,0.20258969,60
0.50217622,43388.02541,3970.895616,37.245,28.50375,9.5025,0.20568988,60
0.50218778,43389.02419,3971.8944,37.245,28.50375,9.5025,0.20568988,60
0.50219937,43390.02557,3972.895776,37.245,28.50375,9.5025,0.20568988,60
0.50221094,43391.02522,3973.895424,37.245,28.50375,9.5025,0.20568988,60
0.50222251,43392.02486,3974.895072,37.245,28.50375,9.5025,0.20568988,60
0.50223408,43393.02451,3975.89472,37.245,28.50375,9.5025,0.20873702,60
0.50224567,43394.02589,3976.896096,37.245,28.50375,9.5025,0.20873702,60
0.50225723,43395.02467,3977.89488,37.245,28.50375,9.5025,0.20873702,60
0.5022688,43396.02432,3978.894528,37.245,28.50375,9.5025,0.20873702,60
0.50228039,43397.0257,3979.895904,37.245,28.50375,9.5025,0.20873702,60
0.50229196,43398.02534,3980.895552,37.245,28.50375,9.5025,0.20873702,60
0.50230353,43399.02499,3981.8952,37.245,28.50375,9.5025,0.22287761,60
0.50231512,43400.02637,3982.896576,37.245,28.50375,9.5025,0.22287761,60
0.50232669,43401.02602,3983.896224,37.245,28.50375,9.5025,0.22287761,60
0.50233825,43402.0248,3984.895008,37.245,28.50375,9.5025,0.22287761,60
0.50234982,43403.02445,3985.894656,37.245,28.50375,9.5025,0.22287761,60
0.50236139,43404.0241,3986.894304,37.245,28.50375,9.5025,0.26477233,60
0.50237298,43405.02547,3987.89568,37.245,28.50375,9.5025,0.26477233,60
0.50238455,43406.02512,3988.895328,37.245,28.50375,9.5025,0.26477233,60
0.50239612,43407.02477,3989.894976,37.245,28.50375,9.5025,0.26477233,60
0.50240771,43408.02614,3990.896352,37.245,28.50375,9.5025,0.26477233,60
0.50241927,43409.02493,3991.895136,37.245,28.50375,9.5025,0.26477233,60
0.50243084,43410.02458,3992.894784,37.245,28.50375,9.5025,0.3315751,60
0.50244241,43411.02422,3993.894432,37.245,28.50375,9.5025,0.3315751,60
0.502454,43412.0256,3994.895808,37.245,28.50375,9.5025,0.3315751,60
0.50246557,43413.02525,3995.895456,37.245,28.50375,9.5025,0.3315751,60
0.50247713,43414.02403,3996.89424,37.245,28.50375,9.5025,0.3315751,60
0.50248872,43415.02541,3997.895616,37.245,28.50375,9.5025,0.41016218,60
0.50250029,43416.02506,3998.895264,37.245,28.50375,9.5025,0.41016218,60
0.50251186,43417.0247,3999.894912,37.245,28.50375,9.5025,0.41016218,60
0.50252345,43418.02608,4000.896288,37.245,28.50375,9.5025,0.41016218,60
0.50253502,43419.02573,4001.895936,37.245,28.50375,9.5025,0.41016218,60
0.50254659,43420.02538,4002.895584,37.245,28.50375,9.5025,0.41016218,60
0.50255816,43421.02502,4003.895232,37.245,28.50375,9.5025,0.57083309,60
0.50256973,43422.02467,4004.89488,37.245,28.50375,9.5025,0.57083309,60
0.50258132,43423.02605,4005.896256,37.245,28.50375,9.5025,0.57083309,60
0.50259288,43424.02483,4006.89504,37.245,28.50375,9.5025,0.57083309,60
0.50260445,43425.02448,4007.894688,37.245,28.50375,9.5025,0.57083309,60
0.50261604,43426.02586,4008.896064,37.245,28.50375,9.5025,0.7053479,60
0.50262761,43427.0255,4009.895712,37.245,28.50375,9.5025,0.7053479,60
0.50263918,43428.02515,4010.89536,37.245,28.50375,9.5025,0.7053479,60
0.50265074,43429.02394,4011.894144,37.245,28.50375,9.5025,0.7053479,60
0.50266233,43430.02531,4012.89552,37.245,28.50375,9.5025,0.7053479,60
0.50267392,43431.02669,4013.896896,37.245,28.50375,9.5025,0.7053479,60
0.50268547,43432.02461,4014.894816,37.245,28.50375,9.5025,0.82553792,60
0.50269706,43433.02598,4015.896192,37.245,28.50375,9.5025,0.82553792,60
0.50270863,43434.02563,4016.89584,37.245,28.50375,9.5025,0.82553792,60
0.5027202,43435.02528,4017.895488,37.245,28.50375,9.5025,0.82553792,60
0.50273177,43436.02493,4018.895136,37.245,28.50375,9.5025,0.82553792,60
0.50274334,43437.02458,4019.894784,37.245,28.50375,9.5025,0.9303636,60
0.50275493,43438.02595,4020.89616,37.245,28.50375,9.5025,0.9303636,60
0.5027665,43439.0256,4021.895808,37.245,28.50375,9.5025,0.9303636,60
0.50277807,43440.02525,4022.895456,37.245,28.50375,9.5025,0.9303636,60
0.50278963,43441.02403,4023.89424,37.245,28.50375,9.5025,0.9303636,60
0.50280122,43442.02541,4024.895616,37.245,28.50375,9.5025,0.9303636,60
0.50281279,43443.02506,4025.895264,37.245,28.50375,9.5025,1.03878331,60
0.50282436,43444.0247,4026.894912,37.245,28.50375,9.5025,1.03878331,60
0.50283593,43445.02435,4027.89456,37.245,28.50375,9.5025,1.03878331,60
0.50284752,43446.02573,4028.895936,37.245,28.50375,9.5025,1.03878331,60
0.50285908,43447.02451,4029.89472,37.245,28.50375,9.5025,1.03878331,60
0.50287065,43448.02416,4030.894368,37.245,28.50375,9.5025,1.1700207,60
0.50288224,43449.02554,4031.895744,37.245,28.50375,9.5025,1.1700207,60
0.50289381,43450.02518,4032.895392,37.245,28.50375,9.5025,1.1700207,60
0.50290538,43451.02483,4033.89504,37.245,28.50375,9.5025,1.1700207,60
0.50291695,43452.02448,4034.894688,37.245,28.50375,9.5025,1.1700207,60
0.50292854,43453.02586,4035.896064,37.245,28.50375,9.5025,1.1700207,60
0.5029401,43454.02464,4036.894848,37.245,28.50375,9.5025,1.26652312,60
0.50295167,43455.02429,4037.894496,37.245,28.50375,9.5025,1.26652312,60
0.50296324,43456.02394,4038.894144,37.245,28.50375,9.5025,1.26652312,60
0.50297483,43457.02531,4039.89552,37.245,28.50375,9.5025,1.26652312,60
0.5029864,43458.02496,4040.895168,37.245,28.50375,9.5025,1.26652312,60
0.50299797,43459.02461,4041.894816,37.245,28.50375,9.5025,1.37246847,60
0.50300956,43460.02598,4042.896192,37.245,28.50375,9.5025,1.37246847,60
0.50302113,43461.02563,4043.89584,37.245,28.50375,9.5025,1.37246847,60
0.50303269,43462.02442,4044.894624,37.245,28.50375,9.5025,1.37246847,60
0.50304428,43463.02579,4045.896,37.245,28.50375,9.5025,1.37246847,60
0.50305585,43464.02544,4046.895648,37.245,28.50375,9.5025,1.37246847,60
0.50306742,43465.02509,4047.895296,37.245,28.50375,9.5025,1.40689933,60
0.50307901,43466.02646,4048.896672,37.245,28.50375,9.5025,1.40689933,60
0.50309058,43467.02611,4049.89632,37.245,28.50375,9.5025,1.40689933,60
0.50310214,43468.0249,4050.895104,37.245,28.50375,9.5025,1.40689933,60
0.50311371,43469.02454,4051.894752,37.245,28.50375,9.5025,1.40689933,60
0.50312528,43470.02419,4052.8944,37.245,28.50375,9.5025,1.55118728,60
0.50313687,43471.02557,4053.895776,37.245,28.50375,9.5025,1.55118728,60
0.50314844,43472.02522,4054.895424,37.245,28.50375,9.5025,1.55118728,60
0.50316,43473.024,4055.894208,37.245,28.50375,9.5025,1.55118728,60
0.50317159,43474.02538,4056.895584,37.245,28.50375,9.5025,1.55118728,60
0.50318316,43475.02502,4057.895232,37.245,28.50375,9.5025,1.55118728,60
0.50319473,43476.02467,4058.89488,37.245,28.50375,9.5025,1.59669232,60
0.50320632,43477.02605,4059.896256,37.245,28.50375,9.5025,1.59669232,60
0.50321789,43478.0257,4060.895904,37.245,28.50375,9.5025,1.59669232,60
0.50322948,43479.02707,4061.89728,37.245,28.50375,9.5025,1.59669232,60
0.50324102,43480.02413,4062.894336,37.245,28.50375,9.5025,1.59669232,60
0.50325259,43481.02378,4063.893984,37.245,28.50375,9.5025,1.59669232,60
0.50326418,43482.02515,4064.89536,37.245,28.50375,9.5025,1.66252577,60
0.50327575,43483.0248,4065.895008,37.245,28.50375,9.5025,1.66252577,60
0.50328732,43484.02445,4066.894656,37.245,28.50375,9.5025,1.66252577,60
0.50329891,43485.02582,4067.896032,37.245,28.50375,9.5025,1.66252577,60
0.50331048,43486.02547,4068.89568,37.245,28.50375,9.5025,1.66252577,60
0.50332205,43487.02512,4069.895328,37.245,28.50375,9.5025,1.66252577,60
0.50333362,43488.02477,4070.894976,37.245,28.50375,9.5025,1.6902498,60
0.50334519,43489.02442,4071.894624,37.245,28.50375,9.5025,1.6902498,60
0.50335678,43490.02579,4072.896,37.245,28.50375,9.5025,1.6902498,60
0.50336835,43491.02544,4073.895648,37.245,28.50375,9.5025,1.6902498,60
0.50337991,43492.02422,4074.894432,37.245,28.50375,9.5025,1.6902498,60
0.5033915,43493.0256,4075.895808,37.245,28.50375,9.5025,1.67620766,60
0.50340307,43494.02525,4076.895456,37.245,28.50375,9.5025,1.67620766,60
0.50341464,43495.0249,4077.895104,37.245,28.50375,9.5025,1.67620766,60
0.50342621,43496.02454,4078.894752,37.245,28.50375,9.5025,1.67620766,60
0.50343778,43497.02419,4079.8944,37.245,28.50375,9.5025,1.67620766,60
0.50344937,43498.02557,4080.895776,37.245,28.50375,9.5025,1.67620766,60
0.50346094,43499.02522,4081.895424,37.245,28.50375,9.5025,1.59024239,60
0.50347251,43500.02486,4082.895072,37.245,28.50375,9.5025,1.59024239,60
0.50348408,43501.02451,4083.89472,37.245,28.50375,9.5025,1.59024239,60
0.50349567,43502.02589,4084.896096,37.245,28.50375,9.5025,1.59024239,60
0.50350724,43503.02554,4085.895744,37.245,28.50375,9.5025,1.59024239,60
0.5035188,43504.02432,4086.894528,37.245,28.50375,9.5025,1.7019577,60
0.50353037,43505.02397,4087.894176,37.245,28.50375,9.5025,1.7019577,60
0.50354196,43506.02534,4088.895552,37.245,28.50375,9.5025,1.7019577,60
0.50355352,43507.02413,4089.894336,37.245,28.50375,9.5025,1.7019577,60
0.50356514,43508.0281,4090.898304,37.245,28.50375,9.5025,1.7019577,60
0.50357666,43509.02342,4091.893632,37.245,28.50375,9.5025,1.7019577,60
0.50358825,43510.0248,4092.895008,37.245,28.50375,9.5025,1.67608452,60
0.50359983,43511.02531,4093.89552,37.245,28.50375,9.5025,1.67608452,60
0.50361138,43512.02323,4094.89344,37.245,28.50375,9.5025,1.67608452,60
0.50362297,43513.02461,4095.894816,37.245,28.50375,9.5025,1.67608452,60
0.50363453,43514.02339,4096.8936,37.245,28.50375,9.5025,1.67608452,60
0.5036461,43515.02304,4097.893248,37.245,28.50375,9.5025,1.71564531,60
0.50365767,43516.02269,4098.892896,37.245,28.50375,9.5025,1.71564531,60
0.50366926,43517.02406,4099.894272,37.245,28.50375,9.5025,1.71564531,60
0.50368083,43518.02371,4100.89392,37.245,28.50375,9.5025,1.71564531,60
0.50369242,43519.02509,4101.895296,37.245,28.50375,9.5025,1.71564531,60
0.50370398,43520.02387,4102.89408,37.245,28.50375,9.5025,1.71564531,60
0.50371555,43521.02352,4103.893728,37.245,28.50375,9.5025,1.72113979,60
0.50372711,43522.0223,4104.892512,37.245,28.50375,9.5025,1.72113979,60
0.50373868,43523.02195,4105.89216,37.245,28.50375,9.5025,1.72113979,60
0.50375027,43524.02333,4106.893536,37.245,28.50375,9.5025,1.72113979,60
0.50376184,43525.02298,4107.893184,37.245,28.50375,9.5025,1.72113979,60
0.50377341,43526.02262,4108.892832,37.245,28.50375,9.5025,1.72113979,60
0.50378498,43527.02227,4109.89248,37.245,28.50375,9.5025,1.71809065,60
0.50379655,43528.02192,4110.892128,37.245,28.50375,9.5025,1.71809065,60
