Day fraction since midnight on 11/11/2019	Time (seconds)	Time Elapsed (seconds)	Fluoride Probe (volts)	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()	Capture Velocity Pump ()	Effluent Fluoride Concentration (mg/L)	Flocculated Fluoride (mg/L)
Start expt!												
0.73952434	63894.90298	7150.889952	0.11052562	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.22429848	3.14215385	0.570428247	4.429571753
0.73953592	63895.90349	7151.890464	0.10854567	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.22429848	3.14215385	0.518205115	4.481794885
0.73954748	63896.90227	7152.889248	0.10647631	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.22429848	3.14215385	0.4687263	4.5312737
0.73955905	63897.90192	7153.888896	0.10974681	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.22429848	3.14215385	0.549286168	4.450713832
0.73957062	63898.90157	7154.888544	0.11122409	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.22429848	3.14215385	0.590080631	4.409919369
0.73958219	63899.90122	7155.888192	0.10850359	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61850929	3.14215385	0.517148724	4.482851276
0.73959377	63900.90173	7156.888704	0.10635051	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61850929	3.14215385	0.465875502	4.534124498
0.73960536	63901.9031	7157.89008	0.10995845	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61850929	3.14215385	0.554952702	4.445047298
0.73961693	63902.90275	7158.889728	0.11090712	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61850929	3.14215385	0.581079719	4.418920281
0.73962849	63903.90154	7159.888512	0.10679971	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61850929	3.14215385	0.476135304	4.523864696
0.73964006	63904.90118	7160.88816	0.1079936	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.41306114	3.14215385	0.504515671	4.495484329
0.73965165	63905.90256	7161.889536	0.11191157	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.41306114	3.14215385	0.610084845	4.389915155
0.73966322	63906.90221	7162.889184	0.10820889	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.41306114	3.14215385	0.509810575	4.490189425
0.73967478	63907.90099	7163.887968	0.10656475	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.41306114	3.14215385	0.470740906	4.529259094
0.73968638	63908.90323	7164.890208	0.1108723	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.41306114	3.14215385	0.580099353	4.419900647
0.73969794	63909.90202	7165.888992	0.10977568	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.43804169	3.14215385	0.550055724	4.449944276
0.73970951	63910.90166	7166.88864	0.10708492	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.43804169	3.14215385	0.482766509	4.517233491
0.73972108	63911.90131	7167.888288	0.11113544	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.43804169	3.14215385	0.587549309	4.412450691
0.73973266	63912.90182	7168.8888	0.109065	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.43804169	3.14215385	0.531421597	4.468578403
0.73974423	63913.90147	7169.888448	0.10658352	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.43804169	3.14215385	0.471169587	4.528830413
0.73975582	63914.90285	7170.889824	0.11098909	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.04798126	3.14215385	0.583394152	4.416605848
0.73976739	63915.9025	7171.889472	0.11033127	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.04798126	3.14215385	0.565077295	4.434922705
0.73977898	63916.90387	7172.890848	0.1060155	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.04798126	3.14215385	0.458368005	4.541631995
0.73979052	63917.90093	7173.887904	0.10954546	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.04798126	3.14215385	0.543948861	4.456051139
0.73980209	63918.90058	7174.887552	0.1102474	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.04798126	3.14215385	0.562783671	4.437216329
0.73981369	63919.90282	7175.889792	0.10575699	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.452657654	4.547342346
0.73982525	63920.9016	7176.888576	0.10896016	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.528726632	4.471273368
0.73983682	63921.90125	7177.888224	0.11046971	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.568883731	4.431116269
0.7398484	63922.90176	7178.888736	0.10658416	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.471184211	4.528815789
0.73985996	63923.90054	7179.88752	0.10944781	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.541379098	4.458620902
0.73987154	63924.90106	7180.888032	0.10936796	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.4372139	3.14215385	0.539286787	4.460713213
0.73988313	63925.90243	7181.889408	0.10692076	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.05566406	3.14215385	0.478938549	4.521061451
0.7398947	63926.90208	7182.889056	0.11137183	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.05566406	3.14215385	0.594323471	4.405676529
0.73990627	63927.90173	7183.888704	0.1101706	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.05566406	3.14215385	0.56069156	4.43930844
0.73991784	63928.90138	7184.888352	0.10699207	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.05566406	3.14215385	0.480597646	4.519402354
0.73992943	63929.90275	7185.889728	0.11100583	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.05566406	3.14215385	0.583867941	4.416132059
0.739941	63930.9024	7186.889376	0.1084132	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.96953201	3.14215385	0.514886816	4.485113184
0.73995257	63931.90205	7187.889024	0.10649853	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.96953201	3.14215385	0.469231645	4.530768355
0.73996414	63932.9017	7188.888672	0.11059634	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.96953201	3.14215385	0.572387898	4.427612102
0.7399757	63933.90048	7189.887456	0.10948891	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.96953201	3.14215385	0.542459205	4.457540795
0.7399873	63934.90272	7190.889696	0.10521065	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.96953201	3.14215385	0.440822255	4.559177745
0.73999887	63935.90237	7191.889344	0.10968766	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.04438972	3.14215385	0.547712833	4.452287167
0.74001043	63936.90115	7192.888128	0.11086294	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.04438972	3.14215385	0.579836102	4.420163898
0.740022	63937.9008	7193.887776	0.1070955	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.04438972	3.14215385	0.483014266	4.516985734
0.74003359	63938.90218	7194.889152	0.10884017	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.04438972	3.14215385	0.525658996	4.474341004
0.74004517	63939.90269	7195.889664	0.11079199	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.04438972	3.14215385	0.577844506	4.422155494
0.74005674	63940.90234	7196.889312	0.1097858	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.10208893	3.14215385	0.550325737	4.449674263
0.74006831	63941.90198	7197.88896	0.10650947	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.10208893	3.14215385	0.469480651	4.530519349
0.74007988	63942.90163	7198.888608	0.11071895	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.10208893	3.14215385	0.575801388	4.424198612
0.74009145	63943.90128	7199.888256	0.10981407	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.10208893	3.14215385	0.551080714	4.448919286
0.74010304	63944.90266	7200.889632	0.10601364	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.10208893	3.14215385	0.458326663	4.541673337
0.74011461	63945.9023	7201.88928	0.10917974	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.45976257	3.14215385	0.534386793	4.465613207
0.74012618	63946.90195	7202.888928	0.11117534	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.45976257	3.14215385	0.588687271	4.411312729
0.74013775	63947.9016	7203.888576	0.1078345	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.45976257	3.14215385	0.500638089	4.499361911
0.74014932	63948.90125	7204.888224	0.10683068	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.45976257	3.14215385	0.476850934	4.523149066
0.74016091	63949.90262	7205.8896	0.10915153	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.45976257	3.14215385	0.533656239	4.466343761
0.74017248	63950.90227	7206.889248	0.10892925	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.477005	3.14215385	0.527934686	4.472065314
0.74018405	63951.90192	7207.888896	0.10526183	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.477005	3.14215385	0.441917707	4.558082293
0.74019562	63952.90157	7208.888544	0.10935905	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.477005	3.14215385	0.53905382	4.46094618
0.74020718	63953.90035	7209.887328	0.10969755	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.477005	3.14215385	0.547975584	4.452024416
0.74021877	63954.90173	7210.888704	0.10670806	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.477005	3.14215385	0.474023816	4.525976184
0.74023035	63955.90224	7211.889216	0.10584753	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.34718704	3.14215385	0.454649495	4.545350505
0.74024191	63956.90102	7212.888	0.10978831	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.34718704	3.14215385	0.550392727	4.449607273
0.74025348	63957.90067	7213.887648	0.11045459	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.34718704	3.14215385	0.56846676	4.43153324
0.74026507	63958.90205	7214.889024	0.10847705	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.34718704	3.14215385	0.516483562	4.483516438
0.74027662	63959.89997	7215.886944	0.10608975	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.34718704	3.14215385	0.460021426	4.539978574
0.74028821	63960.90134	7216.88832	0.10990387	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	13.13253212	3.14215385	0.553485786	4.446514214
0.74029978	63961.90099	7217.887968	0.11080053	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	13.13253212	3.14215385	0.578083865	4.421916135
0.74031135	63962.90064	7218.887616	0.1073501	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	13.13253212	3.14215385	0.489014838	4.510985162
0.74032294	63963.90202	7219.888992	0.10721541	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	13.13253212	3.14215385	0.485831151	4.514168849
0.74033451	63964.90166	7220.88864	0.11124088	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	13.13253212	3.14215385	0.590561281	4.409438719
0.74034607	63965.90045	7221.887424	0.1098624	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.31625366	3.14215385	0.552373812	4.447626188
0.74035764	63966.9001	7222.887072	0.1062436	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.31625366	3.14215385	0.46346641	4.53653359
0.74036923	63967.90147	7223.888448	0.10711147	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.31625366	3.14215385	0.483388483	4.516611517
0.7403808	63968.90112	7224.888096	0.1104275	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.31625366	3.14215385	0.56772045	4.43227955
0.74039237	63969.90077	7225.887744	0.11037768	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.31625366	3.14215385	0.566350501	4.433649499
0.74040394	63970.90042	7226.887392	0.10635815	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.10517311	3.14215385	0.466048139	4.533951861
0.74041553	63971.90179	7227.888768	0.10729697	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.10517311	3.14215385	0.487756513	4.512243487
0.74042709	63972.90058	7228.887552	0.10949122	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.10517311	3.14215385	0.542519976	4.457480024
0.74043866	63973.90022	7229.8872	0.10951449	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.10517311	3.14215385	0.543132534	4.456867466
0.74045023	63974.89987	7230.886848	0.10555734	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.10517311	3.14215385	0.448296223	4.551703777
0.74046182	63975.90125	7231.888224	0.10978171	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.87526894	3.14215385	0.550216595	4.449783405
0.74047339	63976.9009	7232.887872	0.10942398	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.87526894	3.14215385	0.540753832	4.459246168
0.74048496	63977.90054	7233.88752	0.10505393	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.87526894	3.14215385	0.437484694	4.562515306
0.74049653	63978.90019	7234.887168	0.11029986	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.87526894	3.14215385	0.564217221	4.435782779
0.7405081	63979.89984	7235.886816	0.109871	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.87526894	3.14215385	0.552604228	4.447395772
0.74051969	63980.90122	7236.888192	0.10651915	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.02690697	3.14215385	0.469701089	4.530298911
0.74053126	63981.90086	7237.88784	0.10905788	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.02690697	3.14215385	0.53123814	4.46876186
0.74054283	63982.90051	7238.887488	0.11053776	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.02690697	3.14215385	0.570764169	4.429235831
0.74055442	63983.90189	7239.888864	0.10736164	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.02690697	3.14215385	0.489288579	4.510711421
0.74056599	63984.90154	7240.888512	0.10765256	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.02690697	3.14215385	0.496240363	4.503759637
0.74057754	63985.89946	7241.886432	0.1106014	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.83078766	3.14215385	0.572528369	4.427471631
0.74058913	63986.90083	7242.887808	0.10948266	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.83078766	3.14215385	0.542294816	4.457705184
0.7406007	63987.90048	7243.887456	0.1053022	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.83078766	3.14215385	0.442783703	4.557216297
0.74061227	63988.90013	7244.887104	0.1098455	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.83078766	3.14215385	0.551921298	4.448078702
0.74062384	63989.89978	7245.886752	0.10996272	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.83078766	3.14215385	0.555067629	4.444932371
0.74063543	63990.90115	7246.888128	0.10549576	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.12725449	3.14215385	0.446959483	4.553040517
0.740647	63991.9008	7247.887776	0.10949232	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.12725449	3.14215385	0.542548917	4.457451083
0.74065856	63992.89958	7248.88656	0.10922471	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.12725449	3.14215385	0.535553449	4.464446551
0.74067015	63993.90096	7249.887936	0.10549393	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.12725449	3.14215385	0.44691982	4.55308018
0.74068173	63994.90147	7250.888448	0.11013492	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.12725449	3.14215385	0.559722248	4.440277752
0.74069329	63995.90026	7251.887232	0.11025169	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.96494675	3.14215385	0.562900765	4.437099235
0.74070486	63996.8999	7252.88688	0.10673615	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.96494675	3.14215385	0.474669973	4.525330027
0.74071643	63997.89955	7253.886528	0.11037755	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.96494675	3.14215385	0.566346931	4.433653069
0.740728	63998.8992	7254.886176	0.10946213	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.96494675	3.14215385	0.541755183	4.458244817
0.7407396	63999.90144	7255.888416	0.10622287	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.96494675	3.14215385	0.463000727	4.536999273
0.74075116	64000.90022	7256.8872	0.10997565	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.92990112	3.14215385	0.555415782	4.444584218
0.74076273	64001.89987	7257.886848	0.10650579	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.92990112	3.14215385	0.469396875	4.530603125
0.7407743	64002.89952	7258.886496	0.10725684	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.92990112	3.14215385	0.486808225	4.513191775
0.74078589	64003.9009	7259.887872	0.11038369	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.92990112	3.14215385	0.566515588	4.433484412
0.74079746	64004.90054	7260.88752	0.10872934	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.92990112	3.14215385	0.522841356	4.477158644
0.74080903	64005.90019	7261.887168	0.10481974	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.01941299	3.14215385	0.432544342	4.567455658
0.7408206	64006.89984	7262.886816	0.10893121	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.01941299	3.14215385	0.527984868	4.472015132
0.74083217	64007.89949	7263.886464	0.11155825	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.01941299	3.14215385	0.599720695	4.400279305
0.74084376	64008.90086	7264.88784	0.10852744	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.01941299	3.14215385	0.517747198	4.482252802
0.74085533	64009.90051	7265.887488	0.10564012	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.01941299	3.14215385	0.450099461	4.549900539
0.74086692	64010.90189	7266.888864	0.10973261	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.55115318	3.14215385	0.54890805	4.45109195
0.74087846	64011.89894	7267.88592	0.11017222	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.55115318	3.14215385	0.56073561	4.43926439
0.74089006	64012.90118	7268.88816	0.10611504	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.55115318	3.14215385	0.460585952	4.539414048
0.74090163	64013.90083	7269.887808	0.10930171	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.55115318	3.14215385	0.537556976	4.462443024
0.74091319	64014.89962	7270.886592	0.11144659	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.55115318	3.14215385	0.596482061	4.403517939
0.74092476	64015.89926	7271.88624	0.1063792	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.6253109	3.14215385	0.466524126	4.533475874
0.74093633	64016.89891	7272.885888	0.1095769	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.6253109	3.14215385	0.54477883	4.45522117
0.74094793	64017.90115	7273.888128	0.1099581	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.6253109	3.14215385	0.554943283	4.445056717
0.74095949	64018.89994	7274.886912	0.10573281	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.6253109	3.14215385	0.452127183	4.547872817
0.74097106	64019.89958	7275.88656	0.11062256	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.6253109	3.14215385	0.573116164	4.426883836
0.74098263	64020.89923	7276.886208	0.10766965	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.07122231	3.14215385	0.496651802	4.503348198
0.74099421	64021.89974	7277.88672	0.10795403	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.07122231	3.14215385	0.503548475	4.496451525
0.74100578	64022.89939	7278.886368	0.11032255	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.07122231	3.14215385	0.564838391	4.435161609
0.74101735	64023.89904	7279.886016	0.10610355	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.07122231	3.14215385	0.460329385	4.539670615
0.74102894	64024.90042	7280.887392	0.10892958	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.07122231	3.14215385	0.527943135	4.472056865
0.74104051	64025.90006	7281.88704	0.11015203	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.82048416	3.14215385	0.560186863	4.439813137
0.74105208	64026.89971	7282.886688	0.10629144	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.82048416	3.14215385	0.464542884	4.535457116
0.74106365	64027.89936	7283.886336	0.11084776	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.82048416	3.14215385	0.579409417	4.420590583
0.74107524	64028.90074	7284.887712	0.10779877	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.82048416	3.14215385	0.499771384	4.500228616
0.7410868	64029.89952	7285.886496	0.10765356	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.82048416	3.14215385	0.496264429	4.503735571
0.7410984	64030.90176	7286.888736	0.11037395	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.40331459	3.14215385	0.566248067	4.433751933
0.74110994	64031.89882	7287.885792	0.10635991	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.40331459	3.14215385	0.466087918	4.533912082
0.74112153	64032.90019	7288.887168	0.10975198	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.40331459	3.14215385	0.5494239	4.4505761
0.7411331	64033.89984	7289.886816	0.10625248	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.40331459	3.14215385	0.463666035	4.536333965
0.74114467	64034.89949	7290.886464	0.10830627	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	12.40331459	3.14215385	0.512223785	4.487776215
0.74115624	64035.89914	7291.886112	0.10862283	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.18523216	3.14215385	0.520147777	4.479852223
0.74116781	64036.89878	7292.88576	0.10536274	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.18523216	3.14215385	0.444085557	4.555914443
0.7411794	64037.90016	7293.887136	0.11102708	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.18523216	3.14215385	0.584469929	4.415530071
0.74119097	64038.89981	7294.886784	0.10788177	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.18523216	3.14215385	0.50178703	4.49821297
0.74120254	64039.89946	7295.886432	0.10822929	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.18523216	3.14215385	0.510315172	4.489684828
0.74121411	64040.8991	7296.88608	0.10924491	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61096382	3.14215385	0.536078326	4.463921674
0.7412257	64041.90048	7297.887456	0.10731807	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61096382	3.14215385	0.488255855	4.511744145
0.74123727	64042.90013	7298.887104	0.11101958	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61096382	3.14215385	0.584257392	4.415742608
0.74124884	64043.89978	7299.886752	0.10625698	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61096382	3.14215385	0.463767229	4.536232771
0.74126043	64044.90115	7300.888128	0.10914626	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	10.61096382	3.14215385	0.533519873	4.466480127
0.74127197	64045.89821	7301.885184	0.10704255	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.3806324	3.14215385	0.481775586	4.518224414
0.74128356	64046.89958	7302.88656	0.10965437	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.3806324	3.14215385	0.546829333	4.453170667
0.74129513	64047.89923	7303.886208	0.10787844	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.3806324	3.14215385	0.501706005	4.498293995
0.7413067	64048.89888	7304.885856	0.10941831	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.3806324	3.14215385	0.540605165	4.459394835
0.74131829	64049.90026	7305.887232	0.10924703	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.3806324	3.14215385	0.536133442	4.463866558
0.74132986	64050.8999	7306.88688	0.10747808	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.84097099	3.14215385	0.492059247	4.507940753
0.74134143	64051.89955	7307.886528	0.11111148	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.84097099	3.14215385	0.586867018	4.413132982
0.74135299	64052.89834	7308.885312	0.10622437	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.84097099	3.14215385	0.463034408	4.536965592
0.74136456	64053.89798	7309.88496	0.10927419	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.84097099	3.14215385	0.536840051	4.463159949
0.74137614	64054.8985	7310.885472	0.10637075	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.84097099	3.14215385	0.466332994	4.533667006
0.74138773	64055.89987	7311.886848	0.10966665	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.07926369	3.14215385	0.547155072	4.452844928
0.7413993	64056.89952	7312.886496	0.10695422	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.07926369	3.14215385	0.479716314	4.520283686
0.74141087	64057.89917	7313.886144	0.10884604	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.07926369	3.14215385	0.525808652	4.474191348
0.74142245	64058.89968	7314.886656	0.10903163	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.07926369	3.14215385	0.530562317	4.469437683
0.74143404	64059.90106	7315.888032	0.10649848	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	11.07926369	3.14215385	0.469230507	4.530769493
0.74144558	64060.89811	7316.885088	0.10974436	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	1.6239773	3.14215385	0.549220911	4.450779089
0.74145715	64061.89776	7317.884736	0.10696033	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	1.6239773	3.14215385	0.479858475	4.520141525
0.74146874	64062.89914	7318.886112	0.10876497	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	1.6239773	3.14215385	0.523745529	4.476254471
0.74148032	64063.89965	7319.886624	0.10692342	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	1.6239773	3.14215385	0.479000333	4.520999667
0.74149188	64064.89843	7320.885408	0.10810391	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	1.6239773	3.14215385	0.507221761	4.492778239
0.74150346	64065.89894	7321.88592	0.10831799	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	16.16741562	3.14215385	0.512514991	4.487485009
0.74151503	64066.89859	7322.885568	0.10736822	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	16.16741562	3.14215385	0.489444732	4.510555268
0.7415266	64067.89824	7323.885216	0.11013768	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	16.16741562	3.14215385	0.559797168	4.440202832
0.74153817	64068.89789	7324.884864	0.10699493	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	16.16741562	3.14215385	0.480664307	4.519335693
0.74154976	64069.89926	7325.88624	0.10970832	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	16.16741562	3.14215385	0.548261857	4.451738143
0.74156133	64070.89891	7326.885888	0.10783777	0.0032919	0.6521081	41.18577474	8.12814815	8.13333333	14.10887718	3.14215385	0.500717484	4.499282516
