Day fraction since midnight on 11/11/2019	Time (seconds)	Time Elapsed (seconds)	Fluoride Probe (volts)	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()	Capture Velocity Pump ()	Effluent Fluoride Concentration (mg/L)	Flocculated Fluoride (mg/L)
Start expt!												
0.67224552	58082.01293	1337.999904	0.09041227	0.001317	0.654083	50.52631579	0	0	0.72584563	7.69230769	0.215078904	4.784921096
0.67225709	58083.01258	1338.999552	0.09026451	0.001317	0.654083	50.52631579	0	0	0.72584563	7.69230769	0.213543261	4.786456739
0.67226868	58084.01395	1340.000928	0.09022357	0.001317	0.654083	50.52631579	0	0	0.72584563	7.69230769	0.213119722	4.786880278
0.67228025	58085.0136	1341.000576	0.09024958	0.001317	0.654083	50.52631579	0	0	0.72584563	7.69230769	0.213388708	4.786611292
0.67229182	58086.01325	1342.000224	0.09027531	0.001317	0.654083	50.52631579	0	0	0.74976951	7.69230769	0.213655131	4.786344869
0.67230339	58087.0129	1342.999872	0.09010565	0.001317	0.654083	50.52631579	0	0	0.74976951	7.69230769	0.211904487	4.788095513
0.67231496	58088.01254	1343.99952	0.09009518	0.001317	0.654083	50.52631579	0	0	0.74976951	7.69230769	0.211796923	4.788203077
0.67232655	58089.01392	1345.000896	0.09025271	0.001317	0.654083	50.52631579	0	0	0.74976951	7.69230769	0.2134211	4.7865789
0.67233811	58090.0127	1345.99968	0.0899184	0.001317	0.654083	50.52631579	0	0	0.74976951	7.69230769	0.209988987	4.790011013
0.67234968	58091.01235	1346.999328	0.08997449	0.001317	0.654083	50.52631579	0	0	0.75651026	7.69230769	0.210560944	4.789439056
0.67236125	58092.012	1347.998976	0.09003196	0.001317	0.654083	50.52631579	0	0	0.75651026	7.69230769	0.211148588	4.788851412
0.67237284	58093.01338	1349.000352	0.09036615	0.001317	0.654083	50.52631579	0	0	0.75651026	7.69230769	0.214598405	4.785401595
0.67238442	58094.01389	1350.000864	0.08949025	0.001317	0.654083	50.52631579	0	0	0.75651026	7.69230769	0.205673973	4.794326027
0.67239599	58095.01354	1351.000512	0.0898797	0.001317	0.654083	50.52631579	0	0	0.75651026	7.69230769	0.209595264	4.790404736
0.67240755	58096.01232	1351.999296	0.08996809	0.001317	0.654083	50.52631579	0	0	0.75809968	7.69230769	0.210495603	4.789504397
0.67241912	58097.01197	1352.998944	0.09039139	0.001317	0.654083	50.52631579	0	0	0.75809968	7.69230769	0.214861234	4.785138766
0.67243071	58098.01334	1354.00032	0.09000662	0.001317	0.654083	50.52631579	0	0	0.75809968	7.69230769	0.210889279	4.789110721
0.67244228	58099.01299	1354.999968	0.09069431	0.001317	0.654083	50.52631579	0	0	0.75809968	7.69230769	0.218040818	4.781959182
0.67245386	58100.0135	1356.00048	0.08974513	0.001317	0.654083	50.52631579	0	0	0.75809968	7.69230769	0.208231925	4.791768075
0.67246542	58101.01229	1356.999264	0.08991225	0.001317	0.654083	50.52631579	0	0	0.71913016	7.69230769	0.209926369	4.790073631
0.67247701	58102.01366	1358.00064	0.08999143	0.001317	0.654083	50.52631579	0	0	0.71913016	7.69230769	0.210733989	4.789266011
0.67248858	58103.01331	1359.000288	0.08978946	0.001317	0.654083	50.52631579	0	0	0.71913016	7.69230769	0.208680053	4.791319947
0.67250015	58104.01296	1359.999936	0.08945106	0.001317	0.654083	50.52631579	0	0	0.71913016	7.69230769	0.205283463	4.794716537
0.67251172	58105.01261	1360.999584	0.08986021	0.001317	0.654083	50.52631579	0	0	0.71913016	7.69230769	0.209397258	4.790602742
0.67252331	58106.01398	1362.00096	0.08919635	0.001317	0.654083	50.52631579	0	0	0.66411763	7.69230769	0.202763402	4.797236598
0.67253488	58107.01363	1363.000608	0.08994318	0.001317	0.654083	50.52631579	0	0	0.66411763	7.69230769	0.21024148	4.78975852
0.67254645	58108.01328	1364.000256	0.08959012	0.001317	0.654083	50.52631579	0	0	0.66411763	7.69230769	0.206672493	4.793327507
0.67255802	58109.01293	1364.999904	0.08930036	0.001317	0.654083	50.52631579	0	0	0.66411763	7.69230769	0.203788702	4.796211298
0.67256959	58110.01258	1365.999552	0.08940591	0.001317	0.654083	50.52631579	0	0	0.66411763	7.69230769	0.204834483	4.795165517
0.67258116	58111.01222	1366.9992	0.08962352	0.001317	0.654083	50.52631579	0	0	0.64098561	7.69230769	0.207007514	4.792992486
0.67259275	58112.0136	1368.000576	0.08930004	0.001317	0.654083	50.52631579	0	0	0.64098561	7.69230769	0.203785539	4.796214461
0.67260432	58113.01325	1369.000224	0.09017634	0.001317	0.654083	50.52631579	0	0	0.64098561	7.69230769	0.212632155	4.787367845
0.67261589	58114.0129	1369.999872	0.08926414	0.001317	0.654083	50.52631579	0	0	0.64098561	7.69230769	0.203431068	4.796568932
0.67262745	58115.01168	1370.998656	0.08986124	0.001317	0.654083	50.52631579	0	0	0.64098561	7.69230769	0.209407717	4.790592283
0.67263904	58116.01306	1372.000032	0.08945925	0.001317	0.654083	50.52631579	0	0	0.64127326	7.69230769	0.205365011	4.794634989
0.67265061	58117.0127	1372.99968	0.0898139	0.001317	0.654083	50.52631579	0	0	0.64127326	7.69230769	0.208927527	4.791072473
0.67266219	58118.01322	1374.000192	0.0902262	0.001317	0.654083	50.52631579	0	0	0.64127326	7.69230769	0.213146905	4.786853095
0.67267376	58119.01286	1374.99984	0.08975799	0.001317	0.654083	50.52631579	0	0	0.64127326	7.69230769	0.208361826	4.791638174
0.67268533	58120.01251	1375.999488	0.08927792	0.001317	0.654083	50.52631579	0	0	0.64127326	7.69230769	0.203567057	4.796432943
0.67269692	58121.01389	1377.000864	0.09005919	0.001317	0.654083	50.52631579	0	0	0.67867523	7.69230769	0.211427594	4.788572406
0.67270849	58122.01354	1378.000512	0.08915511	0.001317	0.654083	50.52631579	0	0	0.67867523	7.69230769	0.202358299	4.797641701
0.67272006	58123.01318	1379.00016	0.08988692	0.001317	0.654083	50.52631579	0	0	0.67867523	7.69230769	0.209668662	4.790331338
0.67273162	58124.01197	1379.998944	0.0895888	0.001317	0.654083	50.52631579	0	0	0.67867523	7.69230769	0.206659264	4.793340736
0.6727432	58125.01248	1380.999456	0.08978317	0.001317	0.654083	50.52631579	0	0	0.67867523	7.69230769	0.208616409	4.791383591
0.67275479	58126.01386	1382.000832	0.0886745	0.001317	0.654083	50.52631579	0	0	0.67268026	7.69230769	0.197696505	4.802303495
0.67276636	58127.0135	1383.00048	0.09015684	0.001317	0.654083	50.52631579	0	0	0.67268026	7.69230769	0.212431177	4.787568823
0.67277793	58128.01315	1384.000128	0.08946556	0.001317	0.654083	50.52631579	0	0	0.67268026	7.69230769	0.205427862	4.794572138
0.6727895	58129.0128	1384.999776	0.08951876	0.001317	0.654083	50.52631579	0	0	0.67268026	7.69230769	0.205958529	4.794041471
0.67280106	58130.01158	1385.99856	0.08947201	0.001317	0.654083	50.52631579	0	0	0.67268026	7.69230769	0.205492127	4.794507873
0.67281264	58131.0121	1386.999072	0.08973658	0.001317	0.654083	50.52631579	0	0	0.63659889	7.69230769	0.208145604	4.791854396
0.67282423	58132.01347	1388.000448	0.08964802	0.001317	0.654083	50.52631579	0	0	0.63659889	7.69230769	0.207253608	4.792746392
0.6728358	58133.01312	1389.000096	0.08974536	0.001317	0.654083	50.52631579	0	0	0.63659889	7.69230769	0.208234247	4.791765753
0.67284737	58134.01277	1389.999744	0.089168	0.001317	0.654083	50.52631579	0	0	0.63659889	7.69230769	0.202484831	4.797515169
0.67285893	58135.01155	1390.998528	0.08956371	0.001317	0.654083	50.52631579	0	0	0.63659889	7.69230769	0.20640797	4.79359203
0.67287052	58136.01293	1391.999904	0.08917736	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.202576761	4.797423239
0.67288209	58137.01258	1392.999552	0.08944483	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.205221452	4.794778548
0.67289366	58138.01222	1393.9992	0.08965431	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.207316836	4.792683164
0.67290523	58139.01187	1394.998848	0.08971822	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.207960363	4.792039637
0.67291682	58140.01325	1396.000224	0.08906133	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.201440105	4.798559895
0.67292839	58141.0129	1396.999872	0.09009282	0.001317	0.654083	50.52631579	0	0	0.67774785	7.69230769	0.211772685	4.788227315
0.67293998	58142.01427	1398.001248	0.08916489	0.001317	0.654083	50.52631579	0	0	0.69525224	7.69230769	0.202454296	4.797545704
0.67295153	58143.01219	1398.999168	0.08916479	0.001317	0.654083	50.52631579	0	0	0.69525224	7.69230769	0.202453314	4.797546686
0.67296312	58144.01357	1400.000544	0.09006307	0.001317	0.654083	50.52631579	0	0	0.69525224	7.69230769	0.21146738	4.78853262
0.67297469	58145.01322	1401.000192	0.08995534	0.001317	0.654083	50.52631579	0	0	0.69525224	7.69230769	0.210365494	4.789634506
0.67298626	58146.01286	1401.99984	0.08936429	0.001317	0.654083	50.52631579	0	0	0.69525224	7.69230769	0.204421476	4.795578524
0.67299785	58147.01424	1403.001216	0.09025141	0.001317	0.654083	50.52631579	0	0	0.66065764	7.69230769	0.213407646	4.786592354
0.67300942	58148.01389	1404.000864	0.08977183	0.001317	0.654083	50.52631579	0	0	0.66065764	7.69230769	0.208501717	4.791498283
0.67302099	58149.01354	1405.000512	0.08960866	0.001317	0.654083	50.52631579	0	0	0.66065764	7.69230769	0.206858393	4.793141607
0.67303255	58150.01232	1405.999296	0.08916065	0.001317	0.654083	50.52631579	0	0	0.66065764	7.69230769	0.202412672	4.797587328
0.67304413	58151.01283	1406.999808	0.08974288	0.001317	0.654083	50.52631579	0	0	0.66065764	7.69230769	0.208209205	4.791790795
0.67305569	58152.01162	1407.998592	0.08966193	0.001317	0.654083	50.52631579	0	0	0.72579348	7.69230769	0.207393459	4.792606541
0.67306728	58153.01299	1408.999968	0.08984842	0.001317	0.654083	50.52631579	0	0	0.72579348	7.69230769	0.20927757	4.79072243
0.67307885	58154.01264	1409.999616	0.08899773	0.001317	0.654083	50.52631579	0	0	0.72579348	7.69230769	0.200819773	4.799180227
0.67309042	58155.01229	1410.999264	0.08954055	0.001317	0.654083	50.52631579	0	0	0.72579348	7.69230769	0.206176278	4.793823722
0.67310199	58156.01194	1411.998912	0.08952209	0.001317	0.654083	50.52631579	0	0	0.72579348	7.69230769	0.205991791	4.794008209
0.67311358	58157.01331	1413.000288	0.0899463	0.001317	0.654083	50.52631579	0	0	0.76594251	7.69230769	0.210273292	4.789726708
0.67312515	58158.01296	1413.999936	0.08971559	0.001317	0.654083	50.52631579	0	0	0.76594251	7.69230769	0.207933842	4.792066158
0.67313672	58159.01261	1414.999584	0.08945797	0.001317	0.654083	50.52631579	0	0	0.76594251	7.69230769	0.205352264	4.794647736
0.67314829	58160.01226	1415.999232	0.08944782	0.001317	0.654083	50.52631579	0	0	0.76594251	7.69230769	0.205251211	4.794748789
0.67315986	58161.0119	1416.99888	0.0894942	0.001317	0.654083	50.52631579	0	0	0.76594251	7.69230769	0.205713374	4.794286626
0.67317145	58162.01328	1418.000256	0.09025136	0.001317	0.654083	50.52631579	0	0	0.72562706	7.69230769	0.213407128	4.786592872
0.67318302	58163.01293	1418.999904	0.08967889	0.001317	0.654083	50.52631579	0	0	0.72562706	7.69230769	0.207564103	4.792435897
0.67319461	58164.0143	1420.00128	0.08956113	0.001317	0.654083	50.52631579	0	0	0.72562706	7.69230769	0.206382147	4.793617853
0.67320616	58165.01222	1420.9992	0.08976482	0.001317	0.654083	50.52631579	0	0	0.72562706	7.69230769	0.20843085	4.79156915
0.67321775	58166.0136	1422.000576	0.08974988	0.001317	0.654083	50.52631579	0	0	0.72562706	7.69230769	0.208279896	4.791720104
0.67322932	58167.01325	1423.000224	0.09041423	0.001317	0.654083	50.52631579	0	0	0.67021811	7.69230769	0.215099348	4.784900652
0.67324089	58168.0129	1423.999872	0.09004019	0.001317	0.654083	50.52631579	0	0	0.67021811	7.69230769	0.211232876	4.788767124
0.67325246	58169.01254	1424.99952	0.08953732	0.001317	0.654083	50.52631579	0	0	0.67021811	7.69230769	0.206143986	4.793856014
0.67326403	58170.01219	1425.999168	0.08958494	0.001317	0.654083	50.52631579	0	0	0.67021811	7.69230769	0.206620584	4.793379416
0.67327562	58171.01357	1427.000544	0.08971306	0.001317	0.654083	50.52631579	0	0	0.67021811	7.69230769	0.207908332	4.792091668
0.67328719	58172.01322	1428.000192	0.08984809	0.001317	0.654083	50.52631579	0	0	0.62565506	7.69230769	0.209274221	4.790725779
0.67329876	58173.01286	1428.99984	0.08964471	0.001317	0.654083	50.52631579	0	0	0.62565506	7.69230769	0.207220343	4.792779657
0.67331033	58174.01251	1429.999488	0.08971168	0.001317	0.654083	50.52631579	0	0	0.62565506	7.69230769	0.207894419	4.792105581
0.6733219	58175.01216	1430.999136	0.08988228	0.001317	0.654083	50.52631579	0	0	0.62565506	7.69230769	0.209621489	4.790378511
0.67333349	58176.01354	1432.000512	0.08922032	0.001317	0.654083	50.52631579	0	0	0.62565506	7.69230769	0.202999232	4.797000768
0.67334506	58177.01318	1433.00016	0.0894684	0.001317	0.654083	50.52631579	0	0	0.61729312	7.69230769	0.205456156	4.794543844
0.67335663	58178.01283	1433.999808	0.09020045	0.001317	0.654083	50.52631579	0	0	0.61729312	7.69230769	0.212880909	4.787119091
0.6733682	58179.01248	1434.999456	0.08904308	0.001317	0.654083	50.52631579	0	0	0.61729312	7.69230769	0.201261905	4.798738095
0.67337979	58180.01386	1436.000832	0.08948633	0.001317	0.654083	50.52631579	0	0	0.61729312	7.69230769	0.205634878	4.794365122
0.67339136	58181.0135	1437.00048	0.08952472	0.001317	0.654083	50.52631579	0	0	0.61729312	7.69230769	0.206018065	4.793981935
0.67340293	58182.01315	1438.000128	0.08942457	0.001317	0.654083	50.52631579	0	0	0.59026045	7.69230769	0.205019922	4.794980078
0.6734145	58183.0128	1438.999776	0.08969197	0.001317	0.654083	50.52631579	0	0	0.59026045	7.69230769	0.207695803	4.792304197
0.67342606	58184.01158	1439.99856	0.08960234	0.001317	0.654083	50.52631579	0	0	0.59026045	7.69230769	0.206795004	4.793204996
0.67343766	58185.01382	1441.0008	0.08948123	0.001317	0.654083	50.52631579	0	0	0.59026045	7.69230769	0.205584027	4.794415973
0.67344922	58186.01261	1441.999584	0.08970051	0.001317	0.654083	50.52631579	0	0	0.59026045	7.69230769	0.207781837	4.792218163
0.67346079	58187.01226	1442.999232	0.08918766	0.001317	0.654083	50.52631579	0	0	0.53081203	7.69230769	0.202677972	4.797322028
0.67347236	58188.0119	1443.99888	0.08985754	0.001317	0.654083	50.52631579	0	0	0.53081203	7.69230769	0.209370147	4.790629853
0.67348395	58189.01328	1445.000256	0.08966977	0.001317	0.654083	50.52631579	0	0	0.53081203	7.69230769	0.207472324	4.792527676
0.67349552	58190.01293	1445.999904	0.08946617	0.001317	0.654083	50.52631579	0	0	0.53081203	7.69230769	0.205433939	4.794566061
0.67350709	58191.01258	1446.999552	0.08981222	0.001317	0.654083	50.52631579	0	0	0.53081203	7.69230769	0.208910507	4.791089493
0.67351866	58192.01222	1447.9992	0.08972315	0.001317	0.654083	50.52631579	0	0	0.48353067	7.69230769	0.208010088	4.791989912
0.67353025	58193.0136	1449.000576	0.08958289	0.001317	0.654083	50.52631579	0	0	0.48353067	7.69230769	0.206600044	4.793399956
0.67354182	58194.01325	1450.000224	0.08978085	0.001317	0.654083	50.52631579	0	0	0.48353067	7.69230769	0.20859294	4.79140706
0.67355339	58195.0129	1450.999872	0.08933912	0.001317	0.654083	50.52631579	0	0	0.48353067	7.69230769	0.204172111	4.795827889
0.67356496	58196.01254	1451.99952	0.08941276	0.001317	0.654083	50.52631579	0	0	0.48353067	7.69230769	0.204902537	4.795097463
0.67357653	58197.01219	1452.999168	0.08960842	0.001317	0.654083	50.52631579	0	0	0.44676763	7.69230769	0.206855985	4.793144015
0.67358812	58198.01357	1454.000544	0.08949175	0.001317	0.654083	50.52631579	0	0	0.44676763	7.69230769	0.205688934	4.794311066
0.67359968	58199.01235	1454.999328	0.08994777	0.001317	0.654083	50.52631579	0	0	0.44676763	7.69230769	0.210288282	4.789711718
0.67361125	58200.012	1455.998976	0.09003051	0.001317	0.654083	50.52631579	0	0	0.44676763	7.69230769	0.211133742	4.788866258
0.67362282	58201.01165	1456.998624	0.08959401	0.001317	0.654083	50.52631579	0	0	0.44676763	7.69230769	0.206711484	4.793288516
0.67363441	58202.01302	1458	0.08958421	0.001317	0.654083	50.52631579	0	0	0.38274539	7.69230769	0.206613269	4.793386731
0.67364598	58203.01267	1458.999648	0.08964911	0.001317	0.654083	50.52631579	0	0	0.38274539	7.69230769	0.207264563	4.792735437
0.67365755	58204.01232	1459.999296	0.08957213	0.001317	0.654083	50.52631579	0	0	0.38274539	7.69230769	0.206492268	4.793507732
0.67366912	58205.01197	1460.998944	0.08983275	0.001317	0.654083	50.52631579	0	0	0.38274539	7.69230769	0.209118599	4.790881401
0.67368071	58206.01334	1462.00032	0.08960517	0.001317	0.654083	50.52631579	0	0	0.38274539	7.69230769	0.206823386	4.793176614
0.67369228	58207.01299	1462.999968	0.08911712	0.001317	0.654083	50.52631579	0	0	0.35691535	7.69230769	0.201985838	4.798014162
0.67370386	58208.0135	1464.00048	0.08935253	0.001317	0.654083	50.52631579	0	0	0.35691535	7.69230769	0.204304929	4.795695071
0.67371542	58209.01229	1464.999264	0.08949415	0.001317	0.654083	50.52631579	0	0	0.35691535	7.69230769	0.205712875	4.794287125
0.67372699	58210.01194	1465.998912	0.08965559	0.001317	0.654083	50.52631579	0	0	0.35691535	7.69230769	0.207329705	4.792670295
0.67373857	58211.01245	1466.999424	0.08900172	0.001317	0.654083	50.52631579	0	0	0.35691535	7.69230769	0.200858634	4.799141366
0.67375014	58212.0121	1467.999072	0.08977305	0.001317	0.654083	50.52631579	0	0	0.30983034	7.69230769	0.208514053	4.791485947
0.67376173	58213.01347	1469.000448	0.08970837	0.001317	0.654083	50.52631579	0	0	0.30983034	7.69230769	0.207861051	4.792138949
0.6737733	58214.01312	1470.000096	0.08958354	0.001317	0.654083	50.52631579	0	0	0.30983034	7.69230769	0.206606556	4.793393444
0.67378487	58215.01277	1470.999744	0.08907561	0.001317	0.654083	50.52631579	0	0	0.30983034	7.69230769	0.20157965	4.79842035
0.67379643	58216.01155	1471.998528	0.08936623	0.001317	0.654083	50.52631579	0	0	0.30983034	7.69230769	0.204440708	4.795559292
0.67380803	58217.01379	1473.000768	0.08870332	0.001317	0.654083	50.52631579	0	0	0.31183562	7.69230769	0.197972999	4.802027001
0.6738196	58218.01344	1474.000416	0.08991022	0.001317	0.654083	50.52631579	0	0	0.31183562	7.69230769	0.209905704	4.790094296
0.67383116	58219.01222	1474.9992	0.08941989	0.001317	0.654083	50.52631579	0	0	0.31183562	7.69230769	0.204973397	4.795026603
0.67384276	58220.01446	1476.00144	0.08934824	0.001317	0.654083	50.52631579	0	0	0.31183562	7.69230769	0.20426243	4.79573757
0.67385432	58221.01325	1477.000224	0.08939178	0.001317	0.654083	50.52631579	0	0	0.31183562	7.69230769	0.204694173	4.795305827
0.67386589	58222.0129	1477.999872	0.0898516	0.001317	0.654083	50.52631579	0	0	0.32084885	7.69230769	0.209309845	4.790690155
0.67387746	58223.01254	1478.99952	0.08930165	0.001317	0.654083	50.52631579	0	0	0.32084885	7.69230769	0.20380145	4.79619855
0.67388903	58224.01219	1479.999168	0.08903786	0.001317	0.654083	50.52631579	0	0	0.32084885	7.69230769	0.201210964	4.798789036
0.6739006	58225.01184	1480.998816	0.08944035	0.001317	0.654083	50.52631579	0	0	0.32084885	7.69230769	0.205176871	4.794823129
0.67391219	58226.01322	1482.000192	0.08957295	0.001317	0.654083	50.52631579	0	0	0.32084885	7.69230769	0.20650048	4.79349952
0.67392376	58227.01286	1482.99984	0.08975931	0.001317	0.654083	50.52631579	0	0	0.30508697	7.69230769	0.208375164	4.791624836
0.67393533	58228.01251	1483.999488	0.08995445	0.001317	0.654083	50.52631579	0	0	0.30508697	7.69230769	0.210356415	4.789643585
0.6739469	58229.01216	1484.999136	0.08897745	0.001317	0.654083	50.52631579	0	0	0.30508697	7.69230769	0.200622371	4.799377629
0.67395849	58230.01354	1486.000512	0.08861863	0.001317	0.654083	50.52631579	0	0	0.30508697	7.69230769	0.197161596	4.802838404
0.67397006	58231.01318	1487.00016	0.08926035	0.001317	0.654083	50.52631579	0	0	0.30508697	7.69230769	0.203393683	4.796606317
0.67398163	58232.01283	1487.999808	0.08935593	0.001317	0.654083	50.52631579	0	0	0.24458592	7.69230769	0.204338617	4.795661383
0.67399319	58233.01162	1488.998592	0.08909672	0.001317	0.654083	50.52631579	0	0	0.24458592	7.69230769	0.201786116	4.798213884
0.67400477	58234.01213	1489.999104	0.08976682	0.001317	0.654083	50.52631579	0	0	0.24458592	7.69230769	0.208451067	4.791548933
0.67401636	58235.0135	1491.00048	0.08928504	0.001317	0.654083	50.52631579	0	0	0.24458592	7.69230769	0.203637357	4.796362643
0.67402793	58236.01315	1492.000128	0.09012289	0.001317	0.654083	50.52631579	0	0	0.24458592	7.69230769	0.212081722	4.787918278
0.6740395	58237.0128	1492.999776	0.08824676	0.001317	0.654083	50.52631579	0	0	0.2160856	7.69230769	0.193637936	4.806362064
0.67405106	58238.01158	1493.99856	0.0893235	0.001317	0.654083	50.52631579	0	0	0.2160856	7.69230769	0.204017513	4.795982487
0.67406265	58239.01296	1494.999936	0.08891641	0.001317	0.654083	50.52631579	0	0	0.2160856	7.69230769	0.200029389	4.799970611
0.67407422	58240.01261	1495.999584	0.08933087	0.001317	0.654083	50.52631579	0	0	0.2160856	7.69230769	0.204090442	4.795909558
0.67408579	58241.01226	1496.999232	0.08978794	0.001317	0.654083	50.52631579	0	0	0.2160856	7.69230769	0.208664672	4.791335328
0.67409736	58242.0119	1497.99888	0.089515	0.001317	0.654083	50.52631579	0	0	0.18168364	7.69230769	0.205920978	4.794079022
0.67410893	58243.01155	1498.998528	0.08933621	0.001317	0.654083	50.52631579	0	0	0.18168364	7.69230769	0.2041433	4.7958567
0.67412053	58244.01379	1500.000768	0.09001441	0.001317	0.654083	50.52631579	0	0	0.18168364	7.69230769	0.210968962	4.789031038
0.6741321	58245.01344	1501.000416	0.08915691	0.001317	0.654083	50.52631579	0	0	0.18168364	7.69230769	0.202375964	4.797624036
0.67414367	58246.01309	1502.000064	0.08962053	0.001317	0.654083	50.52631579	0	0	0.18168364	7.69230769	0.2069775	4.7930225
0.67415524	58247.01274	1502.999712	0.08868839	0.001317	0.654083	50.52631579	0	0	0.16823076	7.69230769	0.197829715	4.802170285
0.67416682	58248.01325	1504.000224	0.08940189	0.001317	0.654083	50.52631579	0	0	0.16823076	7.69230769	0.204794555	4.795205445
0.67417838	58249.01203	1504.999008	0.08895648	0.001317	0.654083	50.52631579	0	0	0.16823076	7.69230769	0.200418457	4.799581543
0.67418995	58250.01168	1505.998656	0.08982247	0.001317	0.654083	50.52631579	0	0	0.16823076	7.69230769	0.209014375	4.790985625
0.67420153	58251.01219	1506.999168	0.08865548	0.001317	0.654083	50.52631579	0	0	0.16823076	7.69230769	0.197514241	4.802485759
0.67421312	58252.01357	1508.000544	0.0902224	0.001317	0.654083	50.52631579	0	0	0.14687221	7.69230769	0.213107631	4.786892369
0.67422469	58253.01322	1509.000192	0.0882795	0.001317	0.654083	50.52631579	0	0	0.14687221	7.69230769	0.19394562	4.80605438
0.67423626	58254.01286	1509.99984	0.08956843	0.001317	0.654083	50.52631579	0	0	0.14687221	7.69230769	0.206455221	4.793544779
0.67424782	58255.01165	1510.998624	0.08849073	0.001317	0.654083	50.52631579	0	0	0.14687221	7.69230769	0.195942501	4.804057499
0.67425941	58256.01302	1512	0.0896652	0.001317	0.654083	50.52631579	0	0	0.14687221	7.69230769	0.207426349	4.792573651
0.67427098	58257.01267	1512.999648	0.08896418	0.001317	0.654083	50.52631579	0	0	0.13028395	7.69230769	0.200493309	4.799506691
0.67428255	58258.01232	1513.999296	0.08957123	0.001317	0.654083	50.52631579	0	0	0.13028395	7.69230769	0.206483256	4.793516744
0.67429412	58259.01197	1514.998944	0.08885443	0.001317	0.654083	50.52631579	0	0	0.13028395	7.69230769	0.199429068	4.800570932
0.67430569	58260.01162	1515.998592	0.08921044	0.001317	0.654083	50.52631579	0	0	0.13028395	7.69230769	0.202901994	4.797098006
0.67431728	58261.01299	1516.999968	0.08867078	0.001317	0.654083	50.52631579	0	0	0.13028395	7.69230769	0.197660844	4.802339156
0.67432885	58262.01264	1517.999616	0.089363	0.001317	0.654083	50.52631579	0	0	0.13839461	7.69230769	0.204408688	4.795591312
0.67434042	58263.01229	1518.999264	0.08845267	0.001317	0.654083	50.52631579	0	0	0.13839461	7.69230769	0.195581185	4.804418815
0.67435199	58264.01194	1519.998912	0.08897961	0.001317	0.654083	50.52631579	0	0	0.13839461	7.69230769	0.200643387	4.799356613
0.67436356	58265.01158	1520.99856	0.088636	0.001317	0.654083	50.52631579	0	0	0.13839461	7.69230769	0.197327744	4.802672256
0.67437514	58266.0121	1521.999072	0.08970042	0.001317	0.654083	50.52631579	0	0	0.13839461	7.69230769	0.20778093	4.79221907
0.67438671	58267.01174	1522.99872	0.08887769	0.001317	0.654083	50.52631579	0	0	0.13421576	7.69230769	0.199654147	4.800345853
0.6743983	58268.01312	1524.000096	0.08958666	0.001317	0.654083	50.52631579	0	0	0.13421576	7.69230769	0.206637819	4.793362181
0.67440987	58269.01277	1524.999744	0.08845525	0.001317	0.654083	50.52631579	0	0	0.13421576	7.69230769	0.195605657	4.804394343
0.67442143	58270.01155	1525.998528	0.09000172	0.001317	0.654083	50.52631579	0	0	0.13421576	7.69230769	0.210839173	4.789160827
0.67443302	58271.01293	1526.999904	0.08896428	0.001317	0.654083	50.52631579	0	0	0.13421576	7.69230769	0.200494281	4.799505719
0.67444458	58272.01171	1527.998688	0.08955007	0.001317	0.654083	50.52631579	0	0	0.11875748	7.69230769	0.206271484	4.793728516
0.67445618	58273.01395	1529.000928	0.08903996	0.001317	0.654083	50.52631579	0	0	0.11875748	7.69230769	0.201231456	4.798768544
0.67446775	58274.0136	1530.000576	0.0895835	0.001317	0.654083	50.52631579	0	0	0.11875748	7.69230769	0.206606156	4.793393844
0.67447932	58275.01325	1531.000224	0.08871669	0.001317	0.654083	50.52631579	0	0	0.11875748	7.69230769	0.198101401	4.801898599
0.67449089	58276.0129	1531.999872	0.08910915	0.001317	0.654083	50.52631579	0	0	0.11875748	7.69230769	0.201907786	4.798092214
0.67450246	58277.01254	1532.99952	0.09022	0.001317	0.654083	50.52631579	0	0	0.11835826	7.69230769	0.213082829	4.786917171
0.67451403	58278.01219	1533.999168	0.08871303	0.001317	0.654083	50.52631579	0	0	0.11835826	7.69230769	0.198066243	4.801933757
0.6745256	58279.01184	1534.998816	0.08938216	0.001317	0.654083	50.52631579	0	0	0.11835826	7.69230769	0.204598703	4.795401297
0.67453719	58280.01322	1536.000192	0.08941689	0.001317	0.654083	50.52631579	0	0	0.11835826	7.69230769	0.204943579	4.795056421
0.67454876	58281.01286	1536.99984	0.08896884	0.001317	0.654083	50.52631579	0	0	0.11835826	7.69230769	0.200538622	4.799461378
0.67456033	58282.01251	1537.999488	0.08915532	0.001317	0.654083	50.52631579	0	0	0.11743868	7.69230769	0.20236036	4.79763964
0.6745719	58283.01216	1538.999136	0.08885489	0.001317	0.654083	50.52631579	0	0	0.11743868	7.69230769	0.199433517	4.800566483
0.67458349	58284.01354	1540.000512	0.08914596	0.001317	0.654083	50.52631579	0	0	0.11743868	7.69230769	0.202268528	4.797731472
