Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity (),Capture Velocity Pump (),Capture V Flow mL/s (mL/s)
32.51851852,8.34074074,3.62079883,5.78123077,0.43296
32.51851852,8.34074074,3.62079883,6.66092308,0.43296
32.51851852,8.34074074,3.62079883,6.66092308,0.43296
32.51851852,8.34074074,3.62079883,6.66092308,0.43296
32.51851852,8.34074074,3.62079883,6.66092308,0.43296
32.51851852,8.34074074,3.37069941,6.66092308,0.43296
32.51851852,8.34074074,3.37069941,6.66092308,0.43296
32.51851852,8.34074074,3.37069941,6.66092308,0.43296
32.51851852,8.34074074,3.37069941,6.66092308,0.43296
32.51851852,8.34074074,3.37069941,6.66092308,0.43296
32.51851852,8.34074074,3.05658627,6.66092308,0.43296
32.51851852,8.34074074,3.05658627,6.66092308,0.43296
32.51851852,8.34074074,3.05658627,6.66092308,0.43296
32.51851852,8.34074074,3.05658627,6.66092308,0.43296
32.51851852,8.34074074,3.05658627,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,3.71354389,6.66092308,0.43296
32.51851852,8.34074074,4.06715107,6.66092308,0.43296
32.51851852,8.34074074,4.06715107,6.66092308,0.43296
32.51851852,8.34074074,4.06715107,6.66092308,0.43296
32.51851852,8.34074074,4.06715107,6.66092308,0.43296
32.51851852,8.34074074,4.06715107,6.66092308,0.43296
32.51851852,8.34074074,3.41522312,6.66092308,0.43296
32.51851852,8.34074074,3.41522312,6.66092308,0.43296
32.51851852,8.34074074,3.41522312,6.66092308,0.43296
32.51851852,8.34074074,3.41522312,6.66092308,0.43296
32.51851852,8.34074074,3.41522312,6.66092308,0.43296
32.51851852,8.34074074,4.31043339,6.66092308,0.43296
32.51851852,8.34074074,4.31043339,6.66092308,0.43296
32.51851852,8.34074074,4.31043339,6.66092308,0.43296
32.51851852,8.34074074,4.31043339,6.66092308,0.43296
32.51851852,8.34074074,4.31043339,6.66092308,0.43296
32.51851852,8.34074074,4.12604094,6.66092308,0.43296
32.51851852,8.34074074,4.12604094,6.66092308,0.43296
32.51851852,8.34074074,4.12604094,6.66092308,0.43296
32.51851852,8.34074074,4.12604094,6.66092308,0.43296
32.51851852,8.34074074,4.12604094,6.66092308,0.43296
32.51851852,8.34074074,2.89277768,6.66092308,0.43296
32.51851852,8.34074074,2.89277768,6.66092308,0.43296
32.51851852,8.34074074,2.89277768,6.66092308,0.43296
32.51851852,8.34074074,2.89277768,6.66092308,0.43296
32.51851852,8.34074074,2.89277768,6.66092308,0.43296
32.51851852,8.34074074,2.0060637,6.66092308,0.43296
32.51851852,8.34074074,2.0060637,6.66092308,0.43296
32.51851852,8.34074074,2.0060637,6.66092308,0.43296
32.51851852,8.34074074,2.0060637,6.66092308,0.43296
32.51851852,8.34074074,2.0060637,6.66092308,0.43296
32.51851852,8.34074074,2.58004904,6.66092308,0.43296
32.51851852,8.34074074,2.58004904,6.66092308,0.43296
32.51851852,8.34074074,2.58004904,6.66092308,0.43296
32.51851852,8.34074074,2.58004904,6.66092308,0.43296
32.51851852,8.34074074,2.58004904,6.66092308,0.43296
32.51851852,8.34074074,2.18051672,6.66092308,0.43296
32.51851852,8.34074074,2.18051672,6.66092308,0.43296
32.51851852,8.34074074,2.18051672,6.66092308,0.43296
32.51851852,8.34074074,2.18051672,6.66092308,0.43296
32.51851852,8.34074074,2.18051672,6.66092308,0.43296
32.51851852,8.34074074,2.83002448,6.66092308,0.43296
32.51851852,8.34074074,2.83002448,6.66092308,0.43296
32.51851852,8.34074074,2.83002448,6.66092308,0.43296
32.51851852,8.34074074,2.83002448,6.66092308,0.43296
32.51851852,8.34074074,2.83002448,6.66092308,0.43296
