Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity (),Capture Velocity Pump (),Capture V Flow mL/s (mL/s)
32.51851852,8.34074074,3.08891392,4.02184615,0.26142
32.51851852,8.34074074,3.08891392,4.02184615,0.26142
32.51851852,8.34074074,3.08891392,4.02184615,0.26142
32.51851852,8.34074074,3.08891392,4.02184615,0.26142
32.51851852,8.34074074,3.08891392,4.02184615,0.26142
32.51851852,8.34074074,2.90744662,4.02184615,0.26142
32.51851852,8.34074074,2.90744662,4.02184615,0.26142
32.51851852,8.34074074,2.90744662,4.02184615,0.26142
32.51851852,8.34074074,2.90744662,4.02184615,0.26142
32.51851852,8.34074074,2.90744662,4.02184615,0.26142
32.51851852,8.34074074,2.71366692,4.02184615,0.26142
32.51851852,8.34074074,2.71366692,4.02184615,0.26142
32.51851852,8.34074074,2.71366692,4.02184615,0.26142
32.51851852,8.34074074,2.71366692,4.02184615,0.26142
32.51851852,8.34074074,2.71366692,4.02184615,0.26142
32.51851852,8.34074074,3.3854146,4.02184615,0.26142
32.51851852,8.34074074,3.3854146,4.02184615,0.26142
32.51851852,8.34074074,3.3854146,4.02184615,0.26142
32.51851852,8.34074074,3.3854146,4.02184615,0.26142
32.51851852,8.34074074,3.3854146,4.02184615,0.26142
32.51851852,8.34074074,3.19954586,4.02184615,0.26142
32.51851852,8.34074074,3.19954586,4.02184615,0.26142
32.51851852,8.34074074,3.19954586,4.02184615,0.26142
32.51851852,8.34074074,3.19954586,4.02184615,0.26142
32.51851852,8.34074074,3.19954586,4.02184615,0.26142
32.51851852,8.34074074,3.37272072,4.02184615,0.26142
32.51851852,8.34074074,3.37272072,4.02184615,0.26142
32.51851852,8.34074074,3.37272072,4.02184615,0.26142
32.51851852,8.34074074,3.37272072,4.02184615,0.26142
32.51851852,8.34074074,3.37272072,4.02184615,0.26142
32.51851852,8.34074074,3.52860045,4.02184615,0.26142
32.51851852,8.34074074,3.52860045,4.02184615,0.26142
32.51851852,8.34074074,3.52860045,4.02184615,0.26142
32.51851852,8.34074074,3.52860045,4.02184615,0.26142
32.51851852,8.34074074,3.52860045,4.02184615,0.26142
32.51851852,8.34074074,3.24440646,4.02184615,0.26142
32.51851852,8.34074074,3.24440646,4.02184615,0.26142
32.51851852,8.34074074,3.24440646,4.02184615,0.26142
