Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity (),Capture Velocity Pump (),Capture V Flow mL/s (mL/s)
32.51851852,8.34074074,2.86230493,4.02184615,0.3186
32.51851852,8.34074074,2.86230493,4.90153846,0.3186
32.51851852,8.34074074,2.86230493,4.90153846,0.3186
32.51851852,8.34074074,2.86230493,4.90153846,0.3186
32.51851852,8.34074074,2.86230493,4.90153846,0.3186
32.51851852,8.34074074,2.83841491,4.90153846,0.3186
32.51851852,8.34074074,2.83841491,4.90153846,0.3186
32.51851852,8.34074074,2.83841491,4.90153846,0.3186
32.51851852,8.34074074,2.83841491,4.90153846,0.3186
32.51851852,8.34074074,2.83841491,4.90153846,0.3186
32.51851852,8.34074074,3.35382271,4.90153846,0.3186
32.51851852,8.34074074,3.35382271,4.90153846,0.3186
32.51851852,8.34074074,3.35382271,4.90153846,0.3186
32.51851852,8.34074074,3.35382271,4.90153846,0.3186
32.51851852,8.34074074,3.35382271,4.90153846,0.3186
32.51851852,8.34074074,3.06334281,4.90153846,0.3186
32.51851852,8.34074074,3.06334281,4.90153846,0.3186
32.51851852,8.34074074,3.06334281,4.90153846,0.3186
32.51851852,8.34074074,3.06334281,4.90153846,0.3186
32.51851852,8.34074074,3.06334281,4.90153846,0.3186
32.51851852,8.34074074,3.08023763,4.90153846,0.3186
32.51851852,8.34074074,3.08023763,4.90153846,0.3186
32.51851852,8.34074074,3.08023763,4.90153846,0.3186
32.51851852,8.34074074,3.08023763,4.90153846,0.3186
32.51851852,8.34074074,3.08023763,4.90153846,0.3186
32.51851852,8.34074074,2.84954143,4.90153846,0.3186
32.51851852,8.34074074,2.84954143,4.90153846,0.3186
32.51851852,8.34074074,2.84954143,4.90153846,0.3186
32.51851852,8.34074074,2.84954143,4.90153846,0.3186
32.51851852,8.34074074,2.84954143,4.90153846,0.3186
32.51851852,8.34074074,2.33865786,4.90153846,0.3186
32.51851852,8.34074074,2.33865786,4.90153846,0.3186
32.51851852,8.34074074,2.33865786,4.90153846,0.3186
32.51851852,8.34074074,2.33865786,4.90153846,0.3186
32.51851852,8.34074074,2.33865786,4.90153846,0.3186
32.51851852,8.34074074,2.22699428,4.90153846,0.3186
32.51851852,8.34074074,2.22699428,4.90153846,0.3186
32.51851852,8.34074074,2.22699428,4.90153846,0.3186
32.51851852,8.34074074,2.22699428,4.90153846,0.3186
32.51851852,8.34074074,2.22699428,4.90153846,0.3186
32.51851852,8.34074074,1.97853971,4.90153846,0.3186
32.51851852,8.34074074,1.97853971,4.90153846,0.3186
32.51851852,8.34074074,1.97853971,4.90153846,0.3186
32.51851852,8.34074074,1.97853971,4.90153846,0.3186
32.51851852,8.34074074,1.97853971,4.90153846,0.3186
32.51851852,8.34074074,1.80201602,4.90153846,0.3186
32.51851852,8.34074074,1.80201602,4.90153846,0.3186
32.51851852,8.34074074,1.80201602,4.90153846,0.3186
32.51851852,8.34074074,1.80201602,4.90153846,0.3186
32.51851852,8.34074074,1.80201602,4.90153846,0.3186
32.51851852,8.34074074,1.45687771,4.90153846,0.3186
32.51851852,8.34074074,1.45687771,4.90153846,0.3186
32.51851852,8.34074074,1.45687771,4.90153846,0.3186
32.51851852,8.34074074,1.45687771,4.90153846,0.3186
32.51851852,8.34074074,1.45687771,4.90153846,0.3186
32.51851852,8.34074074,1.46423829,4.90153846,0.3186
32.51851852,8.34074074,1.46423829,4.90153846,0.3186
32.51851852,8.34074074,1.46423829,4.90153846,0.3186
32.51851852,8.34074074,1.46423829,4.90153846,0.3186
32.51851852,8.34074074,1.46423829,4.90153846,0.3186
32.51851852,8.34074074,1.6226027,4.90153846,0.3186
32.51851852,8.34074074,1.6226027,4.90153846,0.3186
32.51851852,8.34074074,1.6226027,4.90153846,0.3186
32.51851852,8.34074074,1.6226027,4.90153846,0.3186
32.51851852,8.34074074,1.6226027,4.90153846,0.3186
32.51851852,8.34074074,1.66188419,4.90153846,0.3186
32.51851852,8.34074074,1.66188419,4.90153846,0.3186
32.51851852,8.34074074,1.66188419,4.90153846,0.3186
32.51851852,8.34074074,1.66188419,4.90153846,0.3186
32.51851852,8.34074074,1.66188419,4.90153846,0.3186
32.51851852,8.34074074,1.97063065,4.90153846,0.3186
32.51851852,8.34074074,1.97063065,4.90153846,0.3186
32.51851852,8.34074074,1.97063065,4.90153846,0.3186
32.51851852,8.34074074,1.97063065,4.90153846,0.3186
32.51851852,8.34074074,1.97063065,4.90153846,0.3186
32.51851852,8.34074074,2.72169852,4.90153846,0.3186
32.51851852,8.34074074,2.72169852,4.90153846,0.3186
32.51851852,8.34074074,2.72169852,4.90153846,0.3186
32.51851852,8.34074074,2.72169852,4.90153846,0.3186
32.51851852,8.34074074,2.72169852,4.90153846,0.3186
32.51851852,8.34074074,2.70297313,4.90153846,0.3186
32.51851852,8.34074074,2.70297313,4.90153846,0.3186
32.51851852,8.34074074,2.70297313,4.90153846,0.3186
32.51851852,8.34074074,2.70297313,4.90153846,0.3186
32.51851852,8.34074074,2.70297313,4.90153846,0.3186
32.51851852,8.34074074,1.89405048,4.90153846,0.3186
32.51851852,8.34074074,1.89405048,4.90153846,0.3186
32.51851852,8.34074074,1.89405048,4.90153846,0.3186
32.51851852,8.34074074,1.89405048,4.90153846,0.3186
32.51851852,8.34074074,1.89405048,4.90153846,0.3186
32.51851852,8.34074074,1.3130995,4.90153846,0.3186
32.51851852,8.34074074,1.3130995,4.90153846,0.3186
32.51851852,8.34074074,1.3130995,4.90153846,0.3186
32.51851852,8.34074074,1.3130995,4.90153846,0.3186
32.51851852,8.34074074,1.3130995,4.90153846,0.3186
32.51851852,8.34074074,1.1076107,4.90153846,0.3186
32.51851852,8.34074074,1.1076107,4.90153846,0.3186
32.51851852,8.34074074,1.1076107,4.90153846,0.3186
32.51851852,8.34074074,1.1076107,4.90153846,0.3186
32.51851852,8.34074074,1.1076107,4.90153846,0.3186
32.51851852,8.34074074,1.07982123,4.90153846,0.3186
32.51851852,8.34074074,1.07982123,4.90153846,0.3186
32.51851852,8.34074074,1.07982123,4.90153846,0.3186
32.51851852,8.34074074,1.07982123,4.90153846,0.3186
32.51851852,8.34074074,1.07982123,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.14281511,4.90153846,0.3186
32.51851852,8.34074074,1.41058528,4.90153846,0.3186
32.51851852,8.34074074,1.41058528,4.90153846,0.3186
32.51851852,8.34074074,1.41058528,4.90153846,0.3186
32.51851852,8.34074074,1.41058528,4.90153846,0.3186
32.51851852,8.34074074,1.41058528,4.90153846,0.3186
32.51851852,8.34074074,1.80254602,4.90153846,0.3186
32.51851852,8.34074074,1.80254602,4.90153846,0.3186
32.51851852,8.34074074,1.80254602,4.90153846,0.3186
32.51851852,8.34074074,1.80254602,4.90153846,0.3186
32.51851852,8.34074074,1.80254602,4.90153846,0.3186
32.51851852,8.34074074,1.53704798,4.90153846,0.3186
32.51851852,8.34074074,1.53704798,4.90153846,0.3186
32.51851852,8.34074074,1.53704798,4.90153846,0.3186
32.51851852,8.34074074,1.53704798,4.90153846,0.3186
32.51851852,8.34074074,1.53704798,4.90153846,0.3186
32.51851852,8.34074074,1.23036003,4.90153846,0.3186
32.51851852,8.34074074,1.23036003,4.90153846,0.3186
32.51851852,8.34074074,1.23036003,4.90153846,0.3186
32.51851852,8.34074074,1.23036003,4.90153846,0.3186
32.51851852,8.34074074,1.23036003,4.90153846,0.3186
32.51851852,8.34074074,1.38278139,4.90153846,0.3186
32.51851852,8.34074074,1.38278139,4.90153846,0.3186
32.51851852,8.34074074,1.38278139,4.90153846,0.3186
32.51851852,8.34074074,1.38278139,4.90153846,0.3186
32.51851852,8.34074074,1.38278139,4.90153846,0.3186
32.51851852,8.34074074,1.13110161,4.90153846,0.3186
32.51851852,8.34074074,1.13110161,4.90153846,0.3186
32.51851852,8.34074074,1.13110161,4.90153846,0.3186
32.51851852,8.34074074,1.13110161,4.90153846,0.3186
32.51851852,8.34074074,1.13110161,4.90153846,0.3186
32.51851852,8.34074074,0.82097948,4.90153846,0.3186
32.51851852,8.34074074,0.82097948,4.90153846,0.3186
32.51851852,8.34074074,0.82097948,4.90153846,0.3186
32.51851852,8.34074074,0.82097948,4.90153846,0.3186
32.51851852,8.34074074,0.82097948,4.90153846,0.3186
32.51851852,8.34074074,0.85704184,4.90153846,0.3186
32.51851852,8.34074074,0.85704184,4.90153846,0.3186
32.51851852,8.34074074,0.85704184,4.90153846,0.3186
32.51851852,8.34074074,0.85704184,4.90153846,0.3186
32.51851852,8.34074074,0.85704184,4.90153846,0.3186
32.51851852,8.34074074,0.7009896,4.90153846,0.3186
32.51851852,8.34074074,0.7009896,4.90153846,0.3186
32.51851852,8.34074074,0.7009896,4.90153846,0.3186
32.51851852,8.34074074,0.7009896,4.90153846,0.3186
32.51851852,8.34074074,0.7009896,4.90153846,0.3186
32.51851852,8.34074074,0.58829761,4.90153846,0.3186
32.51851852,8.34074074,0.58829761,4.90153846,0.3186
32.51851852,8.34074074,0.58829761,4.90153846,0.3186
32.51851852,8.34074074,0.58829761,4.90153846,0.3186
32.51851852,8.34074074,0.58829761,4.90153846,0.3186
32.51851852,8.34074074,0.6265558,4.90153846,0.3186
32.51851852,8.34074074,0.6265558,4.90153846,0.3186
32.51851852,8.34074074,0.6265558,4.90153846,0.3186
32.51851852,8.34074074,0.6265558,4.90153846,0.3186
32.51851852,8.34074074,0.6265558,4.90153846,0.3186
32.51851852,8.34074074,0.76013386,4.90153846,0.3186
32.51851852,8.34074074,0.76013386,4.90153846,0.3186
32.51851852,8.34074074,0.76013386,4.90153846,0.3186
32.51851852,8.34074074,0.76013386,4.90153846,0.3186
32.51851852,8.34074074,0.76013386,4.90153846,0.3186
32.51851852,8.34074074,0.58136028,4.90153846,0.3186
32.51851852,8.34074074,0.58136028,4.90153846,0.3186
32.51851852,8.34074074,0.58136028,4.90153846,0.3186
32.51851852,8.34074074,0.58136028,4.90153846,0.3186
32.51851852,8.34074074,0.58136028,4.90153846,0.3186
32.51851852,8.34074074,0.509983,4.90153846,0.3186
32.51851852,8.34074074,0.509983,4.90153846,0.3186
32.51851852,8.34074074,0.509983,4.90153846,0.3186
32.51851852,8.34074074,0.509983,4.90153846,0.3186
32.51851852,8.34074074,0.509983,4.90153846,0.3186
32.51851852,8.34074074,0.69997722,4.90153846,0.3186
32.51851852,8.34074074,0.69997722,4.90153846,0.3186
32.51851852,8.34074074,0.69997722,4.90153846,0.3186
32.51851852,8.34074074,0.69997722,4.90153846,0.3186
32.51851852,8.34074074,0.69997722,4.90153846,0.3186
32.51851852,8.34074074,1.78964388,4.90153846,0.3186
32.51851852,8.34074074,1.78964388,4.90153846,0.3186
32.51851852,8.34074074,1.78964388,4.90153846,0.3186
32.51851852,8.34074074,1.78964388,4.90153846,0.3186
32.51851852,8.34074074,1.78964388,4.90153846,0.3186
32.51851852,8.34074074,1.45785725,4.90153846,0.3186
32.51851852,8.34074074,1.45785725,4.90153846,0.3186
32.51851852,8.34074074,1.45785725,4.90153846,0.3186
32.51851852,8.34074074,1.45785725,4.90153846,0.3186
32.51851852,8.34074074,1.45785725,4.90153846,0.3186
32.51851852,8.34074074,1.03346217,4.90153846,0.3186
32.51851852,8.34074074,1.03346217,4.90153846,0.3186
32.51851852,8.34074074,1.03346217,4.90153846,0.3186
32.51851852,8.34074074,1.03346217,4.90153846,0.3186
32.51851852,8.34074074,1.03346217,4.90153846,0.3186
32.51851852,8.34074074,0.8447274,4.90153846,0.3186
32.51851852,8.34074074,0.8447274,4.90153846,0.3186
32.51851852,8.34074074,0.8447274,4.90153846,0.3186
32.51851852,8.34074074,0.8447274,4.90153846,0.3186
32.51851852,8.34074074,0.8447274,4.90153846,0.3186
32.51851852,8.34074074,0.69877976,4.90153846,0.3186
32.51851852,8.34074074,0.69877976,4.90153846,0.3186
32.51851852,8.34074074,0.69877976,4.90153846,0.3186
32.51851852,8.34074074,0.69877976,4.90153846,0.3186
32.51851852,8.34074074,0.69877976,4.90153846,0.3186
32.51851852,8.34074074,1.00650036,4.90153846,0.3186
32.51851852,8.34074074,1.00650036,4.90153846,0.3186
32.51851852,8.34074074,1.00650036,4.90153846,0.3186
32.51851852,8.34074074,1.00650036,4.90153846,0.3186
32.51851852,8.34074074,1.00650036,4.90153846,0.3186
32.51851852,8.34074074,0.94255608,4.90153846,0.3186
32.51851852,8.34074074,0.94255608,4.90153846,0.3186
32.51851852,8.34074074,0.94255608,4.90153846,0.3186
32.51851852,8.34074074,0.94255608,4.90153846,0.3186
32.51851852,8.34074074,0.94255608,4.90153846,0.3186
32.51851852,8.34074074,0.90912277,4.90153846,0.3186
32.51851852,8.34074074,0.90912277,4.90153846,0.3186
32.51851852,8.34074074,0.90912277,4.90153846,0.3186
32.51851852,8.34074074,0.90912277,4.90153846,0.3186
32.51851852,8.34074074,0.90912277,4.90153846,0.3186
32.51851852,8.34074074,0.71406251,4.90153846,0.3186
32.51851852,8.34074074,0.71406251,4.90153846,0.3186
32.51851852,8.34074074,0.71406251,4.90153846,0.3186
32.51851852,8.34074074,0.71406251,4.90153846,0.3186
32.51851852,8.34074074,0.71406251,4.90153846,0.3186
32.51851852,8.34074074,0.55412197,4.90153846,0.3186
32.51851852,8.34074074,0.55412197,4.90153846,0.3186
32.51851852,8.34074074,0.55412197,4.90153846,0.3186
32.51851852,8.34074074,0.55412197,4.90153846,0.3186
32.51851852,8.34074074,0.55412197,4.90153846,0.3186
32.51851852,8.34074074,0.40192348,4.90153846,0.3186
32.51851852,8.34074074,0.40192348,4.90153846,0.3186
32.51851852,8.34074074,0.40192348,4.90153846,0.3186
32.51851852,8.34074074,0.40192348,4.90153846,0.3186
32.51851852,8.34074074,0.40192348,4.90153846,0.3186
32.51851852,8.34074074,0.6110478,4.90153846,0.3186
32.51851852,8.34074074,0.6110478,4.90153846,0.3186
32.51851852,8.34074074,0.6110478,4.90153846,0.3186
32.51851852,8.34074074,0.6110478,4.90153846,0.3186
32.51851852,8.34074074,0.6110478,4.90153846,0.3186
32.51851852,8.34074074,0.86531824,4.90153846,0.3186
32.51851852,8.34074074,0.86531824,4.90153846,0.3186
32.51851852,8.34074074,0.86531824,4.90153846,0.3186
32.51851852,8.34074074,0.86531824,4.90153846,0.3186
32.51851852,8.34074074,0.86531824,4.90153846,0.3186
32.51851852,8.34074074,0.81121171,4.90153846,0.3186
32.51851852,8.34074074,0.81121171,4.90153846,0.3186
32.51851852,8.34074074,0.81121171,4.90153846,0.3186
32.51851852,8.34074074,0.81121171,4.90153846,0.3186
32.51851852,8.34074074,0.81121171,4.90153846,0.3186
32.51851852,8.34074074,0.98949713,4.90153846,0.3186
32.51851852,8.34074074,0.98949713,4.90153846,0.3186
32.51851852,8.34074074,0.98949713,4.90153846,0.3186
32.51851852,8.34074074,0.98949713,4.90153846,0.3186
32.51851852,8.34074074,0.98949713,4.90153846,0.3186
32.51851852,8.34074074,0.752271,4.90153846,0.3186
32.51851852,8.34074074,0.752271,4.90153846,0.3186
32.51851852,8.34074074,0.752271,4.90153846,0.3186
32.51851852,8.34074074,0.752271,4.90153846,0.3186
32.51851852,8.34074074,0.752271,4.90153846,0.3186
32.51851852,8.34074074,0.62279677,4.90153846,0.3186
32.51851852,8.34074074,0.62279677,4.90153846,0.3186
32.51851852,8.34074074,0.62279677,4.90153846,0.3186
32.51851852,8.34074074,0.62279677,4.90153846,0.3186
32.51851852,8.34074074,0.62279677,4.90153846,0.3186
32.51851852,8.34074074,0.50604856,4.90153846,0.3186
32.51851852,8.34074074,0.50604856,4.90153846,0.3186
32.51851852,8.34074074,0.50604856,4.90153846,0.3186
32.51851852,8.34074074,0.50604856,4.90153846,0.3186
32.51851852,8.34074074,0.50604856,4.90153846,0.3186
32.51851852,8.34074074,0.45284984,4.90153846,0.3186
32.51851852,8.34074074,0.45284984,4.90153846,0.3186
32.51851852,8.34074074,0.45284984,4.90153846,0.3186
32.51851852,8.34074074,0.45284984,4.90153846,0.3186
32.51851852,8.34074074,0.45284984,4.90153846,0.3186
32.51851852,8.34074074,0.47470531,4.90153846,0.3186
32.51851852,8.34074074,0.47470531,4.90153846,0.3186
32.51851852,8.34074074,0.47470531,4.90153846,0.3186
32.51851852,8.34074074,0.47470531,4.90153846,0.3186
32.51851852,8.34074074,0.47470531,4.90153846,0.3186
32.51851852,8.34074074,0.48946539,4.90153846,0.3186
32.51851852,8.34074074,0.48946539,4.90153846,0.3186
32.51851852,8.34074074,0.48946539,4.90153846,0.3186
32.51851852,8.34074074,0.48946539,4.90153846,0.3186
32.51851852,8.34074074,0.48946539,4.90153846,0.3186
32.51851852,8.34074074,0.45371464,4.90153846,0.3186
32.51851852,8.34074074,0.45371464,4.90153846,0.3186
32.51851852,8.34074074,0.45371464,4.90153846,0.3186
32.51851852,8.34074074,0.45371464,4.90153846,0.3186
32.51851852,8.34074074,0.45371464,4.90153846,0.3186
32.51851852,8.34074074,0.37774232,4.90153846,0.3186
32.51851852,8.34074074,0.37774232,4.90153846,0.3186
32.51851852,8.34074074,0.37774232,4.90153846,0.3186
32.51851852,8.34074074,0.37774232,4.90153846,0.3186
32.51851852,8.34074074,0.37774232,4.90153846,0.3186
32.51851852,8.34074074,0.49067572,4.90153846,0.3186
32.51851852,8.34074074,0.49067572,4.90153846,0.3186
32.51851852,8.34074074,0.49067572,4.90153846,0.3186
32.51851852,8.34074074,0.49067572,4.90153846,0.3186
32.51851852,8.34074074,0.49067572,4.90153846,0.3186
32.51851852,8.34074074,0.50505835,4.90153846,0.3186
32.51851852,8.34074074,0.50505835,4.90153846,0.3186
32.51851852,8.34074074,0.50505835,4.90153846,0.3186
32.51851852,8.34074074,0.50505835,4.90153846,0.3186
32.51851852,8.34074074,0.50505835,4.90153846,0.3186
32.51851852,8.34074074,0.50351202,4.90153846,0.3186
32.51851852,8.34074074,0.50351202,4.90153846,0.3186
32.51851852,8.34074074,0.50351202,4.90153846,0.3186
32.51851852,8.34074074,0.50351202,4.90153846,0.3186
32.51851852,8.34074074,0.50351202,4.90153846,0.3186
32.51851852,8.34074074,0.40099397,4.90153846,0.3186
32.51851852,8.34074074,0.40099397,4.90153846,0.3186
32.51851852,8.34074074,0.40099397,4.90153846,0.3186
32.51851852,8.34074074,0.40099397,4.90153846,0.3186
32.51851852,8.34074074,0.40099397,4.90153846,0.3186
32.51851852,8.34074074,0.40547958,4.90153846,0.3186
32.51851852,8.34074074,0.40547958,4.90153846,0.3186
32.51851852,8.34074074,0.40547958,4.90153846,0.3186
