Day fraction since midnight on 3/7/2020	Effluent Fluoride (volts)	Influent Fluoride (volts)	Turbidity ()	Water flow (mL/s)	Clay flow (mL/s)	Coag pump control ()	Fluoride pump control ()	water pump control (rpm)	Clay pump control ()
0.41788623	0.08356508	0.36770293	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41794410	0.08355951	0.36763382	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41800194	0.08355491	0.36755225	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41805980	0.08356602	0.36744747	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41811767	0.08357024	0.36738405	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41817552	0.08356766	0.36730820	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41823339	0.08357076	0.36720401	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41829127	0.08357409	0.36711749	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41834910	0.08356543	0.36704433	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41840698	0.08358042	0.36694962	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41846483	0.08357725	0.36687970	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41852269	0.08357648	0.36678764	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41858055	0.08357762	0.36673146	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41863841	0.08357469	0.36663070	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41869627	0.08358635	0.36656189	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41875414	0.08359604	0.36646149	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41881199	0.08359554	0.36637697	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41886987	0.08357521	0.36630702	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41892772	0.08359340	0.36621276	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41898557	0.08358385	0.36612672	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41904344	0.08359758	0.36579430	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41910129	0.08408092	0.36777356	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41915917	0.08471184	0.36721045	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41921702	0.08496958	0.36747506	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41927487	0.08479547	0.36804348	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41933274	0.08517747	0.36703539	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41939062	0.08562918	0.36620417	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41944848	0.08563571	0.36603734	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41950633	0.08560489	0.36738175	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41956418	0.08603368	0.37071621	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41962206	0.08646490	0.37006754	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41967992	0.08581173	0.37005663	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41973777	0.08554719	0.37021685	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41979563	0.08539948	0.37016183	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41985349	0.08526306	0.37033093	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41991137	0.08517998	0.37020859	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.41996922	0.08511388	0.37030086	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42002708	0.08506788	0.37009457	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42008496	0.08501524	0.37010971	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42014281	0.08498371	0.36927354	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42020067	0.08494489	0.36893365	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42025854	0.08488622	0.36835846	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42031640	0.08486743	0.36823505	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42037429	0.08484750	0.36816275	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42043216	0.08479883	0.36815479	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42049002	0.08483334	0.36828631	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42054788	0.08478127	0.36860380	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42060576	0.08475553	0.36881009	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42066363	0.08474060	0.36862770	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42072149	0.08482827	0.36874330	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42077938	0.08488815	0.36872560	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42083725	0.08484268	0.36910841	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42089512	0.08476840	0.36801937	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42095298	0.08470397	0.36800465	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42101086	0.08464843	0.36783141	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42106873	0.08463256	0.36697921	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42112662	0.08459785	0.36738926	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42118446	0.08456967	0.36751652	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42124233	0.08455653	0.36696562	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42130021	0.08476395	0.36571324	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42135807	0.08653925	0.36507100	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42141595	0.08649011	0.36583799	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42147381	0.08601946	0.36599407	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42153170	0.08601879	0.36574379	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42158956	0.08597600	0.36552918	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42164743	0.08593999	0.36595657	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42170529	0.08561882	0.36580035	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42176316	0.08547135	0.36524323	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42182105	0.08533949	0.36528847	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42187891	0.08522850	0.47475797	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42193677	0.08515404	0.54167145	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42199466	0.08506338	0.54118806	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42205252	0.08499058	0.54012007	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42211039	0.08743752	0.54029495	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42216825	0.08846822	0.53943115	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42222613	0.08806170	0.53902006	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42228400	0.08535578	0.53868860	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42234186	0.08338175	0.53890896	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42239976	0.08323593	0.53849775	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42245761	0.08297377	0.53828907	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42251549	0.08281067	0.53803551	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42257334	0.08269716	0.53782839	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42263121	0.08256331	0.53761947	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42268910	0.08240508	0.53739578	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42274696	0.08230465	0.53720218	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42280484	0.08219964	0.53700995	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42286271	0.08209085	0.53677714	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42292057	0.08201087	0.53658187	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42297845	0.08193521	0.53682417	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42303632	0.08186048	0.53676033	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42309418	0.08197067	0.53606069	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42315207	0.08304397	0.53475308	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42320993	0.08227476	0.53493410	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42326779	0.08188494	0.53472620	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42332567	0.08201888	0.53333849	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42338353	0.08260715	0.53219700	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42344141	0.08265429	0.53228325	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42349928	0.08313113	0.53389764	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42355714	0.08250196	0.53309315	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42361503	0.08265883	0.53309733	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42367291	0.08253024	0.53317410	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42373077	0.08237679	0.53352100	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42378865	0.08189872	0.53139800	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42384649	0.08117262	0.53177166	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42390438	0.09190623	0.53321278	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42396224	0.19402330	0.53312874	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42402010	0.18903455	0.53238910	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42407799	0.09873083	0.53317845	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42413585	0.08796743	0.53262776	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42419371	0.08758663	0.53227907	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42425160	0.08670879	0.53198713	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42430947	0.08553226	0.53198963	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42436733	0.08475813	0.53189963	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42442521	0.08437754	0.53178245	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42448308	0.08411124	0.53172338	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42454095	0.08384828	0.53156024	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42459882	0.08358791	0.53140545	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42465668	0.08498235	0.53219241	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42471455	0.08489334	0.53197563	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42477241	0.08365510	0.53174096	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42483030	0.08310041	0.53189826	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42488816	0.08516772	0.53155756	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42494604	0.17394000	0.53147656	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42500391	0.19286235	0.53119975	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42506177	0.09991837	0.53120822	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42511965	0.02386396	0.53078836	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42517751	0.02316381	0.52913958	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42523538	0.02281923	0.52950174	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42529326	0.02266065	0.52951521	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42535115	0.02251716	0.52945590	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42540899	0.02240529	0.52933598	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42546687	0.02228388	0.52919579	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42552473	0.02217433	0.52907473	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42558260	0.02207493	0.52892947	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42564049	0.02200591	0.52877754	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42569836	0.02191453	0.52865911	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42575623	0.02183744	0.52848929	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42581409	0.02178948	0.52833909	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42587196	0.02172785	0.52818793	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42592984	0.02165587	0.52803355	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42598771	0.02160886	0.52759123	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42604558	0.02156627	0.52576965	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42610344	0.02150776	0.52459812	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42616131	0.02169775	0.52383703	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42621919	0.02043384	0.52315938	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42627706	0.06108162	0.52844870	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42633492	0.10965612	0.52842212	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42639280	0.07785483	0.52820265	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42645067	0.08123578	0.51879543	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42650853	0.09659629	0.51892304	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42656640	0.09627666	0.51908338	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42662428	0.09617909	0.51981872	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42668214	0.09613686	0.51820934	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42674003	0.09606851	0.51807272	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42679790	0.09598472	0.51750779	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42685576	0.09595998	0.51748186	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42691363	0.09591293	0.51748872	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42697149	0.09588870	0.51749641	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42702937	0.09584860	0.51748258	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42708724	0.09582169	0.51739997	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42714512	0.09580258	0.51725012	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42720299	0.09577859	0.51707870	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42726084	0.09575285	0.51696306	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42731872	0.09572830	0.51689601	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42737658	0.09571315	0.51680392	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42743446	0.09568276	0.51692146	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42749233	0.09567980	0.51685947	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42755022	0.09566018	0.51674885	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42760806	0.09563947	0.51650268	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42766596	0.09563224	0.51626009	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42772382	0.09561381	0.51611543	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42778168	0.09560342	0.51588976	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42783954	0.09558438	0.51580364	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42789745	0.09557263	0.51565868	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42795529	0.09555399	0.51549846	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42801318	0.09555302	0.51541770	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42807104	0.09553955	0.51528352	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42812891	0.09552588	0.51515520	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42818677	0.09552437	0.51502943	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42824464	0.09551537	0.51489788	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42830250	0.09550607	0.51473701	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42836038	0.09549399	0.51448143	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42841825	0.09549187	0.51408714	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	0.00000000	0.00000000
0.42847614	0.09547338	0.51238525	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42853400	0.09548163	0.51152110	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42859186	0.09525980	0.51124573	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42864975	0.09693774	0.50903112	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42870763	0.10369851	0.51109934	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42876547	0.16592360	0.51150745	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42882335	0.15465204	0.51350707	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42888122	0.17655571	0.51386476	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42893908	0.17552906	0.51339751	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42899697	0.17014627	0.51197898	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42905484	0.16849990	0.51051384	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42911270	0.16742961	0.51070404	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42917057	0.16609840	0.51120043	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42922845	0.16546889	0.51218069	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42928631	0.16503473	0.51214528	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42934418	0.16455609	0.51191413	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42940206	0.16411528	0.51187712	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42945993	0.16369568	0.51180416	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42951781	0.16332766	0.51173216	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42957567	0.16300336	0.51158464	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42963353	0.16268297	0.51151282	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42969140	0.16240910	0.51139587	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42974927	0.16215263	0.51133019	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42980715	0.16192368	0.51120889	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42986503	0.16169979	0.51117581	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42992289	0.16151766	0.51110691	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.42998077	0.16134644	0.51097614	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43003864	0.16143230	0.51082832	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43009649	0.16121024	0.51075530	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43015438	0.16103671	0.51061064	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43021225	0.16088647	0.51034892	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43027012	0.16077235	0.51055330	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43032798	0.16066328	0.51036924	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43038586	0.16056107	0.51023495	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43044372	0.16047299	0.51010734	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43050161	0.16038594	0.50998199	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43055947	0.16030097	0.50985509	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43061733	0.16022266	0.50973499	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43067520	0.16014548	0.50955403	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43073307	0.16008413	0.50942272	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43079096	0.16001984	0.50935435	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43084882	0.15996577	0.50924724	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43090670	0.15990809	0.50914544	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
0.43096456	0.15984559	0.50900805	-999.00000000	0.50518000	0.00152000	0.00000000	0.00000000	30.31080000	0.00000000
