Capture V Flow mL/s (mL/s),Turbidity (),Fluoride Probe (volts),Fluoride Conc,,Average Turbidity,0.01290681188
0.10925769,0.01288116,0.11181094,1.754576558,,Average Fluoride,2.040366811
0.10925769,0.01288116,0.11125983,1.803449336,,,
0.10925769,0.01288116,0.11054497,1.868877281,,,
0.10925769,0.01288116,0.1107113,1.853445039,,,
0.10925769,0.01288116,0.10984921,1.934835756,,,
0.10925769,0.01217938,0.11001603,1.918811991,,,
0.10925769,0.01217938,0.11060381,1.863403422,,,
0.10925769,0.01217938,0.1098596,1.933833857,,,
0.10925769,0.01217938,0.11020201,1.90110422,,,
0.10925769,0.01217938,0.11095511,1.831054138,,,
0.10925769,0.01098795,0.10924829,1.993673898,,,
0.10925769,0.01098795,0.110679,1.856431858,,,
0.10925769,0.01098795,0.1097886,1.940690685,,,
0.10925769,0.01098795,0.10974086,1.945314842,,,
0.10925769,0.01098795,0.11013974,1.90701488,,,
0.10925769,0.01025528,0.11034175,1.887906716,,,
0.10925769,0.01025528,0.10949622,1.969184447,,,
0.10925769,0.01025528,0.10947614,1.971156618,,,
0.10925769,0.01025528,0.10983176,1.936519614,,,
0.10925769,0.01025528,0.10917458,2.001013215,,,
0.10925769,0.00952368,0.1105968,1.864054717,,,
0.10925769,0.00952368,0.10975729,1.943722169,,,
0.10925769,0.00952368,0.1100748,1.913198552,,,
0.10925769,0.00952368,0.1110749,1.820152228,,,
0.10925769,0.00952368,0.10942027,1.976654326,,,
0.10925769,0.00952368,0.10933309,1.985263641,,,
0.10925769,0.00909759,0.10992218,1.927810281,,,
0.10925769,0.00909759,0.11001898,1.918529829,,,
0.10925769,0.00909759,0.11017618,1.903553773,,,
0.10925769,0.00909759,0.10961193,1.957858299,,,
0.10925769,0.00909759,0.11042089,1.880473152,,,
0.10925769,0.00833155,0.11017886,1.903299472,,,
0.10925769,0.00833155,0.10996766,1.923444424,,,
0.10925769,0.00833155,0.10989153,1.930758118,,,
0.10925769,0.00833155,0.11016592,1.904527642,,,
0.10925769,0.00833155,0.11023254,1.898213012,,,
0.10925769,0.00768665,0.11072347,1.852320912,,,
0.10925769,0.00768665,0.11016479,1.904634931,,,
0.10925769,0.00768665,0.10943545,1.975159071,,,
0.10925769,0.00768665,0.10960545,1.958490861,,,
0.10925769,0.00768665,0.11020013,1.9012824,,,
0.10925769,0.00797422,0.1095736,1.961602955,,,
0.10925769,0.00797422,0.11035513,1.886647881,,,
0.10925769,0.00797422,0.11090349,1.835772106,,,
0.10925769,0.00797422,0.10973717,1.945672718,,,
0.10925769,0.00797422,0.10979838,1.939744739,,,
0.10925769,0.00805448,0.11110785,1.817164896,,,
0.10925769,0.00805448,0.10918731,1.999743759,,,
0.10925769,0.00805448,0.10923007,1.995485558,,,
0.10925769,0.00805448,0.11036737,1.885497037,,,
0.10925769,0.00805448,0.1098273,1.936950222,,,
0.10925769,0.00887422,0.11044609,1.878112283,,,
0.10925769,0.00887422,0.10977228,1.942270223,,,
0.10925769,0.00887422,0.1097565,1.943798719,,,
0.10925769,0.00887422,0.10864014,2.055041857,,,
0.10925769,0.00887422,0.10987339,1.932504899,,,
0.10925769,0.00866923,0.10934309,1.984274207,,,
0.10925769,0.00866923,0.10955878,1.963052717,,,
0.10925769,0.00866923,0.11068201,1.856153316,,,
0.10925769,0.00866923,0.10870563,2.048343568,,,
0.10925769,0.00866923,0.11004925,1.915636949,,,
0.10925769,0.00919131,0.11089539,1.836513533,,,
0.10925769,0.00919131,0.11040894,1.881593728,,,
0.10925769,0.00919131,0.11065742,1.858430067,,,
0.10925769,0.00919131,0.11053506,1.869800785,,,
0.10925769,0.00919131,0.1103424,1.887845543,,,
0.10925769,0.00951529,0.11086304,1.839477652,,,
0.10925769,0.00951529,0.11005495,1.915092693,,,
0.10925769,0.00951529,0.11019505,1.901763951,,,
0.10925769,0.00951529,0.11009335,1.911430154,,,
0.10925769,0.00951529,0.10979387,1.9401809,,,
0.10925769,0.00991147,0.10977609,1.941901355,,,
0.10925769,0.00991147,0.1104251,1.880078531,,,
0.10925769,0.00991147,0.11013518,1.907448436,,,
0.10925769,0.00991147,0.10956357,1.96258402,,,
0.10925769,0.00991147,0.11004508,1.916035214,,,
0.10925769,0.01250586,0.10935015,1.983575963,,,
0.10925769,0.01250586,0.10979386,1.940181867,,,
0.10925769,0.01250586,0.10996403,1.923792523,,,
0.10925769,0.01250586,0.1095955,1.959462554,,,
