Capture V Flow mL/s (mL/s),Turbidity (),Fluoride Probe (volts),Fluoride Conc,,Average Turbidity,0.04607880777
0.02731443,0.02360866,0.10970624,1.948675069,,Average Fluoride,2.034137243
0.02731443,0.02360866,0.11062644,1.861302435,,,
0.02731443,0.02360866,0.11003754,1.916755547,,,
0.02731443,0.02360866,0.11020754,1.900580199,,,
0.02731443,0.02360866,0.10946909,1.971849506,,,
0.02731443,0.02209908,0.11086247,1.839529922,,,
0.02731443,0.02209908,0.11014082,1.90691221,,,
0.02731443,0.02209908,0.11028738,1.893030673,,,
0.02731443,0.02209908,0.10974079,1.94532163,,,
0.02731443,0.02209908,0.11080312,1.844980558,,,
0.02731443,0.02103129,0.11081658,1.843742993,,,
0.02731443,0.02103129,0.11069749,1.854721478,,,
0.02731443,0.02103129,0.11053084,1.870194181,,,
0.02731443,0.02103129,0.11030648,1.891229062,,,
0.02731443,0.02103129,0.1103734,1.884930335,,,
0.02731443,0.02178982,0.10990983,1.92899753,,,
0.02731443,0.02178982,0.10844728,2.074894995,,,
0.02731443,0.02178982,0.10944652,1.974069372,,,
0.02731443,0.02178982,0.10950217,1.968600443,,,
0.02731443,0.02178982,0.11017378,1.903781534,,,
0.02731443,0.02052598,0.11031474,1.890450466,,,
0.02731443,0.02052598,0.11022706,1.898731647,,,
0.02731443,0.02052598,0.11014775,1.906253543,,,
0.02731443,0.02052598,0.11016659,1.904464031,,,
0.02731443,0.02052598,0.1104032,1.882132217,,,
0.02731443,0.02002902,0.10971026,1.948284589,,,
0.02731443,0.02002902,0.10926938,1.99157892,,,
0.02731443,0.02002902,0.11031704,1.890233723,,,
0.02731443,0.02002902,0.11011324,1.909535827,,,
0.02731443,0.02002902,0.11032611,1.889379244,,,
0.02731443,0.02043227,0.1100577,1.914830169,,,
0.02731443,0.02043227,0.11024442,1.897089159,,,
0.02731443,0.02043227,0.11036424,1.885791263,,,
0.02731443,0.02043227,0.11018951,1.902289246,,,
0.02731443,0.02043227,0.11086761,1.839058629,,,
0.02731443,0.020749,0.11054906,1.868496271,,,
0.02731443,0.020749,0.11072617,1.852071609,,,
0.02731443,0.020749,0.11004122,1.916403945,,,
0.02731443,0.020749,0.11010946,1.90989569,,,
0.02731443,0.020749,0.10956743,1.962206404,,,
0.02731443,0.0218075,0.10985137,1.934627426,,,
0.02731443,0.0218075,0.10982317,1.937349054,,,
0.02731443,0.0218075,0.10888951,2.029652882,,,
0.02731443,0.0218075,0.1093398,1.984599676,,,
0.02731443,0.0218075,0.10964197,1.954928532,,,
0.02731443,0.02267694,0.10954662,1.964243066,,,
0.02731443,0.02267694,0.10975462,1.943980902,,,
0.02731443,0.02267694,0.11075594,1.849325035,,,
0.02731443,0.02267694,0.10992233,1.927795865,,,
0.02731443,0.02267694,0.10994326,1.925785474,,,
0.02731443,0.02203079,0.110039,1.916616045,,,
0.02731443,0.02203079,0.1098479,1.934962115,,,
0.02731443,0.02203079,0.11038638,1.883711046,,,
0.02731443,0.02203079,0.11009471,1.911300567,,,
0.02731443,0.02203079,0.10961551,1.957508915,,,
0.02731443,0.02200747,0.11009841,1.91094806,,,
0.02731443,0.02200747,0.11008234,1.912479556,,,
0.02731443,0.02200747,0.11011243,1.909612935,,,
0.02731443,0.02200747,0.10933353,1.985220095,,,
0.02731443,0.02200747,0.10985712,1.934072954,,,
0.02731443,0.0221767,0.10927444,1.991076612,,,
0.02731443,0.0221767,0.10933401,1.985172592,,,
0.02731443,0.0221767,0.1090859,2.009878912,,,
0.02731443,0.0221767,0.10930233,1.988310234,,,
0.02731443,0.0221767,0.10983858,1.935861336,,,
0.02731443,0.02266754,0.10965171,1.953979543,,,
0.02731443,0.02266754,0.11021624,1.899756083,,,
0.02731443,0.02266754,0.10988522,1.931365557,,,
0.02731443,0.02266754,0.10865553,2.053465808,,,
0.02731443,0.02266754,0.10924695,1.993807081,,,
0.02731443,0.02472582,0.11070547,1.85398379,,,
0.02731443,0.02472582,0.10987523,1.932327646,,,
0.02731443,0.02472582,0.11008045,1.912659756,,,
0.02731443,0.02472582,0.10889485,2.029112648,,,
0.02731443,0.02472582,0.1087791,2.04085507,,,
0.02731443,0.02397485,0.10862919,2.056163953,,,
0.02731443,0.02397485,0.10918398,2.000075754,,,
0.02731443,0.02397485,0.11026618,1.895032378,,,
0.02731443,0.02397485,0.11040295,1.882155674,,,
0.02731443,0.02397485,0.10921125,1.997358606,,,
0.02731443,0.02170479,0.1093303,1.985539781,,,
0.02731443,0.02170479,0.10964894,1.954249383,,,
0.02731443,0.02170479,0.10998442,1.921838041,,,
0.02731443,0.02170479,0.10921194,1.997289903,,,
0.02731443,0.02170479,0.10946723,1.972032352,,,
0.02731443,0.02144185,0.10932198,1.986363481,,,
0.02731443,0.02144185,0.10965259,1.953893825,,,
0.02731443,0.02144185,0.10940342,1.978315404,,,
0.02731443,0.02144185,0.10942107,1.976575496,,,
0.02731443,0.02144185,0.11012045,1.908849609,,,
0.02731443,0.021694,0.10985714,1.934071026,,,
0.02731443,0.021694,0.10951255,1.967582041,,,
0.02731443,0.021694,0.10974298,1.945109262,,,
0.02731443,0.021694,0.1088548,2.033167913,,,
0.02731443,0.021694,0.10896314,2.022216586,,,
0.02731443,0.02072465,0.11000653,1.919720932,,,
0.02731443,0.02072465,0.10917402,2.001069077,,,
0.02731443,0.02072465,0.10869054,2.049885028,,,
0.02731443,0.02072465,0.10959906,1.959114838,,,
0.02731443,0.02072465,0.10980865,1.938751895,,,
0.02731443,0.02163644,0.10975786,1.943666938,,,
0.02731443,0.02163644,0.1097955,1.940023252,,,
0.02731443,0.02163644,0.10926754,1.991761609,,,
0.02731443,0.02163644,0.10878296,2.040462394,,,
0.02731443,0.02163644,0.10944972,1.973754485,,,
0.02731443,0.02119716,0.11011942,1.908947625,,,
0.02731443,0.02119716,0.11021138,1.900216408,,,
0.02731443,0.02119716,0.10959056,1.959945162,,,
0.02731443,0.02119716,0.1087974,2.038994089,,,
0.02731443,0.02119716,0.10887259,2.031365586,,,
0.02731443,0.02091461,0.10983274,1.936425009,,,
0.02731443,0.02091461,0.1099278,1.927270252,,,
0.02731443,0.02091461,0.11003852,1.916661907,,,
0.02731443,0.02091461,0.10945679,1.973058959,,,
0.02731443,0.02091461,0.10949261,1.96953886,,,
0.02731443,0.02127654,0.10957916,1.961059326,,,
0.02731443,0.02127654,0.10954747,1.964159835,,,
0.02731443,0.02127654,0.10935456,1.983139933,,,
0.02731443,0.02127654,0.11009743,1.911041421,,,
0.02731443,0.02127654,0.10925768,1.992740869,,,
0.02731443,0.02102712,0.1097505,1.944380212,,,
0.02731443,0.02102712,0.10920535,1.997946161,,,
0.02731443,0.02102712,0.10907336,2.011135752,,,
0.02731443,0.02102712,0.10925758,1.992750803,,,
0.02731443,0.02102712,0.10918542,1.999932182,,,
0.02731443,0.0212276,0.10885667,2.032978386,,,
0.02731443,0.0212276,0.10894448,2.02409858,,,
0.02731443,0.0212276,0.1093859,1.980044011,,,
0.02731443,0.0212276,0.1097536,1.944079752,,,
0.02731443,0.0212276,0.10955008,1.963904291,,,
0.02731443,0.0317608,0.10960383,1.958649034,,,
0.02731443,0.0317608,0.10917391,2.00108005,,,
0.02731443,0.0317608,0.10862127,2.056975934,,,
0.02731443,0.0317608,0.10989784,1.930150871,,,
0.02731443,0.0317608,0.1099565,1.924514813,,,
0.02731443,0.02953375,0.10912018,2.006447154,,,
0.02731443,0.02953375,0.10878351,2.040406449,,,
0.02731443,0.02953375,0.10976184,1.943281337,,,
0.02731443,0.02953375,0.11007242,1.913425559,,,
0.02731443,0.02953375,0.10989849,1.930088328,,,
0.02731443,0.02973321,0.10986012,1.933783727,,,
0.02731443,0.02973321,0.10957915,1.961060304,,,
0.02731443,0.02973321,0.10957542,1.961424988,,,
0.02731443,0.02973321,0.10978895,1.940656824,,,
0.02731443,0.02973321,0.10880513,2.038208512,,,
0.02731443,0.02700267,0.10931773,1.986784373,,,
0.02731443,0.02700267,0.10912777,2.005688115,,,
0.02731443,0.02700267,0.1095607,1.962864833,,,
0.02731443,0.02700267,0.11008327,1.912390892,,,
0.02731443,0.02700267,0.10901991,2.016501679,,,
0.02731443,0.02700267,0.10924848,1.993655014,,,
0.02731443,0.02471329,0.10957115,1.961842552,,,
0.02731443,0.02471329,0.10958441,1.960546146,,,
0.02731443,0.02471329,0.10955839,1.963090883,,,
0.02731443,0.02471329,0.10921302,1.997182373,,,
0.02731443,0.02471329,0.1101878,1.902451416,,,
0.02731443,0.02352345,0.10992797,1.927253919,,,
0.02731443,0.02352345,0.10960332,1.958698831,,,
