Capture V Flow mL/s (mL/s),Turbidity (),Fluoride Probe (volts),Fluoride Conc,,Average Turbidity,1.153164355
0.51897399,0.03683525,0.10491632,2.474240984,,,
0.51897399,0.03683525,0.10657549,2.277826751,,,
0.51897399,0.03683525,0.10508898,2.453035756,,,
0.51897399,0.03654523,0.10707204,2.222134277,,,
0.51897399,0.03654523,0.10448094,2.528529623,,,
0.51897399,0.03654523,0.10572281,2.376738238,,,
0.51897399,0.03654523,0.10638062,2.300062604,,,
0.51897399,0.03654523,0.10469858,2.501244252,,,
0.51897399,0.03672914,0.10720792,2.207132846,,,
0.51897399,0.03672914,0.10446139,2.530995114,,,
0.51897399,0.03672914,0.10568902,2.380745173,,,
0.51897399,0.03672914,0.10647712,2.289024367,,,
0.51897399,0.03672914,0.10528858,2.428748275,,,
0.51897399,0.03624897,0.1077859,2.14444598,,,
0.51897399,0.03624897,0.10442262,2.535891592,,,
0.51897399,0.03624897,0.10737801,2.188497209,,,
0.51897399,0.03624897,0.10420436,2.563634156,,,
0.51897399,0.03624897,0.10762023,2.162230025,,,
0.51897399,0.03639726,0.1045824,2.515772816,,,
0.51897399,0.03639726,0.10695297,2.235363648,,,
0.51897399,0.03639726,0.10467019,2.504786719,,,
0.51897399,0.03639726,0.10768306,2.155468168,,,
0.51897399,0.03639726,0.10456605,2.517824182,,,
0.51897399,0.03642868,0.10729825,2.197216311,,,
0.51897399,0.03642868,0.10482674,2.48531487,,,
0.51897399,0.03642868,0.10755312,2.169475931,,,
0.51897399,0.03642868,0.10427278,2.554904932,,,
0.51897399,0.03642868,0.10765265,2.158738292,,,
0.51897399,0.03669883,0.10474408,2.495577268,,,
0.51897399,0.03669883,0.10738014,2.188264839,,,
0.51897399,0.03669883,0.10490113,2.476115293,,,
0.51897399,0.03669883,0.10612473,2.329591206,,,
0.51897399,0.03669883,0.10623972,2.316275244,,,
0.51897399,0.03555333,0.10537232,2.418630472,,,
0.51897399,0.03555333,0.10692612,2.238357705,,,
0.51897399,0.03555333,0.10444923,2.532529849,,,
0.51897399,0.03555333,0.10757424,2.167192978,,,
0.51897399,0.03555333,0.10494203,2.471071834,,,
0.51897399,0.03623156,0.10741852,2.184082046,,,
0.51897399,0.03623156,0.10506042,2.456530764,,,
0.51897399,0.03623156,0.10701562,2.228393079,,,
0.51897399,0.03623156,0.1047351,2.496694701,,,
0.51897399,0.03623156,0.1074106,2.184944541,,,
0.51897399,0.03675764,0.1045748,2.516726148,,,
0.51897399,0.03675764,0.10782562,2.140203973,,,
0.51897399,0.03675764,0.10439756,2.539061597,,,
0.51897399,0.03675764,0.1072869,2.198459876,,,
0.51897399,0.03675764,0.10485613,2.481676224,,,
0.51897399,0.03668058,0.10754146,2.170737342,,,
0.51897399,0.03668058,0.10498718,2.465516229,,,
0.51897399,0.03668058,0.10833424,2.086620443,,,
0.51897399,0.03668058,0.10396197,2.594799665,,,
0.51897399,0.03668058,0.1073739,2.188945654,,,
0.51897399,0.03689971,0.10509531,2.4522618,,,
0.51897399,0.03689971,0.10682958,2.249156099,,,
0.51897399,0.03689971,0.10515869,2.444525913,,,
0.51897399,0.03689971,0.10688528,2.242919485,,,
0.51897399,0.03689971,0.10506152,2.45639606,,,
0.51897399,0.04014434,0.10704044,2.22563757,,,
0.51897399,0.04014434,0.10457616,2.516555525,,,
0.51897399,0.04014434,0.10699257,2.230955139,,,
0.51897399,0.04014434,0.10523354,2.43542147,,,
0.51897399,0.04014434,0.10725807,2.201621806,,,
0.51897399,0.03822841,0.10510332,2.451282784,,,
0.51897399,0.03822841,0.10639036,2.298946075,,,
0.51897399,0.03822841,0.10563102,2.387638769,,,
0.51897399,0.03822841,0.10567205,2.382760082,,,
0.51897399,0.03822841,0.1055618,2.395892051,,,
0.51897399,0.03681756,0.10648598,2.288013567,,,
0.51897399,0.03681756,0.10570136,2.37928107,,,
0.51897399,0.03681756,0.10648779,2.287807127,,,
0.51897399,0.03681756,0.10648806,2.287776334,,,
0.51897399,0.03681756,0.10564629,2.385821918,,,
0.51897399,0.03697304,0.10667343,2.266732501,,,
0.51897399,0.03697304,0.10444732,2.532770998,,,
0.51897399,0.03697304,0.1067297,2.260382919,,,
0.51897399,0.03697304,0.10605001,2.338284865,,,
0.51897399,0.03697304,0.10604508,2.33885961,,,
0.51897399,0.0366008,0.10743903,2.18185007,,,
0.51897399,0.0366008,0.10528997,2.428579985,,,
0.51897399,0.0366008,0.10696616,2.233894291,,,
0.51897399,0.0366008,0.10475174,2.494624486,,,
0.51897399,0.0366008,0.10697729,2.232655169,,,
0.51897399,0.0356899,0.10445216,2.532159964,,,
0.51897399,0.0356899,0.10743396,2.182401594,,,
0.51897399,0.0356899,0.10441469,2.536894282,,,
0.51897399,0.0356899,0.10753962,2.170936465,,,
0.51897399,0.0356899,0.10371644,2.626755187,,,
0.51897399,0.03551816,0.10721995,2.2058096,,,
0.51897399,0.03551816,0.10459467,2.514234449,,,
0.51897399,0.03551816,0.10737105,2.189256673,,,
0.51897399,0.03551816,0.10497814,2.466627579,,,
0.51897399,0.03551816,0.10730212,2.196792455,,,
0.51897399,0.03529495,0.10441016,2.537467245,,,
0.51897399,0.03529495,0.10726962,2.200354514,,,
0.51897399,0.03529495,0.10471682,2.498970933,,,
0.51897399,0.03529495,0.10661688,2.273131648,,,
0.51897399,0.03529495,0.10665878,2.268388551,,,
0.51897399,0.03511868,0.10495207,2.469835354,,,
0.51897399,0.03511868,0.10801367,2.12023428,,,
0.51897399,0.03511868,0.10436328,2.54340432,,,
0.51897399,0.03511868,0.10817818,2.102917248,,,
0.51897399,0.03511868,0.10502747,2.460569182,,,
0.51897399,0.03605344,0.1072265,2.205089462,,,
0.51897399,0.03605344,0.1042058,2.56345013,,,
0.51897399,0.03605344,0.10751721,2.173363123,,,
0.51897399,0.03605344,0.1047765,2.491547222,,,
0.51897399,0.03605344,0.1066707,2.267041011,,,
0.51897399,0.04666921,0.10607883,2.334927826,,,
0.51897399,0.04666921,0.1061811,2.323053963,,,
0.51897399,0.04666921,0.10602982,2.340639531,,,
0.51897399,0.04666921,0.10556101,2.395986409,,,
0.51897399,0.04666921,0.10702503,2.227347983,,,
0.51897399,0.04854281,0.10532002,2.424944616,,,
0.51897399,0.04854281,0.10750856,2.17430051,,,
0.51897399,0.04854281,0.10509197,2.452670144,,,
0.51897399,0.04854281,0.10754505,2.170348888,,,
0.51897399,0.04854281,0.10522377,2.436607926,,,
0.51897399,0.05150822,0.10798358,2.123417076,,,
0.51897399,0.05150822,0.10451166,2.524660312,,,
0.51897399,0.05150822,0.10715728,2.212711731,,,
0.51897399,0.05150822,0.1047024,2.50076798,,,
0.51897399,0.05150822,0.10736519,2.189896312,,,
0.51897399,0.0611859,0.10552964,2.399736273,,,
0.51897399,0.0611859,0.10589118,2.356872639,,,
0.51897399,0.0611859,0.10796842,2.125022447,,,
0.51897399,0.0611859,0.10497872,2.466556261,,,
0.51897399,0.0611859,0.10828705,2.091534965,,,
0.51897399,0.06321224,0.10491829,2.473998008,,,
0.51897399,0.06321224,0.10756636,2.16804448,,,
0.51897399,0.06321224,0.10500487,2.463342921,,,
0.51897399,0.06321224,0.10801922,2.119647746,,,
0.51897399,0.06321224,0.10509583,2.452198232,,,
0.51897399,0.07463287,0.10804582,2.116838858,,,
0.51897399,0.07463287,0.10534385,2.422065594,,,
0.51897399,0.07463287,0.10769835,2.153825838,,,
0.51897399,0.07463287,0.10520827,2.43849141,,,
0.51897399,0.07463287,0.10616297,2.3251545,,,
0.51897399,0.08619378,0.10686396,2.245304596,,,
0.51897399,0.08619378,0.10517129,2.442990923,,,
0.51897399,0.08619378,0.10769197,2.154510975,,,
0.51897399,0.08619378,0.10455278,2.519490343,,,
0.51897399,0.08619378,0.10753413,2.171530697,,,
0.51897399,0.11833958,0.10463454,2.509242186,,,
0.51897399,0.11833958,0.10790465,2.131788687,,,
0.51897399,0.11833958,0.10514654,2.446006996,,,
0.51897399,0.11833958,0.10604475,2.338898086,,,
0.51897399,0.11833958,0.10721176,2.206710377,,,
0.51897399,0.12856479,0.1056484,2.385570975,,,
0.51897399,0.12856479,0.10791941,2.130220681,,,
0.51897399,0.12856479,0.10502299,2.461118772,,,
0.51897399,0.12856479,0.10779279,2.143709541,,,
0.51897399,0.12856479,0.10455587,2.519102269,,,
0.51897399,0.16878401,0.10802564,2.11896947,,,
0.51897399,0.16878401,0.10461377,2.511841632,,,
0.51897399,0.16878401,0.10708929,2.220224206,,,
0.51897399,0.16878401,0.1065539,2.280279674,,,
0.51897399,0.16878401,0.10485514,2.481798705,,,
0.51897399,0.18107067,0.10807442,2.113822928,,,
0.51897399,0.18107067,0.10435436,2.544535558,,,
0.51897399,0.18107067,0.10755898,2.168842257,,,
0.51897399,0.18107067,0.10653432,2.282506518,,,
0.51897399,0.18107067,0.10593035,2.352274917,,,
0.51897399,0.21370415,0.10794939,2.127039352,,,
0.51897399,0.21370415,0.10482568,2.485446204,,,
0.51897399,0.21370415,0.10722272,2.205505024,,,
0.51897399,0.21370415,0.10691212,2.239920442,,,
0.51897399,0.21370415,0.10499858,2.464115461,,,
0.51897399,0.22614147,0.10751317,2.173800881,,,
0.51897399,0.22614147,0.10522633,2.436296987,,,
0.51897399,0.22614147,0.10797009,2.124845543,,,
0.51897399,0.22614147,0.10491539,2.474355697,,,
0.51897399,0.22614147,0.10620742,2.320007912,,,
0.51897399,0.26061681,0.10731003,2.195926377,,,
0.51897399,0.26061681,0.10457104,2.51719793,,,
0.51897399,0.26061681,0.10812244,2.10876878,,,
0.51897399,0.26061681,0.10544734,2.409602054,,,
0.51897399,0.26061681,0.10657898,2.277430486,,,
0.51897399,0.25951877,0.10726219,2.201169667,,,
0.51897399,0.25951877,0.10445284,2.532074128,,,
0.51897399,0.25951877,0.10709734,2.219333401,,,
0.51897399,0.25951877,0.10715928,2.212491129,,,
0.51897399,0.25951877,0.10523318,2.435465178,,,
0.51897399,0.31352544,0.10782199,2.1405913,,,
0.51897399,0.31352544,0.10683414,2.248644875,,,
0.51897399,0.31352544,0.10414173,2.571650818,,,
0.51897399,0.31352544,0.10706617,2.22278463,,,
0.51897399,0.31352544,0.10730813,2.19613438,,,
0.51897399,0.30022794,0.10486148,2.481014437,,,
0.51897399,0.30022794,0.10763101,2.16106836,,,
0.51897399,0.30022794,0.10696143,2.234421099,,,
0.51897399,0.30022794,0.10429322,2.552302908,,,
0.51897399,0.30022794,0.10692404,2.238589814,,,
0.51897399,0.3227295,0.10707685,2.221601507,,,
0.51897399,0.3227295,0.10533348,2.423318025,,,
0.51897399,0.3227295,0.1081633,2.104477745,,,
0.51897399,0.3227295,0.1051326,2.447707386,,,
0.51897399,0.3227295,0.10661928,2.2728597,,,
0.51897399,0.33107156,0.10745452,2.180165901,,,
0.51897399,0.33107156,0.10483263,2.484585228,,,
0.51897399,0.33107156,0.10790212,2.132057574,,,
0.51897399,0.33107156,0.10766786,2.157102073,,,
0.51897399,0.33107156,0.10494299,2.470953578,,,
0.51897399,0.33107156,0.10762735,2.161462695,,,
0.51897399,0.32761779,0.10646233,2.290712691,,,
0.51897399,0.32761779,0.10525025,2.43339357,,,
0.51897399,0.32761779,0.10764643,2.159407768,,,
0.51897399,0.32761779,0.10520245,2.439199004,,,
0.51897399,0.32761779,0.10551348,2.401670274,,,
0.51897399,0.35873607,0.10798479,2.123288995,,,
0.51897399,0.35873607,0.10577308,2.370789523,,,
0.51897399,0.35873607,0.10504114,2.458892954,,,
0.51897399,0.35873607,0.10805999,2.115344065,,,
0.51897399,0.35873607,0.10617302,2.323989875,,,
0.51897399,0.34897634,0.10431422,2.549632356,,,
0.51897399,0.34897634,0.10623854,2.316411502,,,
0.51897399,0.34897634,0.10869174,2.049762405,,,
0.51897399,0.34897634,0.10491872,2.473944975,,,
0.51897399,0.34897634,0.10545177,2.409069973,,,
0.51897399,0.32133484,0.1082387,2.096582299,,,
0.51897399,0.32133484,0.1080479,2.116619373,,,
0.51897399,0.32133484,0.10439729,2.539095773,,,
0.51897399,0.32133484,0.10569025,2.380599197,,,
0.51897399,0.32133484,0.10764312,2.159764117,,,
0.51897399,0.31933662,0.10788785,2.133574814,,,
0.51897399,0.31933662,0.10431126,2.550008607,,,
0.51897399,0.31933662,0.10542959,2.411735162,,,
0.51897399,0.31933662,0.10870722,2.048181215,,,
0.51897399,0.31933662,0.10662676,2.272012335,,,
0.51897399,0.31972972,0.10389161,2.603917011,,,
0.51897399,0.31972972,0.10628472,2.311084942,,,
0.51897399,0.31972972,0.10811939,2.109089436,,,
0.51897399,0.31972972,0.10655282,2.280402446,,,
0.51897399,0.31972972,0.10525436,2.432895045,,,
0.51897399,0.44130844,0.10700139,2.229974428,,,
0.51897399,0.44130844,0.10854819,2.064483446,,,
0.51897399,0.44130844,0.10546777,2.407149213,,,
0.51897399,0.44130844,0.1047555,2.494156935,,,
0.51897399,0.44130844,0.10693584,2.23727336,,,
0.51897399,0.53216571,0.10874787,2.044034866,,,
0.51897399,0.53216571,0.10692724,2.238232733,,,
0.51897399,0.53216571,0.10425507,2.557161571,,,
0.51897399,0.53216571,0.10541149,2.413912275,,,
0.51897399,0.53216571,0.10671537,2.261998245,,,
0.51897399,0.59741193,0.10905161,2.013317543,,,
0.51897399,0.59741193,0.10840844,2.078916354,,,
0.51897399,0.59741193,0.10568438,2.381295927,,,
0.51897399,0.59741193,0.10454687,2.520232748,,,
0.51897399,0.59741193,0.10546609,2.40735082,,,
0.51897399,0.55287558,0.1079043,2.131825883,,,
0.51897399,0.55287558,0.10911018,2.007447645,,,
0.51897399,0.55287558,0.10803217,2.118279796,,,
0.51897399,0.55287558,0.10526462,2.431650999,,,
0.51897399,0.55287558,0.10428054,2.553916768,,,
0.51897399,0.50995946,0.10630253,2.30903395,,,
0.51897399,0.50995946,0.10772799,2.150645708,,,
0.51897399,0.50995946,0.10910375,2.008091224,,,
0.51897399,0.50995946,0.10800865,2.120764943,,,
0.51897399,0.50995946,0.10561133,2.389983562,,,
0.51897399,0.6077792,0.10324725,2.688918508,,,
0.51897399,0.6077792,0.10427661,2.554417169,,,
0.51897399,0.6077792,0.1061274,2.329281151,,,
0.51897399,0.6077792,0.10731592,2.195281694,,,
0.51897399,0.6077792,0.10912941,2.005524144,,,
0.51897399,0.74325156,0.10702014,2.227891016,,,
0.51897399,0.74325156,0.10409474,2.57768201,,,
0.51897399,0.74325156,0.10537672,2.418100014,,,
0.51897399,0.74325156,0.10732301,2.194505917,,,
0.51897399,0.74325156,0.10827239,2.093064061,,,
0.51897399,0.72606242,0.10641759,2.295827482,,,
0.51897399,0.72606242,0.10482239,2.485853878,,,
0.51897399,0.72606242,0.10628269,2.311318832,,,
0.51897399,0.72606242,0.10868128,2.050831522,,,
0.51897399,0.72606242,0.10792132,2.13001786,,,
0.51897399,0.82312447,0.10450912,2.524980011,,,
0.51897399,0.82312447,0.10552736,2.400009045,,,
0.51897399,0.82312447,0.10679644,2.252874942,,,
0.51897399,0.82312447,0.1091077,2.007695844,,,
0.51897399,0.82312447,0.10746287,2.179258577,,,
0.51897399,0.88181585,0.10441657,2.536656534,,,
0.51897399,0.88181585,0.10557202,2.394671701,,,
0.51897399,0.88181585,0.10777132,2.1460052,,,
0.51897399,0.88181585,0.10929371,1.989164832,,,
0.51897399,0.88181585,0.10670726,2.262912943,,,
0.51897399,0.95679867,0.10469608,2.501555998,,,
0.51897399,0.95679867,0.10646559,2.290340445,,,
0.51897399,0.95679867,0.10776233,2.146967177,,,
0.51897399,0.95679867,0.10809313,2.111852245,,,
0.51897399,0.95679867,0.10694263,2.236516192,,,
0.51897399,0.93127459,0.10444269,2.533355659,,,
0.51897399,0.93127459,0.10548627,2.404930243,,,
0.51897399,0.93127459,0.10690944,2.240219719,,,
0.51897399,0.93127459,0.10848118,2.071391465,,,
0.51897399,0.93127459,0.10826505,2.093830072,,,
0.51897399,0.85383773,0.10454387,2.520609687,,,
0.51897399,0.85383773,0.10459793,2.51382588,,,
0.51897399,0.85383773,0.10559567,2.391850084,,,
0.51897399,0.85383773,0.10751095,2.174041469,,,
0.51897399,0.85383773,0.10860379,2.058769167,,,
0.51897399,0.85320961,0.10876291,2.042502896,,,
0.51897399,0.85320961,0.1050031,2.463560289,,,
0.51897399,0.85320961,0.10471395,2.499328495,,,
0.51897399,0.85320961,0.10530356,2.426935228,,,
0.51897399,0.85320961,0.10575506,2.372920211,,,
0.51897399,0.90147346,0.10861775,2.057336917,,,
