Capture V Flow mL/s (mL/s),Turbidity (),Fluoride Probe (volts),Fluoride Conc,,Average Turbidity,6.522358
0.35508747,0.0159429,0.11306211,1.648482281,,Average Fluoride,2.242017582
0.35508747,0.0159429,0.11118858,1.809866413,,,
0.35508747,0.0159429,0.10939713,1.978935831,,,
0.35508747,0.0159429,0.11288437,1.663153692,,,
0.35508747,0.0159429,0.11094529,1.831950732,,,
0.35508747,0.01625392,0.10761632,2.162651525,,,
0.35508747,0.01625392,0.11138104,1.792584882,,,
0.35508747,0.01625392,0.1110689,1.820696732,,,
0.35508747,0.01625392,0.10829221,2.090997023,,,
0.35508747,0.01625392,0.11168817,1.765347934,,,
0.35508747,0.01584441,0.11216666,1.723736689,,,
0.35508747,0.01584441,0.10735044,2.191507151,,,
0.35508747,0.01584441,0.11166231,1.767625211,,,
0.35508747,0.01584441,0.11270822,1.677822681,,,
0.35508747,0.01584441,0.1078717,2.135293245,,,
0.35508747,0.01503745,0.11072128,1.852523149,,,
0.35508747,0.01503745,0.11279536,1.670549949,,,
0.35508747,0.01503745,0.10894504,2.024042074,,,
0.35508747,0.01503745,0.11053965,1.86937299,,,
0.35508747,0.01503745,0.11278708,1.671239643,,,
0.35508747,0.01491148,0.1104901,1.8739963,,,
0.35508747,0.01491148,0.10842516,2.077184268,,,
0.35508747,0.01491148,0.11174294,1.760534476,,,
0.35508747,0.01491148,0.11261739,1.685437086,,,
0.35508747,0.01491148,0.10921774,1.996712494,,,
0.35508747,0.0145163,0.10957079,1.96187776,,,
0.35508747,0.0145163,0.1117539,1.759572834,,,
0.35508747,0.0145163,0.1120064,1.737563084,,,
0.35508747,0.0145163,0.10670383,2.263299912,,,
0.35508747,0.0145163,0.10913932,2.004533606,,,
0.35508747,0.01478179,0.11196225,1.741391563,,,
0.35508747,0.01478179,0.11160384,1.772785016,,,
0.35508747,0.01478179,0.10701485,2.228478619,,,
0.35508747,0.01478179,0.10927886,1.990637941,,,
0.35508747,0.01478179,0.11188199,1.748372949,,,
0.35508747,0.01911194,0.11260203,1.686728147,,,
0.35508747,0.01911194,0.10881584,2.037120586,,,
0.35508747,0.01911194,0.1092783,1.990693514,,,
0.35508747,0.01911194,0.11192413,1.744703934,,,
0.35508747,0.01911194,0.11246866,1.697980018,,,
0.35508747,0.01913991,0.10698646,2.231634773,,,
0.35508747,0.01913991,0.10822904,2.097592181,,,
0.35508747,0.01913991,0.11129104,1.800645602,,,
0.35508747,0.01913991,0.11245912,1.698787738,,,
0.35508747,0.01913991,0.1115772,1.77514091,,,
0.35508747,0.01747323,0.10897576,2.020944761,,,
0.35508747,0.01747323,0.10848712,2.070778182,,,
0.35508747,0.01747323,0.11229802,1.712485723,,,
0.35508747,0.01747323,0.11318596,1.638335758,,,
0.35508747,0.01747323,0.10812967,2.108008863,,,
0.35508747,0.02036289,0.10686925,2.244712557,,,
0.35508747,0.02036289,0.11063565,1.860448049,,,
0.35508747,0.02036289,0.11207692,1.731465376,,,
0.35508747,0.02036289,0.11233018,1.709742432,,,
0.35508747,0.02036289,0.10646904,2.28994657,,,
0.35508747,0.01838466,0.11014189,1.906810496,,,
0.35508747,0.01838466,0.11182391,1.753442465,,,
0.35508747,0.01838466,0.11303582,1.650644185,,,
0.35508747,0.01838466,0.10824338,2.096093215,,,
0.35508747,0.01838466,0.10906873,2.0116,,,
0.35508747,0.01876854,0.11188342,1.748248316,,,
0.35508747,0.01876854,0.11236157,1.707069062,,,
0.35508747,0.01876854,0.10983504,1.936202995,,,
0.35508747,0.01876854,0.10856105,2.063160353,,,
0.35508747,0.01876854,0.11151747,1.780434484,,,
0.35508747,0.01768241,0.11280996,1.669334516,,,
0.35508747,0.01768241,0.11016294,1.904810594,,,
0.35508747,0.01768241,0.10775555,2.147692957,,,
0.35508747,0.01768241,0.11053203,1.870083239,,,
0.35508747,0.01768241,0.11101963,1.82517418,,,
0.35508747,0.01748863,0.11207858,1.731322097,,,
0.35508747,0.01748863,0.11188196,1.748375564,,,
0.35508747,0.01748863,0.10867922,2.05104214,,,
0.35508747,0.01748863,0.10816207,2.10460679,,,
0.35508747,0.01748863,0.10929453,1.98908352,,,
0.35508747,0.01815642,0.11147222,1.784455275,,,
0.35508747,0.01815642,0.11220682,1.720289168,,,
0.35508747,0.01815642,0.11256373,1.689951705,,,
0.35508747,0.01815642,0.11124748,1.804559997,,,
0.35508747,0.01815642,0.10879749,2.03898494,,,
0.35508747,0.01701762,0.10657901,2.27742708,,,
0.35508747,0.01701762,0.10835102,2.084875703,,,
0.35508747,0.01701762,0.11068339,1.856025627,,,
0.35508747,0.01701762,0.11177028,1.758136615,,,
0.35508747,0.01701762,0.11278522,1.671394613,,,
0.35508747,0.01651938,0.11113458,1.814745088,,,
0.35508747,0.01651938,0.10746771,2.178732828,,,
0.35508747,0.01651938,0.10651284,2.284951951,,,
0.35508747,0.01651938,0.10917018,2.001452177,,,
0.35508747,0.01651938,0.11091099,1.835085867,,,
