Coagulant mL/s	Turbidity	Average Turbidity
0.0026336	6.13606405	
0.0026336	6.13606405	
0.0026336	6.13606405	
0.0026336	6.13606405	
0.0026336	6.14152908	
0.0026336	6.14152908	
0.0026336	6.14152908	
0.0026336	6.14152908	
0.0026336	6.14152908	
0.0026336	6.25991344	
0.0026336	6.25991344	
0.0026336	6.25991344	
0.0026336	6.25991344	
0.0026336	6.25991344	
0.0026336	5.82811117	
0.0026336	5.82811117	
0.0026336	5.82811117	
0.0026336	5.82811117	
0.0026336	5.82811117	
0.0026336	6.18131876	
0.0026336	6.18131876	
0.0026336	6.18131876	
0.0026336	6.18131876	
0.0026336	6.18131876	
0.0026336	6.59981298	
0.0026336	6.59981298	
0.0026336	6.59981298	
0.0026336	6.59981298	
0.0026336	6.59981298	
0.0026336	6.96925163	
0.0026336	6.96925163	
0.0026336	6.96925163	
0.0026336	6.96925163	
0.0026336	6.96925163	
0.0026336	8.15772247	
0.0026336	8.15772247	
0.0026336	8.15772247	
0.0026336	8.15772247	
0.0026336	8.15772247	
0.0026336	8.7774601	
0.0026336	8.7774601	
0.0026336	8.7774601	
0.0026336	8.7774601	
0.0026336	8.7774601	
0.0026336	9.54602718	
0.0026336	9.54602718	
0.0026336	9.54602718	
0.0026336	9.54602718	
0.0026336	9.54602718	
0.0026336	8.73648739	
0.0026336	8.73648739	
0.0026336	8.73648739	
0.0026336	8.73648739	
0.0026336	8.73648739	
0.0026336	7.67498112	
0.0026336	7.67498112	
0.0026336	7.67498112	
0.0026336	7.67498112	
0.0026336	7.67498112	
0.0026336	8.2158165	
0.0026336	8.2158165	
0.0026336	8.2158165	
0.0026336	8.2158165	
0.0026336	8.2158165	
0.0026336	8.67915249	
0.0026336	8.67915249	
0.0026336	8.67915249	
0.0026336	8.67915249	
0.0026336	8.67915249	
0.0026336	9.04335499	
0.0026336	9.04335499	
0.0026336	9.04335499	
0.0026336	9.04335499	
0.0026336	9.04335499	
0.0026336	9.63707924	
0.0026336	9.63707924	
0.0026336	9.63707924	
0.0026336	9.63707924	
0.0026336	9.63707924	
0.0026336	9.38037586	
0.0026336	9.38037586	
0.0026336	9.38037586	
0.0026336	9.38037586	
0.0026336	9.38037586	
0.0026336	9.58148289	
0.0026336	9.58148289	
0.0026336	9.58148289	
0.0026336	9.58148289	
0.0026336	9.58148289	
0.0026336	10.4023428	
0.0026336	10.4023428	
0.0026336	10.4023428	
0.0026336	10.4023428	
0.0026336	10.4023428	
0.0026336	9.06098747	
0.0026336	9.06098747	
0.0026336	9.06098747	
0.0026336	9.06098747	
0.0026336	9.06098747	
0.0026336	8.6592226	
0.0026336	8.6592226	
0.0026336	8.6592226	
0.0026336	8.6592226	
0.0026336	8.6592226	
0.0026336	9.73684216	
0.0026336	9.73684216	
0.0026336	9.73684216	
0.0026336	9.73684216	
0.0026336	9.73684216	
0.0026336	10.09008408	
0.0026336	10.09008408	
0.0026336	10.09008408	
0.0026336	10.09008408	
0.0026336	10.09008408	
0.0026336	9.77261734	
0.0026336	9.77261734	
0.0026336	9.77261734	
0.0026336	9.77261734	
0.0026336	9.77261734	
0.0026336	9.84039021	
0.0026336	9.84039021	
0.0026336	9.84039021	
0.0026336	9.84039021	
0.0026336	9.84039021	
0.0026336	9.84039021	
0.0026336	9.89349842	
0.0026336	9.89349842	
0.0026336	9.89349842	
0.0026336	9.89349842	
0.0026336	9.89349842	
0.0026336	10.36080265	
0.0026336	10.36080265	
0.0026336	10.36080265	
0.0026336	10.36080265	
0.0026336	10.36080265	
0.0026336	9.01124954	
0.0026336	9.01124954	
0.0026336	9.01124954	
0.0026336	9.01124954	
0.0026336	9.01124954	
0.0026336	9.31810856	
0.0026336	9.31810856	
0.0026336	9.31810856	
0.0026336	9.31810856	
0.0026336	9.31810856	
0.0026336	9.51647091	
0.0026336	9.51647091	
0.0026336	9.51647091	
0.0026336	9.51647091	
0.0026336	9.51647091	
0.0026336	9.06580162	
0.0026336	9.06580162	
0.0026336	9.06580162	
0.0026336	9.06580162	
0.0026336	9.06580162	
0.0026336	8.91534901	
0.0026336	8.91534901	
0.0026336	8.91534901	
0.0026336	8.91534901	
0.0026336	8.91534901	
0.0026336	9.44184303	
0.0026336	9.44184303	
0.0026336	9.44184303	
0.0026336	9.44184303	
0.0026336	9.44184303	
0.0026336	11.10398865	
0.0026336	11.10398865	
0.0026336	11.10398865	
0.0026336	11.10398865	
0.0026336	11.10398865	
0.0026336	10.24944687	
0.0026336	10.24944687	
0.0026336	10.24944687	
0.0026336	10.24944687	
0.0026336	10.24944687	
0.0026336	8.82345676	
0.0026336	8.82345676	
0.0026336	8.82345676	
0.0026336	8.82345676	
0.0026336	8.82345676	
0.0026336	10.11819077	
0.0026336	10.11819077	
0.0026336	10.11819077	
0.0026336	10.11819077	
0.0026336	10.11819077	
0.0026336		
0.0026336		
0.0026336		
0.0026336		
0.0026336		
0.0026336	12.43289948	
0.0026336	12.43289948	
0.0026336	12.43289948	
0.0026336	12.43289948	
0.0026336	12.43289948	
0.0026336	15.90711975	
0.0026336	15.90711975	
0.0026336	15.90711975	
0.0026336	15.90711975	
0.0026336	15.90711975	
0.0026336	13.27700806	
0.0026336	13.27700806	
0.0026336	13.27700806	
0.0026336	13.27700806	
0.0026336	13.27700806	
0.0026336	13.23989296	
0.0026336	13.23989296	
0.0026336	13.23989296	
0.0026336	13.23989296	
0.0026336	13.23989296	
0.0026336	12.31332397	
0.0026336	12.31332397	
0.0026336	12.31332397	
0.0026336	12.31332397	
0.0026336	12.31332397	
0.0026336	12.4634819	
0.0026336	12.4634819	
0.0026336	12.4634819	
0.0026336	12.4634819	
0.0026336	12.4634819	
0.0026336	12.21311569	
0.0026336	12.21311569	
0.0026336	12.21311569	
0.0026336	12.21311569	
0.0026336	12.21311569	
0.0026336	10.90801048	
0.0026336	10.90801048	
0.0026336	10.90801048	
0.0026336	10.90801048	
0.0026336	10.90801048	
0.0026336	11.45367622	
0.0026336	11.45367622	
0.0026336	11.45367622	
0.0026336	11.45367622	
0.0026336	11.45367622	
0.0026336	11.42522049	
0.0026336	11.42522049	
0.0026336	11.42522049	
0.0026336	11.42522049	
0.0026336	11.42522049	
0.0026336	11.47102547	
0.0026336	11.47102547	
0.0026336	11.47102547	
0.0026336	11.47102547	
0.0026336	11.47102547	
0.0026336	11.86821747	
0.0026336	11.86821747	
0.0026336	11.86821747	
0.0026336	11.86821747	
0.0026336	11.86821747	
0.0026336	12.24992561	
0.0026336	12.24992561	
0.0026336	12.24992561	
0.0026336	12.24992561	
0.0026336	12.24992561	
0.0026336	12.58026505	
0.0026336	12.58026505	
0.0026336	12.58026505	
0.0026336	12.58026505	
0.0026336	12.58026505	
0.0026336	10.78497696	
0.0026336	10.78497696	
0.0026336	10.78497696	
0.0026336	10.78497696	
0.0026336	10.78497696	
0.0026336	12.18192291	
0.0026336	12.18192291	
0.0026336	12.18192291	
0.0026336	12.18192291	
0.0026336	12.18192291	
0.0026336	12.74398613	
0.0026336	12.74398613	
0.0026336	12.74398613	
0.0026336	12.74398613	
0.0026336	12.74398613	
0.0026336	12.57504272	
0.0026336	12.57504272	
0.0026336	12.57504272	
0.0026336	12.57504272	
0.0026336	12.57504272	
0.0026336	11.7358551	
0.0026336	11.7358551	
0.0026336	11.7358551	
0.0026336	11.7358551	
0.0026336	11.7358551	
0.0026336	10.9977951	
0.0026336	10.9977951	
0.0026336	10.9977951	
0.0026336	10.9977951	
0.0026336	10.9977951	
0.0026336	10.43615341	
0.0026336	10.43615341	
0.0026336	10.43615341	
0.0026336	10.43615341	
0.0026336	10.43615341	
0.0026336	10.92215443	
0.0026336	10.92215443	
0.0026336	10.92215443	
0.0026336	10.92215443	
0.0026336	10.92215443	
0.0026336	17.15329933	
0.0026336	17.15329933	
0.0026336	17.15329933	
0.0026336	17.15329933	
0.0026336	17.15329933	
0.0026336	12.86402893	
0.0026336	12.86402893	
0.0026336	12.86402893	
0.0026336	12.86402893	
0.0026336	12.86402893	
0.0026336	12.86402893	
0.0026336	11.75237083	
0.0026336	11.75237083	
0.0026336	11.75237083	
0.0026336	11.75237083	
0.0026336	11.75237083	
0.0026336	11.22562599	
0.0026336	11.22562599	
0.0026336	11.22562599	
0.0026336	11.22562599	
0.0026336	11.22562599	
0.0026336	10.74594307	
0.0026336	10.74594307	
0.0026336	10.74594307	
0.0026336	10.74594307	
0.0026336	10.74594307	
0.0026336	11.15826416	
0.0026336	11.15826416	
0.0026336	11.15826416	
0.0026336	11.15826416	
0.0026336	11.15826416	
0.0026336	10.81591988	
0.0026336	10.81591988	
0.0026336	10.81591988	
0.0026336	10.81591988	
0.0026336	10.81591988	
0.0026336	11.67774963	
0.0026336	11.67774963	
0.0026336	11.67774963	
0.0026336	11.67774963	
0.0026336	11.67774963	
0.0026336	15.31956863	
0.0026336	15.31956863	
0.0026336	15.31956863	
0.0026336	15.31956863	
0.0026336	15.31956863	
0.0026336	13.02855873	
0.0026336	13.02855873	
0.0026336	13.02855873	
0.0026336	13.02855873	
0.0026336	13.02855873	
0.0026336	11.30519485	
0.0026336	11.30519485	
0.0026336	11.30519485	
0.0026336	11.30519485	
0.0026336	11.30519485	
0.0026336	11.30589867	
0.0026336	11.30589867	
0.0026336	11.30589867	
0.0026336	11.30589867	
0.0026336	11.30589867	
0.0026336	12.16134644	
0.0026336	12.16134644	
0.0026336	12.16134644	
0.0026336	12.16134644	
0.0026336	12.16134644	
0.0026336	12.62596321	
0.0026336	12.62596321	
0.0026336	12.62596321	
0.0026336	12.62596321	
0.0026336	12.62596321	
0.0026336	12.12934685	
0.0026336	12.12934685	
0.0026336	12.12934685	
0.0026336	12.12934685	
0.0026336	12.12934685	
0.0026336	12.42655182	
0.0026336	12.42655182	
0.0026336	12.42655182	
0.0026336	12.42655182	
0.0026336	12.42655182	
0.0026336	11.60559273	
0.0026336	11.60559273	
0.0026336	11.60559273	
0.0026336	11.60559273	
0.0026336	11.60559273	
0.0026336	11.25517273	
0.0026336	11.25517273	
0.0026336	11.25517273	
0.0026336	11.25517273	
0.0026336	11.25517273	
0.0026336	10.73711777	
0.0026336	10.73711777	
0.0026336	10.73711777	
0.0026336	10.73711777	
0.0026336	10.73711777	
0.0026336		
0.0026336		
0.0026336		
0.0026336		
0.0026336		
0.0026336	13.63516617	
0.0026336	13.63516617	
0.0026336	13.63516617	
0.0026336	13.63516617	
0.0026336	13.63516617	
0.0026336	12.59754944	
0.0026336	12.59754944	
0.0026336	12.59754944	
0.0026336	12.59754944	
0.0026336	12.59754944	
0.0026336	12.26005363	
0.0026336	12.26005363	
0.0026336	12.26005363	
0.0026336	12.26005363	
0.0026336	12.26005363	
0.0026336	12.7985363	
0.0026336	12.7985363	
0.0026336	12.7985363	
0.0026336	12.7985363	
0.0026336	12.7985363	
0.0026336	12.43294334	
0.0026336	12.43294334	
0.0026336	12.43294334	
0.0026336	12.43294334	
0.0026336	12.43294334	
0.0026336	13.58471489	
0.0026336	13.58471489	
0.0026336	13.58471489	
0.0026336	13.58471489	
0.0026336	13.58471489	
0.0026336	14.61323357	
0.0026336	14.61323357	
0.0026336	14.61323357	
0.0026336	14.61323357	
0.0026336	14.61323357	
0.0026336	14.46148109	
0.0026336	14.46148109	
0.0026336	14.46148109	
0.0026336	14.46148109	
0.0026336	14.46148109	
0.0026336	12.51937103	
0.0026336	12.51937103	
0.0026336	12.51937103	
0.0026336	12.51937103	
0.0026336	12.51937103	
0.0026336	12.17007256	
0.0026336	12.17007256	
0.0026336	12.17007256	
0.0026336	12.17007256	
0.0026336	12.17007256	
0.0026336	11.36405182	
0.0026336	11.36405182	
0.0026336	11.36405182	
0.0026336	11.36405182	
0.0026336	11.36405182	
0.0026336	11.8472805	
0.0026336	11.8472805	
0.0026336	11.8472805	
0.0026336	11.8472805	
0.0026336	11.8472805	
0.0026336	11.84138298	
0.0026336	11.84138298	
0.0026336	11.84138298	
0.0026336	11.84138298	
0.0026336	11.84138298	
0.0026336	12.05059242	
0.0026336	12.05059242	
0.0026336	12.05059242	
0.0026336	12.05059242	
0.0026336	12.05059242	
0.0026336	12.82827377	
0.0026336	12.82827377	
0.0026336	12.82827377	
0.0026336	12.82827377	
0.0026336	12.82827377	
0.0026336	12.49656487	
0.0026336	12.49656487	
0.0026336	12.49656487	
0.0026336	12.49656487	
0.0026336	12.49656487	
0.0026336	13.11409378	
0.0026336	13.11409378	
0.0026336	13.11409378	
0.0026336	13.11409378	
0.0026336	13.11409378	
0.0026336	11.54386139	
0.0026336	11.54386139	
0.0026336	11.54386139	
0.0026336	11.54386139	
0.0026336	11.54386139	
0.0026336	10.02511597	
0.0026336	10.02511597	
0.0026336	10.02511597	
0.0026336	10.02511597	
0.0026336	10.02511597	
0.0026336	16.52683449	
0.0026336	16.52683449	
0.0026336	16.52683449	
0.0026336	16.52683449	
0.0026336	16.52683449	
0.0026336	15.6762352	
0.0026336	15.6762352	
0.0026336	15.6762352	
0.0026336	15.6762352	
0.0026336	15.6762352	
0.0026336	15.05222702	
0.0026336	15.05222702	
0.0026336	15.05222702	
0.0026336	15.05222702	
0.0026336	15.05222702	
0.0026336	14.2563839	
0.0026336	14.2563839	
0.0026336	14.2563839	
0.0026336	14.2563839	
0.0026336	14.2563839	
0.0026336	12.89560318	
0.0026336	12.89560318	
0.0026336	12.89560318	
0.0026336	12.89560318	
0.0026336	12.89560318	
0.0026336	13.09910583	
0.0026336	13.09910583	
0.0026336	13.09910583	
0.0026336	13.09910583	
0.0026336	13.09910583	
0.0026336	13.65295029	
0.0026336	13.65295029	
0.0026336	13.65295029	
0.0026336	13.65295029	
0.0026336	13.65295029	
0.0026336	13.46118164	
0.0026336	13.46118164	
0.0026336	13.46118164	
0.0026336	13.46118164	
0.0026336	13.46118164	
0.0026336	14.70450401	
0.0026336	14.70450401	
0.0026336	14.70450401	
0.0026336	14.70450401	
0.0026336	14.70450401	
0.0026336	13.73565102	
0.0026336	13.73565102	
0.0026336	13.73565102	
0.0026336	13.73565102	
0.0026336	13.73565102	
0.0026336	12.33304596	
0.0026336	12.33304596	
0.0026336	12.33304596	
0.0026336	12.33304596	
0.0026336	12.33304596	
0.0026336	11.41761208	
0.0026336	11.41761208	
0.0026336	11.41761208	
0.0026336	11.41761208	
0.0026336	11.41761208	
0.0026336	11.41761208	
0.0026336	11.10212517	
0.0026336	11.10212517	
0.0026336	11.10212517	
0.0026336	11.10212517	
0.0026336	11.10212517	
0.0026336	12.24588394	
0.0026336	12.24588394	
0.0026336	12.24588394	
0.0026336	12.24588394	
0.0026336	12.24588394	
0.0026336	11.59436035	
0.0026336	11.59436035	
0.0026336	11.59436035	
0.0026336	11.59436035	
0.0026336	11.59436035	
0.0026336	11.87150002	
0.0026336	11.87150002	
0.0026336	11.87150002	
0.0026336	11.87150002	
