Day fraction since midnight on 11/2/2019,Seconds,Time Elapsed (seconds),Fluoride Probe (volts),Coag Flow mL/s (),Water Flow mL/s (),Manual Water Pump Control (rpm),Manual Coagulant Pump Control (rpm),Fluoride Pump Control (),Turbidity ()
started expt 1,,,,,,,,,
0.48864034,42218.52538,0,0.40291753,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09353098
0.48865193,42219.52675,1.001376,0.29973707,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09353098
0.48866349,42220.52554,2.00016,0.27161747,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09284876
0.48867507,42221.52605,3.000672,0.20612592,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09284876
0.48868664,42222.5257,4.00032,0.21242058,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09284876
0.48869821,42223.52534,4.999968,0.22432137,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09284876
0.4887098,42224.52672,6.001344,0.23614979,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09284876
0.48872136,42225.5255,7.000128,0.2352155,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0907565
0.48873293,42226.52515,7.999776,0.24137793,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0907565
0.4887445,42227.5248,8.999424,0.26023534,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0907565
0.48875607,42228.52445,9.999072,0.25305042,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0907565
0.48876767,42229.52669,11.001312,0.21186426,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0907565
0.48877923,42230.52547,12.000096,0.19995093,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09046593
0.4887908,42231.52512,12.999744,0.20117567,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09046593
0.48880237,42232.52477,13.999392,0.26964194,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09046593
0.48881396,42233.52614,15.000768,0.29622546,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09046593
0.48882553,42234.52579,16.000416,0.2918908,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09046593
0.48883709,42235.52458,16.9992,0.29469776,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09029608
0.48884868,42236.52595,18.000576,0.29565087,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09029608
0.48886025,42237.5256,19.000224,0.29184279,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09029608
0.48887182,42238.52525,19.999872,0.29426166,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09029608
0.48888339,42239.5249,20.99952,0.29556987,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09029608
0.48889498,42240.52627,22.000896,0.29207206,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1227204
0.48890654,42241.52506,22.99968,0.30092132,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1227204
0.48891811,42242.5247,23.999328,0.2965925,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1227204
0.48892968,42243.52435,24.998976,0.293632,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1227204
0.48894127,42244.52573,26.000352,0.29596525,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1227204
0.48895284,42245.52538,27,0.29366902,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.32419345
0.48896441,42246.52502,27.999648,0.29776385,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.32419345
0.488976,42247.5264,29.001024,0.29380572,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.32419345
0.48898756,42248.52518,29.999808,0.29769912,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.32419345
0.48899913,42249.52483,30.999456,0.29409558,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.32419345
0.48901072,42250.52621,32.000832,0.29173803,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.24999152
0.48902227,42251.52413,32.998752,0.29776692,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.24999152
0.48903386,42252.5255,34.000128,0.2930502,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.24999152
0.48904543,42253.52515,34.999776,0.29622298,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.24999152
0.489057,42254.5248,35.999424,0.29999667,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.24999152
0.48906857,42255.52445,36.999072,0.29314762,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.21394567
0.48908016,42256.52582,38.000448,0.29315212,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.21394567
0.48909172,42257.52461,38.999232,0.2995128,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.21394567
0.48910329,42258.52426,39.99888,0.29244769,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.21394567
0.48911488,42259.52563,41.000256,0.29382375,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.21394567
0.48912645,42260.52528,41.999904,0.29154298,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1878188
0.48913802,42261.52493,42.999552,0.29226482,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1878188
0.48914959,42262.52458,43.9992,0.28430903,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1878188
0.48916116,42263.52422,44.998848,0.27453029,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1878188
0.48917275,42264.5256,46.000224,0.26377571,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1878188
0.48918432,42265.52525,46.999872,0.26500142,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48919589,42266.5249,47.99952,0.26630226,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48920746,42267.52454,48.999168,0.26251456,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48921902,42268.52333,49.997952,0.26296854,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48923061,42269.5247,50.999328,0.26873133,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48924218,42270.52435,51.998976,0.26319641,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.15535854
0.48925375,42271.524,52.998624,0.26458663,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1277343
0.48926534,42272.52538,54,0.26362044,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1277343
0.48927691,42273.52502,54.999648,0.26073274,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1277343
0.48928847,42274.52381,55.998432,0.26198873,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1277343
0.48930004,42275.52346,56.99808,0.26571879,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1277343
0.48931161,42276.5231,57.997728,0.26461473,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10949244
0.48932321,42277.52534,58.999968,0.26546827,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10949244
0.48933478,42278.52499,59.999616,0.26427233,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10949244
0.48934634,42279.52378,60.9984,0.268648,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10949244
0.48935791,42280.52342,61.998048,0.26480123,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10949244
0.4893695,42281.5248,62.999424,0.26459551,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11268719
0.48938107,42282.52445,63.999072,0.26260933,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11268719
0.48939264,42283.5241,64.99872,0.26140469,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11268719
0.48940421,42284.52374,65.998368,0.26613986,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11268719
0.4894158,42285.52512,66.999744,0.26582888,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11268719
0.48942736,42286.5239,67.998528,0.26213712,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1011114
0.48943893,42287.52355,68.998176,0.26742738,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1011114
0.48945052,42288.52493,69.999552,0.27192491,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1011114
0.48946209,42289.52458,70.9992,0.23782951,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1011114
0.48947366,42290.52422,71.998848,0.05832085,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.1011114
0.48948523,42291.52387,72.998496,0.01160472,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.12797426
0.48949682,42292.52525,73.999872,0.0140573,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.12797426
0.48950838,42293.52403,74.998656,0.01365767,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.12797426
0.48951995,42294.52368,75.998304,0.01437319,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.12797426
0.48953152,42295.52333,76.997952,0.01557015,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.12797426
0.48954309,42296.52298,77.9976,0.01424079,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10053008
0.48955468,42297.52435,78.998976,0.01530255,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10053008
0.48956627,42298.52573,80.000352,0.0131428,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10053008
0.48957781,42299.52278,80.997408,0.02155429,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10053008
0.48958941,42300.52502,81.999648,0.0191579,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.10053008
0.48960098,42301.52467,82.999296,0.01414163,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09771884
0.48961255,42302.52432,83.998944,0.01272164,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09771884
0.48962411,42303.5231,84.997728,0.01768731,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09771884
0.48963569,42304.52362,85.99824,0.02216381,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09771884
0.48964726,42305.52326,86.997888,0.02338264,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.09771884
0.48965885,42306.52464,87.999264,0.02119671,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11410075
0.48967042,42307.52429,88.998912,0.01819516,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11410075
0.48968198,42308.52307,89.997696,0.01662725,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11410075
0.48969355,42309.52272,90.997344,0.02364023,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11410075
0.48970514,42310.5241,91.99872,0.0133486,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.11410075
0.48971671,42311.52374,92.998368,0.01292015,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.08502935
0.48972827,42312.52253,93.997152,0.02743919,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.08502935
0.48973987,42313.52477,94.999392,0.02317367,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.08502935
0.48975143,42314.52355,95.998176,0.21990137,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.08502935
0.489763,42315.5232,96.997824,0.28556776,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.08502935
0.48977457,42316.52285,97.997472,0.28185079,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06441887
0.48978616,42317.52422,98.998848,0.28202567,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06441887
0.48979772,42318.52301,99.997632,0.27804843,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06441887
0.48980929,42319.52266,100.99728,0.28068459,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06441887
0.48982088,42320.52403,101.998656,0.27747533,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06441887
0.48983245,42321.52368,102.998304,0.28310528,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05790104
0.48984402,42322.52333,103.997952,0.27667806,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05790104
0.48985559,42323.52298,104.9976,0.27873626,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05790104
0.48986718,42324.52435,105.998976,0.27475727,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05790104
0.48987874,42325.52314,106.99776,0.26320091,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05790104
0.48989031,42326.52278,107.997408,0.27966449,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05350932
0.4899019,42327.52416,108.998784,0.28042957,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05350932
0.48991347,42328.52381,109.998432,0.27650413,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05350932
0.48992504,42329.52346,110.99808,0.2803129,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05350932
0.48993661,42330.5231,111.997728,0.27826265,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05350932
0.48994818,42331.52275,112.997376,0.26908132,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04742155
0.48995975,42332.5224,113.997024,0.2735216,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04742155
0.48997134,42333.52378,114.9984,0.26706842,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04742155
0.48998291,42334.52342,115.998048,0.27652189,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04742155
0.48999448,42335.52307,116.997696,0.10788316,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04742155
0.49000604,42336.52186,117.99648,0.05659552,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04440322
0.49001763,42337.52323,118.997856,-0.09653613,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04440322
0.4900292,42338.52288,119.997504,-0.09825584,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04440322
0.49004077,42339.52253,120.997152,-0.09477869,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04440322
0.49005236,42340.5239,121.998528,-0.09797629,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04440322
0.49006393,42341.52355,122.998176,-0.09714469,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06913804
0.4900755,42342.5232,123.997824,-0.09465445,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06913804
0.49008706,42343.52198,124.996608,-0.09247095,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06913804
0.49009865,42344.52336,125.997984,-0.09462224,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06913804
0.49011022,42345.52301,126.997632,-0.09408659,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06913804
0.49012179,42346.52266,127.99728,-0.09733483,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06102042
0.49013336,42347.5223,128.996928,-0.09578781,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06102042
0.49014493,42348.52195,129.996576,-0.096162,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06102042
0.49015652,42349.52333,130.997952,-0.09978272,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06102042
0.49016809,42350.52298,131.9976,-0.09965148,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06102042
0.49017965,42351.52176,132.996384,-0.0997797,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06926119
0.49019122,42352.52141,133.996032,-0.09777298,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06926119
0.49020281,42353.52278,134.997408,-0.10026816,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06926119
0.49021438,42354.52243,135.997056,-0.09838347,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06926119
0.49022595,42355.52208,136.996704,-0.02999634,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06926119
0.49023752,42356.52173,137.996352,-0.03673096,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05932125
0.49024911,42357.5231,138.997728,-0.09868071,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05932125
0.49026068,42358.52275,139.997376,-0.10074206,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05932125
0.49027225,42359.5224,140.997024,-0.09944566,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05932125
0.49028381,42360.52118,141.995808,-0.10179924,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05932125
0.49029541,42361.52342,142.998048,-0.09951152,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05339289
0.49030697,42362.52221,143.996832,-0.10191492,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05339289
0.49031854,42363.52186,144.99648,-0.10229678,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05339289
0.49033011,42364.5215,145.996128,-0.10201308,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05339289
0.49034168,42365.52115,146.995776,-0.10418908,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05339289
0.49035328,42366.52339,147.998016,-0.10039603,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04931787
0.49036485,42367.52304,148.997664,-0.10211192,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04931787
0.49037642,42368.52269,149.997312,-0.10272354,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04931787
0.49038799,42369.52234,150.99696,-0.0991438,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04931787
0.49039955,42370.52112,151.995744,-0.1007679,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04931787
0.49041114,42371.5225,152.99712,-0.09839243,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04641093
0.49042271,42372.52214,153.996768,-0.0999412,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04641093
0.49043431,42373.52438,154.999008,-0.10090582,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04641093
0.49044585,42374.52144,155.996064,-0.09851598,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04641093
0.49045742,42375.52109,156.995712,-0.10084283,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04641093
0.49046901,42376.52246,157.997088,-0.10081196,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04461426
0.49048058,42377.52211,158.996736,-0.09801429,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04461426
0.49049215,42378.52176,159.996384,-0.09852626,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04461426
0.49050372,42379.52141,160.996032,-0.0979311,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04461426
0.49051529,42380.52106,161.99568,-0.10254516,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04461426
0.49052688,42381.52243,162.997056,-0.09996653,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04457796
0.49053845,42382.52208,163.996704,-0.09806779,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04457796
0.49055001,42383.52086,164.995488,-0.09986343,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04457796
0.4905616,42384.52224,165.996864,-0.09571449,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04457796
0.49057317,42385.52189,166.996512,-0.09909089,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04457796
0.49058474,42386.52154,167.99616,-0.09977946,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04921356
0.49059631,42387.52118,168.995808,-0.09768386,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04921356
0.49060788,42388.52083,169.995456,-0.09527887,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04921356
0.49061947,42389.52221,170.996832,-0.09861683,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04921356
0.49063104,42390.52186,171.99648,-0.09592231,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04921356
0.49064261,42391.5215,172.996128,-0.09862403,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04849703
0.49065418,42392.52115,173.995776,-0.09493691,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04849703
0.49066577,42393.52253,174.997152,-0.09960919,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04849703
0.49067733,42394.52131,175.995936,-0.10004262,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04849703
0.4906889,42395.52096,176.995584,-0.09352464,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04849703
0.49070047,42396.52061,177.995232,-0.09624576,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0657031
0.49071205,42397.52112,178.995744,-0.09471255,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0657031
0.49072364,42398.5225,179.99712,-0.10094969,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0657031
0.4907352,42399.52128,180.995904,-0.09676692,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0657031
0.49074677,42400.52093,181.995552,-0.09527437,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.0657031
0.49075834,42401.52058,182.9952,-0.09397401,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05615269
0.49076993,42402.52195,183.996576,-0.1002489,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05615269
0.4907815,42403.5216,184.996224,-0.09485044,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05615269
0.49079307,42404.52125,185.995872,-0.09862148,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05615269
0.49080464,42405.5209,186.99552,-0.09457919,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05615269
0.49081621,42406.52054,187.995168,-0.09781288,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04804599
0.4908278,42407.52192,188.996544,-0.09711815,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04804599
0.49083937,42408.52157,189.996192,-0.09505937,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04804599
0.49085096,42409.52294,190.997568,-0.09730899,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04804599
0.49086251,42410.52086,191.995488,-0.09725244,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04804599
0.49087408,42411.52051,192.995136,-0.09699324,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04338115
0.49088567,42412.52189,193.996512,-0.09502391,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04338115
0.49089724,42413.52154,194.99616,-0.10076687,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04338115
0.4909088,42414.52032,195.994944,-0.10099548,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04338115
0.49092039,42415.5217,196.99632,-0.09538119,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04338115
0.49093196,42416.52134,197.995968,-0.09673341,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04086494
0.49094353,42417.52099,198.995616,-0.09336982,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04086494
0.4909551,42418.52064,199.995264,-0.09636319,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04086494
0.49096667,42419.52029,200.994912,-0.0958266,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04086494
0.49097826,42420.52166,201.996288,-0.09075471,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04086494
0.49098983,42421.52131,202.995936,-0.09992696,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03814656
0.49100139,42422.5201,203.99472,-0.09655315,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03814656
0.49101298,42423.52147,204.996096,-0.10232729,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03814656
0.49102455,42424.52112,205.995744,-0.09735043,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03814656
0.49103612,42425.52077,206.995392,-0.09667502,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03814656
0.49104769,42426.52042,207.99504,-0.10003574,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03605042
0.49105926,42427.52006,208.994688,-0.09413344,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03605042
0.49107085,42428.52144,209.996064,-0.09661005,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03605042
0.49108242,42429.52109,210.995712,-0.09239618,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03605042
0.49109399,42430.52074,211.99536,-0.09380046,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03605042
0.49110556,42431.52038,212.995008,-0.09074712,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03480481
0.49111713,42432.52003,213.994656,-0.09607398,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03480481
0.49112872,42433.52141,214.996032,-0.0979995,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03480481
0.49114031,42434.52278,215.997408,-0.09639651,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03480481
0.49115185,42435.51984,216.994464,-0.09536307,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.03480481
0.49116344,42436.52122,217.99584,-0.09594999,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05389552
0.49117501,42437.52086,218.995488,-0.09547287,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05389552
0.49118658,42438.52051,219.995136,-0.09141306,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05389552
0.49119815,42439.52016,220.994784,-0.09984437,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05389552
0.49120972,42440.51981,221.994432,-0.09390292,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05389552
0.49122129,42441.51946,222.99408,-0.0990228,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04499654
0.49123288,42442.52083,223.995456,-0.09161136,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04499654
0.49124445,42443.52048,224.995104,-0.09648571,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04499654
0.49125602,42444.52013,225.994752,-0.0939588,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04499654
0.49126759,42445.51978,226.9944,-0.0908059,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.04499654
0.49127918,42446.52115,227.995776,-0.09457468,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06245031
0.49129075,42447.5208,228.995424,-0.09383003,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06245031
0.49130232,42448.52045,229.995072,-0.09128825,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06245031
0.49131388,42449.51923,230.993856,-0.09565797,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06245031
0.49132547,42450.52061,231.995232,-0.09472095,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.06245031
0.49133704,42451.52026,232.99488,-0.09671741,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05239293
0.49134861,42452.5199,233.994528,-0.09390424,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05239293
0.4913602,42453.52128,234.995904,-0.09489686,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05239293
0.49137176,42454.52006,235.994688,-0.09420861,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05239293
0.49138333,42455.51971,236.994336,-0.09405393,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05239293
0.4913949,42456.51936,237.993984,-0.09807865,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05933191
0.49140647,42457.51901,238.993632,-0.09051982,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05933191
0.49141806,42458.52038,239.995008,-0.09528186,0.001317,0.654083,41.31050526,3.25185185,8.13333333,0.05933191
