Day fraction since midnight on 11/1/2019	Fluoride Probe (volts)	Coag Flow mL/s ()	Water Flow mL/s ()	Manual Water Pump Control (rpm)	Manual Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.73315720	0.52513069	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73316879	0.52428544	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73318036	0.52161294	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73319193	0.51941842	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73320350	0.52054477	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73321509	0.51899892	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73322668	0.51981270	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73323825	0.52077061	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73324981	0.51968998	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73326138	0.51520318	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73327295	0.51757109	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73328451	0.51827759	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73329610	0.51538759	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73330767	0.51385045	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73331925	0.51275080	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73333082	0.50856161	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73334239	0.50224924	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73335398	0.50230151	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73336555	0.51787376	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73337712	0.51426625	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73338869	0.51552123	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73340028	0.51078683	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73341184	0.48197412	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73342341	0.51903069	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73343499	0.49601462	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73344656	0.48867163	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73345815	0.48860088	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73346971	0.48582155	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73348128	0.48772100	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73349285	0.54120737	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73350444	0.52799660	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73351601	0.52953643	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73352758	0.53507423	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73353915	0.50874501	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73355072	0.51059854	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73356231	0.51559824	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73357388	0.51505530	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73358545	0.51258463	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73359704	0.51191807	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73360860	0.51128888	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73362017	0.50753623	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73363174	0.51311153	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73364331	0.52295363	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73365490	0.53508192	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73366647	0.48873451	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73367806	0.47164711	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73368961	0.51729155	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73370120	0.51452059	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73371277	0.50887442	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73372433	0.51033866	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73373592	0.48729640	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73374749	0.50091904	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73375906	0.49891981	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73377063	0.50363225	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73378222	0.49377993	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73379381	0.46424347	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73380535	0.49501982	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73381694	0.47708982	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73382851	0.44974765	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73384007	0.45052323	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73385166	0.45538801	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73386323	0.47026828	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73387480	0.49913198	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73388636	0.47390506	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73389795	0.47354761	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73390952	0.48058227	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73392109	0.46105352	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73393268	0.46300459	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73394425	0.46518621	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73395584	0.46670666	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73396739	0.46389505	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73397898	0.46630311	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73399057	0.47218910	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73400211	0.47264379	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73401370	0.47454479	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73402527	0.46577239	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73403683	0.46908212	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73404842	0.47331652	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73406000	0.47045496	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73407156	0.46395600	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73408313	0.45961100	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73409470	0.23048843	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73410629	0.07688925	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73411786	0.09620225	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73412942	0.41051999	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73414101	0.59849834	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73415258	0.60056359	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73416415	0.59983468	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73417574	0.59721380	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73418731	0.59056604	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73419887	0.59822279	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73421046	0.59845710	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73422203	0.59758127	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73423360	0.59650809	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73424517	0.59595311	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73425674	0.59318465	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73426831	0.59125906	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73427990	0.59352535	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73429147	0.59217209	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73430303	0.59094870	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73431462	0.59284532	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73432619	0.58806390	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73433776	0.58310580	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73434935	0.58354604	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73436092	0.58302212	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73437248	0.58168411	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73438405	0.58958626	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73439564	0.58369637	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73440723	0.58075380	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73441878	0.58000398	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73443037	0.57888651	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73444193	0.57558429	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73445350	0.57564044	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73446507	0.57321507	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73447666	0.57155842	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73448823	0.58095247	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73449980	0.57014930	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73451136	0.56116855	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73452295	0.55808336	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73453452	0.56013119	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73454609	0.55543035	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73455768	0.55342585	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73456924	0.56024069	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73458081	0.57134330	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73459240	0.57175797	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73460397	0.56361359	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73461554	0.55738431	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73462713	0.55849123	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73463869	0.55792320	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73465027	0.55788732	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73466183	0.56633699	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73467342	0.55348748	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73468499	0.54342401	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73469656	0.54985285	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73470813	0.54627937	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73471972	0.54096085	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73473129	0.52651757	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73474286	0.52255213	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73475443	0.47863084	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73476600	0.43996972	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73477759	0.58031934	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73478916	0.59281111	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73480073	0.59325284	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73481232	0.59268665	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73482388	0.59010834	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73483545	0.58629775	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73484702	0.57661128	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73485859	0.57861143	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73487018	0.58651257	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73488174	0.58607566	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73489331	0.59096122	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73490488	0.58368617	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73491648	0.58226997	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73492805	0.58120877	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73493962	0.58171487	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73495118	0.58552682	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73496275	0.57819527	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73497434	0.58052433	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73498591	0.58754081	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73499748	0.59674466	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73500907	0.59793997	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73502063	0.59956002	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73503221	0.59865868	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73504378	0.59244376	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73505535	0.59232700	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73506692	0.59672254	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73507851	0.59523618	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73509008	0.59631085	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73510164	0.59575355	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73511321	0.59450322	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73512481	0.58386034	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73513637	0.52691734	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73514794	0.51271147	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73515951	0.51254451	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73517109	0.50988495	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73518268	0.50600970	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73519425	0.51005119	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73520582	0.51831788	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73521738	0.53317147	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73522897	0.52715158	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73524054	0.55376256	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73525211	0.56282187	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73526368	0.54954886	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73527525	0.54212749	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73528685	0.54017007	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73529841	0.53758502	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73530998	0.54066032	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73532155	0.54915208	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73533314	0.57090867	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73534471	0.56912285	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73535628	0.56309509	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73536785	0.54196209	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73537944	0.54589719	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73539101	0.54172146	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73540258	0.53038490	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73541386	0.54247832	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73542507	0.54579496	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73543627	0.51691931	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73544746	0.48179033	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73545867	0.47695389	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73546987	0.56106311	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73548106	0.59345496	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73549226	0.57950145	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73550347	0.56089568	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73551467	0.55860668	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73552587	0.54810387	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73553706	0.48309112	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73554825	0.49327832	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73555947	0.52333760	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73557066	0.52821088	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73558185	0.53066146	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73559305	0.52967393	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73560426	0.54239553	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73561548	0.56614065	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73562665	0.56631887	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73563786	0.53504962	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73564906	0.51354730	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73566025	0.50840771	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73567145	0.50991046	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73568266	0.53976339	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73569385	0.54321694	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73570505	0.54293627	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73571624	0.54112935	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73572746	0.54116291	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73573865	0.53955543	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73574984	0.53810108	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73576104	0.53750986	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73577225	0.53571588	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73578345	0.53562081	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73579464	0.53378922	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73580583	0.53285593	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73581705	0.53126639	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73582824	0.53111929	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
0.73583943	0.52850628	0.00065870	0.65474130	0.00000000	0.00000000	0.00000000	-999.00000000
