Day fraction since midnight on 10/6/2019	Water Pump Control (rpm)	Coagulant Pump Control (rpm)	Fluoride Pump Control ()	Turbidity ()
0.44577266	47.18250000	98.81250000	12.35250000	3.77377486
0.44578425	47.18250000	98.81250000	12.35250000	3.76769543
0.44579579	47.18250000	98.81250000	12.35250000	3.75608516
0.44580738	47.18250000	98.81250000	12.35250000	3.75928926
0.44581895	47.18250000	98.81250000	12.35250000	3.77682638
0.44583051	47.18250000	98.81250000	12.35250000	3.75518417
0.44584210	47.18250000	98.81250000	12.35250000	3.71899724
0.44585367	47.18250000	98.81250000	12.35250000	3.67718887
0.44586524	47.18250000	98.81250000	12.35250000	3.58374000
0.44587681	47.18250000	98.81250000	12.35250000	3.46034384
0.44588838	47.18250000	98.81250000	12.35250000	3.35681939
0.44589995	47.18250000	98.81250000	12.35250000	3.29303932
0.44591152	47.18250000	98.81250000	12.35250000	3.25153351
0.44592310	47.18250000	98.81250000	12.35250000	3.24148202
0.44593467	47.18250000	98.81250000	12.35250000	3.19459510
0.44594624	47.18250000	98.81250000	12.35250000	3.09484768
0.44595781	47.18250000	98.81250000	12.35250000	3.01826644
0.44596937	47.18250000	98.81250000	12.35250000	2.99594855
0.44598096	47.18250000	98.81250000	12.35250000	2.94839692
0.44599254	47.18250000	98.81250000	12.35250000	2.85632014
0.44600410	47.18250000	98.81250000	12.35250000	2.81730819
0.44601567	47.18250000	98.81250000	12.35250000	2.73553610
0.44602724	47.18250000	98.81250000	12.35250000	2.63649797
0.44603883	47.18250000	98.81250000	12.35250000	2.57691574
0.44605039	47.18250000	98.81250000	12.35250000	2.53755689
0.44606196	47.18250000	98.81250000	12.35250000	2.51566339
0.44607353	47.18250000	98.81250000	12.35250000	2.48945355
0.44608512	47.18250000	98.81250000	12.35250000	2.41507506
0.44609668	47.18250000	98.81250000	12.35250000	2.32766795
0.44610825	47.18250000	98.81250000	12.35250000	2.23936796
0.44611982	47.18250000	98.81250000	12.35250000	2.15675306
0.44613139	47.18250000	98.81250000	12.35250000	2.07113552
0.44614298	47.18250000	98.81250000	12.35250000	2.00824571
0.44615454	47.18250000	98.81250000	12.35250000	1.96416938
0.44616611	47.18250000	98.81250000	12.35250000	1.90771377
0.44617770	47.18250000	98.81250000	12.35250000	1.88413107
0.44618927	47.18250000	98.81250000	12.35250000	1.84964824
0.44620084	47.18250000	98.81250000	12.35250000	1.78609514
0.44621240	47.18250000	98.81250000	12.35250000	1.73454583
0.44622397	47.18250000	98.81250000	12.35250000	1.67428899
0.44623556	47.18250000	98.81250000	12.35250000	1.60938931
0.44624712	47.18250000	98.81250000	12.35250000	1.59358835
0.44625869	47.18250000	98.81250000	12.35250000	1.54427183
0.44627028	47.18250000	98.81250000	12.35250000	1.47461140
0.44628185	47.18250000	98.81250000	12.35250000	1.42051947
0.44629342	47.18250000	98.81250000	12.35250000	1.37392783
0.44630498	47.18250000	98.81250000	12.35250000	1.32333195
0.44631657	47.18250000	98.81250000	12.35250000	1.28877425
0.44632814	47.18250000	98.81250000	12.35250000	1.30111361
0.44633971	47.18250000	98.81250000	12.35250000	1.38465226
0.44635128	47.18250000	98.81250000	12.35250000	1.49777746
0.44636284	47.18250000	98.81250000	12.35250000	1.58503175
0.44637443	47.18250000	98.81250000	12.35250000	1.65898657
0.44638600	47.18250000	98.81250000	12.35250000	1.65898657
0.44639759	47.18250000	98.81250000	12.35250000	1.86165261
0.44640913	47.18250000	98.81250000	12.35250000	1.96078026
0.44642072	47.18250000	98.81250000	12.35250000	2.09086180
0.44643229	47.18250000	98.81250000	12.35250000	2.17614031
0.44644386	47.18250000	98.81250000	12.35250000	2.31267190
0.44645543	47.18250000	98.81250000	12.35250000	2.54855561
0.44646702	47.18250000	98.81250000	12.35250000	2.76527071
0.44647858	47.18250000	98.81250000	12.35250000	2.98504424
0.44649015	47.18250000	98.81250000	12.35250000	3.17233300
0.44650171	47.18250000	98.81250000	12.35250000	3.35130548
0.44651330	47.18250000	98.81250000	12.35250000	3.47119880
0.44652488	47.18250000	98.81250000	12.35250000	3.57668638
0.44653645	47.18250000	98.81250000	12.35250000	3.75314307
0.44654801	47.18250000	98.81250000	12.35250000	3.91658926
0.44655958	47.18250000	98.81250000	12.35250000	3.91658926
0.44657117	47.18250000	98.81250000	12.35250000	4.17651749
0.44658274	47.18250000	98.81250000	12.35250000	4.23737717
0.44659430	47.18250000	98.81250000	12.35250000	4.28533697
0.44660587	47.18250000	98.81250000	12.35250000	4.31578016
0.44661744	47.18250000	98.81250000	12.35250000	4.30472612
0.44662903	47.18250000	98.81250000	12.35250000	4.27053022
0.44664059	47.18250000	98.81250000	12.35250000	4.27053022
0.44665216	47.18250000	98.81250000	12.35250000	4.26176119
0.44666373	47.18250000	98.81250000	12.35250000	4.22626257
0.44667530	47.18250000	98.81250000	12.35250000	4.12689924
0.44668689	47.18250000	98.81250000	12.35250000	4.05686474
0.44669846	47.18250000	98.81250000	12.35250000	4.00888872
0.44671003	47.18250000	98.81250000	12.35250000	4.00888872
0.44672159	47.18250000	98.81250000	12.35250000	3.98311472
0.44673318	47.18250000	98.81250000	12.35250000	3.91508079
0.44674474	47.18250000	98.81250000	12.35250000	3.82348132
0.44675634	47.18250000	98.81250000	12.35250000	3.74444318
0.44676788	47.18250000	98.81250000	12.35250000	3.63419604
0.44677947	47.18250000	98.81250000	12.35250000	3.63419604
0.44679104	47.18250000	98.81250000	12.35250000	3.65448737
0.44680260	47.18250000	98.81250000	12.35250000	3.62271595
0.44681417	47.18250000	98.81250000	12.35250000	3.59142399
0.44682576	47.18250000	98.81250000	12.35250000	3.52939916
0.44683733	47.18250000	98.81250000	12.35250000	3.49647141
0.44684890	47.18250000	98.81250000	12.35250000	3.45322061
0.44686047	47.18250000	98.81250000	12.35250000	3.35799265
0.44687204	47.18250000	98.81250000	12.35250000	3.29032922
0.44688361	47.18250000	98.81250000	12.35250000	3.22688699
0.44689520	47.18250000	98.81250000	12.35250000	3.15938449
0.44690676	47.18250000	98.81250000	12.35250000	3.07606506
0.44691833	47.18250000	98.81250000	12.35250000	2.99803209
0.44692990	47.18250000	98.81250000	12.35250000	2.88869643
0.44694149	47.18250000	98.81250000	12.35250000	2.77813387
0.44695305	47.18250000	98.81250000	12.35250000	2.64695549
0.44696462	47.18250000	98.81250000	12.35250000	2.53313851
0.44697621	47.18250000	98.81250000	12.35250000	2.51706505
0.44698777	47.18250000	98.81250000	12.35250000	2.41098523
0.44699936	47.18250000	98.81250000	12.35250000	2.41098523
0.44701093	47.18250000	98.81250000	12.35250000	2.31133270
0.44702248	47.18250000	98.81250000	12.35250000	2.23360848
0.44703405	47.18250000	98.81250000	12.35250000	2.18850374
0.44704564	47.18250000	98.81250000	12.35250000	2.12280560
0.44705721	47.18250000	98.81250000	12.35250000	2.12280560
0.44706878	47.18250000	98.81250000	12.35250000	2.04418445
0.44708035	47.18250000	98.81250000	12.35250000	1.99441314
0.44709191	47.18250000	98.81250000	12.35250000	1.94670498
0.44710349	47.18250000	98.81250000	12.35250000	1.82965565
0.44711507	47.18250000	98.81250000	12.35250000	1.82965565
0.44712664	47.18250000	98.81250000	12.35250000	1.79732871
0.44713821	47.18250000	98.81250000	12.35250000	1.79486012
0.44714977	47.18250000	98.81250000	12.35250000	1.78506529
0.44716136	47.18250000	98.81250000	12.35250000	1.72048116
0.44717293	47.18250000	98.81250000	12.35250000	1.72048116
0.44718450	47.18250000	98.81250000	12.35250000	1.67616093
0.44719607	47.18250000	98.81250000	12.35250000	1.63308978
0.44720766	47.18250000	98.81250000	12.35250000	1.59406412
0.44721923	47.18250000	98.81250000	12.35250000	1.54857159
0.44723079	47.18250000	98.81250000	12.35250000	1.49855065
0.44724236	47.18250000	98.81250000	12.35250000	1.47736835
0.44725396	47.18250000	98.81250000	12.35250000	1.44081771
0.44726552	47.18250000	98.81250000	12.35250000	1.39252269
0.44727709	47.18250000	98.81250000	12.35250000	1.33841085
0.44728866	47.18250000	98.81250000	12.35250000	1.29113650
0.44730023	47.18250000	98.81250000	12.35250000	1.23824048
0.44731179	47.18250000	98.81250000	12.35250000	1.18064249
0.44732338	47.18250000	98.81250000	12.35250000	1.13675904
0.44733495	47.18250000	98.81250000	12.35250000	1.12927020
0.44734654	47.18250000	98.81250000	12.35250000	1.11175835
0.44735808	47.18250000	98.81250000	12.35250000	1.09048760
0.44736966	47.18250000	98.81250000	12.35250000	1.11486888
0.44738124	47.18250000	98.81250000	12.35250000	1.29308951
0.44739280	47.18250000	98.81250000	12.35250000	1.57818878
0.44740439	47.18250000	98.81250000	12.35250000	1.91589761
0.44741596	47.18250000	98.81250000	12.35250000	2.22428751
0.44742752	47.18250000	98.81250000	12.35250000	2.50068474
0.44743911	47.18250000	98.81250000	12.35250000	2.74424672
0.44745068	47.18250000	98.81250000	12.35250000	3.00441575
0.44746224	47.18250000	98.81250000	12.35250000	3.16374278
0.44747381	47.18250000	98.81250000	12.35250000	3.32069230
0.44748540	47.18250000	98.81250000	12.35250000	3.48096061
0.44749697	47.18250000	98.81250000	12.35250000	3.63357234
0.44750854	47.18250000	98.81250000	12.35250000	3.77004337
0.44752011	47.18250000	98.81250000	12.35250000	3.98463297
0.44753168	47.18250000	98.81250000	12.35250000	3.98463297
0.44754324	47.18250000	98.81250000	12.35250000	4.04659033
0.44755483	47.18250000	98.81250000	12.35250000	4.13234949
0.44756640	47.18250000	98.81250000	12.35250000	4.17431021
0.44757796	47.18250000	98.81250000	12.35250000	4.19615221
0.44758953	47.18250000	98.81250000	12.35250000	4.19179869
0.44760112	47.18250000	98.81250000	12.35250000	4.17526579
0.44761269	47.18250000	98.81250000	12.35250000	4.13523197
0.44762426	47.18250000	98.81250000	12.35250000	4.07661581
0.44763583	47.18250000	98.81250000	12.35250000	4.00058603
0.44764739	47.18250000	98.81250000	12.35250000	3.96277928
0.44765897	47.18250000	98.81250000	12.35250000	3.94657016
0.44767056	47.18250000	98.81250000	12.35250000	3.89356637
0.44768213	47.18250000	98.81250000	12.35250000	3.84531283
0.44769369	47.18250000	98.81250000	12.35250000	3.69746137
0.44770526	47.18250000	98.81250000	12.35250000	3.69746137
0.44771685	47.18250000	98.81250000	12.35250000	3.64798737
0.44772842	47.18250000	98.81250000	12.35250000	3.58822322
0.44773998	47.18250000	98.81250000	12.35250000	3.54114270
0.44775156	47.18250000	98.81250000	12.35250000	3.44773054
0.44776312	47.18250000	98.81250000	12.35250000	3.44773054
0.44777469	47.18250000	98.81250000	12.35250000	3.37007594
0.44778628	47.18250000	98.81250000	12.35250000	3.32185125
0.44779785	47.18250000	98.81250000	12.35250000	3.25217891
0.44780942	47.18250000	98.81250000	12.35250000	3.20916319
0.44782098	47.18250000	98.81250000	12.35250000	3.11353898
0.44783257	47.18250000	98.81250000	12.35250000	3.02729821
0.44784414	47.18250000	98.81250000	12.35250000	2.92341232
0.44785571	47.18250000	98.81250000	12.35250000	2.82223034
0.44786730	47.18250000	98.81250000	12.35250000	2.74403071
0.44787886	47.18250000	98.81250000	12.35250000	2.66454983
0.44789043	47.18250000	98.81250000	12.35250000	2.59450316
0.44790202	47.18250000	98.81250000	12.35250000	2.51980186
0.44791359	47.18250000	98.81250000	12.35250000	2.45967245
0.44792515	47.18250000	98.81250000	12.35250000	2.37832952
0.44793672	47.18250000	98.81250000	12.35250000	2.30696559
0.44794829	47.18250000	98.81250000	12.35250000	2.23033190
0.44795986	47.18250000	98.81250000	12.35250000	2.19840026
0.44797144	47.18250000	98.81250000	12.35250000	2.13841915
0.44798301	47.18250000	98.81250000	12.35250000	2.04790950
0.44799458	47.18250000	98.81250000	12.35250000	1.98014760
0.44800614	47.18250000	98.81250000	12.35250000	1.93798554
0.44801773	47.18250000	98.81250000	12.35250000	1.90051496
0.44802930	47.18250000	98.81250000	12.35250000	1.84813893
0.44804086	47.18250000	98.81250000	12.35250000	1.79559863
0.44805243	47.18250000	98.81250000	12.35250000	1.74676359
0.44806401	47.18250000	98.81250000	12.35250000	1.69184160
0.44807560	47.18250000	98.81250000	12.35250000	1.64598572
0.44808716	47.18250000	98.81250000	12.35250000	1.60555840
0.44809875	47.18250000	98.81250000	12.35250000	1.56308150
0.44811030	47.18250000	98.81250000	12.35250000	1.51842511
0.44812188	47.18250000	98.81250000	12.35250000	1.47106338
0.44813345	47.18250000	98.81250000	12.35250000	1.44918549
0.44814502	47.18250000	98.81250000	12.35250000	1.41364872
0.44815659	47.18250000	98.81250000	12.35250000	1.38621736
0.44816818	47.18250000	98.81250000	12.35250000	1.35731900
0.44817974	47.18250000	98.81250000	12.35250000	1.30788040
0.44819131	47.18250000	98.81250000	12.35250000	1.27625620
0.44820288	47.18250000	98.81250000	12.35250000	1.23688555
0.44821445	47.18250000	98.81250000	12.35250000	1.18689299
0.44822604	47.18250000	98.81250000	12.35250000	1.14773488
0.44823761	47.18250000	98.81250000	12.35250000	1.12085056
0.44824918	47.18250000	98.81250000	12.35250000	1.08812857
0.44826074	47.18250000	98.81250000	12.35250000	1.05986524
0.44827231	47.18250000	98.81250000	12.35250000	1.05928993
0.44828390	47.18250000	98.81250000	12.35250000	1.08435011
0.44829547	47.18250000	98.81250000	12.35250000	1.08689797
0.44830704	47.18250000	98.81250000	12.35250000	1.09688592
0.44831862	47.18250000	98.81250000	12.35250000	1.12289679
0.44833019	47.18250000	98.81250000	12.35250000	1.13154101
0.44834176	47.18250000	98.81250000	12.35250000	1.15351176
0.44835333	47.18250000	98.81250000	12.35250000	1.22971070
0.44836490	47.18250000	98.81250000	12.35250000	1.58034015
0.44837647	47.18250000	98.81250000	12.35250000	1.90662777
0.44838806	47.18250000	98.81250000	12.35250000	2.25140834
0.44839963	47.18250000	98.81250000	12.35250000	2.55397153
0.44841119	47.18250000	98.81250000	12.35250000	2.77903271
0.44842278	47.18250000	98.81250000	12.35250000	3.01784348
0.44843433	47.18250000	98.81250000	12.35250000	3.19000721
0.44844592	47.18250000	98.81250000	12.35250000	3.35830569
0.44845748	47.18250000	98.81250000	12.35250000	3.53999448
0.44846905	47.18250000	98.81250000	12.35250000	3.64739180
0.44848062	47.18250000	98.81250000	12.35250000	3.73971486
0.44849221	47.18250000	98.81250000	12.35250000	3.84604692
0.44850378	47.18250000	98.81250000	12.35250000	3.95721316
0.44851534	47.18250000	98.81250000	12.35250000	4.02832937
0.44852691	47.18250000	98.81250000	12.35250000	4.05717468
0.44853850	47.18250000	98.81250000	12.35250000	4.05378389
0.44855007	47.18250000	98.81250000	12.35250000	4.04776573
0.44856164	47.18250000	98.81250000	12.35250000	4.04265690
0.44857321	47.18250000	98.81250000	12.35250000	4.01426840
0.44858477	47.18250000	98.81250000	12.35250000	3.97070765
0.44859636	47.18250000	98.81250000	12.35250000	3.89966249
0.44860793	47.18250000	98.81250000	12.35250000	3.84499264
0.44861950	47.18250000	98.81250000	12.35250000	3.76609850
0.44863106	47.18250000	98.81250000	12.35250000	3.67731023
0.44864265	47.18250000	98.81250000	12.35250000	3.60714364
0.44865422	47.18250000	98.81250000	12.35250000	3.54265285
0.44866579	47.18250000	98.81250000	12.35250000	3.48232007
0.44867735	47.18250000	98.81250000	12.35250000	3.39342403
0.44868894	47.18250000	98.81250000	12.35250000	3.32194424
0.44870051	47.18250000	98.81250000	12.35250000	3.25958490
0.44871208	47.18250000	98.81250000	12.35250000	3.19075990
0.44872364	47.18250000	98.81250000	12.35250000	3.14789104
0.44873523	47.18250000	98.81250000	12.35250000	3.13647604
0.44874680	47.18250000	98.81250000	12.35250000	3.08391118
0.44875836	47.18250000	98.81250000	12.35250000	3.01300955
0.44876995	47.18250000	98.81250000	12.35250000	2.93222189
0.44878152	47.18250000	98.81250000	12.35250000	2.84830999
0.44879309	47.18250000	98.81250000	12.35250000	2.76279140
0.44880466	47.18250000	98.81250000	12.35250000	2.68574953
0.44881623	47.18250000	98.81250000	12.35250000	2.62823009
0.44882779	47.18250000	98.81250000	12.35250000	2.56102681
0.44883939	47.18250000	98.81250000	12.35250000	2.51459813
0.44885095	47.18250000	98.81250000	12.35250000	2.46793532
0.44886252	47.18250000	98.81250000	12.35250000	2.41592741
0.44887409	47.18250000	98.81250000	12.35250000	2.32967949
0.44888566	47.18250000	98.81250000	12.35250000	2.26028252
0.44889723	47.18250000	98.81250000	12.35250000	2.19283462
0.44890882	47.18250000	98.81250000	12.35250000	2.14460516
0.44892039	47.18250000	98.81250000	12.35250000	2.07806325
0.44893196	47.18250000	98.81250000	12.35250000	2.02884102
0.44894353	47.18250000	98.81250000	12.35250000	1.97344732
0.44895509	47.18250000	98.81250000	12.35250000	1.92522871
0.44896668	47.18250000	98.81250000	12.35250000	1.86369240
0.44897825	47.18250000	98.81250000	12.35250000	1.80037308
0.44898981	47.18250000	98.81250000	12.35250000	1.74318433
0.44900140	47.18250000	98.81250000	12.35250000	1.69488788
0.44901297	47.18250000	98.81250000	12.35250000	1.65899289
0.44902454	47.18250000	98.81250000	12.35250000	1.61778808
0.44903611	47.18250000	98.81250000	12.35250000	1.57143247
0.44904768	47.18250000	98.81250000	12.35250000	1.52902222
0.44905927	47.18250000	98.81250000	12.35250000	1.49465358
0.44907084	47.18250000	98.81250000	12.35250000	1.46902692
0.44908240	47.18250000	98.81250000	12.35250000	1.45475459
0.44909397	47.18250000	98.81250000	12.35250000	1.43071222
0.44910554	47.18250000	98.81250000	12.35250000	1.38696659
0.44911711	47.18250000	98.81250000	12.35250000	1.38696659
0.44912870	47.18250000	98.81250000	12.35250000	1.29986727
0.44914026	47.18250000	98.81250000	12.35250000	1.26824558
0.44915183	47.18250000	98.81250000	12.35250000	1.23286068
0.44916340	47.18250000	98.81250000	12.35250000	1.20142412
0.44917499	47.18250000	98.81250000	12.35250000	1.17133617
0.44918655	47.18250000	98.81250000	12.35250000	1.14965391
0.44919812	47.18250000	98.81250000	12.35250000	1.12199116
0.44920969	47.18250000	98.81250000	12.35250000	1.09418726
0.44922128	47.18250000	98.81250000	12.35250000	1.07788610
0.44923285	47.18250000	98.81250000	12.35250000	1.06600225
0.44924441	47.18250000	98.81250000	12.35250000	1.05867100
0.44925598	47.18250000	98.81250000	12.35250000	1.07095516
0.44926757	47.18250000	98.81250000	12.35250000	1.07785368
0.44927915	47.18250000	98.81250000	12.35250000	1.12817371
0.44929072	47.18250000	98.81250000	12.35250000	1.25395179
0.44930229	47.18250000	98.81250000	12.35250000	1.48184586
0.44931386	47.18250000	98.81250000	12.35250000	1.77751267
0.44932543	47.18250000	98.81250000	12.35250000	2.14781022
0.44933700	47.18250000	98.81250000	12.35250000	2.39513588
0.44934857	47.18250000	98.81250000	12.35250000	2.63638783
0.44936017	47.18250000	98.81250000	12.35250000	2.87053442
0.44937173	47.18250000	98.81250000	12.35250000	3.08077216
0.44938332	47.18250000	98.81250000	12.35250000	3.23401499
0.44939487	47.18250000	98.81250000	12.35250000	3.39319396
0.44940646	47.18250000	98.81250000	12.35250000	3.54873228
0.44941803	47.18250000	98.81250000	12.35250000	3.63713098
0.44942960	47.18250000	98.81250000	12.35250000	3.71997118
0.44944119	47.18250000	98.81250000	12.35250000	3.81135726
0.44945276	47.18250000	98.81250000	12.35250000	3.81135726
0.44946432	47.18250000	98.81250000	12.35250000	3.89132190
0.44947589	47.18250000	98.81250000	12.35250000	4.08100843
0.44948747	47.18250000	98.81250000	12.35250000	4.12465906
0.44949906	47.18250000	98.81250000	12.35250000	4.16495800
0.44951062	47.18250000	98.81250000	12.35250000	4.21500349
0.44952219	47.18250000	98.81250000	12.35250000	4.21500349
0.44953377	47.18250000	98.81250000	12.35250000	4.22529793
0.44954534	47.18250000	98.81250000	12.35250000	4.19752359
0.44955693	47.18250000	98.81250000	12.35250000	4.12830019
0.44956850	47.18250000	98.81250000	12.35250000	3.98084259
0.44958006	47.18250000	98.81250000	12.35250000	3.92360902
0.44959163	47.18250000	98.81250000	12.35250000	3.92360902
0.44960320	47.18250000	98.81250000	12.35250000	3.86471272
0.44961479	47.18250000	98.81250000	12.35250000	3.82116413
0.44962636	47.18250000	98.81250000	12.35250000	3.78385401
0.44963793	47.18250000	98.81250000	12.35250000	3.73819160
0.44964952	47.18250000	98.81250000	12.35250000	3.67587042
0.44966109	47.18250000	98.81250000	12.35250000	3.67587042
0.44967268	47.18250000	98.81250000	12.35250000	3.61319065
0.44968422	47.18250000	98.81250000	12.35250000	3.52735567
0.44969582	47.18250000	98.81250000	12.35250000	3.39244270
0.44970739	47.18250000	98.81250000	12.35250000	3.32966471
0.44971896	47.18250000	98.81250000	12.35250000	3.30798817
0.44973053	47.18250000	98.81250000	12.35250000	3.24407244
0.44974210	47.18250000	98.81250000	12.35250000	3.11547184
0.44975366	47.18250000	98.81250000	12.35250000	2.96367741
0.44976525	47.18250000	98.81250000	12.35250000	2.85619831
0.44977682	47.18250000	98.81250000	12.35250000	2.80464482
0.44978839	47.18250000	98.81250000	12.35250000	2.74919796
0.44979996	47.18250000	98.81250000	12.35250000	2.69735312
0.44981155	47.18250000	98.81250000	12.35250000	2.61640739
0.44982312	47.18250000	98.81250000	12.35250000	2.55397153
0.44983469	47.18250000	98.81250000	12.35250000	2.48081875
0.44984626	47.18250000	98.81250000	12.35250000	2.40580463
0.44985785	47.18250000	98.81250000	12.35250000	2.32755733
0.44986942	47.18250000	98.81250000	12.35250000	2.27952361
0.44988099	47.18250000	98.81250000	12.35250000	2.16964173
0.44989256	47.18250000	98.81250000	12.35250000	2.16964173
0.44990415	47.18250000	98.81250000	12.35250000	2.08724976
0.44991572	47.18250000	98.81250000	12.35250000	2.00759172
0.44992729	47.18250000	98.81250000	12.35250000	1.92423320
0.44993885	47.18250000	98.81250000	12.35250000	1.77997637
0.44995042	47.18250000	98.81250000	12.35250000	1.77997637
0.44996202	47.18250000	98.81250000	12.35250000	1.72690916
0.44997358	47.18250000	98.81250000	12.35250000	1.66991878
0.44998516	47.18250000	98.81250000	12.35250000	1.61578465
0.44999673	47.18250000	98.81250000	12.35250000	1.56965184
0.45000830	47.18250000	98.81250000	12.35250000	1.56965184
0.45001987	47.18250000	98.81250000	12.35250000	1.53883147
0.45003146	47.18250000	98.81250000	12.35250000	1.51661813
0.45004303	47.18250000	98.81250000	12.35250000	1.48251748
0.45005460	47.18250000	98.81250000	12.35250000	1.36993456
0.45006617	47.18250000	98.81250000	12.35250000	1.36993456
0.45007774	47.18250000	98.81250000	12.35250000	1.33415997
0.45008933	47.18250000	98.81250000	12.35250000	1.31108057
0.45010090	47.18250000	98.81250000	12.35250000	1.27775943
0.45011249	47.18250000	98.81250000	12.35250000	1.23539090
0.45012404	47.18250000	98.81250000	12.35250000	1.18856525
0.45013563	47.18250000	98.81250000	12.35250000	1.16020012
0.45014720	47.18250000	98.81250000	12.35250000	1.13647676
0.45015877	47.18250000	98.81250000	12.35250000	1.10787773
0.45017034	47.18250000	98.81250000	12.35250000	1.09085774
0.45018191	47.18250000	98.81250000	12.35250000	1.09717214
0.45019350	47.18250000	98.81250000	12.35250000	1.15391576
0.45020507	47.18250000	98.81250000	12.35250000	1.26078033
0.45021664	47.18250000	98.81250000	12.35250000	1.39762878
0.45022821	47.18250000	98.81250000	12.35250000	1.50620115
0.45023978	47.18250000	98.81250000	12.35250000	1.91141188
0.45025137	47.18250000	98.81250000	12.35250000	2.22627234
0.45026294	47.18250000	98.81250000	12.35250000	2.42735958
0.45027451	47.18250000	98.81250000	12.35250000	2.65766501
0.45028608	47.18250000	98.81250000	12.35250000	2.95502090
0.45029765	47.18250000	98.81250000	12.35250000	3.27090716
0.45030924	47.18250000	98.81250000	12.35250000	3.55551481
0.45032081	47.18250000	98.81250000	12.35250000	3.72984004
0.45033238	47.18250000	98.81250000	12.35250000	3.87910819
0.45034397	47.18250000	98.81250000	12.35250000	4.01046658
0.45035552	47.18250000	98.81250000	12.35250000	4.12029409
0.45036709	47.18250000	98.81250000	12.35250000	4.25235939
0.45037866	47.18250000	98.81250000	12.35250000	4.36638927
0.45039026	47.18250000	98.81250000	12.35250000	4.46900511
0.45040182	47.18250000	98.81250000	12.35250000	4.52255726
0.45041342	47.18250000	98.81250000	12.35250000	4.57944250
0.45042499	47.18250000	98.81250000	12.35250000	4.63796473
0.45043654	47.18250000	98.81250000	12.35250000	4.66561031
0.45044812	47.18250000	98.81250000	12.35250000	4.67121124
0.45045969	47.18250000	98.81250000	12.35250000	4.64168978
0.45047128	47.18250000	98.81250000	12.35250000	4.59202719
0.45048285	47.18250000	98.81250000	12.35250000	4.53397942
0.45049442	47.18250000	98.81250000	12.35250000	4.47492933
0.45050599	47.18250000	98.81250000	12.35250000	4.42102003
0.45051756	47.18250000	98.81250000	12.35250000	4.40756369
0.45052915	47.18250000	98.81250000	12.35250000	4.43052626
0.45054072	47.18250000	98.81250000	12.35250000	4.42882013
0.45055228	47.18250000	98.81250000	12.35250000	4.39825344
0.45056386	47.18250000	98.81250000	12.35250000	4.38174295
0.45057543	47.18250000	98.81250000	12.35250000	4.35321951
0.45058702	47.18250000	98.81250000	12.35250000	4.32618952
0.45059858	47.18250000	98.81250000	12.35250000	4.32618952
0.45061016	47.18250000	98.81250000	12.35250000	4.32489157
0.45062173	47.18250000	98.81250000	12.35250000	4.30094385
0.45063330	47.18250000	98.81250000	12.35250000	4.27850151
0.45064489	47.18250000	98.81250000	12.35250000	4.20732927
0.45065646	47.18250000	98.81250000	12.35250000	4.20732927
0.45066804	47.18250000	98.81250000	12.35250000	4.15241671
0.45067961	47.18250000	98.81250000	12.35250000	4.11456776
0.45069118	47.18250000	98.81250000	12.35250000	4.06650019
0.45070275	47.18250000	98.81250000	12.35250000	4.04757786
0.45071432	47.18250000	98.81250000	12.35250000	4.00973368
0.45072589	47.18250000	98.81250000	12.35250000	3.98437834
0.45073748	47.18250000	98.81250000	12.35250000	3.92941952
0.45074905	47.18250000	98.81250000	12.35250000	3.90828729
0.45076064	47.18250000	98.81250000	12.35250000	3.86201024
0.45077219	47.18250000	98.81250000	12.35250000	3.82314277
0.45078378	47.18250000	98.81250000	12.35250000	3.77390218
0.45079535	47.18250000	98.81250000	12.35250000	3.75173759
0.45080691	47.18250000	98.81250000	12.35250000	3.71972537
0.45081848	47.18250000	98.81250000	12.35250000	3.70777345
0.45083007	47.18250000	98.81250000	12.35250000	3.65968704
0.45084164	47.18250000	98.81250000	12.35250000	3.62128091
0.45085321	47.18250000	98.81250000	12.35250000	3.56296730
0.45086478	47.18250000	98.81250000	12.35250000	3.49961114
0.45087637	47.18250000	98.81250000	12.35250000	3.43914747
0.45088795	47.18250000	98.81250000	12.35250000	3.38580346
0.45089951	47.18250000	98.81250000	12.35250000	3.34628677
0.45091108	47.18250000	98.81250000	12.35250000	3.32404089
0.45092265	47.18250000	98.81250000	12.35250000	3.29742765
0.45093422	47.18250000	98.81250000	12.35250000	3.28709340
0.45094580	47.18250000	98.81250000	12.35250000	3.30445862
0.45095739	47.18250000	98.81250000	12.35250000	3.28600693
0.45096896	47.18250000	98.81250000	12.35250000	3.27298284
0.45098053	47.18250000	98.81250000	12.35250000	3.22324681
0.45099210	47.18250000	98.81250000	12.35250000	3.17529345
0.45100369	47.18250000	98.81250000	12.35250000	3.15205503
0.45101525	47.18250000	98.81250000	12.35250000	3.14951253
0.45102682	47.18250000	98.81250000	12.35250000	3.12338018
0.45103839	47.18250000	98.81250000	12.35250000	3.07997012
0.45104998	47.18250000	98.81250000	12.35250000	3.04017854
0.45106155	47.18250000	98.81250000	12.35250000	3.00563097
0.45107312	47.18250000	98.81250000	12.35250000	2.96282721
0.45108469	47.18250000	98.81250000	12.35250000	2.92107630
0.45109628	47.18250000	98.81250000	12.35250000	2.90161252
0.45110785	47.18250000	98.81250000	12.35250000	2.88764787
0.45111942	47.18250000	98.81250000	12.35250000	2.87835670
0.45113098	47.18250000	98.81250000	12.35250000	2.84402871
