PACl mL/s	Turbidity	Fluoride Voltage	Fluoride Conc
0.001317	0.02477756	0.10516895	2.273080013
0.001317	0.02410631	0.1052062	2.268977601
0.001317	0.02410631	0.10543813	2.243600756
0.001317	0.02410631	0.10543537	2.243901069
0.001317	0.02410631	0.10560457	2.225564669
0.001317	0.02410631	0.10585652	2.198537867
0.001317	0.02337444	0.10518673	2.271120944
0.001317	0.02337444	0.10543855	2.243555059
0.001317	0.02337444	0.10450632	2.347308871
0.001317	0.02337444	0.10417172	2.385707431
0.001317	0.02337444	0.10552286	2.234400893
0.001317	0.02200297	0.10607772	2.175080333
0.001317	0.02200297	0.10583216	2.20113658
0.001317	0.02200297	0.10514621	2.275588057
0.001317	0.02200297	0.10529748	2.258956037
0.001317	0.02200297	0.10382646	2.425987923
0.001317	0.02137659	0.10576437	2.208384563
0.001317	0.02137659	0.10464048	2.332086868
0.001317	0.02137659	0.1058038	2.204165881
0.001317	0.02137659	0.10525633	2.263468374
0.001317	0.02137659	0.1045434	2.343091809
0.001317	0.02214135	0.10470963	2.324279593
0.001317	0.02214135	0.10567896	2.217550433
0.001317	0.02214135	0.10465264	2.330712064
0.001317	0.02214135	0.1052489	2.264284077
0.001317	0.02214135	0.10430149	2.370741071
0.001317	0.02194054	0.10458639	2.338212091
0.001317	0.02194054	0.10440215	2.359196654
0.001317	0.02194054	0.10579309	2.205310964
0.001317	0.02194054	0.10435881	2.364160291
0.001317	0.02194054	0.10402291	2.402986001
0.001317	0.02245914	0.10487771	2.30541158
0.001317	0.02245914	0.10534155	2.25413348
0.001317	0.02245914	0.10450093	2.347922501
0.001317	0.02245914	0.10502453	2.289055506
0.001317	0.02245914	0.10555118	2.231334366
0.001317	0.02053811	0.10441338	2.357912207
0.001317	0.02053811	0.10465369	2.33059339
0.001317	0.02053811	0.10493192	2.2993589
0.001317	0.02053811	0.10379602	2.429571728
0.001317	0.02053811	0.1062209	2.160030167
0.001317	0.02030053	0.10496191	2.296017273
0.001317	0.02030053	0.10590884	2.192966762
0.001317	0.02030053	0.10592364	2.1913934
0.001317	0.02030053	0.10552491	2.234178774
0.001317	0.02030053	0.10712314	2.067559049
0.001317	0.02065769	0.10648407	2.132638505
0.001317	0.02065769	0.10648631	2.132406855
0.001317	0.02065769	0.10588758	2.195228851
0.001317	0.02065769	0.10633671	2.147933173
0.001317	0.02065769	0.10581	2.203503266
0.001317	0.02003768	0.105686	2.216793491
0.001317	0.02003768	0.10652249	2.128668778
0.001317	0.02003768	0.10490017	2.302901935
0.001317	0.02003768	0.10669499	2.110936176
0.001317	0.02003768	0.10579146	2.205485291
0.001317	0.01950906	0.1058428	2.200001132
0.001317	0.01950906	0.10593635	2.190043124
0.001317	0.01950906	0.10554136	2.232397212
0.001317	0.01950906	0.105135	2.276825451
0.001317	0.01950906	0.10513049	2.277323468
0.001317	0.01985052	0.10608466	2.174348432
0.001317	0.01985052	0.10455102	2.342226134
0.001317	0.01985052	0.10603738	2.179339519
0.001317	0.01985052	0.10678833	2.101402708
0.001317	0.01985052	0.10611358	2.171301145
0.001317	0.01975813	0.10584276	2.2000054
0.001317	0.01975813	0.10594002	2.189653388
0.001317	0.01975813	0.10494649	2.297734835
0.001317	0.01975813	0.10642132	2.139138042
0.001317	0.01975813	0.10591936	2.191848283
0.001317	0.02220061	0.10531047	2.257533477
0.001317	0.02220061	0.10571884	2.213265941
0.001317	0.02220061	0.10584067	2.200228388
0.001317	0.02220061	0.1062929	2.152501382
0.001317	0.02220061	0.10471797	2.323339747
0.001317	0.021612	0.10637251	2.144207392
0.001317	0.021612	0.10602045	2.181129509
0.001317	0.021612	0.10536006	2.252111012
0.001317	0.021612	0.1049235	2.300297971
0.001317	0.021612	0.10541798	2.245794184
0.001317	0.02115522	0.10480801	2.313217174
0.001317	0.02115522	0.10542184	2.245373837
0.001317	0.02115522	0.10594521	2.189102354
0.001317	0.02115522	0.1050913	2.281655616
0.001317	0.02115522	0.10485523	2.307926198
0.001317	0.02007048	0.10573167	2.211889316
0.001317	0.02007048	0.10548857	2.238119499
0.001317	0.02007048	0.1053423	2.254051497
0.001317	0.02007048	0.10475604	2.319054406
0.001317	0.02007048	0.10454776	2.342596449
0.001317	0.01946157	0.10434264	2.36601488
0.001317	0.01946157	0.10562894	2.222936038
0.001317	0.01946157	0.10514416	2.275814292
0.001317	0.01946157	0.10438423	2.361247728
0.001317	0.01946157	0.10543193	2.244275428
0.001317	0.01946562	0.10498045	2.293953889
0.001317	0.01946562	0.1057201	2.213130708
0.001317	0.01946562	0.10554021	2.232521712
0.001317	0.01946562	0.10500827	2.290861177
0.001317	0.01946562	0.10513425	2.276908262
0.001317	0.01911894	0.10590602	2.193266679
0.001317	0.01911894	0.10540309	2.247416412
0.001317	0.01911894	0.10581914	2.202526807
0.001317	0.01911894	0.10561007	2.224971149
0.001317	0.01911894	0.10562801	2.223036294
0.001317	0.01911894	0.10442851	2.356182797
0.001317	0.01903548	0.10568202	2.217221389
0.001317	0.01903548	0.10468799	2.32672001
0.001317	0.01903548	0.10581687	2.202769278
0.001317	0.01903548	0.10514694	2.275507501
0.001317	0.01903548	0.10585859	2.198317182
0.001317	0.01865815	0.10463975	2.332169427
0.001317	0.02137659	0.1056801	2.217427842
0.001317	0.01865815	0.10533103	2.255283742
