PACl mL/s	Turbidity	Fluoride Voltage	Fluoride Conc
0.0052668	4.82636023	0.10708845	2.071040162
0.0052668	4.82636023	0.10983431	1.812836
0.0052668	4.82636023	0.11182857	1.645727057
0.0052668	4.82636023	0.10844067	1.939588891
0.0052668	4.82636023	0.10741486	2.038515724
0.0052668	5.12802792	0.11064003	1.743369366
0.0052668	5.12802792	0.11164679	1.660298751
0.0052668	5.12802792	0.10948802	1.843536162
0.0052668	5.12802792	0.10531744	2.256770548
0.0052668	5.12802792	0.10901262	1.88653108
0.0052668	4.88862133	0.11084007	1.726539062
0.0052668	4.88862133	0.11178265	1.649395939
0.0052668	4.88862133	0.10969181	1.82540687
0.0052668	4.88862133	0.10604342	2.178701272
0.0052668	4.88862133	0.10754615	2.025578102
0.0052668	4.40051222	0.10967276	1.82709399
0.0052668	4.40051222	0.11175699	1.651449665
0.0052668	4.40051222	0.11057479	1.748893715
0.0052668	4.40051222	0.10812477	1.969530879
0.0052668	4.40051222	0.10550255	2.23660268
0.0052668	3.84243417	0.10919241	1.870154314
0.0052668	3.84243417	0.11085781	1.725054379
0.0052668	3.84243417	0.1111035	1.704623072
0.0052668	3.84243417	0.10921846	1.867793285
0.0052668	3.84243417	0.10682028	2.098149332
0.0052668	3.77462673	0.10480538	2.31351222
0.0052668	3.77462673	0.10766223	2.014207719
0.0052668	3.77462673	0.10930275	1.860174108
0.0052668	3.77462673	0.11131289	1.687401542
0.0052668	3.77462673	0.1115921	1.66470796
0.0052668	4.34047842	0.10874183	1.911467939
0.0052668	4.34047842	0.10576011	2.208840831
0.0052668	4.34047842	0.10522903	2.26646695
0.0052668	4.34047842	0.10768685	2.011804332
0.0052668	4.34047842	0.109116	1.877096929
0.0052668	4.21850014	0.1102828	1.773833937
0.0052668	4.21850014	0.1114453	1.676601234
0.0052668	4.21850014	0.11115769	1.700149365
0.0052668	4.21850014	0.11147612	1.674097268
0.0052668	4.21850014	0.10988876	1.808055496
0.0052668	5.17264223	0.10777951	2.00278461
0.0052668	5.17264223	0.10539679	2.248103134
0.0052668	5.17264223	0.10442822	2.356215934
0.0052668	5.17264223	0.10691574	2.088458892
0.0052668	5.17264223	0.10899162	1.888453264
0.0052668	5.17306089	0.10874162	1.911487405
0.0052668	5.17306089	0.10972872	1.822142453
0.0052668	5.17306089	0.1095974	1.833783373
0.0052668	5.17306089	0.10939427	1.851936583
0.0052668	5.17306089	0.11009177	1.79034284
0.0052668	4.90135288	0.10994443	1.803180914
0.0052668	4.90135288	0.1105379	1.752025206
0.0052668	4.90135288	0.11062649	1.744514461
0.0052668	4.90135288	0.11136425	1.683204018
0.0052668	4.90135288	0.11117317	1.698873557
0.0052668	5.10644484	0.10956259	1.836881572
0.0052668	5.10644484	0.10931939	1.858673655
0.0052668	5.10644484	0.10952636	1.840111713
0.0052668	5.10644484	0.10854487	1.929812668
0.0052668	5.10644484	0.10808229	1.973592368
0.0052668	4.908988	0.10778929	2.001834966
0.0052668	4.908988	0.10628532	2.153292758
0.0052668	4.908988	0.10527641	2.26126536
0.0052668	4.908988	0.10500629	2.291081153
0.0052668	4.908988	0.10458764	2.338070358
0.0052668	4.99449778	0.104507	2.347231468
0.0052668	4.99449778	0.10534719	2.253517041
0.0052668	4.99449778	0.10649356	2.131657268
0.0052668	4.99449778	0.10744084	2.035949053
0.0052668	4.99449778	0.10818153	1.96411713
0.0052668	4.21029282	0.10853104	1.931107381
0.0052668	4.21029282	0.10857557	1.92694175
0.0052668	4.21029282	0.10905519	1.882640539
0.0052668	4.21029282	0.11125851	1.691857294
0.0052668	4.21029282	0.11077128	1.732308278
0.0052668	4.74109793	0.11022238	1.779038935
0.0052668	4.74109793	0.10922803	1.866926661
0.0052668	4.74109793	0.10982201	1.813917642
0.0052668	4.74109793	0.10790769	1.99037392
0.0052668	4.74109793	0.10526384	2.262644187
0.0052668	4.87521029	0.10383637	2.424822326
0.0052668	4.87521029	0.10420565	2.38178519
0.0052668	4.87521029	0.10696675	2.08329907
0.0052668	4.87521029	0.10771611	2.008951722
0.0052668	4.87521029	0.10888471	1.898269418
0.0052668	4.79985714	0.11064633	1.742836824
0.0052668	4.79985714	0.11122369	1.694716528
0.0052668	4.79985714	0.10986646	1.810011826
0.0052668	4.79985714	0.1086787	1.917328758
0.0052668	4.79985714	0.10886379	1.90019619
0.0052668	5.69585228	0.10702302	2.077621969
0.0052668	5.69585228	0.10451004	2.346885458
0.0052668	5.69585228	0.10616069	2.166346327
0.0052668	5.69585228	0.10763465	2.016903468
0.0052668	5.69585228	0.11053214	1.752514662
0.0052668	5.62046528	0.11123718	1.693608227
0.0052668	5.62046528	0.10966659	1.827640756
0.0052668	5.62046528	0.10902879	1.885052332
0.0052668	5.62046528	0.10488294	2.304826944
0.0052668	5.62046528	0.10568797	2.216581722
