PACl mL/s	Turbidity	Fluoride Voltage	Fluoride Conc
0.0046085	5.0093255	0.10958422	1.834955819
0.0046085	4.83777332	0.10523634	2.265663646
0.0046085	4.83777332	0.10809586	1.972294038
0.0046085	4.83777332	0.10522259	2.267174886
0.0046085	4.83777332	0.10840859	1.942608651
0.0046085	4.83777332	0.10571241	2.213956185
0.0046085	4.60461283	0.10740932	2.039063461
0.0046085	4.60461283	0.10567975	2.217465479
0.0046085	4.60461283	0.10663313	2.117278188
0.0046085	4.60461283	0.10653805	2.127063152
0.0046085	4.60461283	0.10602271	2.180890477
0.0046085	5.28957272	0.10776842	2.003862
0.0046085	5.28957272	0.10557757	2.228480611
0.0046085	5.28957272	0.10833015	1.950012196
0.0046085	5.28957272	0.10562768	2.22307187
0.0046085	5.28957272	0.10880218	1.905881958
0.0046085	4.57154512	0.10550399	2.2364465
0.0046085	4.57154512	0.10846438	1.937360035
0.0046085	4.57154512	0.10567736	2.217722501
0.0046085	4.57154512	0.10821863	1.96058659
0.0046085	4.57154512	0.10553165	2.233448649
0.0046085	4.21715832	0.10947456	1.844739891
0.0046085	4.21715832	0.1048705	2.306217794
0.0046085	4.21715832	0.10840283	1.94315135
0.0046085	4.21715832	0.10511276	2.279282361
0.0046085	4.21715832	0.10779997	2.000798447
0.0046085	5.10042334	0.10675639	2.104660108
0.0046085	5.10042334	0.10690138	2.089913755
0.0046085	5.10042334	0.10784918	1.996029427
0.0046085	5.10042334	0.10546395	2.240793251
0.0046085	5.10042334	0.10887416	1.899240849
0.0046085	5.24294806	0.10485143	2.308351538
0.0046085	5.24294806	0.10895876	1.891464955
0.0046085	5.24294806	0.10534673	2.253567312
0.0046085	5.24294806	0.1079526	1.986043845
0.0046085	5.24294806	0.10574126	2.210860894
0.0046085	5.14682388	0.10772414	2.00816957
0.0046085	5.14682388	0.10767083	2.013367867
0.0046085	5.14682388	0.10520493	2.269117346
0.0046085	5.14682388	0.108666	1.918509961
0.0046085	5.14682388	0.10532073	2.256410517
0.0046085	5.56998539	0.1078162	1.999224314
0.0046085	5.56998539	0.10744515	2.035523563
0.0046085	5.56998539	0.10415525	2.387613659
0.0046085	5.56998539	0.10872805	1.912745707
0.0046085	5.56998539	0.10484875	2.308651561
0.0046085	5.08843088	0.10723991	2.055884216
0.0046085	5.08843088	0.10730225	2.049678389
0.0046085	5.08843088	0.10505018	2.28620997
0.0046085	5.08843088	0.10884944	1.901518984
0.0046085	5.08843088	0.10509502	2.281244045
0.0046085	4.86186743	0.1066642	2.114090451
0.0046085	4.86186743	0.1087579	1.909978906
0.0046085	4.86186743	0.10511527	2.279004942
0.0046085	4.86186743	0.10812453	1.969553802
0.0046085	4.86186743	0.10717187	2.062678914
0.0046085	5.17201996	0.10551769	2.234961162
0.0046085	5.17201996	0.10896313	1.891064158
0.0046085	5.17201996	0.10491607	2.301126946
0.0046085	5.17201996	0.10786016	1.99496689
0.0046085	5.17201996	0.1077253	2.008056607
0.0046085	5.18969822	0.10577253	2.207510849
0.0046085	5.18969822	0.10831957	1.951012944
0.0046085	5.18969822	0.10500146	2.29161785
0.0046085	5.18969822	0.10840648	1.942807435
0.0046085	5.18969822	0.10733573	2.046353255
0.0046085	4.75049782	0.10475987	2.318623721
0.0046085	4.75049782	0.10896568	1.890830322
0.0046085	4.75049782	0.10483611	2.310067124
0.0046085	4.75049782	0.10740908	2.039087193
0.0046085	4.75049782	0.10773568	2.007046065
0.0046085	4.2370863	0.1054735	2.239755734
0.0046085	4.2370863	0.10869718	1.915611267
0.0046085	4.2370863	0.10523353	2.265972406
0.0046085	4.2370863	0.10761265	2.019056399
0.0046085	4.2370863	0.10759611	2.020676524
0.0046085	4.29615593	0.10556671	2.229654545
0.0046085	4.29615593	0.10904973	1.883139089
0.0046085	4.29615593	0.1057649	2.208327804
0.0046085	4.29615593	0.10675491	2.104811168
0.0046085	4.29615593	0.10952686	1.840067096
0.0046085	5.00323677	0.10509535	2.281207538
0.0046085	5.00323677	0.10734682	2.045253019
0.0046085	5.00323677	0.10897199	1.890251819
0.0046085	5.00323677	0.10416007	2.387055637
0.0046085	5.00323677	0.10772429	2.008154962
0.0046085	5.53931856	0.10854009	1.930260055
0.0046085	5.53931856	0.10600484	2.18278124
0.0046085	5.53931856	0.10610852	2.171834006
0.0046085	5.53931856	0.10933775	1.857019512
0.0046085	5.53931856	0.1075606	2.024159191
0.0046085	5.45655727	0.10470275	2.325055197
0.0046085	5.45655727	0.10814278	1.967811477
0.0046085	5.45655727	0.10991368	1.805871822
0.0046085	5.45655727	0.10656211	2.124582801
0.0046085	5.45655727	0.10519252	2.270483344
0.0046085	5.30022669	0.10898393	1.889157639
0.0046085	5.30022669	0.10862406	1.922415893
0.0046085	5.30022669	0.10613712	2.168823899
0.0046085	5.30022669	0.10460924	2.335622567
0.0046085	5.30022669	0.10825419	1.957208556
0.0046085	4.95267248	0.10873749	1.911870279
0.0046085	4.95267248	0.10556102	2.230269864
0.0046085	4.95267248	0.10680703	2.09949793
0.0046085	4.95267248	0.1078348	1.997421839
0.0046085	4.95267248	0.10940064	1.851364592
0.0046085	4.95267248	0.10531373	2.257176608
0.0046085	3.89876056	0.10683795	2.096352211
0.0046085	3.89876056	0.10982721	1.813460284
0.0046085	3.89876056	0.10803781	1.977854052
0.0046085	3.89876056	0.10471293	2.323907666
0.0046085	3.89876056	0.10814277	1.967812432
0.0046085	4.52674818	0.10923599	1.86620614
0.0046085	4.52674818	0.10809511	1.972365773
0.0046085	4.52674818	0.10387816	2.419913215
0.0046085	4.52674818	0.10772905	2.007691468
0.0046085	4.52674818	0.1095611	1.837014303
0.0046085	4.15266466	0.1079481	1.986477295
0.0046085	4.15266466	0.10438644	2.360994681
0.0046085	4.15266466	0.1082921	1.953613694
0.0046085	4.15266466	0.10987616	1.809160606
0.0046085	4.15266466	0.10726209	2.05367409
0.0046085	3.91459966	0.10439409	2.360118959
0.0046085	3.91459966	0.10764687	2.015708605
0.0046085	3.91459966	0.10968734	1.825802606
0.0046085	3.91459966	0.10896672	1.890734963
0.0046085	3.91459966	0.10561635	2.224293651
0.0046085	4.68685055	0.10528957	2.259822716
